CODIGO_EMPRESA;CODIGO_CENTRO_CUSTO;NOME_CENTRO_CUSTO;DATA_CRIACAO;DATA_EXTINCAO
008;290;RIO GRANDE;1980-01-01;2999-12-31
008;569;FRAIBURGO;2018-06-01;2999-12-31
008;509;CARAZINHO;2014-03-01;2999-12-31
008;7466;CIA AGUDO;2020-11-02;2999-12-31
008;666;NOVA SANTA ROSA;2025-09-01;2999-12-31
008;7493;CIA - PF PETROPOLIS;2020-04-01;2999-12-31
008;008;PALMEIRA DAS MISSOES;1980-01-01;2024-07-31
008;360;PORTO XAVIER;2007-03-01;2999-12-31
008;7183;CIA ALEGRETE;2020-06-01;2999-12-31
008;514;PASSO FUNDO;2014-04-01;2999-12-31
008;627;ALECRIM;2022-05-01;2999-12-31
008;489;ESTRELA;2013-02-01;2999-12-31
008;441;LAGES;2010-08-01;2999-12-31
008;7597;CIA CAXIAS DO SUL 7597;2021-08-01;2999-12-31
008;7599;CIA PONTA GROSSA 7599;2021-11-01;2999-12-31
008;750;DIRETORIA FINANCEIRA;1980-01-01;2024-07-31
008;462;TUPANCIRETA;2011-11-01;2999-12-31
008;581;PASSO FUNDO;2019-08-01;2999-12-31
008;277;GUARAPUAVA;1980-01-01;2999-12-31
008;7471;CIA ESPUMOSO;2020-10-01;2999-12-31
008;269;ALEGRETE;1980-01-01;2999-12-31
008;295;LAJEADO;1980-01-01;2999-12-31
008;239;SANTA MARIA;1980-01-01;2999-12-31
008;523;CARAZINHO;2014-10-01;2999-12-31
008;7415;CIA - CACAPAVA DO SUL;2020-05-02;2999-12-31
008;124;SANTO ANGELO;1980-01-01;2999-12-31
008;391;RIO PARDO;2007-12-01;2999-12-31
008;177;ROSARIO DO SUL;1980-01-01;2999-12-31
008;003;SAO GABRIEL;1980-01-01;2024-07-31
008;083;SANTA MARIA;1980-01-01;2024-07-31
008;041;ESTEIO;1980-01-01;2024-07-31
008;169;CARAZINHO;1980-01-01;2999-12-31
008;547;GUARANI DAS MISSOES;2017-09-01;2999-12-31
008;7009;CIA IJUI 7009;2021-06-01;2999-12-31
008;731;RELAÇÃO COM INVESTIDORES;2019-02-01;2024-07-31
008;662;TRES DE MAIO;2025-07-21;2999-12-31
008;367;NOVA HARTZ;2007-06-01;2999-12-31
008;557;SALTO DO JACUI;2017-11-13;2999-12-31
008;643;PATO BRANCO 643;2025-10-21;2999-12-31
008;287;SANTA MARIA;1980-01-01;2999-12-31
008;205;JAGUARAO;1980-01-01;2999-12-31
008;7601;CIA SANTA MARIA 7601;2021-08-01;2999-12-31
008;497;CORONEL BICACO;2013-09-01;2999-12-31
008;323;SERAFINA CORREA;2005-08-16;2999-12-31
008;415;CACAPAVA DO SUL;2008-11-01;2999-12-31
008;620;SAO GABRIEL;2025-03-01;2999-12-31
008;306;TAPEJARA;1980-01-01;2999-12-31
008;7638;CIA DOIS VIZINHOS 7638;2024-01-01;2999-12-31
008;548;PANAMBI;2017-08-17;2999-12-31
008;7438;CIA - IBIRUBA;2020-05-02;2999-12-31
008;228;SANTANA LIVRAMENTO;1980-01-01;2999-12-31
008;522;PASSO FUNDO;2014-10-01;2999-12-31
008;128;SAO GABRIEL;1980-01-01;2999-12-31
008;602;NÃO ME TOQUE;2025-02-25;2999-12-31
008;402;SANTA MARIA;2008-05-01;2999-12-31
008;094;SAO BORJA;1980-01-01;2999-12-31
008;014;SANTA ROSA I;1980-01-01;2999-12-31
008;900;LOGISTICA;2025-02-01;2999-12-31
008;292;SANTA ROSA;1980-01-01;2999-12-31
008;025;SANTA MARIA;1980-01-01;2999-12-31
008;053;PASSO FUNDO;1980-01-01;2999-12-31
008;7442;CIA FAXINAL DO SOTURNO;2020-10-01;2999-12-31
008;660;URUGUAIANA;2025-07-21;2999-12-31
008;597;CAXIAS;2025-02-18;2999-12-31
008;007;CRUZ ALTA I;1980-01-01;2024-07-31
008;404;FREDERICO WESTPHALEN;2008-07-01;2999-12-31
008;568;RIO PARDO;2018-05-01;2999-12-31
008;332;SANTA VITORIA DO PALMAR;2006-03-21;2999-12-31
008;309;IJUI;1980-01-01;2999-12-31
008;7390;CIA VIAMAO;2020-07-01;2999-12-31
008;430;SANTANA DO LIVRAMENTO;2009-10-01;2999-12-31
008;652;GIRUA;2025-03-11;2999-12-31
008;7108;CIA SANTIAGO;2020-06-01;2999-12-31
008;376;PIRAI DO SUL;2007-08-01;2999-12-31
008;621;SERTAO;2022-03-01;2999-12-31
008;289;JAGUARAO;1980-01-01;2999-12-31
008;831;DIRETORIA POR MENOS;2019-02-05;2999-12-31
008;654;CONCORDIA;2025-03-15;2999-12-31
008;074;FRAIBURGO;1980-01-01;2999-12-31
008;7145;CIA - URUGUAIANA;2020-05-02;2999-12-31
008;559;ERVAL DO OESTE;2017-12-07;2999-12-31
008;318;ESTEIO;1980-01-01;2999-12-31
008;450;FAXINAL DOS GUEDES;2011-04-01;2999-12-31
008;456;ERVAL SECO;2011-06-01;2999-12-31
008;274;URUGUAIANA;1980-01-01;2999-12-31
008;641;CARAZINHO;2024-05-01;2999-12-31
008;486;NOVO HAMBURGO;2013-03-01;2999-12-31
008;263;ITAQUI;1980-01-01;2999-12-31
008;011;TUPANCIRETA;1980-01-01;2024-07-31
008;024;TRES PASSOS;1980-01-01;2024-07-31
008;272;GUARAPUAVA;1980-01-01;2999-12-31
008;233;URUGUAIANA;1980-01-01;2999-12-31
008;437;SAO LUIZ GONZAGA;2010-03-01;2999-12-31
008;436;OTACILIO COSTA;2010-01-01;2999-12-31
008;314;TRES DE MAIO;1980-01-01;2999-12-31
008;554;BAGE;2017-11-13;2999-12-31
008;413;SAO LEOPOLDO;2008-10-01;2999-12-31
008;143;IJUI;1980-01-01;2999-12-31
008;508;MARAU;2014-03-01;2999-12-31
008;092;VACARIA;1980-01-01;2024-07-31
008;399;SANTIAGO;2008-04-01;2999-12-31
008;419;SEBERI;2009-03-01;2999-12-31
008;191;NOVO HAMBURGO;1980-01-01;2999-12-31
008;283;CRUZ ALTA;1980-01-01;2999-12-31
008;108;SANTIAGO;1980-01-01;2024-07-31
008;786;DEPARTAMENTO PESSOAL;1980-01-01;2999-12-31
008;783;ASSESSORIA DESENVOLVIMENTO;1980-01-01;2999-12-31
008;781;RECRUTAMENTO;1980-01-01;2999-12-31
008;059;CACHOEIRA DO SUL;1980-01-01;2999-12-31
008;063;SAO JOSE;1980-01-01;2999-12-31
008;452;SANTO AUGUSTO;2011-04-01;2999-12-31
008;435;CANOINHAS;2010-02-01;2999-12-31
008;375;OSORIO;2007-08-01;2999-12-31
008;723;REGIONAIS;2020-01-01;2999-12-31
008;354;SARANDI;2006-10-01;2999-12-31
008;061;BENTO GONCALVES;1980-01-01;2999-12-31
008;079;FRANCISCO BELTRAO;1980-01-01;2999-12-31
008;393;REALEZA;2008-01-01;2999-12-31
008;058;LAGES;1980-01-01;2024-07-31
008;199;SANTIAGO;1980-01-01;2999-12-31
008;249;SANTO ANGELO;1980-01-01;2999-12-31
008;471;ESPUMOSO;2012-03-01;2999-12-31
008;7050;CIA SANTA ROSA;2020-07-01;2024-07-31
008;838;DEPOSITO POR MENOS;1980-01-01;2024-07-31
008;482;LAGOA VERMELHA;2012-11-01;2999-12-31
008;7244;CIA SOLEDADE;2020-09-01;2999-12-31
008;468;CRUZ ALTA;2012-03-01;2999-12-31
008;481;PORTO ALEGRE;2012-11-01;2999-12-31
008;7565;CIA - SAO MIGUEL DO OESTE;2020-05-02;2999-12-31
008;406;SAO FRANCISCO DE ASSIS;2008-07-01;2999-12-31
008;7037;CIA - SAO BORJA;2020-05-02;2999-12-31
008;068;FREDERICO WESTPHALEN;1980-01-01;2024-07-31
008;039;SANTA MARIA;1980-01-01;2024-07-31
008;299;CACAPAVA DO SUL;1980-01-01;2999-12-31
008;615;PELOTAS;2022-01-03;2999-12-31
008;491;LAJEADO;2013-06-01;2999-12-31
008;616;SARANDI;2022-01-03;2999-12-31
008;535;PALMEIRA DAS MISSOES;2015-08-18;2999-12-31
008;021;SAO GABRIEL;1980-01-01;2024-07-31
008;565;SÃO MIGUEL DO OESTE;2018-03-08;2999-12-31
008;330;SANTO CRISTO;2006-02-01;2999-12-31
008;242;ALEGRETE;1980-01-01;2999-12-31
008;386;IGREJINHA;2007-10-01;2999-12-31
008;552;CATUIPE;2017-09-01;2999-12-31
008;140;UNIAO DA VITORIA;1980-01-01;2999-12-31
008;900;LOGISTICA;2024-08-01;2999-12-31
008;384;ARROIO DO MEIO;2007-10-01;2999-12-31
008;7059;CIA - CACHOEIRA DO SUL;2020-05-02;2999-12-31
008;193;DOM PEDRITO;1980-01-01;2999-12-31
008;7083;CIA SANTA MARIA;2020-07-01;2999-12-31
008;564;CORONEL FREITAS;2018-02-16;2999-12-31
008;296;SAO LEOPOLDO;1980-01-01;2999-12-31
008;7491;CIA LAJEADO;2020-05-02;2999-12-31
008;761;AUDITORIA;2017-05-01;2999-12-31
008;397;TEUTONIA;2008-05-01;2999-12-31
008;080;QUARAI;1980-01-01;2999-12-31
008;182;CASCAVEL;1980-01-01;2999-12-31
008;382;SAO LOURENCO DO SUL;2007-10-01;2999-12-31
008;651;CAXIAS DO SUL;2025-03-01;2999-12-31
008;544;GARIBALDI;2017-06-01;2999-12-31
008;322;XAXIM;1980-01-01;2999-12-31
008;454;ARVOREZINHA;2011-04-01;2999-12-31
008;427;CORREIA PINTO;2009-10-01;2999-12-31
008;408;CLEVELANDIA;2008-09-01;2999-12-31
008;097;PASSO FUNDO;1980-01-01;2024-07-31
008;7591;CIA ESTRELA 7591;2021-09-01;2999-12-31
008;480;TUPANCIRETA;2012-09-01;2999-12-31
008;310;SANTO ANGELO;1980-01-01;2999-12-31
008;167;CACADOR;1980-01-01;2999-12-31
008;761;AUDITORIA;1980-01-01;2024-07-31
008;087;ALEGRETE;1980-01-01;2024-07-31
008;667;CASCAVEL;2025-09-01;2999-12-31
008;665;LAURO MULLER;2025-09-01;2999-12-31
008;604;SAO PAULO DAS MISSOES;2021-08-01;2999-12-31
008;016;ARROIO GRANDE;1980-01-01;2999-12-31
008;900;LOGISTICA;2024-08-01;2999-12-31
008;344;CHARQUEADAS;2006-07-01;2999-12-31
008;7007;CIA CRUZ ALTA;2020-12-01;2999-12-31
008;040;PELOTAS;1980-01-01;2999-12-31
008;650;GIRUA;2024-10-01;2999-12-31
008;610;IBIRAIARAS;2021-10-01;2999-12-31
008;446;JULIO DE CASTILHOS;2011-01-01;2999-12-31
008;7548;CIA PANAMBI;2021-02-02;2999-12-31
008;503;TRES COROAS;2014-03-01;2999-12-31
008;202;SANTO ANGELO;1980-01-01;2999-12-31
008;369;IMBITUVA;2007-07-01;2999-12-31
008;7047;CIA LAGES;2020-07-01;2999-12-31
008;444;SOBRADINHO;2010-11-01;2999-12-31
008;425;CANOINHAS;2009-09-01;2999-12-31
008;457;SAO DOMINGOS;2011-06-01;2999-12-31
008;562;CARLOS BARBOSA;2018-02-02;2999-12-31
008;335;ANTONIO PRADO;2006-05-01;2999-12-31
008;858;DEPOSITO TOTTAL;1980-01-01;2024-07-31
008;158;PASSO FUNDO;1980-01-01;2999-12-31
008;644;PALMEIRA DAS MISSOES;2024-06-01;2999-12-31
008;373;NONOAI;2007-07-01;2999-12-31
008;623;OSORIO;2022-04-01;2999-12-31
008;470;CHAPECO;2012-03-01;2999-12-31
008;848;DEPOSITO FRANCO GIORGI;1980-01-01;2024-07-31
008;316;TAQUARI;1980-01-01;2999-12-31
008;631;SAO LEOPOLDO;2022-10-06;2999-12-31
008;428;SANTANA DO LIVRAMENTO;2009-10-01;2999-12-31
008;490;MONTENEGRO;2013-03-01;2999-12-31
008;141;UNIAO DA VITORIA;1980-01-01;2999-12-31
008;841;DIRETORIA FRANCO GIORGI;2019-02-05;2999-12-31
008;7555;CIA - CAMAQUA;2020-05-02;2999-12-31
008;782;SESMT;2021-04-26;2999-12-31
008;333;VERANOPOLIS;2006-05-01;2999-12-31
008;324;SAO MARCOS;2005-09-22;2999-12-31
008;502;PASSO FUNDO;2013-10-01;2999-12-31
008;720;DIRETORIA COMERCIAL;1980-01-01;2999-12-31
008;7586;CIA RESTINGA SECA;2020-10-01;2999-12-31
008;657;MORRO DA FUMAÇA;2025-05-01;2999-12-31
008;409;PANAMBI;2008-10-01;2999-12-31
008;403;GUARAPUAVA;2008-07-01;2999-12-31
008;057;CARAZINHO;1980-01-01;2999-12-31
008;054;IBIRUBA;1980-01-01;2999-12-31
008;7046;CIA RIO GRANDE;2020-06-01;2999-12-31
008;5566;PORTO ALEGRE;2018-04-02;2999-12-31
008;762;JURIDICA;2019-02-05;2999-12-31
008;238;JOINVILLE;1980-01-01;2999-12-31
008;567;JAGUARAO;2018-04-02;2999-12-31
008;443;SANTA BARBARA DO SUL;2010-11-01;2999-12-31
008;539;BENTO GONCALVES;2016-04-01;2999-12-31
008;526;SANTA MARIA;2014-10-01;2999-12-31
008;7099;CIA LAGES;2020-09-01;2999-12-31
008;578;CHAPADA;2018-11-01;2999-12-31
128;008;FLORESTA PIRATINI;2017-01-27;2999-12-31
276;276;CENTRO SHOPPING - CCUSTO;1980-01-01;2999-12-31
276;276;CENTRO SHOPPING - CCUSTO;1980-01-01;2999-12-31
276;276;CENTRO SHOPPING - CCUSTO;1980-01-01;2999-12-31
282;580;CENTRAL FINANCEIRA 580;2022-10-01;2999-12-31
282;128;CENTRAL FINANCEIRA 128;2025-02-01;2999-12-31
282;025;CENTRAL FINANCEIRA 025;2022-10-01;2999-12-31
282;467;CENTRAL FINANCEIRA 467;2022-10-01;2999-12-31
282;015;CENTRAL FINANCEIRA 015;2022-10-01;2999-12-31
282;7044;CENTRAL FINANCEIRA 7044;2022-10-01;2999-12-31
