1;626;BANCO DO BRASIL AG 626-2 CANDELARIA;;;2
1;628;BCO.BRASIL AG 628-9 - VIAMÃO;;;9
1;653;BCO.BRASIL AG- 653-X - SAPIRANGA - RS;;;X
1;655;BCO.BRASIL AG 655-6 - SAO MATEUS DO SUL-PR;;;6
1;656;BCO.BRASIL - AGENCIA -656-4 SÃO JOAQUIM - SC;;;4
1;665;BCO.BRASIL AG: 0665-3 - TELEMACO BORBA - PR;;;3
1;669;BANCO BRASIL AG-669-6 ANTONIO PRADO;;;6
1;670;CACAPAVA DO SUL;;;X
1;671;TAQUARI;;;8
1;672;BCO.BRASIL AG 672-6 - VENANCIO AIRES;;;6
1;677;IBIRUBA;;;7
1;678;BCO.BRASIL AG - 678-5 - TAPERA - RS;;;5
1;679;BANCO DO BRASIL AG - 679-3 - CERRO LARGO;;;3
1;680;FREDERICO;;;7
1;682;TRES DE MAIO;;;3
1;685;BCO.BRASIL AG 0685-8 - CAMPOS NOVOS;;;8
1;694;BCO.BRASIL AG 694-7 OSORIO;;;7
1;705;GIRUA;;;6
1;707;BCO.BRASIL AG- 707-2 - FAXINAL DO SOTURNO;;;2
1;709;BCO.BRASIL AG 709-9 - PANAMBI;;;9
1;723;BCO.DO BRASIL AG- 0723-4 - PINHEIRO MACHADO;;;4
1;724;BCO.BRASIL AG 724-2 - SAO FCO.DE PAULA;;;2
1;725;FLORES DA CUNHA;;;0
1;726;MARAU;;;9
1;731;BCO BRASIL AG 731 - 5 SANANDUVA;;;5
1;732;BCO.BRASIL AG 732-3 - AGENCIA STO.AUGUSTO;;;3
1;734;BCO.BRASIL AG 734-X - LARANJEIRAS DO SUL;;;X
1;745;CACEQUI;;;5
1;747;BCO.BRASIL AG 747-1 - UBIRATÃ - PR;;;1
1;764;ESTEIO;;;1
1;777;BCO.BRASIL AG - 777-3 - SÃO LOURENÇO OESTE;;;3
1;790;BCO.BRASIL AG: 790-0 - ESPUMOSO - RS;;;0
1;795;HORIZONTINA;;;1
1;797;BCO.BRASIL AG - 0797-8 ITAIOPOLIS - SC;;;8
1;805;BCO.BRASIL AG - 805-2 STO.ANTONIO DO SUDOESTE - PR;;;2
1;807;BCO.BRASIL AG 0807-9 -SAO SEBAST.DO CAI;;;9
1;808;BCO.BRASIL AG - 0808-7 - SOBRADINHO - RS;;;7
1;839;BCO.BRASIL AG- 839-7 - NÃO ME TOQUE;;;7
1;843;BCO.BRASIL - AGENCIA 843-5 -CLEVELANDIA;;;5
1;855;BCO.BRASIL AG 855-9 JAGUARI;;;9
1;858;BCO.BRASIL 858-3 - MARAVILHA SC;;;3
1;864;BCO.BRASIL AG 864-8 NONOAI;;;8
1;868;BCO.BRASIL AG 868-0 - RESTINGA SECA;;;0
1;871;BANCO DO BRASIL AG-871-0 STA.BARBARA DO SUL;;;0
1;874;SAO P DO SUL;;;5
1;876;BANCO DO BRASIL AG 876-1 - TAPEJARA;;;1
1;877;BANCO DO BRASIL- AG 877-X TENENTE PORTELA;;;X
1;879;BANCO BRASIL AGENCIA-0879 - SAO SEBASTIAO DO CAI;;;
1;883;BCO.BRASIL AG - 883-4 - GRAVATAI - RS;;;4
1;885;SAO MARCOS;;;0
1;907;BCO.BRASIL AG 907-5 - CAPANEMA PR;;;5
1;919;DOIS VIZINHOS;;;9
1;957;BCO.BRASIL AG - 957-1 - PALMEIRA - PR;;;1
1;966;BCO.BRASIL AG - 0966-0 - PIRATINI - RS;;;0
1;972;BCO.BRASIL AG: 972-5 - PRUDENTOPOLIS - PR;;;5
1;996;XAXIM;;;2
1;1055;BARRACAO;;;3
1;1188;BCO.BRASIL AG 1188-6 - IGREJINHA;;;6
1;1248;BCO.BRASIL AG-1248-3 - AZENHA;;;3
1;1249;BCO.BRASIL AG 1249-1 - CAMINHO DO MEIO RS;;;1
1;1276;BCO.BRASIL AG - 1276-9 - VOL.DA PÁTRIA - POA;;;9
1;1292;CXA.FEDERAL AG 1292-AGUDO;;;
1;1355;BANCO DO BRASIL AG 1355-2 PIRAI DO SUL;;;2
1;1367;BANCO DO BRASIL AGENCIA - 1367-6-BOA VISTA DO BURICA;;;6
1;1368;BCO.BRASIL AG 1368-4 - BUTIA -RS;;;4
1;1371;BCO.BRASIL AG - 1371-4 CONSTANTINA - RS;;;4
1;1372;BCO.BRASIL AG 1372-2 - CRISSIUMAL - RS;;;2
1;1373;BCO.BRASIL AG - 1373-0 - MACHADINHO - RS;;;0
1;1376;BANCO DO BRASIL AG - 1376-5 - RONDA ALTA - RS;;;5
1;1377;BCO.BRASIL AG 1377-3 - SANTO CRISTO;;;3
1;1379;BCO.BRASIL AG 1379-X - SEBERI;;;X
1;1380;TRES COROAS;;;3
1;1382;BCO.BRASIL AG 1382-X -ABERLARDO LUZ;;;X
1;1385;B.BRASIL AG - 1385-4 - DESCANSO - SC;;;4
1;1387;FRAIBURGO;;;0
1;1388;BCO.BRASIL AG-1388-9-GUARACIABA-SC;;;9
1;1413;BCO.BRASIL AG- 1413-3 - SÃO JOSE DO OURO -RS;;;3
1;1434;BCO BRASIL AG 1434-6 - AMPERE- PR;;;6
1;1473;BCO.BRASIL AG 1473-7 - ARROIO DO MEIO;;;7
1;1474;BCO.BRASIL AG 1474-5 ARROIO DO TIGRE;;;5
1;1477;BCO.BRASIL AG 1477-X - ARVOREZINHA;;;X
1;1484;BCO.BRASIL AG -1484-2 DR.MARIANO DA ROCHA -STA MAR;;;2
1;1487;BCO.BRASIL AG 1487-7 CAPUCHINHOS - CAXIAS - RS;;;7
1;1622;BANCO BRADESCO AG 1622-5 CAXIAS DO SUL;;;5
1;1701;CANOAS;;;9
1;1714;BCO.DO BRASIL AG - 1714-0 - XANXERE;;;0
1;1756;BCO.BRASIL AG- 1756 - CASCA - RS;;;
1;1801;B.BRASIL AG - 1801-5 - CAXIAS DO SUL- RS;;;5
1;1867;BCO.BRASIL AG 1867-8 - PALMAS - TOCANTINS;;;8
1;1889;BCO.BRASIL AG 1889-9 - PORTO ALEGRE;;;9
1;1899;BCO.BRASIL AG UNIVERSIDADE FEDERAL - RS;;;6
1;2005;BCO.BRASIL AG- 2005-2 - CORONEL BICACO - RS;;;2
1;2006;BCO.BRASIL AG - 2006-0 - TENENTE PORTELA;;;0
1;2008;BCO.BRASIL AG 2008-7 - CORONEL VIVIDA;;;7
1;2020;BCO.BRASIL AG - 2020-6 - CRUZ MACHADO-PR;;;6
1;2043;BCO.BRASIL AG 2043-ERVAL SECO;;;5
1;2169;BCO.BRASIL AG 2169-5 - ITAPEJARA DO OESTE - PR;;;5
1;2189;BCO.BRASIL AG 2189-X - IVOTI RS;;;X
1;2282;BCO.BRASIL AG 2282-9 -MARMELEIRO PR;;;9
1;2352;BANCO DO BRASIL AG -2352-3 - NOVA PALMA;;;3
1;2450;BCO.BRASIL AG 2450-3 - PINHÃO;;;3
