codigo_banco,codigo_agencia,nome_agencia,estado,codigo_cidade,digito_agencia
1;16;BCO.BRASIL AG 0016-7 - FLORIANOPOLIS;RS;431410;7
1;29;GUARAPUAVA;RS;431410;9
1;30;BCO.BRASIL AG 30-2 - PONTA GROSSA - PR;RS;431410;2
1;34;BAGE;RS;431410;5
1;35;LIVRAMENTO;RS;431410;3
1;38;BANCO BRASIL-AG 0038-8 JOINVILLE;RS;431410;8
1;42;CACHOEIRA DO SU;RS;431410;6
1;45;URUGUAIANA;RS;431410;0
1;48;FARROUPILHA;RS;431410;6
1;84;RIO GRANDE;RS;431410;1
1;89;CAXIAS DO SUL;RS;431410;2
1;92;PASSO FUNDO;RS;431410;2
1;126;SANTA MARIA;RS;431410;0
1;132;ERECHIM;RS;431410;5
1;138;SANTO ANGELO;RS;431410;4
1;139;LAJEADO;RS;431410;2
1;144;ALEGRETE;RS;431410;9
1;147;JAGUARAO;RS;431410;3
1;153;SAO GABRIEL;RS;431410;8
1;169;BCO.BRASIL AG 169-4- QUARAI;RS;431410;4
1;170;VACARIA;RS;431410;8
1;180;SANTA CRUZ;RS;431410;5
1;181;BENTO GONCALVES;RS;431410;3
1;182;BCO.BRASIL AG 182-1 - IRATI;RS;431410;1
1;185;SAO LEOPOLDO;RS;431410;6
1;187;SAO BORJA;RS;431410;2
1;192;CAMAQUA;RS;431410;9
1;193;BCO.BRASIL AG 193-7 - CRUZ ALTA;RS;431410;7
1;195;DOM PEDRITO;RS;431410;3
1;201;TUBARAO;RS;431410;1
1;206;MAFRA;RS;431410;2
1;217;BCO.BRASIL AG 217-8 - UNIÃO DA VITORIA PR;RS;431410;8
1;235;BCO.BRASIL AG 0235-6 - STA.VITORIA PALMAR;RS;431410;6
1;237;BANCO SICREDI - AG 237 FREDERICO;RS;431410;
1;263;BCO.BRASIL AG 263-1 TAPES;RS;431410;1
1;271;ITAQUI;RS;431410;2
1;299;BCO.BRASIL AG 299-2 - GUARAPUAVA;RS;431410;2
1;304;RIO PARDO;RS;431410;2
1;305;ITAJAI;RS;431410;0
1;307;LAGES;RS;431410;7
1;318;MONTENEGRO;RS;431410;2
1;321;CHAPECO;RS;431410;2
1;327;BCO.BRASIL AG 327-1 - SAO LOURENÇO DO SUL;RS;431410;1
1;330;ROSARIO DO SUL;RS;431410;1
1;337;TUPANCIRETA;RS;431410;9
1;338;ARROIO GRANDE;RS;431410;7
1;339;SANTA ROSA;RS;431410;5
1;342;GUAIBA;RS;431410;5
1;343;CANOINHAS;RS;431410;3
1;353;SANTIAGO;RS;431410;0
1;358;CARAZINHO;RS;431410;1
1;362;PALMEIRA/FREDER;RS;431410;X
1;363;BCO.BRASIL AG - 363-8 - LAGOA VERMELHA;RS;431410;8
1;369;BCO.BRASIL AG 369-7-STO.ANTONIO DA PATRULHA;RS;431410;7
1;371;IJUI;RS;431410;9
1;375;CAÇADOR;RS;431410;1
1;403;BCO.BRASIL AG 403-0 -VIDEIRA - SC;RS;431410;0
1;406;CAMPO MOURAO;RS;431410;5
1;407;CRICIUMA;RS;431410;3
1;409;BCO.BRASIL AG 409-X - NOVA PRATA;RS;431410;X
1;410;BCO.BRASIL AG 410-3 - CONCORDIA;RS;431410;3
1;416;BCO.BRASIL AG - 416-2 - TAQUARA - RS;RS;431410;2
1;423;BANCO DO BRASIL AG- 423-5 - ENCANTADO;RS;431410;5
1;424;BCO.BRASIL AG 724-2 - SAO FCO.DE PAULA;RS;431410;2
1;430;ESTRELA;RS;431410;8
1;431;GUAPORE;RS;431410;6
1;437;SAO L GONZAGA;RS;431410;5
1;444;BCO.BRASIL AG 444-8- GETULIO VARGAS;RS;431410;8
1;453;BCO.BRASIL AG-0453-7 AGUDO;RS;431410;7
1;457;TRES PASSOS;RS;431410;X
1;465;BCO.BRASIL AGENCIA - 0465-0 - GARIBALDI;RS;431410;0
1;479;CANOAS;RS;431410;0
1;485;BCO.BRASIL AG. 485-5 - CASTRO - PARANA;RS;431410;5
1;488;SAO SEPE;RS;431410;X
1;490;BCO.BRASIL AG- 490-1 - SOLEDADE - RS;RS;431410;1
1;495;PATO BRANCO;RS;431410;2
1;500;BCO.BRASIL AG - 500-2 - SÃO GERONIMO;RS;431410;2
1;501;BANCO DO BRASIL AG 501-0 - SARANDI;RS;431410;0
1;509;BCO.BRASIL AGENCIA - 0509-6 - NOVA ESPERANCA;RS;431410;6
1;517;CURITIBANOS;RS;431410;7
1;531;BCO.BRASIL - AG - 0531-2 - CASCAVEL - PR;RS;431410;2
1;561;SAO FRANCISCO;RS;431410;4
1;575;BCO.BRASIL AG - 575-4 - GRAMADO - RS;RS;431410;4
1;586;XANXERE;RS;431410;X
1;599;BCO.BRASIL AG - 0599-1- SAO MIGUEL DO OESTE - SC;RS;431410;1
1;604;BCO.BRASIL AG 604-1 - VERANOPOLIS- RS;RS;431410;1
1;615;BCO.BRASIL AG 615-7 - PALMAS;RS;431410;7
1;616;FCO BELTRA;RS;431410;5
1;617;BCO.BRASIL AG 617-3 - CANGUCU;RS;431410;3
1;619;BCO.BRASIL AG 619-X - JULIO DE CASTILHOS;RS;431410;X
1;626;BANCO DO BRASIL AG 626-2 CANDELARIA;RS;431410;2
1;628;BCO.BRASIL AG 628-9 - VIAMÃO;RS;431410;9
1;653;BCO.BRASIL AG- 653-X - SAPIRANGA - RS;RS;431410;X
1;655;BCO.BRASIL AG 655-6 - SAO MATEUS DO SUL-PR;RS;431410;6
1;656;BCO.BRASIL - AGENCIA -656-4 SÃO JOAQUIM - SC;RS;431410;4
1;665;BCO.BRASIL AG: 0665-3 - TELEMACO BORBA - PR;RS;431410;3
1;669;BANCO BRASIL AG-669-6 ANTONIO PRADO;RS;431410;6
1;670;CACAPAVA DO SUL;RS;431410;X
1;671;TAQUARI;RS;431410;8
1;672;BCO.BRASIL AG 672-6 - VENANCIO AIRES;RS;431410;6
1;677;IBIRUBA;RS;431410;7
1;678;BCO.BRASIL AG - 678-5 - TAPERA - RS;RS;431410;5
1;679;BANCO DO BRASIL AG - 679-3 - CERRO LARGO;RS;431410;3
1;680;FREDERICO;RS;431410;7
1;682;TRES DE MAIO;RS;431410;3
1;685;BCO.BRASIL AG 0685-8 - CAMPOS NOVOS;RS;431410;8
1;694;BCO.BRASIL AG 694-7 OSORIO;RS;431410;7
1;705;GIRUA;RS;431410;6
1;707;BCO.BRASIL AG- 707-2 - FAXINAL DO SOTURNO;RS;431410;2
1;709;BCO.BRASIL AG 709-9 - PANAMBI;RS;431410;9
1;723;BCO.DO BRASIL AG- 0723-4 - PINHEIRO MACHADO;RS;431410;4
1;724;BCO.BRASIL AG 724-2 - SAO FCO.DE PAULA;RS;431410;2
1;725;FLORES DA CUNHA;RS;431410;0
1;726;MARAU;RS;431410;9
1;731;BCO BRASIL AG 731 - 5 SANANDUVA;RS;431410;5
1;732;BCO.BRASIL AG 732-3 - AGENCIA STO.AUGUSTO;RS;431410;3
1;734;BCO.BRASIL AG 734-X - LARANJEIRAS DO SUL;RS;431410;X
1;745;CACEQUI;RS;431410;5
1;747;BCO.BRASIL AG 747-1 - UBIRATÃ - PR;RS;431410;1
1;764;ESTEIO;RS;431410;1
1;777;BCO.BRASIL AG - 777-3 - SÃO LOURENÇO OESTE;RS;431410;3
1;790;BCO.BRASIL AG: 790-0 - ESPUMOSO - RS;RS;431410;0
1;795;HORIZONTINA;RS;431410;1
1;797;BCO.BRASIL AG - 0797-8 ITAIOPOLIS - SC;RS;431410;8
1;805;BCO.BRASIL AG - 805-2 STO.ANTONIO DO SUDOESTE - PR;RS;431410;2
1;807;BCO.BRASIL AG 0807-9 -SAO SEBAST.DO CAI;RS;431410;9
1;808;BCO.BRASIL AG - 0808-7 - SOBRADINHO - RS;RS;431410;7
1;839;BCO.BRASIL AG- 839-7 - NÃO ME TOQUE;RS;431410;7
1;843;BCO.BRASIL - AGENCIA 843-5 -CLEVELANDIA;RS;431410;5
1;855;BCO.BRASIL AG 855-9 JAGUARI;RS;431410;9
1;858;BCO.BRASIL 858-3 - MARAVILHA SC;RS;431410;3
1;864;BCO.BRASIL AG 864-8 NONOAI;RS;431410;8
1;868;BCO.BRASIL AG 868-0 - RESTINGA SECA;RS;431410;0
1;871;BANCO DO BRASIL AG-871-0 STA.BARBARA DO SUL;RS;431410;0
1;874;SAO P DO SUL;RS;431410;5
1;876;BANCO DO BRASIL AG 876-1 - TAPEJARA;RS;431410;1
1;877;BANCO DO BRASIL- AG 877-X TENENTE PORTELA;RS;431410;X
1;879;BANCO BRASIL AGENCIA-0879 - SAO SEBASTIAO DO CAI;RS;431410;
1;883;BCO.BRASIL AG - 883-4 - GRAVATAI - RS;RS;431410;4
1;885;SAO MARCOS;RS;431410;0
1;907;BCO.BRASIL AG 907-5 - CAPANEMA PR;RS;431410;5
1;919;DOIS VIZINHOS;RS;431410;9
1;957;BCO.BRASIL AG - 957-1 - PALMEIRA - PR;RS;431410;1
1;966;BCO.BRASIL AG - 0966-0 - PIRATINI - RS;RS;431410;0
1;972;BCO.BRASIL AG: 972-5 - PRUDENTOPOLIS - PR;RS;431410;5
1;996;XAXIM;RS;431410;2
1;1055;BARRACAO;RS;431410;3
1;1188;BCO.BRASIL AG 1188-6 - IGREJINHA;RS;431410;6
1;1248;BCO.BRASIL AG-1248-3 - AZENHA;RS;431410;3
1;1249;BCO.BRASIL AG 1249-1 - CAMINHO DO MEIO RS;RS;431410;1
