NUMEMP;CODFIL;RAZSOC;NOMFIL;COD_NIVEL_ORG;ENDFIL;CPLFIL;ENDNUM;NOMBAI;CODEST;CODCID;NOMCID;DDITEL;DDDTEL;NUMTEL;TIPFIL;TIPINS;NUMCGC;INSCEI;INSEST;INSMUN;ATIIRF;ATIRAI;NUMCNO;NCAEFP;CNAFIS;TIPCAE;TIPLGR;CODCEP
008;578;;PRM CHAPADA;3;DUQUE DE CAXIAS;;414;CENTRO;RS;609;CHAPADA;;;;F;1;92012467057872;;;;47.81-4/00;4781;;;47.81-4/00;;R;99530000
008;579;;PRM VERA CRUZ;3;THOMAZ GONZAGA;;592;CENTRO;RS;85;VERA CRUZ;;;;F;1;92012467057953;;;;47.81-4/00;4781;;;47.81-4/00;;R;96880000
008;580;;GZT SANTA ROSA;3;OLAVO BILAC;;061;CENTRO;RS;59;SANTA ROSA;;;;F;1;92012467058097;;;;47.81-4/00;4781;;;47.81-4/00;;R;98780711
008;581;;PRM PASSO FUNDO;3;BRASIL OESTE;;2141;BOQUEIRÃO;RS;1;PASSO FUNDO;;;;F;1;92012467058178;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99025503
008;582;;PRM SANTA MARIA;3;MARANHAO;LOJA 02;215;PINHEIRO MACHADO;RS;2;SANTA MARIA;;;;F;1;92012467058259;;;;47.81-4/00;4781;;;47.81-4/00;;R;97030350
008;584;;FRG PASSO FUNDO;3;GENERAL NETO;;183;CENTRO;RS;1;PASSO FUNDO;;;;F;1;92012467058410;;;;47.81-4/00;4781;;;47.81-4/00;;R;99010022
008;585;;PRM TUPARENDI;3;JOAO BRANDELERO;;14;CENTRO;RS;405;TUPARENDI;;;;F;1;92012467058500;;;;47.81-4/00;4781;;;47.81-4/00;;R;98940000
008;587;;PRM ARROIO DO TIGRE;3;25 DE JULHO;;263;CENTRO;RS;11;ARROIO DO TIGRE;;;;F;1;92012467058763;;;;47.81-4/00;4781;;;47.81-4/00;;R;96950000
008;588;;PRM PORTO UNIAO;3;SETE DE SETEMBRO;;163;CENTRO;SC;169;PORTO UNIAO;;;;F;1;92012467058844;;;;47.81-4/00;4781;;;47.81-4/00;;R;89400000
008;590;;TOT GUAPORE;3;JULIO CAMPOS;;477;CENTRO;RS;490;GUAPORE;;;;F;1;92012467059069;;;;47.81-4/00;4781;;;47.81-4/00;;R;99200000
008;592;;GRZ PASSO FUNDO;3;PRESIDENTE VARGAS;;1094;SÃO CRISTÓVÃO;RS;1;PASSO FUNDO;;;;F;1;92012467059220;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99070000
008;593;;PRM FONTOURA XAVIER;3;TIRADENTES;;166;CENTRO;RS;693;FONTOURA XAVIER;;;;F;1;92012467059301;;;;47.81-4/00;4781;;;47.81-4/00;;R;99370000
008;595;;PRM CHAPECO;3;MARECHAL DEODORO DA FONSECA;;153;CENTRO;SC;47;CHAPECO;;;;F;1;92012467059573;;;;47.81-4/00;4781;;;47.81-4/00;;R;89802140
008;596;;PRM IJUI;3;14 DE JULHO;SL 01;59;CENTRO;RS;10;IJUI;;;;F;1;92012467059654;;;;47.81-4/00;4781;;;47.81-4/00;;R;98700000
008;597;;GRZ CAXIAS DO SUL;3;PINHEIRO MACHADO;SALA A;1811;CENTRO;RS;42;CAXIAS DO SUL;;;;F;1;92012467059735;;;;47.81-4/00;4781;;;47.81-4/00;;R;95020171
008;601;;PRM SANTA MARIA;3;BORGES DE MEDEIROS;;990;NOSSA SENHORA DO ROSARIO;RS;2;SANTA MARIA;;;;F;1;92012467060156;;;;47.81-4/00;4781;;;47.81-4/00;;R;97010080
008;602;;GRZ NAO ME TOQUE;3;ALTO JACUI;SALA 101;784;CENTRO;RS;538;NAO ME TOQUE;;;;F;1;92012467060237;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99470000
008;603;;PRM ENTRE IJUIS;3;INTEGRACAO;;406;CENTRO;RS;1429;ENTRE IJUIS;;;;F;1;92012467060318;;;;47.81-4/00;4781;;;47.81-4/00;;R;98855000
008;604;;PRM SAO PAULO DAS MISSOES;3;INDEPENDENCIA;;430;CENTRO;RS;267;SAO PAULO DAS MISSOES;;;;F;1;92012467060407;;;;47.81-4/00;4781;;;47.81-4/00;;R;97980000
008;605;;PRM ALEGRETE;3;ASSIS BRASIL;;684;CENTRO;RS;57;ALEGRETE;;;;F;1;92012467060580;;;;47.81-4/00;4781;;;47.81-4/00;;AV;97543000
008;606;;GRZ GUARAPUAVA;3;GUAIRA;;3562;CENTRO;PR;77;GUARAPUAVA;;;;F;1;92012467060660;;;;47.81-4/00;4781;;;47.81-4/00;;R;85010010
008;607;;FRG PONTA GROSSA;3;VICENTE MACHADO;;142;CENTRO;PR;30;PONTA GROSSA;;;;F;1;92012467060741;;;;47.81-4/00;4781;;;47.81-4/00;;R;84010000
008;610;;PRM IBIRAIARAS;3;AUGUSTO POMATTI;;360;CENTRO;RS;598;IBIRAIARAS;;;;F;1;92012467061047;;;;47.81-4/00;4781;;;47.81-4/00;;R;95305000
008;611;;TOT ESPUMOSO;3;PRESIDENTE VARGAS;;94;CENTRO;RS;13;ESPUMOSO;;;;F;1;92012467061128;;;;47.81-4/00;4781;;;47.81-4/00;;R;99400000
008;613;;PRM TRES DE MAIO;3;SANTA ROSA;;690;CENTRO;RS;90;TRES DE MAIO;;;;F;1;92012467061390;;;;47.81-4/00;4781;;;47.81-4/00;;R;98910000
008;615;;GRZ PELOTAS;3;MARECHAL FLORIANO;;05;CENTRO;RS;61;PELOTAS;;;;F;1;92012467061551;;;;47.81-4/00;4781;;;47.81-4/00;;R;96015440
008;616;;GRZ SARANDI;3;ARMINIO DA SILVA;;1378;CENTRO;RS;495;SARANDI;;;;F;1;92012467061632;;;;47.81-4/00;4781;;;47.81-4/00;;R;99560000
008;617;;TOT SARANDI;3;ARMINIO DA SILVA;;1378;CENTRO;RS;495;SARANDI;;;;F;1;92012467061713;;;;47.81-4/00;4781;;;47.81-4/00;;R;99560000
008;618;;PRM GAURAMA;3;JOAO AMANDIO SPERB;SL 01;279;CENTRO;RS;370;GAURAMA;;;;F;1;92012467061802;;;;47.81-4/00;4781;;;47.81-4/00;;R;99830000
008;619;;GRZ SAO JOAQUIM;3;MANOEL JOAQUIM PINTO;;100;CENTRO;SC;815;SAO JOAQUIM;;;;F;1;92012467061985;;;;47.81-4/00;4781;;;47.81-4/00;;R;88600000
008;620;;GRZ SAO GABRIEL;3;CORONEL SOARES;;432;CENTRO;RS;22;SAO GABRIEL;;;;F;1;92012467062019;;;;47.81-4/00;4781;;;47.81-4/00;;R;97300228
008;621;;PRM SERTAO;3;BRASIL;;1175;CENTRO;RS;7;SERTAO;;;;F;1;92012467062108;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99170000
008;622;;PRM POUSO REDONDO;3;VINTE E TRES DE JULHO;SL COMERCIAL;76;CENTRO;SC;874;POUSO REDONDO;;;;F;1;92012467062280;;;;47.81-4/00;4781;;;47.81-4/00;;R;89172000
008;623;;GRZ OSORIO;3;MACHADO DE ASSIS;;355;CENTRO;RS;1231;OSORIO;;;;F;1;92012467062361;;;;47.81-4/00;4781;;;47.81-4/00;;R;95520000
008;624;;PRM CAMPOS NOVOS;3;EXPEDICIONARIO JOAO BATISTA DE ALMEIDA;;205;CENTRO;SC;96;CAMPOS NOVOS;;;;F;1;92012467062442;;;;47.81-4/00;4781;;;47.81-4/00;;R;89620000
008;625;;PRM SIDEROPOLIS;3;TREVISO;;218;CENTRO;SC;197;SIDEROPOLIS;;;;F;1;92012467062523;;;;47.81-4/00;4781;;;47.81-4/00;;R;88860000
008;626;;PRM MARAU;3;DUQUE DE CAXIAS;;202;CENTRO;RS;20;MARAU;;;;F;1;92012467062604;;;;47.81-4/00;4781;;;47.81-4/00;;R;99150000
008;627;;PRM ALECRIM;3;VEREADOR ADELMI COLOSSI;;310;CENTRO;RS;485;ALECRIM;;;;F;1;92012467062795;;;;47.81-4/00;4781;;;47.81-4/00;;R;98950000
008;631;;GRZ SAO LEOPOLDO;3;INDEPENDENCIA;;290;CENTRO;RS;52;SAO LEOPOLDO;;;;F;1;92012467063171;;;;47.81-4/00;4781;;;47.81-4/00;;AV;93010001
008;632;;GRZ SANTA VITORIA DO PALMAR;3;BARÃO DO RIO BRANCO;;673;CENTRO;RS;1191;SANTA VITORIA DO PALMAR;;;;F;1;92012467063252;;;;47.81-4/00;4781;;;47.81-4/00;;R;96230000
008;633;;GRZ SAO MATEUS DO SUL;3;DOM PEDRO II;;556;CENTRO;PR;1273;SAO MATEUS DO SUL;;;;F;1;92012467063333;;;;47.81-4/00;4781;;;47.81-4/00;;R;83900000
008;634;;GRZ ABELARDO LUZ;3;GETULIO VARGAS;;871;CENTRO;SC;443;ABELARDO LUZ;;;;F;1;92012467063414;;;;47.81-4/00;4781;;;47.81-4/00;;AV;89830000
008;635;;GRZ SANTO ANGELO;3;MARECHAL FLORIANO;;1400;CENTRO;RS;3;SANTO ANGELO;;;;F;1;92012467063503;;;;47.81-4/00;4781;;;47.81-4/00;;R;98801650
008;636;;GRZ CHARQUEADAS;3;BENTO GONCALVES;;701;CENTRO;RS;1139;CHARQUEADAS;;;;F;1;92012467063686;;;;47.81-4/00;4781;;;47.81-4/00;;AV;96745000
008;639;;TOT SOLEDADE;3;JULIO DE CASTILHOS;;926;CENTRO;RS;130;SOLEDADE;;;;F;1;92012467063929;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99300000
008;640;;PRM PLANALTO;3;SOLEDADE;;1246;CENTRO;PR;1082;PLANALTO;;;;F;1;92012467064062;;;;47.81-4/00;4781;;;47.81-4/00;;R;85750000
008;641;;PRM CARAZINHO;3;FLORES DA CUNHA;SL 102/204;2151;CENTRO;RS;31;CARAZINHO;;;;F;1;92012467064143;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99500000
008;643;;GRZ PATO BRANCO;3;TUPI;;2166;CENTRO;PR;73;PATO BRANCO;;;;F;1;92012467064305;;;;47.81-4/00;4781;;;47.81-4/00;;R;85501063
008;644;;PRM PALMEIRA DAS MISSOES;3;INDEPENDENCIA;;815;CENTRO;RS;6;PALMEIRA DAS MISSOES;;;;F;1;92012467064496;;;;47.81-4/00;4781;;;47.81-4/00;;AV;98300000
008;645;;PRM TRES PASSOS;3;AV. JULIO DE CASTILHOS;;1229;CENTRO;RS;72;TRES PASSOS;;;;F;1;92012467064577;;;;47.81-4/00;4781;;;47.81-4/00;;R;98600000
008;646;;PRM CACHOEIRA DO SUL;3;JULIO DE CASTILHOS;SALA 02;520;CENTRO;RS;39;CACHOEIRA DO SUL;;;;F;1;92012467064658;;;;47.81-4/00;4781;;;47.81-4/00;;R;96501001
008;647;;GRZ CURITIBANOS;3;SALOMAO CARNEIRO DE ALMEIDA;;635;CENTRO;SC;74;CURITIBANOS;;;;F;1;92012467064739;;;;47.81-4/00;4781;;;47.81-4/00;;AV;89520000
008;648;;PRM SAO LEOPOLDO;3;INDEPENDENCIA;;290;CENTRO;RS;52;SAO LEOPOLDO;;;;F;1;92012467064810;;;;47.59-8/99;4781;;;47.59-8/99;;AV;93010001
008;649;;PRM SANTA ROSA;3;AMERICA;;139;CENTRO;RS;59;SANTA ROSA;;;;F;1;92012467064909;;;;47.81-4/00;4781;;;47.81-4/00;;AV;98780732
008;650;;PRM GIRUA;3;BENTO GONÇALVES;;247;CENTRO;RS;437;GIRUA;;;;F;1;92012467065034;;;;47.81-4/00;4781;;;47.81-4/00;;R;98870000
008;651;;GRZ CAXIAS DO SUL;3;JULIO DE CASTILHOS;;2785;CINQUENTENARIO;RS;42;CAXIAS DO SUL;;;;F;1;92012467065115;;;;47.81-4/00;4781;;;47.81-4/00;;AV;95013215
008;652;;GRZ GIRUA;3;FRANCISCO LEOPOLDO UHRY;;230;CENTRO;RS;437;GIRUA;;;;F;1;92012467065204;;;;47.81-4/00;4781;;;47.81-4/00;;R;98870000
008;653;;PRM PINHAO;3;TRIFON HANYSZ;;194;CENTRO;PR;543;PINHAO;;;;F;1;92012467065387;;;;47.81-4/00;4781;;;47.81-4/00;;AV;85170023
008;654;;PRM CONCORDIA;3;ORESTES FARINA;SL COMERCIAL;205;CENTRO;SC;46;CONCORDIA;;;;F;1;92012467065468;;;;47.81-4/00;4781;;;47.81-4/00;;R;89700071
008;655;;GRZ PASSO FUNDO;3;BRASIL LESTE;SL COMERCIAL;1065;PETROPOLIS;RS;1;PASSO FUNDO;;;;F;1;92012467065549;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99050073
008;656;;PRM CACAPAVA DO SUL;3;SETE DE SETEMBRO;SALA COMERCIAL;934;CENTRO;RS;136;CACAPAVA DO SUL;;;;F;1;92012467065620;;;;47.81-4/00;4781;;;47.81-4/00;;R;96570000
008;657;;PRM MORRO DA FUMACA;3;URUSSANGA;;10;CENTRO;SC;658;MORRO DA FUMACA;;;;F;1;92012467065700;;;;47.81-4/00;4781;;;47.81-4/00;;R;88837000
008;658;;PRM MATELANDIA;3;PARANA;;722;CENTRO;PR;1116;MATELANDIA;;;;F;1;92012467065891;;;;47.81-4/00;4781;;;47.81-4/00;;AV;85887000
008;659;;PRM SAO MIGUEL DO IGUACU;3;DUQUE DE CAXIAS;SL COMERCIAL;950;CENTRO;PR;1127;SAO MIGUEL DO IGUACU;;;;F;1;92012467065972;;;;47.81-4/00;4781;;;47.81-4/00;;R;85877000
008;660;;GRZ URUGUAIANA;3;DUQUE DE CAXIAS;;1530;CENTRO;RS;99;URUGUAIANA;;;;F;1;92012467066006;;;;47.81-4/00;4781;;;47.81-4/00;;R;97501584
008;661;;GRZ ITAQUI;3;DAVID CANABARRO;;1200;CENTRO;RS;144;ITAQUI;;;;F;1;92012467066197;;;;47.81-4/00;4781;;;47.81-4/00;;R;97650000
008;662;;GRZ TRES DE MAIO;3;RUA SENADOR ALBERTO PASQUALINE;;230;CENTRO;RS;90;TRES DE MAIO;;;;F;1;92012467066278;;;;47.81-4/00;4781;;;47.81-4/00;;R;98910000
008;663;;PRM TOLEDO;3;AV MARIPA;LOJA 01- 1 PAV.;5018;CENTRO;PR;64;TOLEDO;;;;F;1;92012467066359;;;;47.81-4/00;4781;;;47.81-4/00;;AV;85901000
008;664;;PRM GRAVATAI;3;DORIVAL CANDIDO LUZ DE OLIVEIRA;;5206;CENTRO;RS;12;GRAVATAI;;;;F;1;92012467066430;;;;47.81-4/00;4781;;;47.81-4/00;;AV;94030001
008;665;;PRM LAURO MULLER;3;WALTER VETERLI;SL 02;80;CENTRO;SC;813;LAURO MULLER;;;;F;1;92012467066510;;;;47.81-4/00;4781;;;47.81-4/00;;R;88880000
008;666;;PRM NOVA SANTA ROSA;3;AV. SANTO CRISTO;;881;NOVA SANTA ROSA;PR;1763;NOVA SANTA ROSA;;;;F;1;92012467066600;;;;47.81-4/00;4781;;;47.81-4/00;;AV;85930500
008;667;;PRM CASCAVEL;3;SETE DE SETEMBRO;SL COMERCIAL;2829;CENTRO;PR;108;CASCAVEL;;;;F;1;92012467066782;;;;47.81-4/00;4781;;;47.81-4/00;;R;85801140
008;668;;PRM BAGE;3;GENERAL SAMPAIO;SALA 03;150;CENTRO;RS;45;BAGE;;;;F;1;92012467066863;;;;47.81-4/00;4781;;;47.81-4/00;;R;96400370
008;7002;;GZT CACHOEIRINHA;3;FLORES DA CUNHA;;984;CENTRO;RS;87;CACHOEIRINHA;;;;F;1;92012467000250;;;;47.81-4/00;5232;;;47.81-4/00;;AV;94910001
008;7005;;GZT CARAZINHO;3;FLORES DA CUNHA;;2299;CENTRO;RS;31;CARAZINHO;;;;F;1;92012467000501;;;;47.81-4/00;5232;;;47.81-4/00;;AV;99500000
008;7007;;GZT CRUZ ALTA;3;VENANCIO AYRES;;1301;CENTRO;RS;40;CRUZ ALTA;;;;F;1;92012467000765;;;;47.81-4/00;5232;;;47.81-4/00;;R;98005096
008;7008;;GZT PALMEIRA DAS MISSOES;3;INDEPENDENCIA;SL 2;1040;CENTRO;RS;6;PALMEIRA DAS MISSOES;;;;F;1;92012467000846;;;;47.59-8/99;4781;;;47.59-8/99;;AV;98300000
008;7009;;GZT IJUI;3;ERNESTO ALVES;;173;CENTRO;RS;10;IJUI;;;;F;1;92012467000927;;;;47.81-4/00;5232;;;47.81-4/00;;R;98700000
008;7015;;GZT SANTO ANGELO;3;MARECHAL FLORIANO PEIXOTO;;1387;CENTRO;RS;3;SANTO ANGELO;;;;F;1;92012467001575;;;;47.81-4/00;5232;;;47.81-4/00;;R;98801650
008;7020;;GZT FREDERICO WESTPHALEN;3;ARTHUR MILANI;;650;CENTRO;RS;48;FREDERICO WESTPHALEN;;;;F;1;92012467002032;;;;47.81-4/00;5232;;;47.81-4/00;;R;98400000
008;7022;;GZT CANOAS;3;QUINZE DE JANEIRO;;481;CENTRO;RS;62;CANOAS;;;;F;1;92012467002202;;;;47.81-4/00;5232;;;47.81-4/00;;R;92010300
008;7024;;GZT TRES PASSOS;3;BENTO GONCALVES;;411;CENTRO;RS;72;TRES PASSOS;;;;F;1;92012467002466;;;;47.81-4/00;5232;;;47.81-4/00;;R;98600000
008;7032;;GZT GUAPORE;3;DOUTOR LUIS AUGUSTO PUPERI;;740;CENTRO;RS;490;GUAPORE;;;;F;1;92012467003276;;;;47.81-4/00;5232;;;47.81-4/00;;R;99200000
008;7032;;GZT GUAPORE;3;ASTROGILDO GERONIMO CAMILO;;740;CENTRO;RS;490;GUAPORE;;;;F;1;92012467003276;;;;47.81-4/00;5232;;;47.81-4/00;;R;99200000
008;7037;;GZT SAO BORJA;3;GENERAL MARQUES;SL 101;969;CENTRO;RS;44;SAO BORJA;;;;F;1;92012467003780;;;;47.81-4/00;5232;;;47.81-4/00;;R;97670000
008;7038;;GZT BAGE;3;BENTO GONCALVES;;361;CENTRO;RS;45;BAGE;;;;F;1;92012467003861;;;;47.59-8/99;5232;;;47.59-8/99;;R;96400201
008;7041;;GZT ESTEIO;3;PRESIDENTE VARGAS;SALA 102;1698;CENTRO;RS;86;ESTEIO;;;;F;1;92012467004167;;;;47.81-4/00;5232;;;47.81-4/00;;AV;93260048
008;7044;;GZT PASSO FUNDO;3;PRESIDENTE VARGAS;;20;CENTRO;RS;1;PASSO FUNDO;;;;F;1;92012467004400;;;;47.81-4/00;5232;;;47.81-4/00;;AV;99070000
008;7046;;GZT RIO GRANDE;3;GENERAL BACELAR;;265;CENTRO;RS;76;RIO GRANDE;;;;F;1;92012467004671;;;;47.81-4/00;5232;;;47.81-4/00;;R;96200370
008;7047;;GZT LAGES;3;CORREA PINTO;;180;CENTRO;SC;33;LAGES;;;;F;1;92012467004752;;;;47.81-4/00;5232;;;47.81-4/00;;R;88502200
008;7050;;GZT SANTA ROSA;3;JULIO RAUBER;;127;CENTRO;RS;59;SANTA ROSA;;;;F;1;92012467005058;;;;47.59-8/99;5232;;;47.59-8/99;;R;98780331
008;7051;;GZT GIRUA;3;FRANCISCO LEOPOLDO UHRY;;230;CENTRO;RS;437;GIRUA;;;;F;1;92012467005139;;;;47.81-4/00;5232;;;47.81-4/00;;R;98870000
008;7059;;GZT CACHOEIRA DO SUL;3;JULIO DE CASTILHOS;;520;CENTRO;RS;39;CACHOEIRA DO SUL;;;;F;1;92012467005996;;;;47.59-8/99;5232;;;47.59-8/99;;AV;96501000
008;7065;;GZT PAROBE;3;CORONEL JOAO CORREA;;127;CENTRO;RS;790;PAROBE;;;;F;1;92012467006534;;;;47.81-4/00;5232;;;47.81-4/00;;R;95630000
008;7066;;GZT CONCORDIA;3;ORESTES FARINA;;205;CENTRO;SC;46;CONCORDIA;;;;F;1;92012467006615;;;;47.59-8/99;5232;;;47.59-8/99;;R;89700071
008;7083;;GZT SANTA MARIA;3;NOSSA SRA DE MEDIANEIRA;;1055;CENTRO;RS;2;SANTA MARIA;;;;F;1;92012467008316;;;;47.59-8/99;5232;;;47.59-8/99;;AV;97060003
008;7084;;GZT BENTO GONCALVES;3;OSVALDO ARANHA;;288;CENTRO;RS;38;BENTO GONCALVES;;;;F;1;92012467008405;;;;47.59-8/99;5232;;;47.59-8/99;;AV;95707022
008;7092;;GZT VACARIA;3;JULIO DE CASTILHOS;;1176;CENTRO;RS;54;VACARIA;;;;F;1;92012467009207;;;;47.59-8/99;5232;;;47.59-8/99;;AV;95200040
008;7093;;GZT SAO LEOPOLDO;3;INDEPENDENCIA;;905;CENTRO;RS;52;SAO LEOPOLDO;;;;F;1;92012467009398;;;;47.81-4/00;5232;;;47.81-4/00;;AV;93010003
008;7099;;GZT LAGES;3;LUIZ DE CAMOES;;683;CORAL;RS;154;LAGES;;;;F;1;92012467009983;;;;47.59-8/99;5232;;;47.59-8/99;;AV;88523000
008;7108;;GZT SANTIAGO;3;GETULIO VARGAS;;1395;CENTRO;RS;66;SANTIAGO;;;;F;1;92012467010809;;;;47.59-8/99;5232;;;47.59-8/99;;AV;97700065
008;7112;;GZT IJUI;3;RUA DO COMERCIO;;33;CENTRO;RS;10;IJUI;;;;F;1;92012467011295;;;;47.59-8/99;5232;;;47.59-8/99;;R;98700000
008;7133;;GZT CURITIBANOS;3;ROTARY;;308;CENTRO;SC;74;CURITIBANOS;;;;F;1;92012467013310;;;;47.59-8/99;5232;;;47.59-8/99;;R;89520000
008;7138;;GZT RIO GRANDE;3;VINTE E QUATRO DE MAIO;;326;CENTRO;RS;76;RIO GRANDE;;;;F;1;92012467013824;;;;47.81-4/00;5232;;;47.81-4/00;;R;96200003
008;7140;;GZT UNIAO DA VITORIA;3;DR CRUZ MACHADO;;152;CENTRO;PR;71;UNIAO DA VITORIA;;;;F;1;92012467014049;;;;47.81-4/00;5232;;;47.81-4/00;;R;84600175
008;7145;;GZT URUGUAIANA;3;DUQUE DE CAXIAS;;1530;CENTRO;RS;99;URUGUAIANA;;;;F;1;92012467014553;;;;47.81-4/00;5232;;;47.81-4/00;;AV;97501584
008;7173;;GZT PORTO ALEGRE;3;PROTASIO ALVES;;5735;PETROPOLIS;RS;27;PORTO ALEGRE;;;;F;1;92012467017307;;;;47.59-8/99;5232;;;47.59-8/99;;AV;91310003
008;7183;;GZT ALEGRETE;3;DOS ANDRADAS;;617;CENTRO;RS;57;ALEGRETE;;;;F;1;92012467018389;;;;47.81-4/00;5232;;;47.81-4/00;;R;97541001
008;7193;;GZT DOM PEDRITO;3;MOREIRA CEZAR;;917;CENTRO;RS;132;DOM PEDRITO;;;;F;1;92012467019350;;;;47.59-8/99;5232;;;47.59-8/99;;R;96450000
008;7233;;GZT URUGUAIANA;3;GENERAL FLORES DA CUNHA;;2035;CENTRO;RS;99;URUGUAIANA;;;;F;1;92012467023382;;;;47.59-8/99;5232;;;47.59-8/99;;R;97502365
008;7244;;GZT SOLEDADE;3;JULIO DE CASTILHOS;;1092;CENTRO;RS;130;SOLEDADE;;;;F;1;92012467024435;;;;47.81-4/00;5232;;;47.81-4/00;;AV;99300000
008;7268;;GZT SANTA CRUZ DO SUL;3;MARECHAL FLORIANO;;925;CENTRO;RS;9;SANTA CRUZ DO SUL;;;;F;1;92012467026802;;;;47.81-4/00;5232;;;47.81-4/00;;R;96810052
008;7314;;GZT TRES DE MAIO;3;SENADOR ALBERTO PASQUALINE;;230;CENTRO;RS;90;TRES DE MAIO;;;;F;1;92012467031482;;;;47.81-4/00;5232;;;47.81-4/00;;AV;98910000
008;7353;;GZT PRUDENTOPOLIS;3;PRUDENTE DE MORAES;;489;CENTRO;PR;1200;PRUDENTOPOLIS;;;;F;1;92012467035399;;;;47.81-4/00;5232;;;47.81-4/00;;R;84400000
008;7386;;GZT IGREJINHA;3;AV PRESIDENTE CASTELO BRANCO;;476;CENTRO;RS;1111;IGREJINHA;;;;F;1;92012467038657;;;;47.81-4/00;4781;;;47.81-4/00;;AV;95650000
008;7390;;GZT VIAMAO;3;REVERENDO AMERICO VESPUCIO CABRAL;;368;CENTRO;RS;60;VIAMAO;;;;F;1;92012467039033;;;;47.81-4/00;4781;;;47.81-4/00;;AV;94410300
008;7405;;GZT ITAQUI;3;DAVI CANABARRO;;1200;CENTRO;RS;144;ITAQUI;;;;F;1;92012467040554;;;;47.81-4/00;4781;;;47.81-4/00;;R;97650000
008;7406;;GZT SAO FRANCISCO DE ASSIS;3;TREZE DE JANEIRO;;1249;CENTRO;RS;895;SAO FRANCISCO DE ASSIS;;;;F;1;92012467040635;;;;47.59-8/99;4781;;;47.59-8/99;;R;97610000
008;7412;;GZT SAO LEOPOLDO;3;PAROBE;;450;SCHARLAU;RS;52;SAO LEOPOLDO;;;;F;1;92012467041283;;;;47.81-4/00;4781;;;47.81-4/00;;AV;93125000
008;7415;;GZT CACAPAVA DO SUL;3;XV DE NOVEMBRO;;539;CENTRO;RS;136;CACAPAVA DO SUL;;;;F;1;92012467041526;;;;47.81-4/00;4781;;;47.81-4/00;;R;96570970
008;7430;;GZT SANTANA DO LIVRAMENTO;3;DOS ANDRADAS;;395;CENTRO;RS;53;SANTANA DO LIVRAMENTO;;;;F;1;92012467043065;;;;47.81-4/00;4781;;;47.81-4/00;;R;97573565
008;7437;;GZT SAO LUIZ GONZAGA;3;SENADOR PINHEIRO MACHADO;;2465;CENTRO;RS;79;SAO LUIZ GONZAGA;;;;F;1;92012467043731;;;;47.81-4/00;4781;;;47.81-4/00;;AV;97800000
008;7438;;GZT IBIRUBA;3;SETE DE SETEMBRO;;1122;CENTRO;RS;478;IBIRUBA;;;;F;1;92012467043812;;;;47.81-4/00;4781;;;47.81-4/00;;R;98200970
008;7442;;GZT FAXINAL DO SOTURNO;3;VICENTE PIGATTO;;950;CENTRO;RS;1073;FAXINAL DO SOTURNO;;;;F;1;92012467044207;;;;47.81-4/00;4781;;;47.81-4/00;;AV;97220970
008;7446;;GZT JULIO DE CASTILHOS;3;BARAO DO RIO BRANCO;;122;CENTRO;RS;368;JULIO DE CASTILHOS;;;;F;1;92012467044622;;;;47.59-8/99;4781;;;47.59-8/99;;R;98130000
008;7461;;GZT VENANCIO AIRES;3;OSVALDO ARANHA;;1685;CENTRO;RS;123;VENANCIO AIRES;;;;F;1;92012467046161;;;;47.81-4/00;4781;;;47.81-4/00;;R;95800000
008;7466;;GZT AGUDO;3;CONCORDIA;;624;CENTRO;RS;811;AGUDO;;;;F;1;92012467046676;;;;47.81-4/00;4781;;;47.81-4/00;;AV;96540000
008;7471;;GZT ESPUMOSO;3;ANGELO MACALOS;;366;CENTRO;RS;13;ESPUMOSO;;;;F;1;92012467047133;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99400000
008;7478;;GZT TUPANCIRETA;3;VAZ FERREIRA;;1346;CENTRO;RS;338;TUPANCIRETA;;;;F;1;92012467047800;;;;47.81-4/00;4781;;;47.81-4/00;;AV;98170970
008;7485;;GZT CACADOR;3;BARAO DO RIO BRANCO;;875;CENTRO;SC;93;CACADOR;;;;F;1;92012467048539;;;;47.81-4/00;4781;;;47.81-4/00;;AV;89500019
008;7488;;GZT NOVO HAMBURGO;3;CINCO DE ABRIL;;614;RIO BRANCO;RS;69;NOVO HAMBURGO;;;;F;1;92012467048881;;;;47.81-4/00;4781;;;47.81-4/00;;R;93510036
008;7491;;GZT LAJEADO;3;CORONEL JOAO BATISTA DE MELLO;;234;CENTRO;RS;125;LAJEADO;;;;F;1;92012467049187;;;;47.81-4/00;4781;;;47.81-4/00;;R;95900182
008;7493;;GZT PASSO FUNDO;3;BRASIL LESTE;;1055;PETROPOLIS;RS;1;PASSO FUNDO;;;;F;1;92012467049349;;;;47.81-4/00;4781;;;47.81-4/00;;AV;99050073
008;7500;;GZT CAXIAS DO SUL;3;JULIO DE CASTILHOS;;2785;CENTRO;RS;42;CAXIAS DO SUL;;;;F;1;92012467050002;;;;47.81-4/00;4781;;;47.81-4/00;;AV;95010005
