codigo_empresa;tipo_colaborador;cadastro_colaborador;data_admissao;tipo_admissao;indicativo_admissao;tipo_inscricao;numero_inscricao_anterior;data_inicio_vinculo;matricula_trabalhador;cedido_onus;codigo_categoria_esocial;ressarcimento_onus;recebe_seguro
8;1;229890;01/03/1992;2;1;1;;01/03/1992;229890;;101;N;1
8;1;229971;06/01/1992;2;1;1;;06/01/1992;229971;;101;N;1
8;1;230006;01/04/1992;2;1;1;;01/04/1992;230006;;101;N;1
8;1;230090;13/04/1992;2;1;1;;13/04/1992;230090;;101;N;1
8;1;230103;02/05/1992;2;1;1;;02/05/1992;230103;;101;N;1
8;1;230146;16/12/1991;2;1;1;;16/12/1991;230146;;101;N;1
8;1;230260;12/03/1992;2;1;1;;12/03/1992;230260;;101;N;1
8;1;230278;01/04/1992;2;1;1;;01/04/1992;230278;;101;N;1
8;1;230383;01/06/1992;2;1;1;;01/06/1992;230383;;101;N;1
8;1;230545;04/05/1992;2;1;1;;04/05/1992;230545;;101;N;1
8;1;230626;01/04/1992;2;1;1;;01/04/1992;230626;;101;N;1
8;1;230651;01/06/1992;2;1;1;;01/06/1992;230651;;101;N;1
8;1;230707;02/04/1992;2;1;1;;02/04/1992;230707;;101;N;1
8;1;230723;11/05/1992;2;1;1;;11/05/1992;230723;;101;N;1
8;1;230782;02/04/1992;2;1;1;;02/04/1992;230782;;101;N;1
8;1;230839;02/12/1991;2;1;1;;02/12/1991;230839;;101;N;1
8;1;230979;13/04/1992;2;1;1;;13/04/1992;230979;;101;N;1
8;1;231002;02/06/1992;2;1;1;;02/06/1992;231002;;101;N;1
8;1;231053;13/04/1992;2;1;1;;13/04/1992;231053;;101;N;1
8;1;231088;09/11/1983;2;1;1;;09/11/1983;231088;;101;N;1
8;1;231134;19/03/1992;2;1;1;;19/03/1992;231134;;101;N;1
8;1;231177;01/06/1992;2;1;1;;01/06/1992;231177;;101;N;1
8;1;231215;19/03/1992;2;1;1;;19/03/1992;231215;;101;N;1
8;1;231410;01/04/1992;2;1;1;;01/04/1992;231410;;101;N;1
8;1;231576;01/04/1992;2;1;1;;01/04/1992;231576;;101;N;1
8;1;231631;19/05/1982;2;1;1;;19/05/1982;231631;;101;N;1
8;1;231771;09/04/1992;2;1;1;;09/04/1992;231771;;101;N;1
8;1;231878;01/06/1992;2;1;1;;01/06/1992;231878;;101;N;1
8;1;231924;03/02/1992;2;1;1;;03/02/1992;231924;;101;N;1
8;1;231975;18/12/1991;2;1;1;;18/12/1991;231975;;101;N;1
8;1;231983;03/01/1992;2;1;1;;03/01/1992;231983;;101;N;1
8;1;232033;22/04/1992;2;1;1;;22/04/1992;232033;;101;N;1
8;1;232122;10/04/1992;2;1;1;;10/04/1992;232122;;101;N;1
8;1;232131;25/05/1992;2;1;1;;25/05/1992;232131;;101;N;1
8;1;232157;06/12/1991;2;1;1;;06/12/1991;232157;;101;N;1
8;1;232386;11/07/1988;2;1;1;;11/07/1988;232386;;101;N;1
8;1;232416;01/06/1992;2;1;1;;01/06/1992;232416;;101;N;1
8;1;232475;01/04/1992;2;1;1;;01/04/1992;232475;;101;N;1
8;1;232530;16/03/1988;2;1;1;;16/03/1988;232530;;101;N;1
8;1;232548;17/07/1985;2;1;1;;17/07/1985;232548;;101;N;1
8;1;232556;01/04/1992;2;1;1;;01/04/1992;232556;;101;N;1
8;1;232581;25/05/1992;2;1;1;;25/05/1992;232581;;101;N;1
8;1;232611;02/01/1992;2;1;1;;02/01/1992;232611;;101;N;1
8;1;232670;05/05/1992;2;1;1;;05/05/1992;232670;;101;N;1
8;1;232718;16/11/1983;2;1;1;;16/11/1983;232718;;101;N;1
8;1;232742;20/04/1992;2;1;1;;20/04/1992;232742;;101;N;1
8;1;232793;04/06/1985;2;1;1;;04/06/1985;232793;;101;N;1
8;1;232840;01/06/1992;2;1;1;;01/06/1992;232840;;101;N;1
8;1;232874;02/01/1992;2;1;1;;02/01/1992;232874;;101;N;1
8;1;232904;14/02/1978;2;1;1;;14/02/1978;232904;;101;N;1
8;1;232963;01/04/1992;2;1;1;;01/04/1992;232963;;101;N;1
8;1;233005;23/11/1987;2;1;1;06339468000191;01/07/2008;233005;;101;N;1
282;1;233005;23/11/1987;1;1;1;06339468000191;08/04/1992;233005;;101;N;1
8;1;233013;22/05/1992;2;1;1;;22/05/1992;233013;;101;N;1
8;1;233030;01/07/1992;2;1;1;;01/07/1992;233030;;101;N;1
8;1;233081;03/04/1991;2;1;1;;03/04/1991;233081;;101;N;1
8;1;233111;01/07/1992;2;1;1;;01/07/1992;233111;;101;N;1
8;1;233145;03/08/1992;2;1;1;;03/08/1992;233145;;101;N;1
8;1;233196;01/06/1982;2;1;1;;01/06/1982;233196;;101;N;1
8;1;233277;15/06/1992;2;1;1;;15/06/1992;233277;;101;N;1
8;1;233340;01/09/1992;2;1;1;;01/09/1992;233340;;101;N;1
8;1;233358;01/09/1992;2;1;1;;01/09/1992;233358;;101;N;1
8;1;233366;04/06/1992;2;1;1;;04/06/1992;233366;;101;N;1
8;1;233480;09/07/1992;2;1;1;;09/07/1992;233480;;101;N;1
8;1;233498;01/08/1992;2;1;1;;01/08/1992;233498;;101;N;1
8;1;233528;01/09/1992;2;1;1;;01/09/1992;233528;;101;N;1
8;1;233650;06/07/1992;2;1;1;;06/07/1992;233650;;101;N;1
8;1;233706;01/09/1992;2;1;1;;01/09/1992;233706;;101;N;1
8;1;233749;20/07/1992;2;1;1;;20/07/1992;233749;;101;N;1
8;1;233935;10/08/1992;2;1;1;;10/08/1992;233935;;101;N;1
8;1;234087;13/07/1992;2;1;1;;13/07/1992;234087;;101;N;1
8;1;234117;11/08/1992;2;1;1;;11/08/1992;234117;;101;N;1
8;1;234184;01/07/1992;2;1;1;;01/07/1992;234184;;101;N;1
8;1;234354;13/07/1992;2;1;1;;13/07/1992;234354;;101;N;1
8;1;234435;13/07/1992;2;1;1;;13/07/1992;234435;;101;N;1
8;1;234443;09/07/1992;2;1;1;;09/07/1992;234443;;101;N;1
8;1;234516;08/06/1992;2;1;1;;08/06/1992;234516;;101;N;1
8;1;234524;13/07/1992;2;1;1;;13/07/1992;234524;;101;N;1
8;1;234532;06/07/1992;2;1;1;;06/07/1992;234532;;101;N;1
8;1;234559;12/08/1992;2;1;1;;12/08/1992;234559;;101;N;1
8;1;234630;07/07/1992;2;1;1;;07/07/1992;234630;;101;N;1
8;1;234702;13/07/1992;2;1;1;;13/07/1992;234702;;101;N;1
8;1;234737;01/08/1992;2;1;1;;01/08/1992;234737;;101;N;1
8;1;234788;03/06/1992;2;1;1;;03/06/1992;234788;;101;N;1
8;1;234877;01/07/1992;2;1;1;;01/07/1992;234877;;101;N;1
8;1;234974;15/07/1992;2;1;1;;15/07/1992;234974;;101;N;1
8;1;235032;01/06/1992;2;1;1;;01/06/1992;235032;;101;N;1
8;1;235075;17/08/1992;2;1;1;;17/08/1992;235075;;101;N;1
8;1;235113;10/09/1992;2;1;1;;10/09/1992;235113;;101;N;1
8;1;235130;15/06/1992;2;1;1;;15/06/1992;235130;;101;N;1
8;1;235156;10/07/1992;2;1;1;;10/07/1992;235156;;101;N;1
8;1;235164;20/07/1992;2;1;1;;20/07/1992;235164;;101;N;1
8;1;235202;10/09/1992;2;1;1;;10/09/1992;235202;;101;N;1
8;1;235245;10/08/1992;2;1;1;;10/08/1992;235245;;101;N;1
8;1;235318;01/07/1992;2;1;1;;01/07/1992;235318;;101;N;1
8;1;235326;03/07/1992;2;1;1;;03/07/1992;235326;;101;N;1
8;1;235369;15/09/1992;2;1;1;;15/09/1992;235369;;101;N;1
8;1;235385;17/06/1992;2;1;1;;17/06/1992;235385;;101;N;1
8;1;235482;01/07/1992;2;1;1;;01/07/1992;235482;;101;N;1
8;1;235547;01/09/1992;2;1;1;;01/09/1992;235547;;101;N;1
8;1;235725;15/09/1992;2;1;1;;15/09/1992;235725;;101;N;1
8;1;235733;01/06/1992;2;1;1;;01/06/1992;235733;;101;N;1
8;1;236021;10/07/1992;2;1;1;;10/07/1992;236021;;101;N;1
8;1;236187;04/06/1992;2;1;1;;04/06/1992;236187;;101;N;1
8;1;236209;15/07/1992;2;1;1;;15/07/1992;236209;;101;N;1
8;1;236217;10/08/1992;2;1;1;;10/08/1992;236217;;101;N;1
8;1;236233;01/09/1992;2;1;1;;01/09/1992;236233;;101;N;1
8;1;236250;15/09/1992;2;1;1;;15/09/1992;236250;;101;N;1
8;1;236306;10/08/1992;2;1;1;;10/08/1992;236306;;101;N;1
8;1;236331;15/09/1992;2;1;1;;15/09/1992;236331;;101;N;1
8;1;236357;22/06/1992;2;1;1;;22/06/1992;236357;;101;N;1
8;1;236535;24/09/1986;2;1;1;;24/09/1986;236535;;101;N;1
8;1;236578;10/08/1992;2;1;1;;10/08/1992;236578;;101;N;1
8;1;236659;10/08/1992;2;1;1;;10/08/1992;236659;;101;N;1
8;1;236675;15/09/1992;2;1;1;;15/09/1992;236675;;101;N;1
8;1;236713;15/05/1989;2;1;1;;15/05/1989;236713;;101;N;1
8;1;236730;14/07/1992;2;1;1;;14/07/1992;236730;;101;N;1
8;1;236756;10/08/1992;2;1;1;;10/08/1992;236756;;101;N;1
8;1;236811;02/07/1992;2;1;1;;02/07/1992;236811;;101;N;1
8;1;236870;15/09/1992;2;1;1;;15/09/1992;236870;;101;N;1
8;1;236888;17/09/1992;2;1;1;;17/09/1992;236888;;101;N;1
8;1;236896;05/04/1989;2;1;1;;05/04/1989;236896;;101;N;1
8;1;236918;20/07/1992;2;1;1;;20/07/1992;236918;;101;N;1
8;1;236977;01/02/1956;2;1;1;;01/02/1956;236977;;101;N;1
8;1;237078;08/07/1992;2;1;1;;08/07/1992;237078;;101;N;1
8;1;237175;01/08/1992;2;1;1;;01/08/1992;237175;;101;N;1
8;1;237248;06/06/1992;2;1;1;;06/06/1992;237248;;101;N;1
8;1;237302;01/10/1992;2;1;1;;01/10/1992;237302;;101;N;1
8;1;237311;01/10/1992;2;1;1;;01/10/1992;237311;;101;N;1
8;1;237345;03/07/1992;2;1;1;;03/07/1992;237345;;101;N;1
8;1;237485;14/05/1971;2;1;1;;14/05/1971;237485;;101;N;1
8;1;237663;16/06/1992;2;1;1;;16/06/1992;237663;;101;N;1
8;1;237728;01/08/1992;2;1;1;;01/08/1992;237728;;101;N;1
8;1;237744;21/09/1992;2;1;1;;21/09/1992;237744;;101;N;1
8;1;237752;01/10/1992;2;1;1;;01/10/1992;237752;;101;N;1
8;1;237884;03/08/1992;2;1;1;;03/08/1992;237884;;101;N;1
8;1;237931;01/07/1992;2;1;1;;01/07/1992;237931;;101;N;1
8;1;238023;01/07/1992;2;1;1;;01/07/1992;238023;;101;N;1
8;1;238180;18/08/1992;2;1;1;;18/08/1992;238180;;101;N;1
8;1;238490;15/10/1992;2;1;1;;15/10/1992;238490;;101;N;1
8;1;238589;15/10/1992;2;1;1;;15/10/1992;238589;;101;N;1
8;1;238601;15/10/1992;2;1;1;;15/10/1992;238601;;101;N;1
8;1;238732;15/10/1992;2;1;1;;15/10/1992;238732;;101;N;1
8;1;238767;15/10/1992;2;1;1;;15/10/1992;238767;;101;N;1
8;1;238805;03/11/1992;2;1;1;;03/11/1992;238805;;101;N;1
8;1;238848;01/10/1992;2;1;1;;01/10/1992;238848;;101;N;1
8;1;238881;03/11/1992;2;1;1;;03/11/1992;238881;;101;N;1
8;1;238902;03/11/1992;2;1;1;;03/11/1992;238902;;101;N;1
8;1;238911;03/11/1992;2;1;1;;03/11/1992;238911;;101;N;1
8;1;238945;20/10/1992;2;1;1;;20/10/1992;238945;;101;N;1
8;1;239143;03/11/1992;2;1;1;;03/11/1992;239143;;101;N;1
8;1;239178;03/11/1992;2;1;1;;03/11/1992;239178;;101;N;1
8;1;239275;01/10/1992;2;1;1;;01/10/1992;239275;;101;N;1
8;1;239399;15/10/1992;2;1;1;;15/10/1992;239399;;101;N;1
8;1;239496;03/11/1992;2;1;1;;03/11/1992;239496;;101;N;1
8;1;239500;03/11/1992;2;1;1;;03/11/1992;239500;;101;N;1
8;1;239585;03/11/1992;2;1;1;;03/11/1992;239585;;101;N;1
8;1;239607;03/11/1992;2;1;1;;03/11/1992;239607;;101;N;1
8;1;239658;03/11/1992;2;1;1;;03/11/1992;239658;;101;N;1
8;1;239682;16/11/1992;2;1;1;;16/11/1992;239682;;101;N;1
8;1;239691;03/11/1992;2;1;1;;03/11/1992;239691;;101;N;1
8;1;239721;03/11/1992;2;1;1;;03/11/1992;239721;;101;N;1
8;1;239747;03/11/1992;2;1;1;;03/11/1992;239747;;101;N;1
8;1;239755;03/11/1992;2;1;1;;03/11/1992;239755;;101;N;1
8;1;239780;16/11/1992;2;1;1;;16/11/1992;239780;;101;N;1
8;1;239828;03/11/1992;2;1;1;;03/11/1992;239828;;101;N;1
8;1;239879;16/11/1992;2;1;1;;16/11/1992;239879;;101;N;1
8;1;239887;16/11/1992;2;1;1;;16/11/1992;239887;;101;N;1
8;1;239933;03/11/1992;2;1;1;;03/11/1992;239933;;101;N;1
8;1;239968;17/11/1992;2;1;1;;17/11/1992;239968;;101;N;1
8;1;239984;16/11/1992;2;1;1;;16/11/1992;239984;;101;N;1
8;1;240028;17/11/1992;2;1;1;;17/11/1992;240028;;101;N;1
8;1;240079;16/11/1992;2;1;1;;16/11/1992;240079;;101;N;1
8;1;240265;16/11/1992;2;1;1;;16/11/1992;240265;;101;N;1
8;1;240362;19/11/1992;2;1;1;;19/11/1992;240362;;101;N;1
8;1;240371;19/11/1992;2;1;1;;19/11/1992;240371;;101;N;1
8;1;240478;16/11/1992;2;1;1;;16/11/1992;240478;;101;N;1
8;1;240516;16/11/1992;2;1;1;;16/11/1992;240516;;101;N;1
8;1;240532;16/11/1992;2;1;1;;16/11/1992;240532;;101;N;1
8;1;240541;16/11/1992;2;1;1;;16/11/1992;240541;;101;N;1
8;1;240575;03/11/1992;2;1;1;;03/11/1992;240575;;101;N;1
8;1;240842;01/12/1992;2;1;1;;01/12/1992;240842;;101;N;1
8;1;240885;01/12/1992;2;1;1;;01/12/1992;240885;;101;N;1
8;1;241806;01/12/1992;2;1;1;;01/12/1992;241806;;101;N;1
8;1;241903;01/12/1992;2;1;1;;01/12/1992;241903;;101;N;1
8;1;242373;01/12/1992;2;1;1;;01/12/1992;242373;;101;N;1
8;1;242730;01/12/1992;2;1;1;;01/12/1992;242730;;101;N;1
8;1;242764;01/12/1992;2;1;1;;01/12/1992;242764;;101;N;1
8;1;242837;01/12/1992;2;1;1;;01/12/1992;242837;;101;N;1
8;1;242896;01/12/1992;2;1;1;;01/12/1992;242896;;101;N;1
8;1;242918;01/12/1992;2;1;1;;01/12/1992;242918;;101;N;1
8;1;243094;01/03/1988;2;1;1;;01/03/1988;243094;;101;N;1
8;1;243108;02/10/1967;2;1;1;;02/10/1967;243108;;101;N;1
8;1;243124;02/05/1991;2;1;1;;02/05/1991;243124;;101;N;1
8;1;243167;01/12/1992;2;1;1;;01/12/1992;243167;;101;N;1
8;1;243264;15/12/1992;2;1;1;;15/12/1992;243264;;101;N;1
8;1;243329;03/12/1992;2;1;1;;03/12/1992;243329;;101;N;1
8;1;243434;01/12/1992;2;1;1;;01/12/1992;243434;;101;N;1
8;1;243442;08/12/1992;2;1;1;;08/12/1992;243442;;101;N;1
8;1;243558;15/12/1992;2;1;1;;15/12/1992;243558;;101;N;1
8;1;243779;15/12/1992;2;1;1;;15/12/1992;243779;;101;N;1
8;1;243795;15/12/1992;2;1;1;;15/12/1992;243795;;101;N;1
8;1;243914;16/12/1992;2;1;1;;16/12/1992;243914;;101;N;1
8;1;243922;16/12/1992;2;1;1;;16/12/1992;243922;;101;N;1
8;1;243957;21/12/1992;2;1;1;;21/12/1992;243957;;101;N;1
8;1;243973;04/01/1993;2;1;1;;04/01/1993;243973;;101;N;1
8;1;244007;15/12/1992;2;1;1;;15/12/1992;244007;;101;N;1
8;1;244040;22/12/1992;2;1;1;;22/12/1992;244040;;101;N;1
8;1;244074;04/01/1993;2;1;1;;04/01/1993;244074;;101;N;1
8;1;244091;04/01/1993;2;1;1;;04/01/1993;244091;;101;N;1
8;1;244104;01/12/1992;2;1;1;;01/12/1992;244104;;101;N;1
8;1;244244;06/01/1993;2;1;1;;06/01/1993;244244;;101;N;1
8;1;244309;06/01/1993;1;1;1;92012467000170;06/01/1993;244309;;101;N;1
282;1;244309;06/01/1993;2;1;1;92012467000170;01/06/2021;244309;;101;N;1
8;1;244333;11/01/1993;2;1;1;;11/01/1993;244333;;101;N;1
8;1;244473;11/01/1993;2;1;1;;11/01/1993;244473;;101;N;1
8;1;244490;01/02/1993;2;1;1;;01/02/1993;244490;;101;N;1
8;1;244538;15/01/1993;2;1;1;;15/01/1993;244538;;101;N;1
8;1;244619;25/01/1993;2;1;1;;25/01/1993;244619;;101;N;1
8;1;244627;25/01/1993;2;1;1;;25/01/1993;244627;;101;N;1
8;1;244678;25/01/1993;2;1;1;;25/01/1993;244678;;101;N;1
8;1;244694;19/01/1993;2;1;1;;19/01/1993;244694;;101;N;1
8;1;244708;15/01/1993;2;1;1;;15/01/1993;244708;;101;N;1
8;1;244813;01/02/1993;2;1;1;;01/02/1993;244813;;101;N;1
8;1;244830;01/02/1993;2;1;1;;01/02/1993;244830;;101;N;1
8;1;245003;15/02/1993;2;1;1;;15/02/1993;245003;;101;N;1
8;1;245038;01/02/1993;2;1;1;;01/02/1993;245038;;101;N;1
8;1;245046;01/02/1993;2;1;1;;01/02/1993;245046;;101;N;1
8;1;245101;01/03/1993;2;1;1;;01/03/1993;245101;;101;N;1
8;1;245232;15/03/1993;2;1;1;;15/03/1993;245232;;101;N;1
8;1;245313;15/03/1993;2;1;1;;15/03/1993;245313;;101;N;1
8;1;245356;15/03/1993;2;1;1;;15/03/1993;245356;;101;N;1
8;1;245372;16/03/1993;2;1;1;;16/03/1993;245372;;101;N;1
8;1;245402;15/03/1993;2;1;1;;15/03/1993;245402;;101;N;1
8;1;245445;15/03/1993;2;1;1;;15/03/1993;245445;;101;N;1
8;1;245500;01/04/1993;2;1;1;;01/04/1993;245500;;101;N;1
8;1;245534;10/03/1993;2;1;1;;10/03/1993;245534;;101;N;1
8;1;245569;22/03/1993;2;1;1;;22/03/1993;245569;;101;N;1
8;1;245585;01/04/1993;2;1;1;;01/04/1993;245585;;101;N;1
8;1;245623;01/04/1993;2;1;1;;01/04/1993;245623;;101;N;1
8;1;245666;01/04/1993;2;1;1;;01/04/1993;245666;;101;N;1
8;1;245712;01/04/1993;2;1;1;;01/04/1993;245712;;101;N;1
8;1;245798;01/04/1993;2;1;1;;01/04/1993;245798;;101;N;1
8;1;245879;01/04/1993;2;1;1;;01/04/1993;245879;;101;N;1
8;1;245887;01/04/1993;2;1;1;;01/04/1993;245887;;101;N;1
8;1;245909;01/04/1993;2;1;1;;01/04/1993;245909;;101;N;1
8;1;245917;01/04/1993;2;1;1;;01/04/1993;245917;;101;N;1
8;1;245925;15/04/1993;2;1;1;;15/04/1993;245925;;101;N;1
8;1;246077;02/04/1993;2;1;1;;02/04/1993;246077;;101;N;1
8;1;246174;16/04/1993;2;1;1;;16/04/1993;246174;;101;N;1
8;1;246182;19/04/1993;2;1;1;;19/04/1993;246182;;101;N;1
8;1;246204;03/05/1993;2;1;1;;03/05/1993;246204;;101;N;1
8;1;246328;03/05/1993;2;1;1;;03/05/1993;246328;;101;N;1
8;1;246409;03/05/1993;2;1;1;;03/05/1993;246409;;101;N;1
8;1;246417;03/05/1993;2;1;1;;03/05/1993;246417;;101;N;1
8;1;246433;22/04/1993;2;1;1;;22/04/1993;246433;;101;N;1
8;1;246484;03/05/1993;2;1;1;;03/05/1993;246484;;101;N;1
8;1;246506;17/05/1993;2;1;1;;17/05/1993;246506;;101;N;1
8;1;246522;19/04/1993;2;1;1;;19/04/1993;246522;;101;N;1
8;1;246549;15/06/1971;2;1;1;;15/06/1971;246549;;101;N;1
8;1;246573;17/05/1993;2;1;1;;17/05/1993;246573;;101;N;1
8;1;246603;01/07/1966;2;1;1;;01/07/1966;246603;;722;N;1
8;1;246638;03/05/1993;2;1;1;;03/05/1993;246638;;101;N;1
8;1;246671;12/05/1993;2;1;1;;12/05/1993;246671;;101;N;1
8;1;246689;17/05/1993;2;1;1;;17/05/1993;246689;;101;N;1
8;1;246760;15/06/1993;2;1;1;;15/06/1993;246760;;101;N;1
8;1;246841;15/02/1993;2;1;1;;15/02/1993;246841;;101;N;1
8;1;246964;15/02/1993;2;1;1;;15/02/1993;246964;;101;N;1
8;1;246972;15/02/1993;2;1;1;;15/02/1993;246972;;101;N;1
8;1;246981;15/02/1993;2;1;1;;15/02/1993;246981;;101;N;1
8;1;247073;15/02/1993;2;1;1;;15/02/1993;247073;;101;N;1
8;1;247120;15/02/1993;2;1;1;;15/02/1993;247120;;101;N;1
8;1;247162;15/02/1993;2;1;1;;15/02/1993;247162;;101;N;1
8;1;247294;15/02/1993;2;1;1;;15/02/1993;247294;;101;N;1
8;1;247324;15/02/1993;2;1;1;;15/02/1993;247324;;101;N;1
8;1;247367;18/02/1993;2;1;1;;18/02/1993;247367;;101;N;1
8;1;247375;15/02/1993;2;1;1;;15/02/1993;247375;;101;N;1
8;1;247383;24/02/1993;2;1;1;;24/02/1993;247383;;101;N;1
8;1;247618;01/03/1993;2;1;1;;01/03/1993;247618;;101;N;1
8;1;247642;03/03/1993;2;1;1;;03/03/1993;247642;;101;N;1
8;1;247651;15/03/1993;2;1;1;;15/03/1993;247651;;101;N;1
8;1;247677;15/03/1993;2;1;1;;15/03/1993;247677;;101;N;1
8;1;247715;15/03/1993;2;1;1;;15/03/1993;247715;;101;N;1
8;1;247774;17/05/1993;2;1;1;;17/05/1993;247774;;101;N;1
8;1;247782;03/05/1993;2;1;1;;03/05/1993;247782;;101;N;1
8;1;247791;01/04/1993;2;1;1;;01/04/1993;247791;;101;N;1
8;1;247812;17/05/1993;2;1;1;;17/05/1993;247812;;101;N;1
8;1;247839;17/05/1993;2;1;1;;17/05/1993;247839;;101;N;1
8;1;247863;17/05/1993;2;1;1;;17/05/1993;247863;;101;N;1
8;1;247928;17/05/1993;2;1;1;;17/05/1993;247928;;101;N;1
8;1;247952;14/05/1993;2;1;1;;14/05/1993;247952;;101;N;1
8;1;247961;14/05/1993;2;1;1;;14/05/1993;247961;;101;N;1
8;1;247979;17/05/1993;2;1;1;;17/05/1993;247979;;101;N;1
8;1;247987;17/05/1993;2;1;1;;17/05/1993;247987;;101;N;1
8;1;248002;17/05/1993;2;1;1;;17/05/1993;248002;;101;N;1
8;1;248011;17/05/1993;2;1;1;;17/05/1993;248011;;101;N;1
8;1;248037;17/05/1993;2;1;1;;17/05/1993;248037;;101;N;1
8;1;248088;17/05/1993;2;1;1;;17/05/1993;248088;;101;N;1
8;1;248096;17/05/1993;2;1;1;;17/05/1993;248096;;101;N;1
8;1;248118;10/09/1992;2;1;1;;10/09/1992;248118;;101;N;1
8;1;248215;03/05/1993;2;1;1;;03/05/1993;248215;;101;N;1
8;1;248266;14/05/1993;2;1;1;;14/05/1993;248266;;101;N;1
8;1;248380;26/05/1993;2;1;1;;26/05/1993;248380;;101;N;1
8;1;248452;01/06/1993;2;1;1;;01/06/1993;248452;;101;N;1
8;1;248461;01/06/1993;2;1;1;;01/06/1993;248461;;101;N;1
8;1;248487;01/06/1993;2;1;1;;01/06/1993;248487;;101;N;1
8;1;248525;01/06/1993;2;1;1;;01/06/1993;248525;;101;N;1
8;1;248533;01/06/1993;2;1;1;;01/06/1993;248533;;101;N;1
8;1;248568;01/06/1993;2;1;1;;01/06/1993;248568;;101;N;1
8;1;248576;01/06/1993;2;1;1;;01/06/1993;248576;;101;N;1
8;1;248584;01/06/1993;2;1;1;;01/06/1993;248584;;101;N;1
8;1;248606;01/06/1993;2;1;1;;01/06/1993;248606;;101;N;1
8;1;248649;01/06/1993;2;1;1;;01/06/1993;248649;;101;N;1
8;1;248657;01/06/1993;2;1;1;;01/06/1993;248657;;101;N;1
8;1;248673;01/06/1993;2;1;1;;01/06/1993;248673;;101;N;1
8;1;248690;01/06/1993;2;1;1;;01/06/1993;248690;;101;N;1
8;1;248762;01/06/1993;2;1;1;;01/06/1993;248762;;101;N;1
8;1;248801;01/06/1993;2;1;1;;01/06/1993;248801;;101;N;1
8;1;248843;01/06/1993;2;1;1;;01/06/1993;248843;;101;N;1
8;1;248878;01/06/1993;2;1;1;;01/06/1993;248878;;101;N;1
8;1;248916;15/06/1993;2;1;1;;15/06/1993;248916;;101;N;1
8;1;248941;15/06/1993;2;1;1;;15/06/1993;248941;;101;N;1
8;1;248959;15/06/1993;2;1;1;;15/06/1993;248959;;101;N;1
8;1;248967;16/06/1993;2;1;1;;16/06/1993;248967;;101;N;1
8;1;248975;15/06/1993;2;1;1;;15/06/1993;248975;;101;N;1
8;1;249017;15/06/1993;2;1;1;;15/06/1993;249017;;101;N;1
8;1;249068;15/06/1993;2;1;1;;15/06/1993;249068;;101;N;1
8;1;249076;15/06/1993;2;1;1;;15/06/1993;249076;;101;N;1
8;1;249084;15/06/1993;2;1;1;;15/06/1993;249084;;101;N;1
8;1;249149;15/06/1993;2;1;1;;15/06/1993;249149;;101;N;1
8;1;249262;01/07/1993;2;1;1;;01/07/1993;249262;;101;N;1
8;1;249289;01/07/1993;2;1;1;;01/07/1993;249289;;101;N;1
8;1;249297;01/07/1993;2;1;1;;01/07/1993;249297;;101;N;1
8;1;249360;01/07/1993;2;1;1;;01/07/1993;249360;;101;N;1
8;1;249378;01/07/1993;2;1;1;;01/07/1993;249378;;101;N;1
8;1;249394;01/07/1993;2;1;1;;01/07/1993;249394;;101;N;1
8;1;249432;01/07/1993;2;1;1;;01/07/1993;249432;;101;N;1
8;1;249459;01/07/1993;2;1;1;;01/07/1993;249459;;101;N;1
8;1;249483;01/07/1993;2;1;1;;01/07/1993;249483;;101;N;1
8;1;249548;01/07/1993;2;1;1;;01/07/1993;249548;;101;N;1
8;1;249556;01/07/1993;2;1;1;;01/07/1993;249556;;101;N;1
8;1;249572;01/07/1993;2;1;1;;01/07/1993;249572;;101;N;1
8;1;249581;01/07/1993;2;1;1;;01/07/1993;249581;;101;N;1
8;1;249602;01/07/1993;2;1;1;;01/07/1993;249602;;101;N;1
8;1;249653;01/07/1993;2;1;1;;01/07/1993;249653;;101;N;1
8;1;249718;01/07/1993;2;1;1;;01/07/1993;249718;;101;N;1
8;1;249751;15/07/1993;2;1;1;;15/07/1993;249751;;101;N;1
8;1;249777;01/07/1993;2;1;1;;01/07/1993;249777;;101;N;1
8;1;249785;15/07/1993;2;1;1;;15/07/1993;249785;;101;N;1
8;1;249815;05/07/1993;2;1;1;;05/07/1993;249815;;101;N;1
8;1;249882;15/07/1993;2;1;1;;15/07/1993;249882;;101;N;1
8;1;249939;15/07/1993;2;1;1;;15/07/1993;249939;;101;N;1
8;1;249955;15/07/1993;2;1;1;;15/07/1993;249955;;101;N;1
8;1;249980;15/07/1993;2;1;1;;15/07/1993;249980;;101;N;1
8;1;249998;15/07/1993;2;1;1;;15/07/1993;249998;;101;N;1
8;1;250007;15/07/1993;2;1;1;;15/07/1993;250007;;101;N;1
8;1;250040;15/07/1993;2;1;1;;15/07/1993;250040;;101;N;1
8;1;250058;16/07/1993;2;1;1;;16/07/1993;250058;;101;N;1
8;1;250082;15/07/1993;2;1;1;;15/07/1993;250082;;101;N;1
8;1;250147;02/08/1993;2;1;1;;02/08/1993;250147;;101;N;1
8;1;250180;02/08/1993;2;1;1;;02/08/1993;250180;;101;N;1
8;1;250210;16/08/1993;2;1;1;;16/08/1993;250210;;101;N;1
8;1;250236;02/08/1993;2;1;1;;02/08/1993;250236;;101;N;1
8;1;250244;02/08/1993;2;1;1;;02/08/1993;250244;;101;N;1
