codigo_empresa;tipo_colaborador;cadastro_colaborador;data_inicio_periodo_ferias;data_inicio_ferias;codigo_tabela_eventos;codigo_evento;referencia_evento;valor_evento
8;1;116131;19/05/2014;18/01/2016;1;615;0,00;861,01
8;1;116131;19/05/2014;18/01/2016;1;2000;11,00;570,88
8;1;116131;19/05/2014;18/01/2016;1;2014;27,50;802,78
8;1;116131;19/05/2015;23/01/2017;1;204;20,00;6113,71
8;1;116131;19/05/2015;23/01/2017;1;558;0,00;2037,90
8;1;116131;19/05/2015;23/01/2017;1;600;10,00;2886,74
8;1;116131;19/05/2015;23/01/2017;1;615;0,00;962,25
8;1;116131;19/05/2015;23/01/2017;1;2000;11,00;608,44
8;1;116131;19/05/2015;23/01/2017;1;2014;27,50;1100,74
8;1;116131;19/05/2016;12/03/2018;1;204;20,00;6234,00
8;1;116131;19/05/2016;12/03/2018;1;558;0,00;2078,00
8;1;116131;19/05/2016;12/03/2018;1;600;10,00;3117,00
8;1;116131;19/05/2016;12/03/2018;1;615;0,00;1039,00
8;1;116131;19/05/2016;12/03/2018;1;2000;11,00;621,03
8;1;116131;19/05/2016;12/03/2018;1;2014;27,50;1141,38
4;1;139106;17/08/1995;03/02/1997;1;204;20,00;427,25
4;1;139106;17/08/1995;03/02/1997;1;558;0,00;142,42
4;1;139106;17/08/1995;03/02/1997;1;600;10,00;213,63
4;1;139106;17/08/1995;03/02/1997;1;615;0,00;71,21
4;1;139106;17/08/1995;03/02/1997;1;2000;0,00;62,66
4;1;139106;17/08/1996;02/02/1998;1;204;20,00;496,22
4;1;139106;17/08/1996;02/02/1998;1;558;0,00;165,41
4;1;139106;17/08/1996;02/02/1998;1;2000;0,00;72,78
4;1;139106;17/08/1996;30/12/1998;1;204;10,00;262,25
4;1;139106;17/08/1996;30/12/1998;1;558;0,00;87,42
4;1;139106;17/08/1996;30/12/1998;1;2000;0,00;30,84
4;1;139106;17/08/1997;11/01/1999;1;204;20,00;524,49
4;1;139106;17/08/1997;11/01/1999;1;558;0,00;174,83
4;1;139106;17/08/1997;11/01/1999;1;600;10,00;262,25
4;1;139106;17/08/1997;11/01/1999;1;615;0,00;87,42
4;1;139106;17/08/1997;11/01/1999;1;2000;0,00;76,93
4;1;145459;10/11/1995;03/02/1997;1;204;30,00;1689,64
4;1;145459;10/11/1995;03/02/1997;1;558;0,00;563,21
4;1;145459;10/11/1995;03/02/1997;1;2000;0,00;105,33
4;1;145459;10/11/1995;03/02/1997;1;2014;0,00;199,38
4;1;145459;10/11/1996;05/02/1998;1;204;20,00;1270,08
4;1;145459;10/11/1996;05/02/1998;1;558;0,00;423,36
4;1;145459;10/11/1996;05/02/1998;1;2000;0,00;113,51
4;1;145459;10/11/1996;05/02/1998;1;2014;0,00;74,99
4;1;145459;10/11/1996;17/08/1998;1;204;10,00;668,56
4;1;145459;10/11/1996;17/08/1998;1;558;0,00;222,85
4;1;145459;10/11/1996;17/08/1998;1;2000;0,00;98,06
4;1;145459;10/11/1997;11/01/1999;1;204;20,00;1337,11
4;1;145459;10/11/1997;11/01/1999;1;558;0,00;445,70
4;1;145459;10/11/1997;11/01/1999;1;2000;0,00;118,97
4;1;145459;10/11/1997;11/01/1999;1;2014;0,00;87,58
4;1;145459;10/11/1997;01/11/1999;1;204;10,00;668,56
4;1;145459;10/11/1997;01/11/1999;1;558;0,00;222,85
4;1;145459;10/11/1997;01/11/1999;1;2000;0,00;98,06
4;1;145459;10/11/1998;07/02/2000;1;204;20,00;1337,11
4;1;145459;10/11/1998;07/02/2000;1;558;0,00;445,70
