codigo_empresa;tipo_colaborador;cadastro_colaborador;data_alteracao;codigo_nova_empresa;codigo_novo_cadastro;codigo_nova_filial;tipo_admissao;numero_ficha_registro;tipo_admissao_colaborador
8;1;281506;24/09/1996;8;281506;175;2;0;1
8;1;281514;01/02/1996;8;281514;175;2;267;1
8;1;281522;01/02/1996;8;281522;175;2;266;1
8;1;281531;24/09/1996;8;281531;175;2;0;1
8;1;281549;24/09/1996;8;281549;215;2;0;1
8;1;281557;24/09/1996;8;281557;079;2;28155;1
8;1;281565;24/09/1996;8;281565;233;2;0;1
8;1;281573;01/02/1996;8;281573;039;2;28157;1
8;1;281590;01/02/1996;8;281590;310;2;36;1
8;1;281590;05/09/2011;8;281590;310;2;36;1
8;1;281603;01/02/1996;8;281603;033;2;226;1
8;1;281603;02/08/2023;8;281603;033;2;226;1
8;1;281603;06/10/2025;8;281603;033;2;226;1
8;1;281620;24/09/1996;8;281620;174;2;0;1
8;1;281638;01/02/1996;8;281638;057;2;92;1
8;1;281646;24/09/1996;8;281646;175;2;0;1
8;1;281654;24/09/1996;8;281654;015;2;28165;1
8;1;281662;01/02/1996;8;281662;063;2;28166;1
8;1;281671;24/09/1996;8;281671;015;2;28167;1
8;1;281689;24/09/1996;8;281689;018;2;28168;1
8;1;281697;01/02/1996;8;281697;061;2;332;1
8;1;281701;24/09/1996;8;281701;175;2;0;1
8;1;281719;24/09/1996;8;281719;034;2;28171;1
8;1;281727;24/09/1996;8;281727;071;2;28172;1
8;1;281735;24/09/1996;8;281735;015;2;28173;1
8;1;281743;24/09/1996;8;281743;015;2;28174;1
8;1;281760;01/02/1996;8;281760;037;2;326;1
8;1;281760;20/01/1997;8;281760;037;2;326;1
8;1;281778;24/09/1996;8;281778;171;2;0;1
8;1;281786;24/09/1996;8;281786;009;2;28178;1
8;1;281794;01/05/1996;8;281794;009;2;484;1
8;1;281808;01/05/1996;8;281808;249;2;485;1
8;1;281808;19/06/1998;8;281808;249;2;485;1
8;1;281816;01/08/1996;8;281816;009;2;486;1
8;1;281824;01/02/1996;8;281824;143;2;62;1
8;1;281824;01/10/1997;8;281824;143;2;62;1
8;1;281832;01/05/1996;8;281832;009;2;488;1
8;1;281841;24/09/1996;8;281841;009;2;28184;1
8;1;281859;24/09/1996;8;281859;009;2;28185;1
8;1;281867;01/02/1996;8;281867;203;2;0;1
8;1;281875;24/09/1996;8;281875;072;2;28187;1
8;1;281883;24/09/1996;8;281883;007;2;28188;1
8;1;281905;01/02/1996;8;281905;177;2;28190;1
8;1;281905;01/04/1997;8;281905;177;2;28190;1
8;1;281905;18/12/1996;8;281905;177;2;28190;1
8;1;281913;01/02/1996;8;281913;007;2;588;1
8;1;281930;01/02/1996;8;281930;007;2;589;1
8;1;281948;01/02/1996;8;281948;007;2;28194;1
8;1;281956;01/02/1996;8;281956;007;2;591;1
8;1;281964;01/02/1996;8;281964;007;2;592;1
8;1;281972;01/02/1996;8;281972;007;2;593;1
8;1;281981;01/02/1996;8;281981;019;2;258;1
8;1;281999;01/02/1996;8;281999;047;2;391;1
8;1;282006;01/02/1996;8;282006;047;2;392;1
8;1;282014;01/02/1996;8;282014;047;2;393;1
8;1;282014;03/08/1996;8;282014;047;2;393;1
8;1;282014;24/09/1996;8;282014;047;2;393;1
8;1;282031;24/09/1996;8;282031;034;2;28203;1
8;1;282049;01/02/1996;8;282049;136;2;128;1
8;1;282049;01/12/1998;8;282049;136;2;128;1
8;1;282049;20/10/1997;8;282049;136;2;128;1
8;1;282057;01/02/1996;8;282057;266;2;28;1
8;1;282057;01/03/2004;8;282057;266;2;28;1
8;1;282065;01/02/1996;8;282065;063;2;1535;1
8;1;282065;01/04/2001;8;282065;063;2;1535;1
8;1;282065;01/06/2003;8;282065;063;2;1535;1
8;1;282073;24/09/1996;8;282073;189;2;0;1
8;1;282090;01/02/1996;8;282090;034;2;383;1
8;1;282103;01/02/1996;8;282103;034;2;380;1
8;1;282120;24/09/1996;8;282120;063;2;28212;1
8;1;282138;24/09/1996;8;282138;018;2;28213;1
8;1;282146;01/02/1996;8;282146;034;2;381;1
8;1;282154;24/09/1996;8;282154;034;2;28215;1
8;1;282162;01/02/1996;8;282162;034;2;384;1
8;1;282171;01/06/1996;8;282171;041;2;249;1
8;1;282189;24/09/1996;8;282189;056;2;28218;1
8;1;282197;01/02/1996;8;282197;037;2;28219;1
8;1;282201;24/09/1996;8;282201;048;2;28220;1
8;1;282219;01/02/1996;8;282219;037;2;28221;1
8;1;282227;01/02/1996;8;282227;071;2;1682;1
8;1;282235;24/09/1996;8;282235;037;2;28223;1
8;1;282243;01/02/1996;8;282243;037;2;28224;1
8;1;282260;01/02/1996;8;282260;063;2;28226;1
8;1;282278;24/09/1996;8;282278;025;2;28227;1
8;1;282286;24/09/1996;8;282286;220;2;0;1
8;1;282294;24/09/1996;8;282294;135;2;28229;1
8;1;282308;01/02/1996;8;282308;019;2;261;1
8;1;282316;24/09/1996;8;282316;019;2;28231;1
8;1;282324;01/02/1996;8;282324;7046;2;265;1
8;1;282324;10/05/2002;8;282324;7046;2;265;1
8;1;282324;19/06/2020;8;282324;7046;2;265;1
8;1;282332;01/02/1996;8;282332;037;2;291;1
8;1;282341;01/02/1996;8;282341;037;2;290;1
8;1;282359;01/02/1996;8;282359;037;2;388;1
8;1;282359;01/07/2001;8;282359;037;2;388;1
8;1;282359;23/11/1998;8;282359;037;2;388;1
8;1;282367;01/02/1996;8;282367;037;2;288;1
8;1;282375;01/02/1996;8;282375;037;2;292;1
8;1;282383;01/02/1996;8;282383;037;2;28238;1
8;1;282405;01/03/1996;8;282405;001;2;4063;1
8;1;282405;01/07/2001;8;282405;001;2;4063;1
8;1;282405;01/11/2003;8;282405;001;2;4063;1
8;1;282405;15/03/2004;8;282405;001;2;4063;1
8;1;282413;01/02/1996;8;282413;174;2;215;1
8;1;282430;24/09/1996;8;282430;111;2;28243;1
8;1;282448;01/03/1996;8;282448;013;2;1761;1
8;1;282456;01/03/1996;8;282456;001;2;4064;1
8;1;282464;01/03/1996;8;282464;001;2;4065;1
8;1;282464;01/11/2003;8;282464;001;2;4065;1
8;1;282464;17/08/1999;8;282464;001;2;4065;1
8;1;282464;22/04/1997;8;282464;001;2;4065;1
8;1;282472;24/09/1996;8;282472;013;2;28247;1
8;1;282481;01/03/1996;8;282481;052;2;28248;1
8;1;282499;01/03/1996;8;282499;052;2;299;1
8;1;282502;01/03/1996;8;282502;183;2;88;1
8;1;282511;01/03/1996;8;282511;150;2;75;1
8;1;282511;23/09/1998;8;282511;150;2;75;1
8;1;282529;01/03/1996;8;282529;222;2;0;1
8;1;282537;24/09/1996;8;282537;233;2;0;1
8;1;282545;22/07/1996;8;282545;019;2;28254;1
8;1;282545;24/09/1996;8;282545;019;2;28254;1
8;1;282553;01/03/1996;8;282553;009;2;491;1
8;1;282570;01/03/1996;8;282570;136;2;28257;1
8;1;282588;24/09/1996;8;282588;063;2;28258;1
8;1;282596;01/03/1996;8;282596;014;2;383;1
8;1;282596;16/07/1997;8;282596;014;2;383;1
8;1;282600;01/03/1996;8;282600;019;2;28260;1
8;1;282600;22/07/1996;8;282600;019;2;28260;1
8;1;282600;24/09/1996;8;282600;019;2;28260;1
8;1;282618;01/03/1996;8;282618;189;2;41;1
8;1;282626;24/09/1996;8;282626;044;2;28262;1
8;1;282634;01/03/1996;8;282634;019;2;264;1
8;1;282642;24/09/1996;8;282642;071;2;28264;1
8;1;282651;01/03/1996;8;282651;071;2;28265;1
8;1;282669;01/03/1996;8;282669;019;2;265;1
8;1;282677;01/03/1996;8;282677;222;2;74;1
8;1;282685;01/03/1996;8;282685;222;2;75;1
8;1;282693;01/03/1996;8;282693;014;2;28269;1
8;1;282707;01/03/1996;8;282707;014;2;367;1
8;1;282715;01/03/1996;8;282715;014;2;368;1
8;1;282723;01/03/1996;8;282723;052;2;300;1
8;1;282740;01/03/1996;8;282740;052;2;301;1
8;1;282758;24/09/1996;8;282758;052;2;28275;1
8;1;282766;24/09/1996;8;282766;183;2;0;1
8;1;282774;24/09/1996;8;282774;063;2;28277;1
8;1;282782;01/03/1996;8;282782;025;2;763;1
8;1;282782;12/07/1996;8;282782;025;2;763;1
8;1;282782;24/09/1996;8;282782;025;2;763;1
8;1;282791;24/09/1996;8;282791;183;2;0;1
8;1;282804;01/03/1996;8;282804;009;2;492;1
8;1;282812;12/03/1996;8;282812;001;2;28281;1
8;1;282821;01/03/1996;8;282821;013;2;28282;1
8;1;282839;24/09/1996;8;282839;013;2;28283;1
8;1;282847;24/09/1996;8;282847;013;2;28284;1
8;1;282855;24/09/1996;8;282855;182;2;0;1
8;1;282863;01/03/1996;8;282863;034;2;28286;1
8;1;282880;01/03/1996;8;282880;034;2;28288;1
8;1;282898;24/09/1996;8;282898;055;2;28289;1
8;1;282910;01/03/1996;8;282910;183;2;91;1
8;1;282928;01/03/1996;8;282928;183;2;92;1
8;1;282936;24/09/1996;8;282936;022;2;28293;1
8;1;282944;22/07/1996;8;282944;022;2;28294;1
8;1;282944;24/09/1996;8;282944;022;2;28294;1
8;1;282952;01/03/1996;8;282952;231;2;18;1
8;1;282961;24/09/1996;8;282961;156;2;0;1
8;1;282979;24/09/1996;8;282979;061;2;28297;1
8;1;282987;01/03/1996;8;282987;005;2;717;1
8;1;282995;01/03/1996;8;282995;093;2;356;1
8;1;283002;24/09/1996;8;283002;037;2;28300;1
8;1;283011;01/03/1996;8;283011;331;2;15;1
8;1;283011;07/03/2013;8;283011;331;2;15;1
8;1;283029;24/09/1996;8;283029;183;2;0;1
8;1;283037;24/09/1996;8;283037;061;2;28303;1
8;1;283045;01/03/1996;8;283045;061;2;335;1
8;1;283053;01/03/1996;8;283053;183;2;94;1
8;1;283070;24/09/1996;8;283070;183;2;0;1
8;1;283088;24/09/1996;8;283088;183;2;0;1
8;1;283096;24/09/1996;8;283096;183;2;0;1
8;1;283100;01/05/1996;8;283100;025;2;764;1
8;1;283118;24/09/1996;8;283118;094;2;28311;1
8;1;283126;01/03/1996;8;283126;019;2;266;1
8;1;283134;01/03/1996;8;283134;124;2;79;1
8;1;283142;01/03/1996;8;283142;034;2;28314;1
8;1;283151;01/03/1996;8;283151;025;2;765;1
8;1;283169;01/03/1996;8;283169;222;2;0;1
8;1;283177;01/03/1996;8;283177;222;2;77;1
8;1;283185;01/03/1996;8;283185;150;2;78;1
8;1;283185;23/09/1998;8;283185;150;2;78;1
8;1;283193;24/09/1996;8;283193;063;2;28319;1
8;1;283207;01/03/1996;8;283207;013;2;28320;1
8;1;283215;01/03/1996;8;283215;061;2;28321;1
8;1;283223;01/05/1996;8;283223;025;2;28322;1
8;1;283240;01/03/1996;8;283240;093;2;357;1
8;1;283258;01/03/1996;8;283258;150;2;0;1
8;1;283258;16/07/1996;8;283258;150;2;0;1
8;1;283258;24/09/1996;8;283258;150;2;0;1
8;1;283266;24/09/1996;8;283266;048;2;28326;1
8;1;283274;01/03/1996;8;283274;034;2;388;1
8;1;283282;01/03/1996;8;283282;071;2;1685;1
8;1;283291;24/09/1996;8;283291;215;2;0;1
8;1;283304;24/09/1996;8;283304;236;2;0;1
8;1;283312;01/03/1996;8;283312;055;2;133;1
8;1;283321;01/09/1996;8;283321;001;2;28332;1
8;1;283339;01/03/1996;8;283339;063;2;1361;1
8;1;283347;01/03/1996;8;283347;093;2;358;1
8;1;283347;22/07/1996;8;283347;093;2;358;1
8;1;283347;24/09/1996;8;283347;093;2;358;1
8;1;283355;24/09/1996;8;283355;089;2;28335;1
8;1;283363;01/03/1996;8;283363;034;2;389;1
8;1;283363;22/07/1996;8;283363;034;2;389;1
8;1;283363;24/09/1996;8;283363;034;2;389;1
8;1;283380;01/03/1996;8;283380;015;2;449;1
8;1;283398;01/04/1996;8;283398;013;2;1767;1
8;1;283410;01/04/1996;8;283410;037;2;28341;1
8;1;283428;24/09/1996;8;283428;022;2;28342;1
8;1;283436;01/04/1996;8;283436;015;2;410;1
8;1;283444;01/04/1996;8;283444;124;2;80;1
8;1;283461;01/04/1996;8;283461;146;2;40;1
8;1;283479;01/04/1996;8;283479;072;2;550;1
8;1;283487;01/04/1996;8;283487;034;2;28348;1
8;1;283495;01/04/1996;8;283495;093;2;359;1
8;1;283509;24/09/1996;8;283509;093;2;28350;1
8;1;283517;01/04/1996;8;283517;173;2;60;1
8;1;283525;01/04/1996;8;283525;034;2;391;1
8;1;283533;24/09/1996;8;283533;034;2;28353;1
8;1;283550;01/04/1996;8;283550;034;2;393;1
8;1;283568;24/09/1996;8;283568;240;2;0;1
8;1;283576;01/04/1996;8;283576;066;2;59;1
8;1;283584;24/09/1996;8;283584;063;2;28358;1
8;1;283592;24/09/1996;8;283592;070;2;28359;1
8;1;283606;01/04/1996;8;283606;246;2;4;1
8;1;283614;24/09/1996;8;283614;184;2;0;1
8;1;283622;01/04/1996;8;283622;079;2;71;1
8;1;283622;01/04/1997;8;283622;079;2;71;1
8;1;283631;01/04/1996;8;283631;061;2;337;1
8;1;283649;24/09/1996;8;283649;108;2;28364;1
8;1;283657;01/08/1996;8;283657;047;2;28365;1
8;1;283657;24/09/1996;8;283657;047;2;28365;1
8;1;283665;01/04/1996;8;283665;174;2;216;1
8;1;283673;24/09/1996;8;283673;150;2;0;1
8;1;283690;01/09/1992;8;283690;055;2;103;1
8;1;283703;01/07/1995;8;283703;015;2;28370;1
8;1;283720;01/04/1989;8;283720;084;2;91;1
8;1;283738;01/05/1993;8;283738;001;2;4216;1
8;1;283738;03/03/1997;8;283738;001;2;4216;1
8;1;283738;03/11/1997;8;283738;001;2;4216;1
8;1;283746;01/03/1993;8;283746;001;2;28374;1
8;1;283754;24/09/1996;8;283754;076;2;28375;1
8;1;283762;01/04/1996;8;283762;076;2;28376;1
8;1;283771;01/04/1996;8;283771;203;2;0;1
8;1;283789;24/09/1996;8;283789;113;2;28378;1
8;1;283797;24/09/1996;8;283797;013;2;28379;1
8;1;283801;01/04/1996;8;283801;190;2;15;1
8;1;283819;01/04/1996;8;283819;174;2;217;1
8;1;283827;01/04/1996;8;283827;093;2;361;1
8;1;283835;24/09/1996;8;283835;105;2;28383;1
8;1;283843;01/04/1996;8;283843;198;2;24;1
8;1;283860;01/04/1996;8;283860;158;2;32;1
8;1;283878;24/09/1996;8;283878;138;2;0;1
8;1;283886;24/09/1996;8;283886;162;2;0;1
8;1;283894;01/04/1996;8;283894;175;2;323;1
8;1;283894;01/04/1997;8;283894;175;2;323;1
8;1;283908;24/09/1996;8;283908;025;2;28390;1
8;1;283916;24/09/1996;8;283916;162;2;0;1
8;1;283924;01/04/1996;8;283924;025;2;767;1
8;1;283932;01/04/1996;8;283932;034;2;28393;1
8;1;283941;01/04/1996;8;283941;127;2;28394;1
8;1;283959;01/04/1996;8;283959;137;2;28395;1
8;1;283967;01/04/1996;8;283967;152;2;59;1
8;1;283975;01/04/1996;8;283975;063;2;28397;1
8;1;283983;24/09/1996;8;283983;063;2;28398;1
8;1;284009;01/04/1996;8;284009;136;2;123;1
8;1;284009;01/05/1997;8;284009;136;2;123;1
8;1;284017;24/09/1996;8;284017;052;2;28401;1
8;1;284025;01/08/1996;8;284025;176;2;0;1
8;1;284025;01/11/1996;8;284025;176;2;0;1
8;1;284033;01/04/1996;8;284033;025;2;769;1
8;1;284050;01/04/1996;8;284050;129;2;47;1
8;1;284068;01/04/1996;8;284068;014;2;369;1
8;1;284076;24/09/1996;8;284076;191;2;0;1
8;1;284084;24/09/1996;8;284084;156;2;0;1
8;1;284092;24/09/1996;8;284092;191;2;0;1
8;1;284106;24/09/1996;8;284106;007;2;28410;1
8;1;284114;01/04/1996;8;284114;007;2;596;1
8;1;284122;01/04/1996;8;284122;007;2;28412;1
8;1;284131;01/04/1996;8;284131;176;2;0;1
8;1;284149;01/04/1996;8;284149;034;2;395;1
8;1;284149;22/07/1996;8;284149;034;2;395;1
8;1;284149;24/09/1996;8;284149;034;2;395;1
8;1;284157;01/04/1996;8;284157;044;2;967;1
8;1;284165;01/04/1996;8;284165;044;2;966;1
8;1;284173;01/04/1996;8;284173;152;2;0;1
8;1;284190;01/04/1996;8;284190;284;2;53;1
8;1;284190;01/04/1998;8;284190;284;2;53;1
8;1;284190;10/08/1998;8;284190;284;2;53;1
8;1;284190;22/10/1997;8;284190;284;2;53;1
8;1;284203;01/05/1996;8;284203;159;2;107;1
8;1;284220;24/09/1996;8;284220;238;2;0;1
8;1;284238;24/09/1996;8;284238;238;2;0;1
8;1;284246;01/04/1996;8;284246;086;2;62;1
8;1;284254;01/04/1996;8;284254;025;2;771;1
8;1;284262;01/04/1996;8;284262;025;2;770;1
8;1;284271;01/04/1996;8;284271;217;2;0;1
8;1;284289;01/04/1996;8;284289;092;2;65;1
8;1;284297;24/09/1996;8;284297;238;2;0;1
8;1;284301;01/04/1996;8;284301;063;2;1366;1
8;1;284319;01/04/1996;8;284319;071;2;1686;1
8;1;284327;01/04/1996;8;284327;145;2;72;1
8;1;284327;01/06/1998;8;284327;145;2;72;1
8;1;284335;24/09/1996;8;284335;014;2;28433;1
8;1;284343;01/04/1996;8;284343;185;2;0;1
8;1;284360;24/09/1996;8;284360;038;2;28436;1
8;1;284378;24/09/1996;8;284378;240;2;0;1
8;1;284386;24/09/1996;8;284386;240;2;0;1
8;1;284394;24/09/1996;8;284394;240;2;0;1
8;1;284408;01/04/1996;8;284408;198;2;25;1
8;1;284416;24/09/1996;8;284416;063;2;28441;1
8;1;284424;24/09/1996;8;284424;093;2;28442;1
8;1;284432;01/04/1996;8;284432;272;2;24;1
8;1;284432;01/10/1997;8;284432;272;2;24;1
8;1;284441;24/09/1996;8;284441;070;2;28444;1
8;1;284459;01/05/1996;8;284459;240;2;25;1
8;1;284459;04/08/1997;8;284459;240;2;25;1
8;1;284459;07/10/1997;8;284459;240;2;25;1
8;1;284467;01/04/1996;8;284467;202;2;19;1
8;1;284475;01/04/1996;8;284475;001;2;4070;1
8;1;284483;01/04/1996;8;284483;174;2;0;1
8;1;284505;24/09/1996;8;284505;111;2;28450;1
8;1;284513;24/09/1996;8;284513;174;2;0;1
8;1;284530;01/04/1996;8;284530;044;2;28453;1
8;1;284530;24/07/1996;8;284530;044;2;28453;1
8;1;284530;24/09/1996;8;284530;044;2;28453;1
8;1;284548;24/09/1996;8;284548;041;2;28454;1
8;1;284556;01/01/2014;8;284556;013;2;1817;1
8;1;284556;01/04/1996;8;284556;013;2;1817;1
8;1;284556;01/09/1996;8;284556;013;2;1817;1
8;1;284556;01/11/2003;8;284556;013;2;1817;1
8;1;284556;09/09/1996;8;284556;013;2;1817;1
8;1;284556;24/09/1996;8;284556;013;2;1817;1
8;1;284556;26/04/1996;8;284556;013;2;1817;1
8;1;284564;01/04/1996;8;284564;224;2;0;1
8;1;284572;24/09/1996;8;284572;210;2;0;1
8;1;284581;24/09/1996;8;284581;210;2;0;1
8;1;284599;01/04/1996;8;284599;018;2;28459;1
8;1;284602;01/04/1996;8;284602;180;2;0;1
8;1;284611;01/04/1996;8;284611;183;2;102;1
8;1;284629;24/09/1996;8;284629;094;2;28462;1
8;1;284637;01/05/1996;8;284637;175;2;0;1
8;1;284645;01/05/1996;8;284645;202;2;0;1
8;1;284653;01/05/1996;8;284653;162;2;0;1
8;1;284670;24/09/1996;8;284670;162;2;0;1
8;1;284688;24/09/1996;8;284688;083;2;28468;1
8;1;284696;01/05/1996;8;284696;041;2;251;1
8;1;284700;24/09/1996;8;284700;177;2;0;1
8;1;284718;01/05/1996;8;284718;175;2;0;1
8;1;284726;24/09/1996;8;284726;174;2;0;1
8;1;284734;24/09/1996;8;284734;158;2;0;1
8;1;284742;01/05/1996;8;284742;061;2;338;1
8;1;284751;01/05/1996;8;284751;061;2;28475;1
8;1;284769;01/05/1996;8;284769;009;2;28476;1
8;1;284769;13/05/1999;8;284769;009;2;28476;1
8;1;284769;22/04/1999;8;284769;009;2;28476;1
8;1;284769;28/06/1999;8;284769;009;2;28476;1
8;1;284777;01/05/1996;8;284777;007;2;599;1
8;1;284785;01/05/1996;8;284785;084;2;90;1
8;1;284793;24/09/1996;8;284793;061;2;28479;1
8;1;284807;01/05/1996;8;284807;061;2;341;1
8;1;284815;01/05/1996;8;284815;243;2;8;1
8;1;284823;01/05/1996;8;284823;093;2;366;1
8;1;284840;01/05/1996;8;284840;001;2;4598;1
8;1;284840;01/07/2008;8;284840;001;2;4598;1
8;1;284840;01/09/2002;8;284840;001;2;4598;1
8;1;284840;01/11/2003;8;284840;001;2;4598;1
8;1;284840;02/01/2020;8;284840;001;2;4598;1
8;1;284840;09/08/2000;8;284840;001;2;4598;1
8;1;284858;01/05/1996;8;284858;206;2;20;1
8;1;284866;24/09/1996;8;284866;094;2;28486;1
8;1;284874;24/09/1996;8;284874;241;2;0;1
8;1;284882;01/05/1996;8;284882;183;2;0;1
8;1;284891;01/05/1996;8;284891;047;2;398;1
8;1;284891;01/09/1996;8;284891;047;2;398;1
8;1;284891;03/08/1996;8;284891;047;2;398;1
8;1;284904;01/05/1996;8;284904;089;2;60;1
8;1;284912;24/09/1996;8;284912;093;2;28491;1
8;1;284921;24/09/1996;8;284921;198;2;0;1
8;1;284939;01/05/1996;8;284939;015;2;413;1
8;1;284947;01/05/1996;8;284947;183;2;103;1
8;1;284955;01/05/1996;8;284955;025;2;772;1
8;1;284963;01/05/1996;8;284963;022;2;328;1
8;1;284980;24/09/1996;8;284980;004;2;28498;1
8;1;284998;01/05/1996;8;284998;034;2;397;1
8;1;285005;01/05/1996;8;285005;041;2;315;1
8;1;285005;02/05/2001;8;285005;041;2;315;1
8;1;285005;03/12/2002;8;285005;041;2;315;1
8;1;285013;01/05/1996;8;285013;071;2;28501;1
8;1;285030;24/09/1996;8;285030;174;2;0;1
8;1;285048;01/05/1996;8;285048;015;2;28504;1
8;1;285048;16/08/1996;8;285048;015;2;28504;1
8;1;285048;24/09/1996;8;285048;015;2;28504;1
8;1;285056;01/05/1996;8;285056;022;2;327;1
8;1;285056;22/07/1996;8;285056;022;2;327;1
8;1;285056;24/09/1996;8;285056;022;2;327;1
8;1;285064;01/05/1996;8;285064;210;2;0;1
8;1;285072;01/05/1996;8;285072;085;2;28507;1
8;1;285081;01/06/1996;8;285081;072;2;551;1
8;1;285081;20/08/1996;8;285081;072;2;551;1
8;1;285081;24/09/1996;8;285081;072;2;551;1
8;1;285099;01/05/1996;8;285099;081;2;97;1
8;1;285102;24/09/1996;8;285102;174;2;0;1
8;1;285111;01/05/1996;8;285111;034;2;396;1
8;1;285129;01/05/1996;8;285129;140;2;60;1
8;1;285137;01/05/1996;8;285137;466;2;10;1
8;1;285137;01/06/2012;8;285137;466;2;10;1
8;1;285145;24/09/1996;8;285145;198;2;0;1
8;1;285153;24/09/1996;8;285153;022;2;28515;1
8;1;285170;01/05/1996;8;285170;537;2;3;1
8;1;285170;19/11/2015;8;285170;537;2;3;1
8;1;285188;01/05/1996;8;285188;015;2;28518;1
8;1;285196;01/05/1996;8;285196;015;2;415;1
8;1;285200;01/05/1996;8;285200;188;2;21;1
8;1;285200;05/08/1996;8;285200;188;2;21;1
8;1;285200;24/09/1996;8;285200;188;2;21;1
8;1;285218;01/05/1996;8;285218;183;2;0;1
8;1;285226;01/05/1996;8;285226;183;2;106;1
8;1;285234;01/05/1996;8;285234;063;2;1368;1
8;1;285242;24/09/1996;8;285242;117;2;28524;1
8;1;285251;01/05/1996;8;285251;005;2;718;1
8;1;285269;09/11/1998;8;285269;242;2;21;1
8;1;285269;12/05/1997;8;285269;242;2;21;1
8;1;285277;24/09/1996;8;285277;182;2;0;1
8;1;285285;01/04/2000;8;285285;176;2;89;1
8;1;285285;01/05/1996;8;285285;176;2;89;1
8;1;285285;09/07/1997;8;285285;176;2;89;1
8;1;285285;27/01/0099;8;285285;176;2;89;1
8;1;285285;27/01/1999;8;285285;176;2;89;1
8;1;285293;24/09/1996;8;285293;222;2;0;1
8;1;285307;24/09/1996;8;285307;070;2;28530;1
8;1;285315;24/09/1996;8;285315;133;2;28531;1
8;1;285323;20/05/1996;8;285323;001;2;28532;1
8;1;285340;24/09/1996;8;285340;224;2;0;1
8;1;285358;01/05/1996;8;285358;227;2;12;1
8;1;285366;24/09/1996;8;285366;197;2;0;1
8;1;285374;24/09/1996;8;285374;183;2;0;1
8;1;285382;24/09/1996;8;285382;238;2;0;1
8;1;285391;24/09/1996;8;285391;210;2;0;1
8;1;285404;24/09/1996;8;285404;070;2;28540;1
8;1;285412;01/05/1996;8;285412;206;2;0;1
8;1;285421;24/09/1996;8;285421;126;2;28542;1
8;1;285439;24/09/1996;8;285439;070;2;28543;1
8;1;285447;01/06/1996;8;285447;015;2;416;1
8;1;285455;01/06/1996;8;285455;159;2;108;1
8;1;285463;24/09/1996;8;285463;111;2;28546;1
8;1;285480;24/09/1996;8;285480;174;2;0;1
8;1;285498;24/09/1996;8;285498;015;2;28549;1
8;1;285510;01/03/2006;8;285510;019;2;378;1
8;1;285510;01/06/1996;8;285510;019;2;378;1
8;1;285528;01/06/1996;8;285528;041;2;252;1
8;1;285536;01/06/1996;8;285536;202;2;21;1
8;1;285544;24/09/1996;8;285544;089;2;28554;1
8;1;285552;24/09/1996;8;285552;040;2;28555;1
8;1;285561;01/06/1996;8;285561;052;2;28556;1
8;1;285579;01/06/1996;8;285579;105;2;28557;1
8;1;285587;01/06/1996;8;285587;191;2;0;1
8;1;285595;24/09/1996;8;285595;143;2;0;1
8;1;285609;01/06/1996;8;285609;013;2;1770;1
8;1;285617;24/09/1996;8;285617;013;2;28561;1
8;1;285625;01/06/1996;8;285625;006;2;28562;1
8;1;285625;15/10/2001;8;285625;006;2;28562;1
8;1;285625;18/09/1996;8;285625;006;2;28562;1
8;1;285625;24/09/1996;8;285625;006;2;28562;1
8;1;285633;24/09/1996;8;285633;228;2;0;1
8;1;285650;01/06/1996;8;285650;211;2;30;1
8;1;285668;01/06/1996;8;285668;215;2;37;1
8;1;285676;24/09/1996;8;285676;096;2;28567;1
8;1;285684;24/09/1996;8;285684;009;2;28568;1
8;1;285692;24/09/1996;8;285692;174;2;0;1
8;1;285706;24/09/1996;8;285706;185;2;0;1
8;1;285714;24/09/1996;8;285714;209;2;0;1
8;1;285722;01/06/1996;8;285722;158;2;36;1
8;1;285731;01/06/1996;8;285731;183;2;107;1
8;1;285731;22/07/1996;8;285731;183;2;107;1
8;1;285731;24/09/1996;8;285731;183;2;107;1
8;1;285749;24/09/1996;8;285749;013;2;28574;1
8;1;285757;01/06/1996;8;285757;013;2;1772;1
8;1;285765;24/09/1996;8;285765;240;2;0;1
8;1;285773;24/09/1996;8;285773;015;2;28577;1
8;1;285790;01/06/1996;8;285790;013;2;1773;1
8;1;285803;01/06/1996;8;285803;231;2;0;1
8;1;285820;01/06/1996;8;285820;136;2;115;1
8;1;285820;24/07/1996;8;285820;136;2;115;1
8;1;285820;24/09/1996;8;285820;136;2;115;1
8;1;285838;01/06/1996;8;285838;071;2;1688;1
8;1;285846;01/06/1996;8;285846;192;2;23;1
8;1;285854;24/09/1996;8;285854;233;2;0;1
8;1;285862;24/09/1996;8;285862;182;2;0;1
8;1;285871;01/06/1996;8;285871;071;2;1690;1
8;1;285889;01/06/1996;8;285889;071;2;1691;1
8;1;285897;01/06/1996;8;285897;071;2;1692;1
8;1;285901;01/06/1996;8;285901;198;2;0;1
8;1;285919;01/06/1996;8;285919;086;2;63;1
8;1;285927;01/06/1996;8;285927;211;2;0;1
8;1;285927;23/07/1996;8;285927;211;2;0;1
8;1;285927;24/09/1996;8;285927;211;2;0;1
8;1;285935;24/09/1996;8;285935;071;2;28593;1
8;1;285943;01/06/1996;8;285943;071;2;1689;1
8;1;285960;01/06/1996;8;285960;044;2;970;1
8;1;285978;24/09/1996;8;285978;163;2;0;1
