codigo_empresa;tipo_colaborador;cadastro_colaborador;data_alteracao;codigo_nova_empresa;codigo_novo_cadastro;codigo_nova_filial;tipo_admissao;numero_ficha_registro;tipo_admissao_colaborador
4;1;377735;01/02/2008;4;377735;001;2;189;1
8;1;377735;08/10/2007;4;377735;001;2;189;1
8;1;377736;09/10/2007;8;377736;013;1;2547;1
8;1;377737;15/10/2007;8;377737;013;1;2548;1
8;1;377738;15/10/2007;8;377738;013;2;2549;1
8;1;377739;18/10/2007;8;377739;013;2;2550;1
8;1;377740;01/10/2007;8;377740;388;2;3;1
8;1;377740;01/11/2007;8;377740;388;2;3;1
8;1;377741;01/10/2007;8;377741;388;2;4;1
8;1;377741;01/11/2007;8;377741;388;2;4;1
8;1;377742;01/10/2007;8;377742;001;2;4877;1
8;1;377743;01/10/2007;8;377743;382;1;1;1
8;1;377744;01/10/2007;8;377744;382;2;2;1
8;1;377745;01/10/2007;8;377745;382;1;3;1
8;1;377746;04/10/2007;8;377746;025;1;989;1
8;1;377747;04/10/2007;8;377747;051;1;16;1
8;1;377748;04/10/2007;8;377748;125;2;96;1
8;1;377749;05/10/2007;8;377749;016;2;21;1
8;1;377750;04/10/2007;8;377750;155;2;84;1
8;1;377751;08/10/2007;8;377751;304;2;24;1
8;1;377752;04/10/2007;8;377752;349;2;5;1
8;1;377753;09/10/2007;8;377753;293;2;30;1
276;1;377754;09/10/2007;276;377754;002;2;70;1
8;1;377755;10/10/2007;8;377755;011;1;20;1
8;1;377756;10/10/2007;8;377756;354;2;9;1
8;1;377757;10/10/2007;8;377757;125;2;97;1
8;1;377758;10/10/2007;8;377758;7536;2;23;1
8;1;377758;10/10/2021;8;377758;7536;2;23;1
8;1;377759;10/10/2007;8;377759;140;2;105;1
8;1;377760;11/10/2007;8;377760;009;2;650;1
8;1;377761;16/10/2007;8;377761;242;2;69;1
8;1;377762;11/10/2007;8;377762;377;2;8;1
8;1;377763;13/10/2007;8;377763;299;2;19;1
8;1;377764;16/10/2007;8;377764;013;1;2551;1
8;1;377765;15/10/2007;8;377765;163;1;80;1
8;1;377766;15/10/2007;8;377766;378;1;7;1
8;1;377767;17/10/2007;8;377767;356;2;7;1
8;1;377768;18/10/2007;8;377768;310;1;20;1
8;1;377769;07/11/2020;8;377769;662;2;1;1
8;1;377769;18/10/2007;8;377769;662;2;1;1
8;1;377769;24/07/2025;8;377769;662;2;1;1
8;1;377770;18/10/2007;8;377770;169;2;101;1
8;1;377771;25/10/2007;8;377771;351;2;9;1
8;1;377772;19/10/2007;8;377772;259;1;49;1
8;1;377773;22/10/2007;8;377773;284;1;32;1
8;1;377774;22/10/2007;8;377774;343;1;8;1
8;1;377775;01/01/2008;8;377775;393;2;3;1
8;1;377775;22/10/2007;8;377775;393;2;3;1
8;1;377776;01/01/2008;8;377776;393;1;4;1
8;1;377776;22/10/2007;8;377776;393;1;4;1
8;1;377777;01/01/2008;8;377777;393;2;5;1
8;1;377777;22/10/2007;8;377777;393;2;5;1
8;1;377778;01/12/2007;8;377778;390;1;3;1
8;1;377778;22/10/2007;8;377778;390;1;3;1
8;1;377779;01/12/2007;8;377779;390;2;4;1
8;1;377779;22/10/2007;8;377779;390;2;4;1
8;1;377780;01/12/2007;8;377780;390;1;5;1
8;1;377780;22/10/2007;8;377780;390;1;5;1
8;1;377781;01/12/2007;8;377781;390;2;6;1
8;1;377781;22/10/2007;8;377781;390;2;6;1
8;1;377782;01/12/2007;8;377782;390;2;7;1
8;1;377782;22/10/2007;8;377782;390;2;7;1
8;1;377783;01/12/2007;8;377783;390;2;8;1
8;1;377783;22/10/2007;8;377783;390;2;8;1
8;1;377784;01/12/2007;8;377784;390;2;9;1
8;1;377784;22/10/2007;8;377784;390;2;9;1
8;1;377785;01/12/2007;8;377785;390;2;10;1
8;1;377785;22/10/2007;8;377785;390;2;10;1
8;1;377786;01/12/2007;8;377786;390;1;11;1
8;1;377786;22/10/2007;8;377786;390;1;11;1
8;1;377787;01/12/2007;8;377787;390;2;12;1
8;1;377787;22/10/2007;8;377787;390;2;12;1
8;1;377788;01/12/2007;8;377788;390;1;13;1
8;1;377788;22/10/2007;8;377788;390;1;13;1
8;1;377789;01/11/2007;8;377789;387;2;7;1
8;1;377789;22/10/2007;8;377789;387;2;7;1
8;1;377790;01/11/2007;8;377790;387;2;8;1
8;1;377790;22/10/2007;8;377790;387;2;8;1
8;1;377791;01/11/2007;8;377791;387;1;27;1
8;1;377791;11/05/2016;8;377791;387;1;27;1
8;1;377791;14/09/2011;8;377791;387;1;27;1
8;1;377791;22/10/2007;8;377791;387;1;27;1
8;1;377792;01/12/2007;8;377792;389;2;5;1
8;1;377792;22/10/2007;8;377792;389;2;5;1
8;1;377793;01/12/2007;8;377793;389;1;6;1
8;1;377793;22/10/2007;8;377793;389;1;6;1
8;1;377794;01/12/2007;8;377794;389;2;7;1
8;1;377794;22/10/2007;8;377794;389;2;7;1
4;1;377795;01/01/2009;4;377795;001;1;185;1
8;1;377795;01/11/2007;4;377795;001;1;185;1
4;1;377795;11/01/2008;4;377795;001;1;185;1
8;1;377796;01/11/2007;8;377796;013;1;2553;1
8;1;377797;01/11/2007;8;377797;013;2;2554;1
8;1;377798;01/11/2007;8;377798;013;2;2555;1
8;1;377799;05/11/2007;8;377799;013;2;2556;1
8;1;377800;07/11/2007;8;377800;013;2;2557;1
8;1;377801;05/11/2007;8;377801;371;2;9;1
8;1;377801;14/06/2010;8;377801;371;2;9;1
8;1;377801;20/12/2007;8;377801;371;2;9;1
8;1;377802;05/10/2009;8;377802;392;2;10;1
8;1;377802;05/11/2007;8;377802;392;2;10;1
8;1;377802;13/09/2010;8;377802;392;2;10;1
8;1;377802;20/12/2007;8;377802;392;2;10;1
8;1;377803;05/11/2007;8;377803;392;2;5;1
8;1;377803;20/12/2007;8;377803;392;2;5;1
8;1;377804;01/01/2008;8;377804;053;1;32;1
8;1;377804;01/03/2009;8;377804;053;1;32;1
8;1;377804;01/11/2007;8;377804;053;1;32;1
8;1;377805;01/11/2007;8;377805;382;2;5;1
8;1;377806;01/11/2007;8;377806;382;1;6;1
8;1;377807;05/11/2007;8;377807;385;2;4;1
8;1;377808;01/11/2007;8;377808;381;1;5;1
8;1;377809;06/11/2007;8;377809;381;2;4;1
8;1;377810;01/03/2013;8;377810;001;2;4998;1
8;1;377810;08/11/2007;8;377810;001;2;4998;1
8;1;377810;18/03/2009;8;377810;001;2;4998;1
8;1;377811;08/11/2007;8;377811;013;1;2560;1
8;1;377812;08/11/2007;8;377812;013;2;2561;1
8;1;377813;01/11/2007;8;377813;007;2;742;1
8;1;377814;01/11/2007;8;377814;041;1;354;1
8;1;377815;01/11/2007;8;377815;046;2;67;1
8;1;377816;01/11/2007;8;377816;079;2;101;1
8;1;377817;01/11/2007;8;377817;082;2;15;1
8;1;377818;01/11/2007;8;377818;084;2;129;1
8;1;377819;06/11/2007;8;377819;125;2;98;1
8;1;377820;01/11/2007;8;377820;201;2;65;1
8;1;377821;01/11/2007;8;377821;311;2;12;1
8;1;377822;01/11/2007;8;377822;334;1;16;1
8;1;377823;01/11/2007;8;377823;345;2;6;1
8;1;377824;01/11/2007;8;377824;332;2;12;1
8;1;377825;01/11/2007;8;377825;345;2;7;1
8;1;377826;01/11/2007;8;377826;336;1;10;1
8;1;377827;01/11/2007;8;377827;335;1;9;1
8;1;377828;01/11/2007;8;377828;380;2;7;1
8;1;377829;03/11/2007;8;377829;379;2;6;1
8;1;377830;05/11/2007;8;377830;097;2;208;1
8;1;377831;05/11/2007;8;377831;140;2;106;1
8;1;377832;05/11/2007;8;377832;244;1;36;1
8;1;377833;05/11/2007;8;377833;379;1;5;1
8;1;377834;07/11/2007;8;377834;068;2;86;1
8;1;377835;07/11/2007;8;377835;330;2;9;1
8;1;377836;08/11/2007;8;377836;267;2;41;1
8;1;377837;08/11/2007;8;377837;379;2;7;1
8;1;377838;05/11/2007;8;377838;383;2;7;1
8;1;377839;05/11/2007;8;377839;173;2;101;1
8;1;377840;05/11/2007;8;377840;383;1;5;1
8;1;377841;07/11/2007;8;377841;383;2;6;1
8;1;377842;08/11/2007;8;377842;384;1;7;1
8;1;377843;08/11/2007;8;377843;384;2;6;1
8;1;377844;08/11/2007;8;377844;112;2;88;1
8;1;377845;08/11/2007;8;377845;023;2;23;1
8;1;377846;08/11/2007;8;377846;007;1;743;1
8;1;377847;08/11/2007;8;377847;143;1;98;1
8;1;377848;08/11/2007;8;377848;310;1;22;1
8;1;377849;08/11/2007;8;377849;005;2;803;1
8;1;377850;02/06/2010;8;377850;068;1;90;1
8;1;377850;12/11/2007;8;377850;068;1;90;1
8;1;377851;12/11/2007;8;377851;002;2;56;1
8;1;377852;12/11/2007;8;377852;206;2;40;1
8;1;377853;12/11/2007;8;377853;268;2;99;1
8;1;377854;12/11/2007;8;377854;224;2;62;1
8;1;377855;12/11/2007;8;377855;382;2;7;1
8;1;377856;12/11/2007;8;377856;014;2;475;1
8;1;377857;01/11/2007;8;377857;019;1;385;1
8;1;377858;12/11/2007;8;377858;013;2;2562;1
8;1;377859;14/11/2007;8;377859;356;1;8;1
8;1;377860;16/11/2007;8;377860;240;2;59;1
8;1;377861;10/11/2007;8;377861;202;2;61;1
8;1;377862;01/02/2017;8;377862;001;1;5141;1
8;1;377862;01/04/2023;8;377862;001;1;5141;1
8;1;377862;14/11/2007;8;377862;001;1;5141;1
8;1;377862;22/08/2011;8;377862;001;1;5141;1
8;1;377863;14/11/2007;8;377863;013;2;2564;1
8;1;377864;12/11/2007;8;377864;046;1;68;1
8;1;377865;14/11/2007;8;377865;096;2;160;1
8;1;377866;16/11/2007;8;377866;025;1;990;1
8;1;377867;16/11/2007;8;377867;025;2;991;1
8;1;377868;19/11/2007;8;377868;388;1;1;1
8;1;377869;19/11/2007;8;377869;387;2;1;1
8;1;377870;26/11/2007;8;377870;289;2;32;1
8;1;377871;12/11/2007;8;377871;371;1;6;1
4;1;377872;19/11/2007;4;377872;001;2;182;1
8;1;377873;01/11/2007;8;377873;295;1;73;1
8;1;377874;19/11/2007;8;377874;013;2;2565;1
8;1;377875;20/11/2007;8;377875;374;1;7;1
8;1;377876;20/11/2007;8;377876;319;1;12;1
8;1;377877;28/11/2007;8;377877;004;2;567;1
8;1;377878;16/11/2007;8;377878;385;2;6;1
8;1;377879;20/11/2007;8;377879;385;1;7;1
8;1;377880;02/06/2014;8;377880;313;2;31;1
8;1;377880;06/11/2017;8;377880;313;2;31;1
8;1;377880;20/11/2007;8;377880;313;2;31;1
8;1;377881;20/11/2007;8;377881;284;2;33;1
8;1;377882;20/11/2007;8;377882;369;1;9;1
8;1;377883;21/11/2007;8;377883;348;1;10;1
8;1;377884;22/11/2007;8;377884;007;2;744;1
8;1;377885;20/11/2007;8;377885;082;2;16;1
8;1;377886;20/11/2007;8;377886;347;1;8;1
8;1;377887;21/11/2007;8;377887;022;2;462;1
8;1;377888;21/11/2007;8;377888;376;2;7;1
8;1;377889;20/12/2007;8;377889;390;2;14;1
8;1;377889;21/11/2007;8;377889;390;2;14;1
8;1;377890;20/12/2007;8;377890;390;1;15;1
8;1;377890;21/11/2007;8;377890;390;1;15;1
8;1;377891;20/12/2007;8;377891;390;2;16;1
8;1;377891;21/11/2007;8;377891;390;2;16;1
8;1;377892;20/12/2007;8;377892;390;1;17;1
8;1;377892;21/11/2007;8;377892;390;1;17;1
8;1;377893;22/11/2007;8;377893;384;2;8;1
8;1;377894;22/11/2007;8;377894;386;2;5;1
8;1;377895;01/03/2010;8;377895;267;2;53;1
8;1;377895;01/05/2011;8;377895;267;2;53;1
8;1;377895;22/11/2007;8;377895;267;2;53;1
8;1;377896;22/11/2007;8;377896;009;2;651;1
8;1;377897;27/11/2007;8;377897;387;2;3;1
8;1;377898;28/11/2007;8;377898;387;2;2;1
8;1;377899;01/12/2007;8;377899;389;2;1;1
8;1;377900;01/12/2007;8;377900;389;1;2;1
8;1;377901;06/12/2007;8;377901;013;2;2566;1
8;1;377902;01/12/2007;8;377902;256;2;40;1
8;1;377903;01/12/2007;8;377903;083;2;104;1
8;1;377904;01/12/2007;8;377904;547;2;7;1
8;1;377904;26/09/2017;8;377904;547;2;7;1
8;1;377905;01/12/2007;8;377905;341;2;14;1
8;1;377906;01/12/2007;8;377906;295;2;74;1
8;1;377907;01/12/2007;8;377907;084;1;131;1
8;1;377908;01/12/2007;8;377908;050;2;141;1
8;1;377909;01/12/2007;8;377909;347;1;9;1
8;1;377910;01/12/2007;8;377910;151;2;74;1
8;1;377911;01/12/2007;8;377911;040;2;335;1
8;1;377912;01/12/2007;8;377912;256;1;41;1
8;1;377913;01/12/2007;8;377913;140;1;107;1
8;1;377914;03/12/2007;8;377914;451;1;7;1
8;1;377914;05/05/2011;8;377914;451;1;7;1
8;1;377915;03/12/2007;8;377915;381;2;7;1
8;1;377916;11/12/2007;8;377916;288;1;22;1
8;1;377917;11/12/2007;8;377917;293;2;31;1
8;1;377918;11/12/2007;8;377918;240;2;60;1
8;1;377919;01/12/2007;8;377919;390;2;1;1
8;1;377920;03/12/2007;8;377920;013;2;2567;1
8;1;377921;03/12/2007;8;377921;013;2;2568;1
8;1;377922;03/12/2007;8;377922;319;2;13;1
8;1;377923;04/12/2007;8;377923;169;2;103;1
8;1;377924;04/12/2007;8;377924;046;1;69;1
8;1;377925;04/12/2007;8;377925;052;2;392;1
8;1;377926;04/12/2007;8;377926;339;2;7;1
8;1;377927;04/12/2007;8;377927;313;1;13;1
8;1;377928;04/12/2007;8;377928;386;1;6;1
8;1;377929;04/12/2007;8;377929;352;2;10;1
8;1;377930;05/12/2007;8;377930;339;2;8;1
8;1;377931;04/12/2007;8;377931;309;2;18;1
8;1;377932;06/12/2007;8;377932;005;1;804;1
8;1;377933;10/12/2007;8;377933;023;1;24;1
8;1;377934;11/12/2007;8;377934;003;1;14;1
8;1;377935;11/12/2007;8;377935;050;2;142;1
8;1;377936;11/12/2007;8;377936;208;2;88;1
8;1;377937;01/10/2009;8;377937;427;2;1;1
8;1;377937;07/09/2009;8;377937;427;2;1;1
8;1;377937;11/12/2007;8;377937;427;2;1;1
8;1;377938;06/12/2007;8;377938;008;2;269;1
8;1;377939;06/12/2007;8;377939;096;2;161;1
8;1;377940;07/12/2007;8;377940;337;2;10;1
8;1;377941;07/12/2007;8;377941;125;2;99;1
8;1;377942;10/12/2007;8;377942;016;1;22;1
8;1;377943;11/12/2007;8;377943;292;2;28;1
8;1;377944;11/12/2007;8;377944;199;1;56;1
8;1;377945;11/12/2007;8;377945;309;1;19;1
8;1;377946;11/12/2007;8;377946;281;2;26;1
8;1;377947;18/12/2007;8;377947;138;1;115;1
8;1;377948;12/12/2007;8;377948;268;2;100;1
8;1;377949;11/12/2007;8;377949;138;2;116;1
8;1;377950;11/12/2007;8;377950;264;2;30;1
8;1;377951;15/12/2007;8;377951;002;1;57;1
8;1;377952;17/12/2007;8;377952;365;2;7;1
8;1;377953;15/12/2007;8;377953;019;1;386;1
8;1;377954;18/12/2007;8;377954;244;1;37;1
8;1;377955;18/12/2007;8;377955;046;2;70;1
8;1;377956;19/12/2007;8;377956;386;2;7;1
8;1;377957;20/12/2007;8;377957;001;2;4909;1
8;1;377958;18/12/2007;8;377958;392;1;1;1
8;1;377959;20/12/2007;8;377959;028;1;21;1
8;1;377960;26/12/2007;8;377960;001;2;4910;1
8;1;377961;02/01/2008;8;377961;186;1;83;1
8;1;377962;02/01/2008;8;377962;033;2;170;1
8;1;377963;02/01/2008;8;377963;053;2;24;1
8;1;377964;02/01/2008;8;377964;244;2;38;1
8;1;377965;03/01/2008;8;377965;154;1;100;1
8;1;377966;08/01/2008;8;377966;510;2;6;1
8;1;377966;12/05/2014;8;377966;510;2;6;1
8;1;377967;03/01/2008;8;377967;309;2;20;1
8;1;377968;04/01/2008;8;377968;057;1;128;1
8;1;377969;01/12/2009;8;377969;433;2;6;1
8;1;377969;08/01/2008;8;377969;433;2;6;1
8;1;377970;09/01/2008;8;377970;009;2;652;1
8;1;377971;03/01/2008;8;377971;015;2;566;1
8;1;377972;07/01/2008;8;377972;481;2;6;1
8;1;377972;26/11/2012;8;377972;481;2;6;1
8;1;377973;10/01/2008;8;377973;351;1;10;1
8;1;377974;11/01/2008;8;377974;378;2;8;1
8;1;377975;11/01/2008;8;377975;322;2;11;1
8;1;377976;15/01/2008;8;377976;093;2;531;1
8;1;377977;14/01/2008;8;377977;306;2;20;1
8;1;377978;14/01/2008;8;377978;047;2;485;1
8;1;377979;18/01/2008;8;377979;359;2;8;1
8;1;377980;25/01/2008;8;377980;289;1;33;1
4;1;377981;01/01/2009;4;377981;001;1;186;1
4;1;377981;03/12/2009;4;377981;001;1;186;1
4;1;377981;21/01/2008;4;377981;001;1;186;1
4;1;377982;21/01/2008;4;377982;001;1;187;1
4;1;377983;01/01/2009;4;377983;001;1;188;1
4;1;377983;21/01/2008;4;377983;001;1;188;1
8;1;377984;18/01/2008;8;377984;099;2;84;1
8;1;377985;03/07/2017;8;377985;001;2;5474;1
8;1;377985;04/06/2012;8;377985;001;2;5474;1
8;1;377985;18/01/2008;8;377985;001;2;5474;1
8;1;377985;19/10/2010;8;377985;001;2;5474;1
8;1;377986;21/01/2008;8;377986;167;2;73;1
8;1;377987;21/01/2008;8;377987;377;2;9;1
8;1;377988;01/11/2009;8;377988;344;2;11;1
8;1;377988;21/01/2008;8;377988;344;2;11;1
8;1;377989;08/07/2009;8;377989;385;2;10;1
8;1;377989;21/01/2008;8;377989;385;2;10;1
8;1;377990;21/01/2008;8;377990;391;1;3;1
8;1;377991;22/01/2008;8;377991;001;2;4912;1
8;1;377992;04/09/2020;8;377992;7138;2;167;1
8;1;377992;20/04/2016;8;377992;7138;2;167;1
8;1;377992;22/01/2008;8;377992;7138;2;167;1
8;1;377993;22/01/2008;8;377993;208;2;89;1
8;1;377994;03/11/2008;8;377994;058;2;146;1
8;1;377994;23/01/2008;8;377994;058;2;146;1
8;1;377994;23/04/2009;8;377994;058;2;146;1
8;1;377995;23/01/2008;8;377995;160;2;99;1
8;1;377996;15/01/2008;8;377996;363;2;7;1
8;1;377997;01/02/2008;8;377997;096;2;162;1
8;1;377998;01/02/2008;8;377998;189;2;86;1
8;1;377999;01/02/2008;8;377999;326;2;10;1
8;1;378000;01/02/2008;8;378000;333;2;11;1
8;1;378001;01/02/2008;8;378001;341;2;15;1
8;1;378002;01/02/2008;8;378002;383;2;8;1
8;1;378003;01/02/2008;8;378003;388;2;5;1
8;1;378004;01/02/2008;8;378004;393;1;1;1
8;1;378005;06/02/2008;8;378005;020;2;230;1
8;1;378006;06/02/2008;8;378006;124;1;131;1
8;1;378007;06/02/2008;8;378007;186;1;84;1
8;1;378008;06/02/2008;8;378008;349;2;6;1
8;1;378009;06/02/2008;8;378009;394;1;1;1
8;1;378010;06/02/2008;8;378010;057;2;132;1
8;1;378010;07/12/2009;8;378010;057;2;132;1
8;1;378011;06/02/2008;8;378011;394;2;3;1
8;1;378012;07/02/2008;8;378012;028;2;22;1
8;1;378013;07/02/2008;8;378013;034;1;558;1
4;1;378014;11/02/2008;4;378014;001;1;190;1
8;1;378015;07/02/2008;8;378015;034;2;559;1
8;1;378016;07/02/2008;8;378016;034;2;560;1
4;1;378017;11/02/2008;4;378017;001;1;191;1
8;1;378018;07/02/2008;8;378018;080;2;19;1
8;1;378019;07/02/2008;8;378019;243;2;47;1
8;1;378020;07/02/2008;8;378020;339;2;9;1
8;1;378021;08/02/2008;8;378021;264;2;31;1
8;1;378022;11/02/2008;8;378022;047;2;486;1
8;1;378023;11/02/2008;8;378023;7268;2;165;1
8;1;378023;19/06/2020;8;378023;7268;2;165;1
8;1;378024;11/02/2008;8;378024;088;2;74;1
8;1;378025;11/02/2008;8;378025;343;2;9;1
8;1;378026;11/02/2008;8;378026;355;2;7;1
8;1;378027;18/02/2008;8;378027;001;2;5010;1
8;1;378027;22/06/2009;8;378027;001;2;5010;1
8;1;378028;15/02/2008;8;378028;013;1;2570;1
8;1;378029;18/02/2008;8;378029;013;2;2571;1
4;1;378030;01/01/2009;4;378030;001;2;192;1
4;1;378030;18/02/2008;4;378030;001;2;192;1
8;1;378031;12/02/2008;8;378031;384;2;9;1
8;1;378032;13/02/2008;8;378032;096;2;163;1
8;1;378033;01/12/2009;8;378033;311;2;18;1
8;1;378033;13/02/2008;8;378033;311;2;18;1
8;1;378034;13/02/2008;8;378034;337;2;11;1
8;1;378035;14/02/2008;8;378035;362;2;8;1
8;1;378036;15/02/2008;8;378036;143;1;99;1
8;1;378037;15/02/2008;8;378037;340;1;10;1
8;1;378038;19/02/2008;8;378038;001;2;4913;1
8;1;378039;18/02/2008;8;378039;025;2;992;1
8;1;378040;18/02/2008;8;378040;329;2;9;1
8;1;378041;18/02/2008;8;378041;329;2;10;1
8;1;378042;18/02/2008;8;378042;391;2;4;1
8;1;378043;18/02/2008;8;378043;395;2;1;1
8;1;378044;18/02/2008;8;378044;395;2;2;1
8;1;378045;19/02/2008;8;378045;025;1;993;1
8;1;378046;19/02/2008;8;378046;025;2;994;1
8;1;378047;19/02/2008;8;378047;041;2;355;1
8;1;378048;11/02/2008;8;378048;001;1;4916;1
8;1;378048;22/07/2008;8;378048;001;1;4916;1
8;1;378049;11/02/2008;8;378049;001;1;4917;1
8;1;378049;22/07/2008;8;378049;001;1;4917;1
8;1;378050;11/02/2008;8;378050;001;1;4918;1
8;1;378051;11/02/2008;8;378051;013;1;2572;1
8;1;378051;22/07/2008;8;378051;013;1;2572;1
8;1;378052;11/02/2008;8;378052;013;1;2573;1
8;1;378053;11/02/2008;8;378053;013;1;2574;1
8;1;378053;22/07/2008;8;378053;013;1;2574;1
8;1;378054;11/02/2008;8;378054;013;1;2575;1
8;1;378055;11/02/2008;8;378055;013;1;2576;1
8;1;378056;11/02/2008;8;378056;013;1;2577;1
8;1;378057;11/02/2008;8;378057;013;1;2578;1
8;1;378058;11/02/2008;8;378058;053;1;25;1
8;1;378059;11/02/2008;8;378059;097;1;209;1
8;1;378060;11/02/2008;8;378060;044;1;1242;1
8;1;378061;11/02/2008;8;378061;044;1;1243;1
8;1;378062;11/02/2008;8;378062;013;1;2643;1
8;1;378062;13/10/2008;8;378062;013;1;2643;1
8;1;378063;11/02/2008;8;378063;120;1;93;1
8;1;378064;11/02/2008;8;378064;307;1;23;1
8;1;378065;11/02/2008;8;378065;159;1;182;1
8;1;378066;21/02/2008;8;378066;388;2;6;1
8;1;378067;22/02/2008;8;378067;002;2;58;1
8;1;378068;21/02/2008;8;378068;028;1;23;1
8;1;378069;15/12/2008;8;378069;001;1;4987;1
8;1;378069;18/07/2011;8;378069;001;1;4987;1
8;1;378069;22/02/2008;8;378069;001;1;4987;1
8;1;378070;22/02/2008;8;378070;146;2;72;1
8;1;378071;22/02/2008;8;378071;177;2;86;1
8;1;378072;10/03/2008;8;378072;034;1;561;1
8;1;378073;10/03/2008;8;378073;047;2;487;1
8;1;378074;01/03/2008;8;378074;002;2;59;1
8;1;378075;01/03/2008;8;378075;004;2;569;1
8;1;378076;01/03/2008;8;378076;025;1;995;1
8;1;378077;01/03/2008;8;378077;043;2;17;1
8;1;378078;01/03/2008;8;378078;054;1;26;1
8;1;378079;01/03/2008;8;378079;084;2;132;1
8;1;378080;01/03/2008;8;378080;097;2;210;1
8;1;378081;01/03/2008;8;378081;183;1;225;1
8;1;378082;01/03/2008;8;378082;452;2;6;1
8;1;378082;01/05/2011;8;378082;452;2;6;1
8;1;378083;01/03/2008;8;378083;244;2;39;1
8;1;378084;01/03/2008;8;378084;191;2;57;1
8;1;378084;02/06/2010;8;378084;191;2;57;1
8;1;378085;01/03/2008;8;378085;315;2;17;1
8;1;378086;01/03/2008;8;378086;372;2;8;1
8;1;378087;01/03/2008;8;378087;389;2;8;1
8;1;378088;01/03/2008;8;378088;391;1;5;1
8;1;378089;03/03/2008;8;378089;398;2;1;1
8;1;378090;03/03/2008;8;378090;398;2;2;1
8;1;378091;03/03/2008;8;378091;398;2;23;1
8;1;378091;03/07/2012;8;378091;398;2;23;1
8;1;378091;05/03/2014;8;378091;398;2;23;1
8;1;378092;10/03/2008;8;378092;014;1;476;1
8;1;378093;03/03/2008;8;378093;183;1;226;1
8;1;378094;03/03/2008;8;378094;046;1;72;1
8;1;378095;03/03/2008;8;378095;277;2;36;1
8;1;378096;03/03/2008;8;378096;320;2;30;1
8;1;378097;03/03/2008;8;378097;394;1;4;1
8;1;378098;04/03/2008;8;378098;410;2;9;1
8;1;378098;22/11/2010;8;378098;410;2;9;1
8;1;378099;04/03/2008;8;378099;126;2;75;1
8;1;378100;04/03/2008;8;378100;291;1;27;1
8;1;378101;05/03/2008;8;378101;053;1;26;1
8;1;378102;05/03/2008;8;378102;159;2;183;1
8;1;378103;06/03/2008;8;378103;044;2;1244;1
8;1;378104;06/03/2008;8;378104;354;1;10;1
8;1;378105;10/03/2008;8;378105;073;1;26;1
8;1;378106;10/03/2008;8;378106;391;1;6;1
8;1;378107;03/03/2008;8;378107;015;1;567;1
8;1;378108;11/03/2008;8;378108;155;1;85;1
8;1;378109;11/03/2008;8;378109;278;1;34;1
8;1;378110;12/03/2008;8;378110;340;2;11;1
8;1;378111;12/03/2008;8;378111;117;1;82;1
8;1;378112;12/03/2008;8;378112;252;1;41;1
8;1;378113;13/03/2008;8;378113;013;2;2580;1
8;1;378114;13/03/2008;8;378114;330;2;10;1
8;1;378115;13/03/2008;8;378115;008;2;270;1
8;1;378116;14/03/2008;8;378116;262;2;32;1
8;1;378117;17/03/2008;8;378117;356;2;9;1
8;1;378118;10/03/2008;8;378118;022;1;463;1
8;1;378119;10/03/2008;8;378119;163;1;81;1
8;1;378120;10/03/2008;8;378120;025;1;996;1
8;1;378121;10/03/2008;8;378121;025;1;997;1
8;1;378122;10/03/2008;8;378122;025;1;998;1
8;1;378123;10/03/2008;8;378123;239;1;60;1
8;1;378124;14/03/2008;8;378124;332;1;15;1
8;1;378125;01/06/2011;8;378125;455;2;14;1
8;1;378125;17/03/2008;8;378125;455;2;14;1
8;1;378126;10/03/2008;8;378126;256;1;42;1
8;1;378127;17/03/2008;8;378127;001;2;4923;1
8;1;378128;10/03/2008;8;378128;287;1;39;1
8;1;378129;17/03/2008;8;378129;125;2;102;1
8;1;378130;17/03/2008;8;378130;013;1;2581;1
8;1;378131;01/07/2025;8;378131;001;1;193;1
8;1;378131;01/08/2025;8;378131;001;1;193;1
8;1;378131;02/05/2020;8;378131;001;1;193;1
8;1;378131;04/04/2013;8;378131;001;1;193;1
8;1;378131;10/05/2023;8;378131;001;1;193;1
8;1;378131;18/03/2008;8;378131;001;1;193;1
8;1;378132;19/03/2008;8;378132;061;2;457;1
8;1;378133;18/03/2008;8;378133;219;2;52;1
8;1;378134;07/06/2010;8;378134;001;1;5318;1
8;1;378134;10/03/2014;8;378134;001;1;5318;1
8;1;378134;18/03/2008;8;378134;001;1;5318;1
8;1;378134;23/04/2012;8;378134;001;1;5318;1
8;1;378135;18/03/2008;8;378135;379;1;8;1
8;1;378136;17/03/2008;8;378136;396;2;1;1
8;1;378137;19/03/2008;8;378137;044;1;1245;1
8;1;378138;10/03/2008;8;378138;009;1;653;1
8;1;378139;10/03/2008;8;378139;083;1;106;1
8;1;378140;17/03/2008;8;378140;396;2;2;1
8;1;378141;17/03/2008;8;378141;396;2;3;1
8;1;378142;01/04/2008;8;378142;023;1;42;1
8;1;378142;02/03/2015;8;378142;023;1;42;1
8;1;378142;17/03/2008;8;378142;023;1;42;1
8;1;378143;01/04/2008;8;378143;399;1;5;1
8;1;378143;17/03/2008;8;378143;399;1;5;1
8;1;378144;01/04/2008;8;378144;399;1;6;1
8;1;378144;17/03/2008;8;378144;399;1;6;1
8;1;378145;20/03/2008;8;378145;050;1;144;1
