codigo_empresa;codigo_centro_custo;nome_centro_custo;data_criacao;data_extincao;texto_centro_custo
8;472;FILIAL  472 - RONDA ALTA;01/04/2012;;472
8;473;FILIAL  473 - NOVA HARTZ;01/04/2012;;473
8;474;FILIAL  474 - TRES DE MAIO;01/06/2012;;474
8;475;FILIAL  475 - CHAPECO;01/06/2012;;475
8;476;FILIAL  476 - SANTO AUGUSTO;01/09/2012;;476
8;477;FILIAL  477 - TAPEJARA;01/08/2012;;477
8;478;FILIAL  478 - TUPANCIRETA;01/09/2012;;478
8;479;FILIAL  479 - TAPERA;01/09/2012;;479
8;480;FILIAL  480 - TUPANCIRETA;01/09/2012;;480
8;481;FILIAL  481 - PORTO ALEGRE;01/11/2012;;481
8;482;FILIAL  482 - LAGOA VERMELHA;01/11/2012;;482
8;483;FILIAL  483 - SAO MIGUEL DO OESTE;01/10/2012;;483
8;484;FILIAL  484 - CACADOR;01/11/2012;;484
8;485;FILIAL  485 - CACADOR;01/11/2012;;485
8;486;FILIAL  486 - NOVO HAMBURGO;01/03/2013;;486
8;487;FILIAL  487 - SAPIRANGA;01/03/2013;;487
8;488;FILIAL  488 - NOVO HAMBURGO;01/03/2013;;488
8;489;FILIAL  489 - ESTRELA;01/02/2013;;489
8;490;FILIAL  490 - MONTENEGRO;01/03/2013;;490
8;491;FILIAL  491 - LAJEADO;01/06/2013;;491
8;492;FILIAL  492 - PIRATINI;01/06/2013;;492
8;493;FILIAL  493 - PASSO FUNDO;01/06/2013;;493
8;494;FILIAL  494 - TRIUNFO;01/06/2013;;494
8;495;FILIAL  495 - LAJEADO;01/07/2013;;495
8;496;FILIAL  496 - RIO PARDO;01/09/2013;;496
8;497;FILIAL  497 - CORONEL BICACO;01/09/2013;;497
8;498;FILIAL  498 - PASSO FUNDO;01/09/2013;;498
8;499;FILIAL  499 - PASSO FUNDO;01/09/2013;;499
8;500;FILIAL  500 - CAXIAS DO SUL;01/09/2013;;500
8;501;FILIAL  501 - ERECHIM;01/10/2013;;501
8;502;FILIAL  502 - PASSO FUNDO;01/10/2013;;502
8;503;FILIAL  503 - TRES COROAS;01/03/2014;;503
8;504;FILIAL  504 - CERRO LARGO;01/03/2014;;504
8;505;FILIAL  505 - CERRO LARGO;01/03/2014;;505
8;506;FILIAL  506 - ROSARIO DO SUL;01/03/2014;;506
8;507;FILIAL  507 - PIRATINI;01/03/2014;;507
8;508;FILIAL  508 - MARAU;01/03/2014;;508
8;509;FILIAL  509 - CARAZINHO;01/03/2014;;509
8;510;FILIAL  510 - VACARIA;01/04/2014;;510
8;511;FILIAL  511 - HORIZONTINA;01/07/2014;;511
8;512;FILIAL  512 - ERECHIM;01/04/2014;;512
8;513;FILIAL  513 - SANTO CRISTO;01/04/2014;;513
8;514;FILIAL  514 - PASSO FUNDO;01/04/2014;;514
8;515;FILIAL  515 - PASSO FUNDO;01/07/2014;;515
8;516;FILIAL  516 - ESTEIO;01/06/2014;;516
8;517;FILIAL  517 - DOIS VIZINHOS;01/07/2014;;517
8;518;FILIAL  518 - ITAIOPOLIS;01/09/2014;;518
8;519;FILIAL  519 - MARAU;01/09/2014;;519
8;520;FILIAL  520 - NONOAI;01/09/2014;;520
8;521;FILIAL  521 - PINHEIRO MACHADO;01/09/2014;;521
8;522;FILIAL  522 - PASSO FUNDO;01/10/2014;;522
8;523;FILIAL  523 - CARAZINHO;01/10/2014;;523
8;524;FILIAL  524 - TEUTONIA;01/10/2014;;524
8;525;FILIAL  525 - PASSO FUNDO;01/10/2014;;525
8;526;FILIAL  526 - SANTA MARIA;01/10/2014;;526
8;527;FILIAL  527 - ESTRELA;01/10/2014;;527
8;528;FILIAL  528 - BARROS CASSAL;01/11/2014;;528
8;529;FILIAL  529 - PASSO FUNDO;01/03/2015;;529
8;530;FILIAL  530 - SANTA MARIA;01/03/2015;;530
8;531;FILIAL  531 - PALMEIRA DAS MISSOES;01/05/2015;;531
8;532;FILIAL  532 - CASCA;01/05/2015;;532
8;533;FILIAL  533 - SANTA MARIA;01/05/2015;;533
8;534;FILIAL  534 - LAJEADO;21/07/2015;;534
8;535;FILIAL  535 - PALMEIRA DAS MISSOES;18/08/2015;;535
8;536;FILIAL  536 - GETULIO VARGAS;01/11/2015;;536
8;537;FILIAL  537 - SANTO ANGELO;01/11/2015;;537
8;538;FILIAL  538 - GETULIO VARGAS;01/02/2016;;538
8;539;FILIAL  539 - BENTO GONCALVES;01/04/2016;;539
8;540;FILIAL  540 - SOLEDADE;01/04/2016;;540
8;541;FILIAL  541 - ROSARIO DO SUL;01/04/2016;;541
8;542;FILIAL  542 - PALMITINHO;01/11/2016;;542
8;543;FILIAL  543 - GARIBALDI;01/05/2017;;543
8;544;FILIAL  544 - GARIBALDI;01/06/2017;;544
8;545;FILIAL  545 - SELBACH;01/06/2017;;545
8;546;FILIAL  546 - RIO GRANDE;01/07/2017;;546
8;547;FILIAL  547 - GUARANI DAS MISSOES;01/09/2017;;547
8;548;FILIAL  548 - PANAMBI;17/08/2017;;548
8;549;ECM - E-COMERCE 549;01/07/2018;;549
8;550;FILIAL  550 - PLANALTO;01/09/2017;;550
8;551;FILIAL  551 - BOA VISTA DO BURICA;01/09/2017;;551
8;552;FILIAL  552 - CATUIPE;01/09/2017;;552
8;553;FILIAL  553 - BOSSOROCA;01/10/2017;;553
8;554;FILIAL  554 - BAGE;13/11/2017;;554
8;555;FILIAL  555 - CAMAQUA;09/11/2017;;555
8;556;FILIAL  556 - TAPERA;09/11/2017;;556
8;557;FILIAL  557 - SALTO DO JACUI;13/11/2017;;557
8;558;FILIAL  558 - PIRAI DO SUL;21/11/2017;;558
8;559;FILIAL  559 - HERVAL DOESTE;07/12/2017;;559
8;560;FILIAL  560 - CUNHA PORA;07/12/2017;;560
8;561;FILIAL  561 - CANGUCU;02/02/2018;;561
8;562;FILIAL  562 - CARLOS BARBOSA;02/02/2018;;562
8;563;FILIAL  563 - SAO SEBASTIAO DO CAI;02/02/2018;;563
8;564;FILIAL  564 - CORONEL FREITAS;16/02/2018;;564
8;565;FILIAL  565 - SAO MIGUEL DO OESTE;08/03/2018;;565
8;566;FILIAL  566 - PORTO ALEGRE;10/08/2018;;566
8;567;FILIAL  567 - JAGUARAO;02/04/2018;;567
8;568;FILIAL  568 - RIO PARDO;01/05/2018;;568
8;569;FILIAL  569 - FRAIBURGO;01/06/2018;;569
8;570;FILIAL  570 - MARAVILHA;01/06/2018;;570
8;571;FILIAL  571 - MARMELEIRO;01/06/2018;;571
8;572;FILIAL  572 - SAO MIGUEL DO OESTE;29/05/2018;;572
8;573;FILIAL  573 - SANTO ANTONIO DO SUDOESTE;20/06/2018;;573
8;574;FILIAL  574 - VERANOPOLIS;21/08/2018;;574
8;575;FILIAL  575 - CLEVELANDIA;22/08/2018;;575
8;576;FILIAL  576 - SANTA ROSA;30/08/2018;;576
8;577;FILIAL  577 - PINHAO;01/01/2019;;577
8;578;FILIAL  578 - CHAPADA;01/11/2018;;578
8;579;FILIAL  579 - VERA CRUZ;01/04/2019;;579
8;580;FILIAL  580 - SANTA ROSA;01/08/2020;;580
8;581;FILIAL  581 - PASSO FUNDO;01/08/2019;;581
8;582;FILIAL  582 - SANTA MARIA;01/10/2019;;582
8;584;FILIAL  584 - PASSO FUNDO;01/10/2020;;584
8;585;FILIAL  585 - TUPARENDI;01/10/2020;;585
8;587;FILIAL  587 - ARROIO DO TIGRE;01/02/2025;;587
8;588;FILIAL  588 - PORTO UNIAO;01/03/2025;;588
8;590;FILIAL  590 - GUAPORE;01/09/2021;;590
8;592;FILIAL  592 - PASSO FUNDO;11/02/2025;;592
8;593;FILIAL  593 - FONTOURA XAVIER;01/06/2021;;593
8;595;FILIAL  595 - CHAPECO;01/09/2021;;595
8;596;FILIAL  596 - IJUI;01/06/2021;;596
8;597;FILIAL  597 - CAXIAS DO SUL;18/02/2025;;597
8;601;FILIAL  601 - SANTA MARIA;01/03/2025;;601
8;602;FILIAL  602 - NAO ME TOQUE;25/02/2025;;602
8;603;FILIAL  603 - ENTRE IJUIS;03/01/2022;;603
8;604;FILIAL  604 - SAO PAULO DAS MISSOES;01/08/2021;;604
8;605;FILIAL  605 - ALEGRETE;01/08/2021;;605
8;606;FILIAL  606 - GUARAPUAVA;30/11/2021;;606
8;607;FILIAL  607 - PONTA GROSSA;24/01/2022;;607
8;610;FILIAL  610 - IBIRAIARAS;01/10/2021;;610
8;611;FILIAL  611 - ESPUMOSO;03/01/2022;;611
8;613;FILIAL  613 - TRES DE MAIO;01/04/2022;;613
8;615;FILIAL  615 - PELOTAS;03/01/2022;;615
8;616;FILIAL  616 - SARANDI;03/01/2022;;616
8;617;FILIAL  617 - SARANDI;03/01/2022;;617
8;618;FILIAL  618 - GAURAMA;01/04/2022;;618
8;619;FILIAL  619 - SAO JOAQUIM;01/03/2022;;619
8;620;FILIAL  620 - SAO GABRIEL;01/03/2025;;620
8;621;FILIAL  621 - SERTAO;01/03/2022;;621
8;622;FILIAL  622 - POUSO REDONDO;01/05/2022;;622
8;623;FILIAL  623 - OSORIO;01/04/2022;;623
8;624;FILIAL  624 - CAMPOS NOVOS;01/04/2022;;624
8;625;FILIAL  625 - SIDEROPOLIS;01/05/2022;;625
8;626;FILIAL  626 - MARAU;01/05/2022;;626
8;627;FILIAL  627 - ALECRIM;01/05/2022;;627
8;631;FILIAL  631 - SAO LEOPOLDO;06/10/2022;;631
8;632;FILIAL  632 - SANTA VITORIA DO PALMAR;01/01/2023;;632
8;633;FILIAL  633 - SAO MATEUS DO SUL;01/03/2023;;633
8;634;FILIAL  634 - ABELARDO LUZ;01/04/2023;;634
8;635;FILIAL  635 - SANTO ANGELO;01/08/2023;;635
8;636;FILIAL  636 - CHARQUEADAS;01/10/2023;;636
8;639;FILIAL  639 - SOLEDADE;01/11/2023;;639
8;640;FILIAL  640 - PLANALTO;01/11/2023;;640
8;641;FILIAL  641 - CARAZINHO;01/05/2024;;641
8;643;FILIAL  643 - PATO BRANCO;21/10/2025;;643
8;644;FILIAL  644 - PALMEIRA DAS MISSOES;01/06/2024;;644
8;645;FILIAL  645 - TRES PASSOS;01/07/2024;;645
8;646;FILIAL  646 - CACHOEIRA DO SUL;01/07/2024;;646
8;647;FILIAL  647 - CURITIBANOS;01/07/2024;;647
8;648;FILIAL  648 - SAO LEOPOLDO;01/10/2024;;648
8;649;FILIAL  649 - SANTA ROSA;01/10/2024;;649
8;650;FILIAL  650 - GIRUA;01/10/2024;;650
8;651;FILIAL  651 - CAXIAS DO SUL;01/03/2025;;651
8;652;FILIAL  652 - GIRUA;11/03/2025;;652
8;653;FILIAL  653 - PINHAO;13/03/2025;;653
8;654;FILIAL  654 - CONCORDIA;15/03/2025;;654
8;655;FILIAL  655 - PASSO FUNDO;01/05/2025;;655
8;656;FILIAL  656 - CACAPAVA DO SUL;01/08/2025;;656
8;657;FILIAL  657 - MORRO DA FUMACA;01/05/2025;;657
8;658;FILIAL  658 - MATELANDIA;11/08/2025;;658
8;659;FILIAL  659 - SAO MIGUEL DO IGUACU;01/08/2025;;659
8;660;FILIAL  660 - URUGUAIANA;21/07/2025;;660
8;661;FILIAL  661 - ITAQUI;21/07/2025;;661
8;662;FILIAL  662 - TRES DE MAIO;21/07/2025;;662
8;663;FILIAL  663 - TOLEDO;01/08/2025;;663
8;664;FILIAL  664 - GRAVATAI;01/09/2025;;664
8;665;FILIAL  665 - LAURO MULLER;01/09/2025;;665
8;666;FILIAL  666 - NOVA SANTA ROSA;01/09/2025;;666
8;667;FILIAL  667 - CASCAVEL;01/09/2025;;667
8;668;FILIAL  668 - BAGE;01/11/2025;;668
8;669;FILIAL  669 - MEDIANEIRA;02/02/2026;;669
8;7002;FILIAL  7002 - CACHOEIRINHA;01/07/2020;;7002
8;7005;FILIAL  7005 - CARAZINHO;01/06/2020;;7005
8;7007;FILIAL  7007 - CRUZ ALTA;01/12/2020;;7007
8;7008;FILIAL  7008 - PALMEIRA DAS MISSOES;02/05/2020;;7008
8;7009;FILIAL  7009 - IJUI;01/06/2021;;7009
8;7015;FILIAL  7015 - SANTO ANGELO;01/08/2023;;7015
8;7020;FILIAL  7020 - FREDERICO WESTPHALEN;02/05/2020;;7020
8;7022;FILIAL  7022 - CANOAS;02/11/2020;;7022
8;7024;FILIAL  7024 - TRES PASSOS;01/06/2020;;7024
8;7032;FILIAL  7032 - GUAPORE;02/02/2021;;7032
8;7037;FILIAL  7037 - SAO BORJA;02/05/2020;;7037
8;7038;FILIAL  7038 - BAGE;01/06/2020;;7038
8;7041;FILIAL  7041 - ESTEIO;01/07/2020;;7041
8;7044;FILIAL  7044 - PASSO FUNDO;01/07/2020;;7044
8;7046;FILIAL  7046 - RIO GRANDE;01/06/2020;;7046
8;7047;FILIAL  7047 - LAGES;01/07/2020;;7047
8;7050;FILIAL  7050 - SANTA ROSA;01/07/2020;31/07/2024;7050
8;7051;FILIAL  7051 - GIRUA;01/08/2020;;7051
8;7059;FILIAL  7059 - CACHOEIRA DO SUL;02/05/2020;;7059
8;7065;FILIAL  7065 - PAROBE;01/07/2020;;7065
8;7066;FILIAL  7066 - CONCORDIA;01/06/2020;;7066
8;7083;FILIAL  7083 - SANTA MARIA;01/07/2020;;7083
8;7084;FILIAL  7084 - BENTO GONCALVES;01/05/2021;;7084
8;7092;FILIAL  7092 - VACARIA;01/06/2020;;7092
8;7093;FILIAL  7093 - SAO LEOPOLDO;02/11/2020;;7093
8;7099;FILIAL  7099 - LAGES;01/09/2020;;7099
8;7108;FILIAL  7108 - SANTIAGO;01/06/2020;;7108
8;7112;FILIAL  7112 - IJUI;01/09/2020;;7112
8;7133;FILIAL  7133 - CURITIBANOS;01/05/2021;;7133
8;7138;FILIAL  7138 - RIO GRANDE;01/09/2020;;7138
8;7140;FILIAL  7140 - UNIAO DA VITORIA;01/09/2020;;7140
8;7145;FILIAL  7145 - URUGUAIANA;02/05/2020;;7145
8;7173;FILIAL  7173 - PORTO ALEGRE;01/10/2019;;7173
8;7183;FILIAL  7183 - ALEGRETE;01/06/2020;;7183
8;7193;FILIAL  7193 - DOM PEDRITO;01/08/2020;;7193
8;7233;FILIAL  7233 - URUGUAIANA;02/11/2020;;7233
8;7244;FILIAL  7244 - SOLEDADE;01/09/2020;;7244
8;7268;FILIAL  7268 - SANTA CRUZ DO SUL;01/06/2020;;7268
8;7314;FILIAL  7314 - TRES DE MAIO;02/11/2020;;7314
8;7353;FILIAL  7353 - PRUDENTOPOLIS;01/06/2020;;7353
8;7386;FILIAL  7386 - IGREJINHA;01/10/2020;;7386
8;7390;FILIAL  7390 - VIAMAO;01/07/2020;;7390
8;7405;FILIAL  7405 - ITAQUI;02/05/2020;;7405
8;7406;FILIAL  7406 - SAO FRANCISCO DE ASSIS;01/08/2020;;7406
8;7412;FILIAL  7412 - SAO LEOPOLDO;01/07/2020;;7412
8;7415;FILIAL  7415 - CACAPAVA DO SUL;02/05/2020;;7415
8;7430;FILIAL  7430 - SANTANA DO LIVRAMENTO;02/05/2020;;7430
8;7437;FILIAL  7437 - SAO LUIZ GONZAGA;03/01/2022;;7437
8;7438;FILIAL  7438 - IBIRUBA;02/05/2020;;7438
8;7442;FILIAL  7442 - FAXINAL DO SOTURNO;01/10/2020;;7442
8;7446;FILIAL  7446 - JULIO DE CASTILHOS;02/11/2020;;7446
8;7461;FILIAL  7461 - VENANCIO AIRES;01/09/2020;;7461
8;7466;FILIAL  7466 - AGUDO;02/11/2020;;7466
8;7471;FILIAL  7471 - ESPUMOSO;01/10/2020;;7471
8;7478;FILIAL  7478 - TUPANCIRETA;02/05/2020;;7478
8;7485;FILIAL  7485 - CACADOR;02/05/2020;;7485
8;7488;FILIAL  7488 - NOVO HAMBURGO;01/07/2020;;7488
8;7491;FILIAL  7491 - LAJEADO;02/05/2020;;7491
8;7493;FILIAL  7493 - PASSO FUNDO;01/04/2020;;7493
8;7500;FILIAL  7500 - CAXIAS DO SUL;01/07/2020;;7500
8;7504;FILIAL  7504 - CERRO LARGO;02/11/2020;;7504
8;7524;FILIAL  7524 - TEUTONIA;01/10/2020;;7524
8;7536;FILIAL  7536 - GETULIO VARGAS;01/06/2020;;7536
8;7540;FILIAL  7540 - SOLEDADE;01/09/2020;;7540
8;7541;FILIAL  7541 - ROSARIO DO SUL;01/06/2020;;7541
8;7543;FILIAL  7543 - GARIBALDI;01/12/2020;;7543
8;7548;FILIAL  7548 - PANAMBI;02/02/2021;;7548
8;7555;FILIAL  7555 - CAMAQUA;02/05/2020;;7555
8;7563;FILIAL  7563 - SAO SEBASTIAO DO CAI;02/05/2020;;7563
8;7565;FILIAL  7565 - SAO MIGUEL DO OESTE;02/05/2020;;7565
8;7568;FILIAL  7568 - RIO PARDO;02/05/2020;;7568
8;7569;FILIAL  7569 - FRAIBURGO;02/05/2020;;7569
8;7570;FILIAL  7570 - MARAVILHA;01/06/2020;;7570
8;7577;FILIAL  7577 - PINHAO;02/05/2020;;7577
8;7582;FILIAL  7582 - SANTA MARIA;01/07/2020;;7582
8;7586;FILIAL  7586 - RESTINGA SECA;01/10/2020;;7586
8;7587;FILIAL  7587 - ARROIO DO TIGRE;01/10/2020;;7587
8;7588;FILIAL  7588 - PORTO UNIAO;30/10/2020;;7588
8;7589;FILIAL  7589 - NOVO HAMBURGO;01/08/2021;;7589
8;7591;FILIAL  7591 - ESTRELA;01/09/2021;;7591
8;7592;FILIAL  7592 - PASSO FUNDO;01/08/2021;;7592
8;7594;FILIAL  7594 - SANTA MARIA;01/08/2021;;7594
8;7597;FILIAL  7597 - CAXIAS DO SUL;01/08/2021;;7597
8;7598;FILIAL  7598 - GUARAPUAVA;30/11/2021;;7598
8;7599;FILIAL  7599 - PONTA GROSSA;01/11/2021;;7599
8;7601;FILIAL  7601 - SANTA MARIA;01/08/2021;;7601
8;7602;FILIAL  7602 - NAO ME TOQUE;05/08/2021;;7602
8;7608;FILIAL  7608 - LAGES;03/01/2022;;7608
8;7609;FILIAL  7609 - PONTA GROSSA;01/11/2021;;7609
8;7612;FILIAL  7612 - LAGOA VERMELHA;03/01/2022;;7612
8;7614;FILIAL  7614 - CONCORDIA;28/02/2022;;7614
8;7620;FILIAL  7620 - SAO GABRIEL;01/04/2022;;7620
8;7628;FILIAL  7628 - JOACABA;01/04/2022;;7628
8;7629;FILIAL  7629 - ITAJAI;01/06/2022;;7629
8;7637;FILIAL  7637 - BAGE;01/11/2023;;7637
8;7638;FILIAL  7638 - DOIS VIZINHOS;01/01/2024;;7638
8;7642;FILIAL  7642 - TRAMANDAI;01/06/2024;;7642
8;7643;FILIAL  7643 - PATO BRANCO;01/06/2024;;7643
8;1500;PRESIDENCIA;01/01/1980;31/07/2024;500
8;1510;VICE-PRESIDENCIA;01/01/1980;31/07/2024;510
8;1520;DIRETORIA COMERCIAL;01/01/1980;31/07/2024;520
8;1521;COMPRAS TOTTAL;01/01/1980;31/07/2024;521
8;1540;DIRETORIA POR MENOS;01/01/1980;31/07/2024;540
8;1541;COMPRAS POR MENOS;01/01/1980;31/07/2024;541
8;1546;DEPOSITO POR MENOS;01/01/1980;31/07/2024;546
8;1550;DIRETORIA GRAZZIOTIN;01/01/1980;31/07/2024;550
8;1551;COMPRAS GRAZZIOTIN;01/01/1980;31/07/2024;551
8;1570;DIRETORIA FRANCO GIORGI;01/01/1980;31/07/2024;570
8;1571;COMPRAS FRANCO GIORGI;01/01/1980;31/07/2024;571
8;1580;DIRETORIA ARRAZZO;01/01/1980;31/07/2024;580
8;1581;COMPRAS ARRAZZO;01/01/1980;31/07/2024;581
8;1585;VIA RAQUELLE;01/01/1980;31/07/2024;585
8;1590;DIRETORIA RECURSOS HUMANOS;01/01/1980;31/07/2024;590
8;1592;ASSESSORIA DESENVOLVIMENTO;01/01/1980;31/07/2024;592
8;1593;DEPARTAMENTO PESSOAL;01/01/1980;31/07/2024;593
8;1600;DIRETORIA ADMIN.FINANCEIRA;01/01/1980;31/01/2019;600
8;1603;DECRE;01/01/1980;31/01/2019;603
8;1605;CREDITO/COBRANCA;01/01/1980;31/01/2019;605
8;1606;CONTABILIDADE;01/01/1980;31/01/2019;606
8;1611;AUDITORIA;01/01/1980;31/01/2019;611
8;1615;SERVICOS GERAIS;01/01/1980;31/01/2019;615
8;1619;INFORMATICA;01/01/1980;31/01/2019;619
8;1630;EXPANSAO;01/01/1980;31/07/2024;630
8;1632;PIRATINI;01/01/1980;31/07/2024;632
8;1705;PRESIDENCIA;01/01/1980;;705
8;1706;ASSESSORIA DIRETORIA;01/04/2024;;706
8;1707;VICE-PRESIDENCIA;01/01/1980;;707
8;1709;EXPANSÃO E MERCADOS;05/02/2019;;709
8;1720;COMERCIAL;01/01/1980;;720
8;1721;MARKETING;01/04/2020;;721
8;1722;CONTROLE DE QUALIDADE;04/10/2022;;722
8;1723;REGIONAIS;01/01/2020;;723
8;1730;ADMINISTRATIVO;01/02/2019;30/11/2024;730
8;1731;RELAÇÃO COM INVESTIDORES;01/02/2019;31/07/2024;731
8;1740;DIRETORIA ADMINISTRATIVA;01/01/1980;31/07/2024;740
8;1750;DIRETORIA FINANCEIRA;01/01/1980;31/07/2024;750
8;1751;SUPERVISÃO ÁREA FINANCEIRA;01/12/2024;;751
8;1760;DIRETORIA ADM. FINANCEIRA;01/01/1980;31/07/2024;760
8;1761;AUDITORIA;01/01/1980;31/07/2024;761
8;1762;JURIDICA;01/01/1980;31/07/2024;762
8;1763;DECRE;01/12/2024;;763
8;1764;DECOB;01/12/2024;;764
8;1765;CAD;01/01/1980;31/07/2024;765
8;1768;INFRAESTRUTURA, SUPORTE E GESTÃO;01/05/2017;;768
8;1769;TECNOLOGIA E INOVAÇÃO;01/02/2019;;769
8;1770;CONTABILIDADE;01/01/1980;31/07/2024;770
8;1771;CONTAS A PAGAR;01/12/2024;;771
8;1772;CONTAS A RECEBER;01/12/2024;;772
8;1780;RECURSOS HUMANOS;01/01/1980;;780
8;1781;RECRUTAMENTO;01/01/1980;31/07/2024;781
8;1782;SESMT;26/04/2021;;782
8;1783;ASSESSORIA DESENVOLVIMENTO;01/01/1980;;783
8;1784;COMUNICACAO E PROJETOS;01/03/2013;;784
8;1785;PESQUISA E DESENVOLVIMENTO P&D;01/09/2022;31/07/2025;785
8;1786;DEPARTAMENTO PESSOAL;01/01/1980;;786
8;1787;RELAÇÕES PÚBLICAS;12/04/2024;;787
8;1811;DIRETORIA GRAZZIOTIN;05/02/2019;;811
8;1813;REGIONAIS GRAZZIOTIN;01/07/2008;04/02/2019;813
8;1815;COMPRAS GRAZZIOTIN;05/02/2019;;815
8;1821;DIRETORIA ARRAZZO;01/01/1980;31/07/2024;821
8;1825;COMPRAS ARRAZZO;01/01/1980;31/07/2024;825
8;1831;DIRETORIA POR MENOS;05/02/2019;;831
8;1833;REGIONAIS POR MENOS;01/07/2008;04/02/2019;833
8;1835;COMPRAS POR MENOS;05/02/2019;;835
8;1841;DIRETORIA FRANCO GIORGI;05/02/2019;;841
8;1843;REGIONAIS FRANCO;01/07/2008;04/02/2019;843
8;1845;COMPRAS FRANCO GIORGI;05/02/2019;;845
8;1851;DIRETORIA TOTTAL;05/02/2019;;851
8;1853;REGIONAIS TOTTAL;01/07/2008;04/02/2019;853
8;1855;COMPRAS TOTTAL;05/02/2019;;855
8;1861;VIA RAQUELLE;01/01/1980;31/07/2024;861
8;1865;COMPRAS VIA RAQUELLE;01/01/1980;31/07/2024;865
8;18701;REGIÃO I;01/08/2024;;8701
8;18702;REGIÃO II;01/08/2024;;8702
8;18703;REGIÃO III;01/08/2024;;8703
8;18704;REGIÃO IV;01/08/2024;;8704
8;18705;REGIÃO V;01/08/2024;;8705
8;18706;REGIÃO VI;01/08/2024;;8706
8;18707;REGIÃO VII;01/08/2024;;8707
8;18708;REGIÃO VIII;01/08/2024;;8708
8;18709;REGIÃO IX;01/08/2024;;8709
8;1871;DIRETORIA GZT STORE;25/06/2021;;871
8;18710;REGIÃO X;01/08/2024;;8710
8;18711;REGIÃO XI;01/08/2024;;8711
8;18712;REGIÃO XII;01/08/2024;;8712
8;18713;REGIÃO XIII;01/08/2024;;8713
8;18714;REGIÃO XIV;01/08/2024;;8714
8;18715;REGIÃO XV;01/08/2024;;8715
8;18716;REGIÃO XVI;01/08/2024;;8716
8;18717;REGIÃO XVII;01/08/2024;;8717
8;18718;REGIÃO XVIII;01/06/2025;;8718
8;18719;REGIÃO XIX;01/06/2025;;8719
8;18720;REGIÃO XX;01/06/2025;;8720
8;1891;PIRATINI;01/01/1980;31/07/2024;891
8;1907;ADM - E-COMMERCE;01/01/2023;;907
8;13531;DEPOSITO TOTTAL;01/01/1980;31/07/2024;531
8;13561;DEPOSITO GRAZZIOTIN;01/01/1980;31/07/2024;561
8;13572;DEPOSITO FRANCO GIORGI;01/01/1980;31/07/2024;572
8;13582;DEPOSITO ARRAZZO;01/01/1980;31/07/2024;582
8;13587;DEPOSITO VIA RAQUELLE;01/01/1980;31/07/2024;587
8;13818;DEPOSITO GRAZZIOTIN;01/01/1980;31/07/2024;818
8;13828;DEPOSITO ARRAZZO;01/01/1980;31/07/2024;828
8;13838;DEPOSITO POR MENOS;01/01/1980;31/07/2024;838
8;13848;DEPOSITO FRANCO GIORGI;01/01/1980;31/07/2024;848
8;13858;DEPOSITO TOTTAL;01/01/1980;31/07/2024;858
8;13868;DEPOSITO VIA RAQUELLE;01/01/1980;31/07/2024;868
8;13900;LOGÍSTICA;01/01/2014;;900
4;001;AREA ADMINISTRATIVA;01/01/1980;;001
280;001;CAULESPAR;01/01/1980;;001
282;001;FINANCEIRA;01/01/1980;;001
276;001;CENTRO SHOPPING;01/01/1980;;001
1629;002;FLORESTA PIRATINI;27/01/2017;;002
4;002;CONTABILIDADE;01/01/1980;;002
276;002;CENTRO SHOPPING;01/01/1980;;002
4;003;AREA DE VENDAS;01/01/1980;;003
4;004;DEPOSITO;01/01/1980;;004
282;015;CENTRAL FINANCEIRA 015;01/10/2022;;015
282;025;CENTRAL FINANCEIRA 025;01/10/2022;;025
276;121;CENTRO SHOPPING;01/01/1980;;121
282;128;CENTRAL FINANCEIRA 128;01/02/2025;;128
4;350;PRIVATE LABEL - MUNDIART SA;06/02/2023;;350
282;467;CENTRAL FINANCEIRA 467;01/10/2022;;467
2;500;PRESIDENCIA;01/01/1980;;500
6;500;GRATO ADMINISTRACAO;01/01/1980;;500
282;580;CENTRAL FINANCEIRA 580;01/10/2022;;580
282;7044;CENTRAL FINANCEIRA 7044;01/10/2022;;7044
