codigo_empresa;tipo_colaborador;cadastro_colaborador;data_pagamento;dias_aviso_indenizado;dias_aviso_reavido;dias_saldo_salarios;dias_fim_contrato_antecipado;salario_final_aviso;saldo_anterior_fgts;homologacao_dissidio_coletivo;motivo_complementar;salario_base;integrar_rescisao;aviso_previo;dias_aviso_indenizado_acrescimo;dias_aviso_reavido_acrescimo;termo_quitacao_trct
8;1;261335;14/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;261513;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;261548;24/03/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;261581;11/07/2022;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;261581;12/07/2023;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;261581;17/06/2022;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;261866;13/10/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;262234;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;262293;14/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;262323;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;262340;28/04/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;262447;21/07/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;262463;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;262510;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;262714;26/06/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;262803;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;262862;26/09/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;262978;28/09/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;263087;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;263117;29/12/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;263222;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;263371;13/03/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;263419;28/09/2020;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;263494;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;263516;14/05/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;263532;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;263567;19/05/2016;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;263664;01/12/2015;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;263699;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;263818;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;263958;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;264067;06/02/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;264105;08/05/2024;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;264156;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;264156;06/02/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;264202;28/09/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;264466;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;264482;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;264491;23/12/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;264539;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;264652;28/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;264954;26/09/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;265594;16/08/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;265594;11/06/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;265594;16/09/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;265594;31/03/2000;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;265900;28/07/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;266442;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;266884;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;267180;31/05/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;267309;16/06/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;267465;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;267562;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;268062;24/03/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;268186;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;268186;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;268216;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;268224;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;268259;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;268313;08/09/2009;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;268381;24/03/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;268615;28/09/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;268691;10/05/2018;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;268810;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;268909;02/02/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;268917;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;268950;17/08/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;268968;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;268976;26/01/2000;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;269310;28/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;269310;14/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;269654;17/08/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;269662;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;269701;13/03/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;269883;24/09/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;270008;31/07/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;270041;17/08/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;270156;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;270172;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;270300;31/10/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;270377;13/10/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;270504;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;270652;31/07/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;270717;25/10/2005;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;270768;23/12/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;270792;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;270822;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;271403;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;271811;21/07/2000;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;271845;28/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;271845;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;272116;02/05/2025;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;272159;11/06/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;272167;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;272248;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;272957;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;273015;09/02/2012;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;273074;28/09/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;273121;28/07/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;273236;28/09/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;273261;31/03/2000;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;273261;16/09/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;273261;28/04/2000;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;273325;23/12/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;273392;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;273554;16/09/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;273554;16/08/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;273708;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;273741;31/05/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;273783;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;273899;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;273945;04/05/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;273996;11/06/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;274020;11/06/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;274071;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;274097;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;274135;26/01/2000;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;274208;14/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;274267;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;274305;26/06/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;274364;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;274488;20/11/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;274658;28/04/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;274691;14/05/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;274798;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;274810;24/09/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;274950;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;275093;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;275107;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;275158;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;275212;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;275221;31/07/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;275361;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;275387;17/08/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;275484;14/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;275514;02/02/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;275514;23/12/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;275514;31/01/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;275689;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;275727;02/02/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;275735;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;275786;06/02/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;275794;02/02/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;275816;28/07/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;275875;31/10/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;275913;29/12/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;275964;31/07/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;276022;23/12/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;276154;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;276189;13/10/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;276359;16/08/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;276511;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;276529;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;276596;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;276898;02/02/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;276995;23/12/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;277002;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;277053;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;277088;13/03/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;277258;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;277304;28/09/2020;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;277509;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;277843;16/09/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;278092;13/03/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;278203;05/11/2002;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;278289;28/04/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;278602;22/01/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;278882;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;278912;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;278921;26/01/2000;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;278955;28/12/2005;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;278955;02/06/2005;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;279099;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;279153;28/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;279153;14/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;279277;16/08/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;279285;24/03/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;279323;02/02/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;279340;16/08/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;279340;18/02/2000;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;279404;28/07/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;279447;04/05/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;279617;12/12/2005;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;279625;16/08/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;279846;08/11/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;279846;16/08/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;279854;26/01/2000;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;279919;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;279986;28/09/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;280046;28/07/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;280089;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;280089;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;280127;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;280127;28/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;280178;29/12/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;280241;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;280348;02/12/2011;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;280364;30/12/2014;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;280402;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;280411;31/07/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;280411;28/02/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;280470;31/05/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;280615;29/12/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;280640;30/09/2000;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;280704;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;280798;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;280895;31/10/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;281077;04/05/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;281093;31/07/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;281140;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;281191;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;281221;26/06/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;281361;31/03/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;281379;30/05/2016;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;281417;31/07/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;281468;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;281484;26/01/2000;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;281484;03/12/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;281514;31/01/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;281573;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;281620;14/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;281638;14/05/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;281697;20/11/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;281794;26/06/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;281824;26/06/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;281964;28/04/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;282014;26/06/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;282090;16/08/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;282120;24/09/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;282201;28/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;282235;28/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;282332;07/06/2000;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;282375;26/06/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;282413;17/08/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;282448;29/12/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;282553;14/07/2005;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;282685;28/09/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;282707;16/09/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;282782;26/01/2000;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;282952;13/03/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;283100;16/09/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;283134;14/05/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;283151;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;283177;28/09/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;283223;24/03/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;283339;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;283339;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;283380;23/02/2017;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;283436;23/12/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;283444;08/11/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;283444;11/06/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;283517;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;283720;13/03/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;283746;26/09/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;283801;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;283819;16/07/2001;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;283843;26/06/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;283860;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;283967;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;284009;20/11/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;284050;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;284149;26/01/2000;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;284173;24/03/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;284190;31/03/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;284203;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;284262;14/05/2019;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;284289;16/08/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;284432;09/01/2006;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;284556;01/12/2014;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;284688;24/09/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;284718;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;284742;23/12/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;284769;26/01/2000;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;284823;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;284891;21/07/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;284939;01/06/2006;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;285099;31/07/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;285170;21/05/2021;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;285196;16/08/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;285277;28/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;285358;03/12/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;285536;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;285668;14/04/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;285820;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;285846;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;285871;22/09/2003;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;285943;18/02/2000;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;285960;15/05/2003;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;286117;28/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;286273;28/09/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;286397;13/03/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;286532;20/11/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;286541;16/09/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;286672;14/05/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;286753;16/09/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;286800;06/02/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;286877;26/01/2000;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;287059;28/09/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;287075;28/07/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;287083;18/02/2000;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;287172;28/07/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;287181;21/07/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;287253;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;287326;08/11/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;287440;02/02/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;287474;13/03/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;287661;27/05/2016;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;287679;31/07/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;287679;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;287768;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;287814;29/12/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;287831;28/09/2020;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;287920;26/06/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;287954;28/09/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;288012;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;288110;08/11/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;288110;16/08/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;288128;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;288136;27/05/2016;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;288179;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;288187;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;288268;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;288349;23/02/2004;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;288403;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;288470;31/05/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;288616;20/11/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;288659;31/03/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;288730;31/01/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;288802;29/12/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;288853;13/11/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;288888;14/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;288977;02/02/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;289000;04/05/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;289043;30/04/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;289060;13/03/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;289272;29/12/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;289280;29/12/2009;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;289469;28/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;289523;21/07/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;289639;21/07/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;289647;14/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;289647;28/11/1996;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;289787;02/02/1998;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;289868;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;289876;28/04/2000;0;0;0;0;0;0;;;0;0;3;0;0;0
