codigo_empresa;tipo_colaborador;cadastro_colaborador;data_pagamento;dias_aviso_indenizado;dias_aviso_reavido;dias_saldo_salarios;dias_fim_contrato_antecipado;salario_final_aviso;saldo_anterior_fgts;homologacao_dissidio_coletivo;motivo_complementar;salario_base;integrar_rescisao;aviso_previo;dias_aviso_indenizado_acrescimo;dias_aviso_reavido_acrescimo;termo_quitacao_trct
8;1;140490;31/05/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;140678;16/08/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;140686;25/11/2005;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;140848;31/05/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;140945;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;145513;14/05/1999;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;152790;14/05/2019;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;153443;23/12/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;154148;05/12/2016;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;154148;26/04/2016;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;154148;30/05/2016;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;154237;15/09/2001;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;155039;02/09/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;155314;08/05/2018;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;155632;10/06/2003;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;156515;01/01/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;157392;09/10/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;158453;28/09/2020;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;158453;21/05/2021;0;0;0;0;0;0;;;0;0;1;0;0;0
8;1;158747;31/07/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
8;1;158747;31/08/1997;0;0;0;0;0;0;;;0;0;3;0;0;0
