codigo_empresa;tipo_colaborador;cadastro_colaborador;data_inicio_periodo_ferias;data_inicio_ferias;tipo_ferias;opcao_13_salario;data_pagamento_recibo;dias_ferias;dias_abono;salario_base
282;1;318124;18/02/1999;13/03/2000;N;S;01/03/2000;20;10;0
282;1;318124;19/02/2000;19/02/2001;N;S;01/02/2001;20;10;0
282;1;318124;19/02/2001;25/02/2002;N;S;01/02/2002;20;10;0
282;1;318124;19/02/2002;05/01/2004;N;S;03/01/2004;20;10;0
282;1;318124;19/02/2003;10/01/2005;N;S;;20;10;0
282;1;318124;19/02/2004;16/01/2006;N;S;12/01/2006;20;10;0
4;1;325210;25/11/1999;02/04/2001;N;S;01/04/2001;30;0;0
4;1;325210;25/11/2000;01/02/2002;N;S;01/02/2002;30;0;0
4;1;325210;25/11/2001;01/02/2003;N;S;01/02/2003;30;0;0
4;1;325210;25/11/2002;15/12/2003;N;S;01/12/2003;20;10;0
4;1;325210;25/11/2003;20/12/2004;N;S;01/12/2004;30;0;0
4;1;325210;25/11/2004;02/01/2006;N;S;29/12/2005;20;10;0
4;1;328979;19/12/2001;02/01/2003;N;S;;30;0;0
4;1;328979;19/12/2002;22/12/2003;N;S;;20;10;0
8;1;331120;19/12/2000;18/12/2001;N;S;01/12/2001;20;0;0
4;1;335339;22/11/2000;11/06/2002;N;S;01/06/2002;20;10;0
4;1;335339;22/11/2001;06/01/2003;N;S;01/01/2003;30;0;0
4;1;335339;22/11/2002;11/02/2004;N;S;01/02/2004;20;10;0
4;1;337773;04/04/2001;01/08/2002;N;S;01/08/2002;30;0;0
4;1;337773;04/04/2002;15/07/2003;N;S;01/07/2003;30;0;0
4;1;337773;04/04/2003;03/01/2005;N;S;01/01/2005;30;0;0
4;1;337773;04/04/2004;01/02/2006;N;S;30/01/2006;30;0;0
4;1;337773;04/04/2005;02/01/2007;N;S;28/12/2006;30;0;0
4;1;347515;02/09/2002;02/02/2004;N;S;01/02/2004;30;0;0
8;1;352683;16/12/2003;21/12/2004;N;S;01/12/2004;20;0;0
8;1;352683;16/12/2003;04/07/2005;N;S;01/07/2005;10;0;0
8;1;352683;16/12/2004;20/12/2005;N;S;16/12/2005;20;0;0
8;1;352683;16/12/2004;03/07/2006;N;S;30/06/2006;10;0;0
8;1;352683;16/12/2005;19/12/2006;N;S;15/12/2006;20;0;0
8;1;352683;16/12/2005;03/10/2007;N;S;01/10/2007;10;0;0
8;1;352683;16/12/2006;18/12/2007;N;S;14/12/2007;20;0;0
8;1;352683;16/12/2006;10/09/2008;N;S;08/09/2008;10;0;0
8;1;352683;16/12/2007;16/12/2008;C;S;12/12/2008;20;0;0
8;1;352683;16/12/2007;18/11/2009;N;S;16/11/2009;10;0;0
8;1;352683;16/12/2008;21/12/2009;C;S;17/12/2009;20;0;0
8;1;352683;16/12/2008;10/11/2010;N;S;08/11/2010;10;0;0
8;1;352683;16/12/2009;20/12/2010;C;S;16/12/2010;20;0;0
8;1;352683;16/12/2009;25/07/2011;N;S;21/07/2011;10;0;0
8;1;352683;16/12/2010;19/12/2011;N;S;15/12/2011;20;0;0
8;1;352683;16/12/2010;01/11/2012;N;S;30/10/2012;10;0;0
8;1;352683;16/12/2011;24/12/2012;C;S;20/12/2012;20;0;0
8;1;352683;16/12/2011;30/10/2013;N;S;28/10/2013;10;0;0
8;1;352683;16/12/2012;23/12/2013;N;S;19/12/2013;20;0;0
8;1;352683;16/12/2012;09/06/2014;N;S;05/06/2014;10;0;0
6;1;353426;03/04/2003;15/12/2004;N;S;01/12/2004;30;0;0
6;1;353426;03/04/2004;20/12/2005;N;S;16/12/2005;30;0;0
6;1;353426;03/04/2005;11/09/2006;N;S;06/09/2006;30;0;0
6;1;353426;03/04/2006;21/05/2007;N;S;18/05/2007;30;0;0
6;1;353426;03/04/2007;07/04/2008;N;S;03/04/2008;30;0;0
6;1;353426;03/04/2008;13/04/2009;N;S;09/04/2009;20;10;0
6;1;353426;03/04/2009;05/04/2010;N;S;01/04/2010;30;0;0
6;1;353426;03/04/2010;06/02/2012;N;S;03/02/2012;30;0;0
6;1;353426;03/04/2011;25/02/2013;N;S;22/02/2013;30;0;0
6;1;353426;03/04/2012;13/01/2014;N;S;10/01/2014;30;0;0
6;1;353426;03/04/2013;06/10/2014;N;S;03/10/2014;30;0;0
6;1;353426;03/04/2014;30/11/2015;N;S;27/11/2015;30;0;0
