codigo_empresa;codigo_filial;razao_social;nome_filial;endereco_filial;complemento_endereco;numero_endereco;codigo_bairro;estado;codigo_cidade;codigo_ddi_telefone;codigo_ddd_telefone;numero_telefone;tipo_filial;tipo_inscricao;numero_inscricao;codigo_cei;inscricao_estadual;inscricao_municipal;cnae_fiscal;codigo_nac_atv_economica;inscricao_cno;inscricao_caepf;cnae_fiscal_preponderante;tipo_caepf;tipo_logradouro;codigo_cep_filial;nome_empresarial_completo
8;276;GRAZZIOTIN S/A;PRM - SAO MIGUEL DO OESTE 276;RUA ALMIRANTE TAMANDARE;;685;1730;SC;4217204;55;0;;F;1;092012467027612;;;;4781400;5232;;;4781400;1;R;89900000;GRAZZIOTIN S A SAO MIGUEL         
8;277;GRAZZIOTIN S/A;FRG - GUARAPUAVA 277;SALDANHA MARINHO;;1494;952;PR;4109401;55;0;;F;1;092012467027701;;;;4781400;5232;;;4781400;1;R;85010290;GRAZZIOTIN S A GUARAPUAVA         
8;278;GRAZZIOTIN S/A;FRG - URUGUAIANA 278;DUQUE DE CAXIAS;;1734;262;RS;4322400;55;0;;F;1;092012467027884;;;;4781400;5232;;;4781400;1;R;97501510;GRAZZIOTIN S A URUGUAIANA         
8;279;GRAZZIOTIN S/A;ARZ - JOINVILLE 279;RUA VISCONDE DE TAUNAY;;235;663;SC;4209102;55;0;;F;1;092012467027965;;;;4781400;5232;;;4781400;1;R;89801420;GRAZZIOTIN S A JOINVILLE          
8;280;GRAZZIOTIN S/A;ARZ - CRUZ ALTA 280;AVENIDA PINHEIRO MACHADO;;548;135;RS;4306106;55;0;;F;1;092012467028007;;;;4781400;5232;;;4781400;1;R;98005000;GRAZZIOTIN S A CRUZ ALTA          
8;281;GRAZZIOTIN S/A;FRG - CARAZINHO 281;FLORES DA CUNHA;;1793;63;RS;4304705;55;0;;F;1;092012467028180;;;;4781400;5232;;;4781400;1;AV;99500000;GRAZZIOTIN S A CARAZINHO          
8;282;GRAZZIOTIN S/A;GRZ - SAO GABRIEL 282;GENERAL MALLET;N 76;70;160;RS;4318309;55;0;;F;1;092012467028260;;;;4781400;5232;;;4781400;1;R;97300430;GRAZZIOTIN S A SAO GABRIEL        
8;283;GRAZZIOTIN S/A;FRG - CRUZ ALTA 283;PINHEIRO MACHADO;CASA;561;135;RS;4306106;55;0;;F;1;092012467028341;;;;4781400;5232;;;4781400;1;R;98005000;GRAZZIOTIN S A CRUZ ALTA          
8;284;GRAZZIOTIN S/A;PRM - MARAU 284;JULIO BORELLA;LOJA 01 E 02;620;391;RS;4311809;55;0;;F;1;092012467028422;;;;4781400;5232;;;4781400;1;AV;99150000;GRAZZIOTIN S A MARAU              
8;285;GRAZZIOTIN S/A;FRG - SANTA CRUZ DO SUL 285;MARECHAL FLORIANO;;937;126;RS;4316808;55;0;;F;1;092012467028503;;;;4781400;5232;;;4781400;1;R;96810052;GRAZZIOTIN S A SANTA CRUZ         
8;286;GRAZZIOTIN S/A;ARZ - SANTA CRUZ DO SUL 286;MARECHAL FLORIANO;;943;126;RS;4316808;55;0;;F;1;092012467028694;;;;4781400;5232;;;4781400;1;R;96810000;GRAZZIOTIN S A SANTA CRUZ         
8;287;GRAZZIOTIN S/A;FRG - SANTA MARIA 287;VENANCIO AIRES;SALA 3;1831;18;RS;4316907;55;0;;F;1;092012467028775;;;;4781400;5232;;;4781400;1;R;97010003;GRAZZIOTIN S A SANTA MARIA        
8;288;GRAZZIOTIN S/A;PRM - MAFRA 288;PRACA ERCILIO LUZ;;117;8142;SC;4210100;55;0;;F;1;092012467028856;;;;4781400;5232;;;4781400;1;PC;89300278;GRAZZIOTIN S A MAFRA              
8;289;GRAZZIOTIN S/A;PRM - JAGUARAO 289;VINTE SETE DE JANEIRO;;407;475;RS;4311007;55;0;;F;1;092012467028937;;;;4781400;5232;;;4781400;1;AV;96300000;GRAZZIOTIN S A JAGUARAO           
8;290;GRAZZIOTIN S/A;FRG - RIO GRANDE 290;GENERAL BACELAR;SALA A;265;1090;RS;4315602;55;0;;F;1;092012467029070;;;;4781400;5232;;;4781400;1;R;96200370;GRAZZIOTIN S A RIO GRANDE         
8;291;GRAZZIOTIN S/A;FRG - CACHOEIRA DO SUL 291;JULIO DE CASTILHOS;;253;89;RS;4303004;55;0;;F;1;092012467029151;;;;4781400;5232;;;4781400;1;R;96501001;GRAZZIOTIN S A CACHOEI.DO SUL     
8;292;GRAZZIOTIN S/A;FRG - SANTA ROSA 292;RIO BRANCO;S 02;295;192;RS;4317202;55;0;;F;1;092012467029232;;;;4781400;5232;;;4781400;1;AV;98900000;GRAZZIOTIN S A SANTA ROSA         
8;293;GRAZZIOTIN S/A;FRG - TOLEDO 293;RUA SETE DE SETEMBRO;;973;105;PR;4127700;55;0;;F;1;092012467029313;;;;4781400;5232;;;4781400;1;R;85900220;GRAZZIOTIN S A TOLEDO             
8;294;GRAZZIOTIN S/A;GRZ - TUBARAO 294;AV.MARCOLINO MARTINS CABRAL;;926;166;SC;4218707;55;0;;F;1;092012467029402;;;;4781400;5232;;;4781400;1;R;88701001;GRAZZIOTIN S A TUBARAO            
8;295;GRAZZIOTIN S/A;GRZ - LAJEADO 295;BR 386 KM 346;SALA 253;0;1431;RS;4311403;55;0;;F;1;092012467029585;;;;4781400;5232;;;4781400;1;ROD;95900000;GRAZZIOTIN S A LAJEADO            
8;296;GRAZZIOTIN S/A;FRG - SAO LEOPOLDO 296;RUA INDEPENDENCIA;;458;117;RS;4318705;55;0;;F;1;092012467029666;;;;4781400;5232;;;4781400;1;R;93010003;GRAZZIOTIN S A SAO LEOPOLDO       
8;297;GRAZZIOTIN S/A;FRG - VACARIA 297;JULIO DE CASTILHO;;1469;70;RS;4322509;55;0;;F;1;092012467029747;;;;4781400;5232;;;4781400;1;R;95200000;GRAZZIOTIN S A VACARIA            
8;298;GRAZZIOTIN S/A;ARZ - SANTA MARIA 298;RUA VENANCIO AIRES;;1761;18;RS;4316907;55;0;;F;1;092012467029828;;;;4781400;5232;;;4781400;1;R;97010003;GRAZZIOTIN S A SANTA MARIA        
8;299;GRAZZIOTIN S/A;PRM - CACAPAVA DO SUL 299;15 DE NOVEMBRO;;321;440;RS;4302808;55;0;;F;1;092012467029909;;;;4781400;5232;;;4781400;1;R;96570000;GRAZZIOTIN S A CACAPAVA DO SUL    
8;300;GRAZZIOTIN S/A;FRG - ITAJAI 300;RUA SAMUEL HEUSI;;234;1864;SC;4208203;55;0;;F;1;092012467030087;;;;4781400;5232;;;4781400;1;R;88301070;GRAZZIOTIN S A ITAJAI             
8;301;GRAZZIOTIN S/A;FRG - BENTO GONCALVES 301;MARECHAL DEODORO;;238;36;RS;4302105;55;0;;F;1;092012467030168;;;;4781400;5232;;;4781400;1;R;95700000;GRAZZIOTIN S A BENTO GONCALVES    
8;302;GRAZZIOTIN S/A;ARZ - CACHOEIRA DO SUL 302;JULIO DE CASTILHOS;;517;89;RS;4303004;55;0;;F;1;092012467030249;;;;4781400;5232;;;4781400;1;R;96501001;GRAZZIOTIN S A CACHOEI.DO SUL     
8;303;GRAZZIOTIN S/A;PRM - CACHOEIRINHA 303;AVENIDA FREDERICO RITTER;;51;390;RS;4303103;55;0;;F;1;092012467030320;;;;4781400;5232;;;4781400;1;R;94930000;GRAZZIOTIN S A CACHOEIRINHA       
8;304;GRAZZIOTIN S/A;PRM - FRANCISCO BELTRAO 304;ANTONINA;;320;388;PR;4108403;55;0;;F;1;092012467030400;;;;4781400;5232;;;4781400;1;R;85601580;GRAZZIOTIN S A FCO BELTRAO        
8;305;GRAZZIOTIN S/A;ARZ - IJUI 305;RUA VENANCIO AIRES;;39;250;RS;4310207;55;0;;F;1;092012467030591;;;;4781400;5232;;;4781400;1;R;98700000;GRAZZIOTIN S A IJUI               
8;306;GRAZZIOTIN S/A;PRM - TAPEJARA 306;SETE DE SETEMBRO;;1030;3344;RS;4320909;55;0;;F;1;092012467030672;;;;4781400;5232;;;4781400;1;AV;99950000;GRAZZIOTIN S A TAPEJARA           
8;307;GRAZZIOTIN S/A;PRM - PASSO FUNDO 307;BRASIL OESTE;;885;22;RS;4314100;55;0;;F;1;092012467030753;;;;4781400;5232;;;4781400;1;AV;99025002;GRAZZIOTIN S A PASSO FUNDO        
8;308;GRAZZIOTIN S/A;TOT - BARRACAO 308;SAO PAULO;;34;831;PR;4102604;55;0;;F;1;092012467030834;;;;4781400;5232;;;4781400;1;R;85700000;GRAZZIOTIN S A BARRACAO           
8;309;GRAZZIOTIN S/A;PRM - IJUI 309;ERNESTO ALVES;SALA 01;138;250;RS;4310207;55;0;;F;1;092012467030915;;;;4781400;5232;;;4781400;1;R;98700000;GRAZZIOTIN S A IJUI               
8;310;GRAZZIOTIN S/A;PRM - SANTO ANGELO 310;MARECHAL FLORIANO;SALA 02;1387;176;RS;4317509;55;0;;F;1;092012467031059;;;;4781400;5232;;;4781400;1;R;98801650;GRAZZIOTIN S A SANTO ANGELO       
8;311;GRAZZIOTIN S/A;PRM - FLORES DA CUNHA 311;ERNESTO ALVES;;2362;2576;RS;4308201;55;0;;F;1;092012467031130;;;;4781400;5232;;;4781400;1;R;95270000;GRAZZIOTIN S A FLORES DA CUNHA    
8;312;GRAZZIOTIN S/A;TOT - HORIZONTINA 312;RUA URUGUAI;;899;3838;RS;4309605;55;0;;F;1;092012467031210;;;;4781400;5232;;;4781400;1;R;98920000;GRAZZIOTIN S A HORIZONTINA        
8;313;GRAZZIOTIN S/A;PRM - SAO SEPE 313;PLACIDO GONCALVES;TERREO;1486;3345;RS;4319604;55;0;;F;1;092012467031300;;;;4781400;5232;;;4781400;1;R;97340000;GRAZZIOTIN S A SAO SEPE           
8;314;GRAZZIOTIN S/A;PRM - TRES DE MAIO 314;SENADOR ALBERTO PASQUALINE;SALA B;230;754;RS;4321808;55;0;;F;1;092012467031482;;;;4781400;5232;;;4781400;1;AV;98910000;GRAZZIOTIN S A TRES DE MAIO       
8;315;GRAZZIOTIN S/A;PRM - SAO PEDRO DO SUL 315;15 DE NOVEMBRO;;311;3115;RS;4319406;55;0;;F;1;092012467031563;;;;4781400;5232;;;4781400;1;R;97400000;GRAZZIOTIN S A S PEDRO DO SUL     
8;316;GRAZZIOTIN S/A;PRM - TAQUARI 316;RUA SETE DE SETEMBRO;;2513;4073;RS;4321303;55;0;;F;1;092012467031644;;;;4781400;5232;;;4781400;1;R;95860000;GRAZZIOTIN S A TAQUARI            
8;317;GRAZZIOTIN S/A;PRM - CACHOEIRA DO SUL 317;JULIO DE CASTILHOS;;530;89;RS;4303004;55;0;;F;1;092012467031725;;;;4781400;5232;;;4781400;1;AV;96501000;GRAZZIOTIN S A CACHOEIRA          
8;318;GRAZZIOTIN S/A;PRM - ESTEIO 318;AVENIDA PRESIDENTE VARGAS;;1698;189;RS;4307708;55;0;;F;1;092012467031806;;;;4781400;5232;;;4781400;1;R;93260003;GRAZZIOTIN S A ESTEIO             
8;319;GRAZZIOTIN S/A;PRM - CERRO LARGO 319;SETE DE SETEMBRO;;647;3811;RS;4305207;55;0;;F;1;092012467031997;;;;4781400;5232;;;4781400;1;R;97900000;GRAZZIOTIN S A CERRO LARGO        
8;320;GRAZZIOTIN S/A;GRZ - VACARIA 320;RAMIRO BARCELOS;;1176;70;RS;4322509;55;0;;F;1;092012467032020;;;;4781400;5232;;;4781400;1;R;95200058;GRAZZIOTIN S A VACARIA            
8;321;GRAZZIOTIN S/A;PRM - CRUZ ALTA 321;GENERAL OSORIO;;255;135;RS;4306106;55;0;;F;1;092012467032101;;;;4781400;5232;;;4781400;1;AV;98005150;GRAZZIOTIN S A CRUZ ALTA          
8;322;GRAZZIOTIN S/A;PRM - XAXIM 322;CANDIDO TESTON;;1156;4028;SC;4219705;55;0;;F;1;092012467032292;;;;4781400;5232;;;4781400;1;R;89825000;GRAZZIOTIN S A XAXIM              
8;323;GRAZZIOTIN S/A;PRM - SERAFINA CORREA 323;MIGUEL SOCCOL;SALA 01;2754;4074;RS;4320404;55;0;;F;1;092012467032373;;;;4781400;5232;;;4781400;1;AV;99250000;GRAZZIOTIN S A SERAFINA CORREA    
8;324;GRAZZIOTIN S/A;PRM - SAO MARCOS 324;VENANCIO AIRES;;586;4075;RS;4319000;55;0;;F;1;092012467032454;;;;4781400;5232;;;4781400;1;AV;95190000;GRAZZIOTIN S A SAO MARCOS    
8;325;GRAZZIOTIN S/A;PRM - HORIZONTINA 325;URUGUAI;SL TERREA 02;899;3838;RS;4309605;55;0;;F;1;092012467032535;;;;4781400;5232;;;4781400;1;R;98920000;GRAZZIOTIN S A HORIZONTINA    
8;326;GRAZZIOTIN S/A;PRM - CACEQUI 326;DUQUE DE CAXIAS;;1209;4084;RS;4302907;55;0;;F;1;092012467032616;;;;4781400;5232;;;4781400;1;R;97450000;GRAZZIOTIN S A CACEQUI    
8;327;GRAZZIOTIN S/A;PRM - BUTIA 327;AVENIDA PIRATINI;SALA 01;373;4117;RS;4302709;55;0;;F;1;092012467032705;;;;4781400;5232;;;4781400;1;AV;96750970;GRAZZIOTIN S/A BUTIÁ
8;328;GRAZZIOTIN S/A;PRM - CAMAQUA 328;JULIO DE CASTILHOS;A;676;156;RS;4303509;55;0;;F;1;092012467032888;;;;4781400;5232;;;4781400;1;R;96780072;GRAZZIOTIN SA CAMAQUA 328
8;329;GRAZZIOTIN S/A;PRM - CRISSIUMAL 329;QUINZE DE NOVEMBRO;SALA 02;50;4211;RS;4306007;55;0;;F;1;092012467032969;;;;4781400;5232;;;4781400;1;R;98640970;GRAZZIOTIN SA CRISSIUMAL
8;330;GRAZZIOTIN S/A;PRM - SANTO CRISTO 330;AMANDAU;;9;4124;RS;4317905;55;0;;F;1;092012467033000;;;;4781400;5232;;;4781400;1;R;98960000;GRAZZIOTIN SA SANTO CRISTO
8;331;GRAZZIOTIN S/A;PRM - SANTANA DO LIVRAMENTO 331;DOS ANDRADAS;SALA 02;384;147;RS;4317103;55;0;;F;1;092012467033183;;;;4781400;5232;;;4781400;1;R;97573572;GRAZZIOTIN SA SANTANA DO LIVRAMENTO 331
8;332;GRAZZIOTIN S/A;PRM - SANTA VITORIA DO PALMAR 332;BARAO DO RIO BRANCO;TERREA;530;4150;RS;4317301;55;0;;F;1;092012467033264;;;;4781400;5232;;;4781400;1;R;96230000;GRAZZIOTIN SA SANTA VITORIA DO PALMAR 332
8;333;GRAZZIOTIN S/A;PRM - VERANOPOLIS 333;OSVALDO ARANHA;SALA 01;1469;4152;RS;4322806;55;0;;F;1;092012467033345;;;;4781400;5232;;;4781400;1;AV;95330000;GRAZZIOTIN SA VERANOPOLIS 333
8;334;GRAZZIOTIN S/A;PRM - ESPUMOSO 334;ANGELO MACALOS;A;366;4171;RS;4307500;55;0;;F;1;092012467033426;;;;4781400;5232;;;4781400;1;AV;99400000;GRAZZIOTIN SA ESPUMOSO 334
8;335;GRAZZIOTIN S/A;PRM - ANTONIO PRADO 335;VALDOMIRO BOCCHESE;;995;4153;RS;4300802;55;0;;F;1;092012467033507;;;;4781400;5232;;;4781400;1;AV;95250000;GRAZZIOTIN SA ANTONIO PRADO 335
8;336;GRAZZIOTIN S/A;PRM - SAO SEBASTIAO DO CAI 336;PINHEIRO MACHADO;;1008;4272;RS;4319505;55;0;;F;1;092012467033698;;;;4781400;5232;;;4781400;1;R;95760000;GRAZZIOTIN SA SAO SEBASTIAO DO CAI 336
8;337;GRAZZIOTIN S/A;PRM - CANDELARIA 337;BOTUCARAI;;529;4167;RS;4304200;55;0;;F;1;092012467033779;;;;4781400;5232;;;4781400;1;R;96930000;GRAZZIOTIN SA CANDELARIA 337
8;338;GRAZZIOTIN S/A;PRM - AGUDO 338;MARECHAL DEODORO;;376;4180;RS;4300109;55;0;;F;1;092012467033850;;;;4781400;5232;;;4781400;1;R;96540000;GRAZZIOTIN SA AGUDO
8;339;GRAZZIOTIN S/A;PRM - ROLANTE 339;BORGES DE MEDEIROS;;1968;4170;RS;4316006;55;0;;F;1;092012467033930;;;;4781400;5232;;;4781400;1;AV;95690000;GRAZZIOTIN SA ROLANTE
8;340;GRAZZIOTIN S/A;PRM - JAGUARI 340;SETE DE SETEMBRO;;345;4183;RS;4311106;55;0;;F;1;092012467034074;;;;4781400;5232;;;4781400;1;R;97760000;GRAZZIOTIN SA JAGUARI 340
8;341;GRAZZIOTIN S/A;PRM - NAO ME TOQUE 341;FERNANDO STURM;;425;4200;RS;4312658;55;0;;F;1;092012467034155;;;;4781400;5232;;;4781400;1;R;99470000;GRAZZIOTIN SA NAO ME TOQUE 341
8;342;GRAZZIOTIN S/A;PRM - ARROIO DO TIGRE 342;CASTELO BRANCO;;509;4201;RS;4301206;55;0;;F;1;092012467034236;;;;4781400;5232;;;4781400;1;R;96950000;GRAZZIOTIN SA ARROIO DO TIGRE 342
8;343;GRAZZIOTIN S/A;PRM - SAO FRANCISCO DE PAULA 343;JULIO DE CASTILHOS;;632;4202;RS;4318200;55;0;;F;1;092012467034317;;;;4781400;5232;;;4781400;1;AV;95400000;GRAZZIOTIN SA SAO FRANCISCO DE PAULA 343
8;344;GRAZZIOTIN S/A;PRM - CHARQUEADAS 344;BENTO GONCALVES;;697;4203;RS;4305355;55;0;;F;1;092012467034406;;;;4781400;5232;;;4781400;1;AV;96745000;GRAZZIOTIN SA CHARQUEADAS 344
8;345;GRAZZIOTIN S/A;FRG - PORTO ALEGRE 345;CRISTOVAO COLOMBO;SALA 2194;545;1062;RS;4314902;55;0;;F;1;092012467034589;;;;4781400;5232;;;4781400;1;AV;90560003;GRAZZIOTIN SA PORTO ALEGRE 345
8;346;GRAZZIOTIN S/A;FRG - CANOAS 346;QUINZE DE JANEIRO;SALA 213;481;294;RS;4304606;55;0;;F;1;092012467034660;;;;4781400;5232;;;4781400;1;AV;92010300;GRAZZIOTIN SA CANOAS 346
8;347;GRAZZIOTIN S/A;PRM - BENTO GONCALVES 347;OSVALDO ARANHA;SALA 102A;808;36;RS;4302105;55;0;;F;1;092012467034740;;;;4781400;5232;;;4781400;1;R;95700000;GRAZZIOTIN SA BENTO GONCALVES 347
8;348;GRAZZIOTIN S/A;PRM - BARRACAO 348;SAO PAULO;;34;831;PR;4102604;55;0;;F;1;092012467034821;;;;4781400;5232;;;4781400;1;R;85700000;GRAZZIOTIN SA BARRACAO 348
8;349;GRAZZIOTIN S/A;FRG - MONTENEGRO 349;RAMIRO BARCELOS;;2350;255;RS;4312401;55;0;;F;1;092012467034902;;;;4781400;5232;;;4781400;1;R;95780000;GRAZZIOTIN SA MONTENEGRO 349
8;350;GRAZZIOTIN S/A;FRG - PORTO ALEGRE 350;RUA VOLUNTARIOS DA PATRIA;SALAS130 131;294;52;RS;4314902;55;0;;F;1;092012467035046;;;;4781400;5232;;;4781400;1;R;90030001;GRAZZIOTIN SA PORTO ALEGRE 350
8;351;GRAZZIOTIN S/A;PRM - PALMEIRA 351;MARECHAL FLORIANO PEIXOTO;;286;4253;PR;4117701;55;0;;F;1;092012467035127;;;;4781400;5232;;;4781400;1;PC;84130000;GRAZZIOTIN SA PALMEIRA 351
8;352;GRAZZIOTIN S/A;PRM - MONTENEGRO 352;RAMIRO BARCELOS;;2519;255;RS;4312401;55;0;;F;1;092012467035208;;;;4781400;5232;;;4781400;1;R;95780000;GRAZZIOTIN SA MONTENEGRO 352
8;353;GRAZZIOTIN S/A;PRM - PRUDENTOPOLIS 353;PRUDENTE DE MORAES;;489;4231;PR;4120606;55;0;;F;1;092012467035399;;;;4781400;5232;;;4781400;1;R;84400000;GRAZZIOTIN SA PRUDENTOPOLIS 353
8;354;GRAZZIOTIN S/A;PRM - SARANDI 354;PAULO DAL OGLIO;;1627;4275;RS;4320107;55;0;;F;1;092012467035470;;;;4781400;5232;;;4781400;1;R;99560000;GRAZZIOTIN SA SARANDI 354
8;355;GRAZZIOTIN S/A;TOT - IBIRUBA 355;GENERAL OSORIO;;740;2936;RS;4310009;55;0;;F;1;092012467035550;;;;4759899;5232;;;4759899;1;R;98200000;GRAZZIOTIN SA IBIRUBA 355
8;356;GRAZZIOTIN S/A;PRM - SANANDUVA 356;RIO BRANCO;;81;4268;RS;4316600;55;0;;F;1;092012467035631;;;;4781400;5232;;;4781400;1;AV;99840000;GRAZZIOTIN SA SANANDUVA 356
8;357;GRAZZIOTIN S/A;FRG - NOVA PRATA 357;PRESIDENTE VARGAS;;577;2233;RS;4313300;55;0;;F;1;092012467035712;;;;4781400;5232;;;4781400;1;AV;95320000;GRAZZIOTIN SA NOVA PRATA 357
8;358;GRAZZIOTIN S/A;PRM - SANTA ROSA 358;DR JOAO DAHNE;;217;192;RS;4317202;55;0;;F;1;092012467035801;;;;4781400;5232;;;4781400;1;R;98780078;GRAZZIOTIN SA SANTA ROSA 358
8;359;GRAZZIOTIN S/A;PRM - VIDEIRA 359;DOM PEDRO II;;430;4294;SC;4219309;55;0;;F;1;092012467035984;;;;4781400;5232;;;4781400;1;AV;89560208;GRAZZIOTIN SA VIDEIRA 359
8;360;GRAZZIOTIN S/A;PRM - PORTO XAVIER 360;MARECHAL FLORIANO PEIXOTO;;649;4358;RS;4315107;55;0;;F;1;092012467036018;;;;4781400;4781;;;4781400;1;AV;98995000;GRAZZIOTIN SA PORTO XAVIER 360
8;361;GRAZZIOTIN S/A;PRM - SANTA BARBARA DO SUL 361;PRESIDENTE VARGAS;TERREO;65;4390;RS;4316709;55;0;;F;1;092012467036107;;;;4781400;4781;;;4781400;1;AV;98240000;GRAZZIOTIN SA SANTA BARBARA DO SUL 361
8;362;GRAZZIOTIN S/A;PRM - TENENTE PORTELA 362;REDENCAO;;229;4391;RS;4321402;55;0;;F;1;092012467036280;;;;4781400;4781;;;4781400;1;AV;98500000;GRAZZIOTIN SA TENENTE PORTELA 362
8;363;GRAZZIOTIN S/A;PRM - VERA CRUZ 363;NESTOR FREDERICO HENN;;1;2572;RS;4322707;55;0;;F;1;092012467036360;;;;4781400;4781;;;4781400;1;AV;96880000;GRAZZIOTIN SA VERA CRUZ 363
8;364;GRAZZIOTIN S/A;PRM - CAMPOS NOVOS 364;CORONEL LUCIDORO;;1200;223;SC;4203600;55;0;;F;1;092012467036441;;;;4781400;4781;;;4781400;1;R;89620000;GRAZZIOTIN SA CAMPOS NOVOS 364
8;365;GRAZZIOTIN S/A;PRM - TAPES 365;GETULIO VARGAS;;499;4520;RS;4321105;55;0;;F;1;092012467036522;;;;4781400;4781;;;4781400;1;AV;96760000;GRAZZIOTIN SA TAPES 365
8;366;GRAZZIOTIN S/A;TOT - QUARAI 366;SETE DE SETEMBRO;;758;2832;RS;4315305;55;0;;F;1;092012467036603;;;;4759899;4781;;;4759899;1;AV;97560000;GRAZZIOTIN SA QUARAI 366
8;367;GRAZZIOTIN S/A;PRM - NOVA HARTZ 367;EMILIO JOST;;223;4448;RS;4313060;55;0;;F;1;092012467036794;;;;4781400;4781;;;4781400;1;R;93890000;GRAZZIOTIN SA NOVA HARTZ 367
8;368;GRAZZIOTIN S/A;PRM - IRATI 368;XV DE NOVEMBRO;;220;4470;PR;4110706;55;0;;F;1;092012467036875;;;;4781400;4781;;;4781400;1;R;84500000;GRAZZIOTIN SA IRATI 368
8;369;GRAZZIOTIN S/A;PRM - IMBITUVA 369;JOAQUIM GASPAR;;132;4471;PR;4110102;55;0;;F;1;092012467036956;;;;4781400;4781;;;4781400;1;R;84430000;GRAZZIOTIN SA IMBITUVA 369
8;370;GRAZZIOTIN S/A;PRM - SANTO ANTONIO DA PATRULHA 370;CORONEL VICTOR VILLA VERDE;LOJA 01;76;5510;RS;4317608;55;0;;F;1;092012467037090;;;;4781400;4781;;;4781400;1;AV;95500000;GRAZZIOTIN SA SANTO ANTONIO DA PATRULHA 370
8;371;GRAZZIOTIN S/A;TOT - SANTA VITORIA DO PALMAR 371;BARÃO DO RIO BRANCO;;909;4150;RS;4317301;55;0;;F;1;092012467037170;;;;4759899;4781;;;4759899;1;R;96230000;GRAZZIOTIN SA SANTA VITORIA DO PALMAR 371
8;372;GRAZZIOTIN S/A;PRM - CAPANEMA 372;INDEPENDENCIA;;1049;4472;PR;4104501;55;0;;F;1;092012467037251;;;;4781400;4781;;;4781400;1;AV;85760000;GRAZZIOTIN SA CAPANEMA 372
8;373;GRAZZIOTIN S/A;PRM - NONOAI 373;DR PEDRO ROSO;;580;4482;RS;4312708;55;0;;F;1;092012467037332;;;;4781400;4781;;;4781400;1;R;99600000;GRAZZIOTIN SA NONOAI 373
8;374;GRAZZIOTIN S/A;PRM - LAGES 374;LUIZ DE CAMOES;;50;338;SC;4209300;55;0;;F;1;092012467037413;;;;4781400;4781;;;4781400;1;AV;88523000;GRAZZIOTIN SA LAGES 374
8;375;GRAZZIOTIN S/A;PRM - OSORIO 375;SANTOS DUMONT;LOJA 01;226;4521;RS;4313508;55;0;;F;1;092012467037502;;;;4781400;4781;;;4781400;1;R;95520000;GRAZZIOTIN SA OSORIO 375
8;376;GRAZZIOTIN S/A;PRM - PIRAI DO SUL 376;IZIDORO DOIN;;196;4618;PR;4119400;55;0;;F;1;092012467037685;;;;4781400;4781;;;4781400;1;R;84240000;GRAZZIOTIN SA PIRAI DO SUL 376
8;377;GRAZZIOTIN S/A;PRM - GETULIO VARGAS 377;SEVERINO DE ALMEIDA;SL 03;620;4523;RS;4308904;55;0;;F;1;092012467037766;;;;4781400;4781;;;4781400;1;AV;99900000;GRAZZIOTIN SA GETULIO VARGAS 377
8;378;GRAZZIOTIN S/A;PRM - SAO LOURENCO D OESTE 378;Ernesto Beuter;;1142;4534;SC;4216909;55;0;;F;1;092012467037847;;;;4781400;4781;;;4781400;1;R;89990000;GRAZZIOTIN SA SAO LOURENCO D OESTE 378
8;379;GRAZZIOTIN S/A;PRM - CORONEL VIVIDA 379;GENEROSO MARQUES;;786;4552;PR;4106506;55;0;;F;1;092012467037928;;;;4781400;4781;;;4781400;1;AV;85550000;GRAZZIOTIN SA CORONEL VIVIDA 379
8;380;GRAZZIOTIN S/A;PRM - AMPERE 380;XV DE NOVEMBRO;SL 01;1206;4553;PR;4101002;55;0;;F;1;092012467038061;;;;4781400;4781;;;4781400;1;R;85640000;GRAZZIOTIN SA AMPERE 380
8;381;GRAZZIOTIN S/A;PRM - LARANJEIRAS DO SUL 381;XV DE NOVEMBRO;;2223;4554;PR;4113304;55;0;;F;1;092012467038142;;;;4781400;4781;;;4781400;1;R;85301050;GRAZZIOTIN SA LARANJEIRAS DO SUL 381
8;382;GRAZZIOTIN S/A;PRM - SAO LOURENCO DO SUL 382;SENADOR PINHEIRO MACHADO;;618;4571;RS;4318804;55;0;;F;1;092012467038223;;;;4781400;4781;;;4781400;1;R;96170000;GRAZZIOTIN S A SAO LOURENCO DO SUL 382
8;383;GRAZZIOTIN S/A;PRM - MARAVILHA 383;SETE DE SETEMBRO;SALA 101;662;4572;SC;4210506;55;0;;F;1;092012467038304;;;;4781400;4781;;;4781400;1;AV;89874000;GRAZZIOTIN S A MARAVILHA 383
8;384;GRAZZIOTIN S/A;PRM - ARROIO DO MEIO 384;VISCONDE DO RIO BRANCO;503 507;497;2736;RS;4301008;55;0;;F;1;092012467038495;;;;4781400;4781;;;4781400;1;R;95940000;GRAZZIOTIN S A ARROIO DO MEIO 384
8;385;GRAZZIOTIN S/A;PRM - VENANCIO AIRES 385;OSVALDO ARANHA;;1458;629;RS;4322608;55;0;;F;1;092012467038576;;;;4781400;4781;;;4781400;1;R;95800000;GRAZZIOTIN S A VENANCIO AIRES 385
8;386;GRAZZIOTIN S/A;PRM - IGREJINHA 386;GENERAL ERNESTO DORNELES;SALA 01;391;4573;RS;4310108;55;0;;F;1;092012467038657;;;;4781400;4781;;;4781400;1;R;95650000;GRAZZIOTIN S A IGREJINHA 386
