codigo_empresa;codigo_filial;razao_social;nome_filial;endereco_filial;complemento_endereco;numero_endereco;codigo_bairro;estado;codigo_cidade;codigo_ddi_telefone;codigo_ddd_telefone;numero_telefone;tipo_filial;tipo_inscricao;numero_inscricao;codigo_cei;inscricao_estadual;inscricao_municipal;cnae_fiscal;codigo_nac_atv_economica;inscricao_cno;inscricao_caepf;cnae_fiscal_preponderante;tipo_caepf;tipo_logradouro;codigo_cep_filial;nome_empresarial_completo
8;135;GRAZZIOTIN S/A;PRM - CONCORDIA 135;RUA DR. MARURI;;1044;267;SC;4204301;55;0;;F;1;092012467013581;;;;4781400;5232;;;4781400;1;R;89700000;GRAZZIOTIN S A CONCORDIA          
8;136;GRAZZIOTIN S/A;TOT - JOINVILLE 136;AV.GETULIO VARGAS;;1295;663;SC;4209102;55;0;;F;1;092012467013662;;;;4781400;5232;;;4781400;1;R;89202003;GRAZZIOTIN S A JOINVILLE          
8;137;GRAZZIOTIN S/A;TOT - BALNEARIO CAMBORIU 137;RUA AVENIDA DO ESTADO;;3124;291;SC;4202008;55;0;;F;1;092012467013743;;;;4781400;5232;;;4781400;1;R;88330000;GRAZZIOTIN S A CAMBURIU           
8;138;GRAZZIOTIN S/A;PRM - RIO GRANDE 138;24 DE MAIO 206;;326;1090;RS;4315602;55;0;;F;1;092012467013824;;;;4781400;5232;;;4781400;1;R;96200003;GRAZZIOTIN S A RIO GRANDE         
8;140;GRAZZIOTIN S/A;PRM - UNIAO DA VITORIA 140;DR CRUZ MACHADO;;152;134;PR;4128203;55;0;;F;1;092012467014049;;;;4781400;5232;;;4781400;1;R;84600175;GRAZZIOTIN S A UNIAO DA VITORI    
8;141;GRAZZIOTIN S/A;TOT - UNIAO DA VITORIA 141;VISCONDE DE GUARAPUAVA;;142;134;PR;4128203;55;0;;F;1;092012467014120;;;;4759899;5232;;;4759899;1;AV;84600195;GRAZZIOTIN S A UNIAO DA VITORI    
8;142;GRAZZIOTIN S/A;TOT - ROSARIO DO SUL 142;JOAO BRASIL;;1167;62;RS;4316402;55;0;;F;1;092012467014200;;;;4759899;5232;;;4759899;1;R;97590000;GRAZZIOTIN S A ROSARIO DO SUL     
8;143;GRAZZIOTIN S/A;PRM - IJUI 143;JOSE BONIFACIO;SL 2;444;250;RS;4310207;55;0;;F;1;092012467014391;;;;4781400;5232;;;4781400;1;R;98700000;GRAZZIOTIN S A IJUI               
8;145;GRAZZIOTIN S/A;PRM - URUGUAIANA 145;DUQUE DE CAXIAS;;1530;262;RS;4322400;55;0;;F;1;092012467014553;;;;4781400;5232;;;4781400;1;AV;97501584;GRAZZIOTIN S A URUGUAIANA         
8;146;GRAZZIOTIN S/A;TOT - ARARANGUA 146;SETE DE SETEMBRO;;653;225;SC;4201406;55;0;;F;1;092012467014634;;;;4781400;5232;;;4781400;1;AV;88900000;GRAZZIOTIN S A ARARANGUA          
8;149;GRAZZIOTIN S/A;PRM - TUBARAO 149;RUA CORONEL CABRAL;;338;166;SC;4218707;55;0;;F;1;092012467014987;;;;4781400;5232;;;4781400;1;R;88701050;GRAZZIOTIN S A TUBARAO            
8;150;GRAZZIOTIN S/A;TOT - PONTA GROSSA 150;RUA MAURICIO DE NASSAU;;7;565;PR;4119905;55;0;;F;1;092012467015010;;;;4781400;5232;;;4781400;1;R;84070330;GRAZZIOTIN S A PONTA GROSSA       
8;151;GRAZZIOTIN S/A;TOT - RIO GRANDE 151;RUA GENERAL OSORIO;;495;1090;RS;4315602;55;0;;F;1;092012467015100;;;;4759899;5232;;;4759899;1;R;96200400;GRAZZIOTIN S A RIO GRANDE         
8;152;GRAZZIOTIN S/A;TOT - GUARAPUAVA 152;AV.PREF.MOACIR JULIO SILVESTRE;;2452;952;PR;4109401;55;0;;F;1;092012467015282;;;;4781400;5232;;;4781400;1;R;85015370;GRAZZIOTIN S A GUARAPUAVA         
8;153;GRAZZIOTIN S/A;TOT - PELOTAS 153;RUA SANTOS DUMONT;;647;330;RS;4314407;55;0;;F;1;092012467015363;;;;4781400;5232;;;4781400;1;R;96020380;GRAZZIOTIN S A PELOTAS            
8;154;GRAZZIOTIN S/A;PRM - VACARIA 154;RAMIRO BARCELOS;;1142;70;RS;4322509;55;0;;F;1;092012467015444;;;;4781400;5232;;;4781400;1;R;95200058;GRAZZIOTIN S A VACARIA            
8;155;GRAZZIOTIN S/A;PRM - SAO LUIZ GONZAGA 155;SENADOR PINHEIRO MACHADO;;2486;152;RS;4318903;55;0;;F;1;092012467015525;;;;4781400;5232;;;4781400;1;AV;97800000;GRAZZIOTIN S A S.LUIZ GONZAGA     
8;156;GRAZZIOTIN S/A;TOT - NOVO HAMBURGO 156;AV.CEL.FREDERICO LINCK;;345;2202;RS;4313409;55;0;;F;1;092012467015606;;;;4781400;5232;;;4781400;1;R;93336001;GRAZZIOTIN S A NOVO HAMBURGO      
8;158;GRAZZIOTIN S/A;FRG - PASSO FUNDO 158;MOROM;;1470;2;RS;4314100;55;0;;F;1;092012467015878;;;;4781400;5232;;;4781400;1;R;99010032;GRAZZIOTIN S A PASSO FUNDO        
8;159;GRAZZIOTIN S/A;PRM - PASSO FUNDO 159;BRASIL;;315;2;RS;4314100;55;0;;F;1;092012467015959;;;;4781400;5232;;;4781400;1;AV;99010000;GRAZZIOTIN S A POR MENOS          
8;160;GRAZZIOTIN S/A;PRM - CURITIBANOS 160;CORONEL VIDAL RAMOS;;1100;287;SC;4204806;55;0;;F;1;092012467016092;;;;4781400;5232;;;4781400;1;R;89520000;GRAZZIOTIN S A CURITIBANOS        
8;162;GRAZZIOTIN S/A;FRG - PORTO ALEGRE 162;RUA JOAO WALLIG;SJW 52;1800;52;RS;4314902;55;0;;F;1;092012467016254;;;;4781400;5232;;;4781400;1;R;91340001;GRAZZIOTIN S A PORTO ALEGRE       
8;163;GRAZZIOTIN S/A;PRM - CRUZ ALTA 163;PINHEIRO MACHADO;;532;135;RS;4306106;55;0;;F;1;092012467016335;;;;4781400;5232;;;4781400;1;R;98005000;GRAZZIOTIN S A CRUZ ALTA          
8;167;GRAZZIOTIN S/A;TOT - CACADOR 167;BARAO DO RIO BRANCO;Sala 3;875;631;SC;4203006;55;0;;F;1;092012467016769;;;;4759899;5232;;;4759899;1;AV;89500019;GRAZZIOTIN S A CACADOR            
8;169;GRAZZIOTIN S/A;PRM - CARAZINHO 169;FLORES DA CUNHA;;2303;63;RS;4304705;55;0;;F;1;092012467016920;;;;4781400;5232;;;4781400;1;AV;99500000;GRAZZIOTIN S A CARAZINHO          
8;171;GRAZZIOTIN S/A;TOT - SAO JOSE 171;AV.LEOBERTO LEAL;;01;81;SC;4216602;55;0;;F;1;092012467017145;;;;4781400;5232;;;4781400;1;R;88117001;GRAZZIOTIN S A SAO JOSE           
8;174;GRAZZIOTIN S/A;GRZ - CRICIUMA 174;PRACA NEREU RAMOS;;364;450;SC;4204608;55;0;;F;1;092012467017498;;;;4781400;5232;;;4781400;1;R;88801500;GRAZZIOTIN S A CRICIUMA           
8;175;GRAZZIOTIN S/A;GRZ - JOINVILLE 175;RUA DO PRINCIPE;;429;663;SC;4209102;55;0;;F;1;092012467017579;;;;4781400;5232;;;4781400;1;R;89201001;GRAZZIOTIN S A JOINVILLE          
8;176;GRAZZIOTIN S/A;TOT - PORTO ALEGRE 176;AV.BENTO GONCALVES;-1341;1333;52;RS;4314902;55;0;;F;1;092012467017650;;;;4781400;5232;;;4781400;1;R;90650002;GRAZZIOTIN S A PORTO ALEGRE       
8;177;GRAZZIOTIN S/A;PRM - ROSARIO DO SUL 177;JOAO BRASIL;;1011;62;RS;4316402;55;0;;F;1;092012467017730;;;;4781400;5232;;;4781400;1;R;97590000;GRAZZIOTIN S A ROSARIO DO SUL     
8;180;GRAZZIOTIN S/A;FRG - CURITIBA 180;RUA MARECHAL DEODORO;S 75 VI;630;1611;PR;4106902;55;0;;F;1;092012467018036;;;;4781400;5232;;;4781400;1;R;80010010;GRAZZIOTIN S A CURITIBA           
8;181;GRAZZIOTIN S/A;PRM - FRANCISCO BELTRAO 181;RUA TENENTE CAMARGO;;1795;388;PR;4108403;55;0;;F;1;092012467018117;;;;4781400;5232;;;4781400;1;R;85601610;GRAZZIOTIN S A FCO.BELTRAO        
8;182;GRAZZIOTIN S/A;FRG - CASCAVEL 182;SOUZA NEVES;;3913;289;PR;4104808;55;0;;F;1;092012467018206;;;;4781400;5232;;;4781400;1;R;85810070;GRAZZIOTIN S A CASCAVEL           
8;183;GRAZZIOTIN S/A;GRZ - ALEGRETE 183;DOS ANDRADAS;;617;317;RS;4300406;55;0;;F;1;092012467018389;;;;4781400;5232;;;4781400;1;R;97541001;GRAZZIOTIN S A ALEGRETE           
8;184;GRAZZIOTIN S/A;PRM - BAGE 184;SETE DE SETEMBRO;764;760;256;RS;4301602;55;0;;F;1;092012467018460;;;;4781400;5232;;;4781400;1;AV;96400003;GRAZZIOTIN S A BAGE               
8;185;GRAZZIOTIN S/A;FRG - PORTO ALEGRE 185;RUA DOS ANDRADAS;,SALAO COM 1;1001;52;RS;4314902;55;0;;F;1;092012467018540;;;;4781400;5232;;;4781400;1;R;90020005;GRAZZIOTIN S A PORTO ALEGRE       
8;186;GRAZZIOTIN S/A;PRM - SANTA ROSA 186;RIO BRANCO;;420;192;RS;4317202;55;0;;F;1;092012467018621;;;;4781400;5232;;;4781400;1;AV;98780100;GRAZZIOTIN S A SANTA ROSA         
8;187;GRAZZIOTIN S/A;TOT - LAGOA VERMELHA 187;BENJAMIN CONSTANT;;2145;272;RS;4311304;55;0;;F;1;092012467018702;;;;4759899;5232;;;4759899;1;AV;95300000;GRAZZIOTIN S A LAGOA VERMELHA     
8;188;GRAZZIOTIN S/A;TOT - MARAU 188;RUA BENTO GONCALVES;;1414;391;RS;4311809;55;0;;F;1;092012467018893;;;;4781400;5232;;;4781400;1;R;99150000;GRAZZIOTIN S A MARAU              
8;189;GRAZZIOTIN S/A;TOT - CANOAS 189;RIO GRANDE DO SUL;SALA 2;217;368;RS;4304606;55;0;;F;1;092012467018974;;;;4781400;5232;;;4781400;1;AV;92330000;GRAZZIOTIN S A CANOAS             
8;190;GRAZZIOTIN S/A;FRG - SAO BORJA 190;GENERAL MARQUES;SALA 02;969;165;RS;4318002;55;0;;F;1;092012467019008;;;;4781400;5232;;;4781400;1;R;97670000;GRAZZIOTIN S A SAO BORJA          
8;191;GRAZZIOTIN S/A;FRG - NOVO HAMBURGO 191;PEDRO ADAMS FILHO;LOJA 1;5130;857;RS;4313409;55;0;;F;1;092012467019199;;;;4781400;5232;;;4781400;1;AV;93320002;GRAZZIOTIN S A NOVO HAMBURGO      
8;192;GRAZZIOTIN S/A;TOT - DIONISIO CERQUEIRA 192;TRAVESSA;;141;416;SC;4205001;55;0;;F;1;092012467019270;;;;4781400;5232;;;4781400;1;R;89950000;GRAZZIOTIN S A DION.CERQUEIRA     
8;193;GRAZZIOTIN S/A;TOT - DOM PEDRITO 193;MOREIRA CEZAR;;917;404;RS;4306601;55;0;;F;1;092012467019350;;;;4759899;5232;;;4759899;1;R;96450000;GRAZZIOTIN S A DOM PEDRITO        
8;194;GRAZZIOTIN S/A;TOT - CASCAVEL 194;AV.BRASIL;;7331;289;PR;4104808;55;0;;F;1;092012467019431;;;;4781400;5232;;;4781400;1;R;85806230;GRAZZIOTIN S A CASCAVEL           
8;196;GRAZZIOTIN S/A;TOT - CACAPAVA DO SUL 196;SETE DE SETEMBRO;;934;440;RS;4302808;55;0;;F;1;092012467019601;;;;4759899;5232;;;4759899;1;R;96570000;GRAZZIOTIN S A CACAPAVA DO SUL    
8;197;GRAZZIOTIN S/A;TOT - ALVORADA 197;AV.PRESIDENTE GETULIO VARGAS;;599;1065;RS;4300604;55;0;;F;1;092012467019784;;;;4781400;5232;;;4781400;1;R;94810000;GRAZZIOTIN S A ALVORADA           
8;198;GRAZZIOTIN S/A;FRG - BAGE 198;SETE DE SETEMBRO;;849;256;RS;4301602;55;0;;F;1;092012467019865;;;;4781400;5232;;;4781400;1;AV;96400006;GRAZZIOTIN S A BAGE               
8;199;GRAZZIOTIN S/A;PRM - SANTIAGO 199;GETULIO VARGAS;;1847;179;RS;4317400;55;0;;F;1;092012467019946;;;;4781400;5232;;;4781400;1;AV;97700065;GRAZZIOTIN S A SANTIAGO           
8;201;GRAZZIOTIN S/A;TOT - GRAVATAI 201;DORIVAL LUZ OLIVEIRA;;4770;1959;RS;4309209;55;0;;F;1;092012467020103;;;;4781400;5232;;;4781400;1;AV;94050000;GRAZZIOTIN S A GRAVATAI           
8;202;GRAZZIOTIN S/A;FRG - SANTO ANGELO 202;MARQUES DO ERVAL;SALA B;1446;176;RS;4317509;55;0;;F;1;092012467020286;;;;4781400;5232;;;4781400;1;R;98801640;GRAZZIOTIN S A SANTO ANGELO       
8;203;GRAZZIOTIN S/A;TOT - JOINVILLE 203;RUA IRIRIU;;3502;1552;SC;4209102;55;0;;F;1;092012467020367;;;;4781400;5232;;;4781400;1;R;89224000;GRAZZIOTIN S A JOINVILLE          
8;205;GRAZZIOTIN S/A;TOT - JAGUARAO 205;27 DE JANEIRO;;431;475;RS;4311007;55;0;;F;1;092012467020529;;;;4759899;5232;;;4759899;1;R;96300000;GRAZZIOTIN S A JAGUARAO           
8;206;GRAZZIOTIN S/A;TOT - ITAQUI 206;BORGES DO CANTO;;1035;486;RS;4310603;55;0;;F;1;092012467020600;;;;4759899;5232;;;4759899;1;R;97650000;GRAZZIOTIN S A ITAQUI             
8;208;GRAZZIOTIN S/A;FRG - SAO JOSE 208;RUA GERONCIO THIEVES;219 E 220;1079;2738;SC;4216602;55;0;;F;1;092012467020871;;;;4781400;5232;;;4781400;1;R;88117200;GRAZZIOTIN S A SAO JOSE           
8;209;GRAZZIOTIN S/A;TOT - SAO LEOPOLDO 209;AV.PAROBE;;464;211;RS;4318705;55;0;;F;1;092012467020952;;;;4781400;5232;;;4781400;1;R;93125000;GRAZZIOTIN S A SAO LEOPOLDO       
8;210;GRAZZIOTIN S/A;FRG - FLORIANOPOLIS 210;RUA FELIPE SCHMIDT;S.06;176;1257;SC;4205407;55;0;;F;1;092012467021096;;;;4781400;5232;;;4781400;1;R;88010000;GRAZZIOTIN S A FLORIANOPOLIS      
8;211;GRAZZIOTIN S/A;TOT - FOZ DO IGUACU 211;AV.JUSC.KUBITSCHECK;;3705;4067;PR;4108304;55;0;;F;1;092012467021177;;;;4781400;5232;;;4781400;1;R;85854000;GRAZZIOTIN S A FOZ DO IGUACU      
8;212;GRAZZIOTIN S/A;TOT - PORTO ALEGRE 212;AV.JULIO DE CASTILHOS;;293;52;RS;4314902;55;0;;F;1;092012467021258;;;;4781400;5232;;;4781400;1;R;90030131;GRAZZIOTIN S A PORTO ALEGRE       
8;215;GRAZZIOTIN S/A;TOT - CAXIAS DO SUL 215;EST.BR;,2570;116;4068;RS;4305108;55;0;;F;1;092012467021509;;;;4781400;5232;;;4781400;1;R;95070070;GRAZZIOTIN S A CAXIAS DO SUL      
8;216;GRAZZIOTIN S/A;PRM - NOVO HAMBURGO 216;RUA GENERAL NETO;;59;857;RS;4313409;55;0;;F;1;092012467021681;;;;4781400;5232;;;4781400;1;R;93510010;GRAZZIOTIN S A NOVO HAMBURGO      
8;217;GRAZZIOTIN S/A;TOT - BLUMENAU 217;RUA SETE DE SETEMBRO;;135;4069;SC;4202404;55;0;;F;1;092012467021762;;;;4781400;5232;;;4781400;1;R;89010201;GRAZZIOTIN S A BLUMENAU           
8;219;GRAZZIOTIN S/A;PRM - LAGOA VERMELHA 219;AFONSO PENA;;295;272;RS;4311304;55;0;;F;1;092012467021924;;;;4781400;5232;;;4781400;1;AV;95300000;GRAZZIOTIN S A LAGOA VERMELHA     
8;220;GRAZZIOTIN S/A;TOT - MAFRA 220;RUA FELIPE SCHMIDT;;847;1149;SC;4210100;55;0;;F;1;092012467022068;;;;4781400;5232;;;4781400;1;R;89300000;GRAZZIOTIN S A MAFRA              
8;222;GRAZZIOTIN S/A;GRZ - PONTA GROSSA 222;PRACA BARAO DE GUARAUNA;;29;565;PR;4119905;55;0;;F;1;092012467022220;;;;4781400;5232;;;4781400;1;R;84010670;GRAZZIOTIN S A PONTA GROSSA       
8;224;GRAZZIOTIN S/A;FRG - PONTA GROSSA 224;DR. COLARES;ES AUG RIBAS, 680;S/n;565;PR;4119905;55;0;;F;1;092012467022491;;;;4781400;5232;;;4781400;1;R;84010010;GRAZZIOTIN S A PONTA GROSSA       
8;227;GRAZZIOTIN S/A;PRM - CACADOR 227;ANITA GARIBALDI;;55;631;SC;4203006;55;0;;F;1;092012467022734;;;;4781400;5232;;;4781400;1;R;89500058;GRAZZIOTIN S A CACADOR            
8;228;GRAZZIOTIN S/A;FRG - SANTANA DO LIVRAMENTO 228;CONDE DE PORTO ALEGRE;;263;147;RS;4317103;55;0;;F;1;092012467022815;;;;4781400;5232;;;4781400;1;R;97573575;GRAZZIOTIN S A LIVRAMENTO         
8;229;GRAZZIOTIN S/A;TOT - VENANCIO AIRES 229;RUA OSVALDO ARANHA;;328;629;RS;4322608;55;0;;F;1;092012467022904;;;;4781400;5232;;;4781400;1;R;95200000;GRAZZIOTIN S A VENANCIO AIRES     
8;230;GRAZZIOTIN S/A;TOT - SAO LUIZ GONZAGA 230;RUA;DE MAIO,1432;13;152;RS;4318903;55;0;;F;1;092012467023030;;;;4781400;5232;;;4781400;1;R;97800000;GRAZZIOTIN S A S.LUIZ GONZAGA     
8;231;GRAZZIOTIN S/A;TOT - TUBARAO 231;AV.EXPEDICIONARIO PEDRO COELHO;;963;166;SC;4218707;55;0;;F;1;092012467023110;;;;4781400;5232;;;4781400;1;R;88704201;GRAZZIOTIN S A TUBARAO            
8;233;GRAZZIOTIN S/A;TOT - URUGUAIANA 233;GENERAL FLORES DA CUNHA;;2035;262;RS;4322400;55;0;;F;1;092012467023382;;;;4759899;5232;;;4759899;1;R;97502365;GRAZZIOTIN S A URUGUAIANA         
8;234;GRAZZIOTIN S/A;PRM - LAGES 234;RUA MARECHAL DEODORO;;305;491;SC;4209300;55;0;;F;1;092012467023463;;;;4781400;5232;;;4781400;1;R;88500000;GRAZZIOTIN S A LAGES              
8;235;GRAZZIOTIN S/A;TOT - JOACABA 235;RUA FRANCISCO LINDNER;;510;4060;SC;4209003;55;0;;F;1;092012467023544;;;;4781400;5232;;;4781400;1;R;89600000;GRAZZIOTIN S A JOACABA            
8;236;GRAZZIOTIN S/A;TOT - CANOINHAS 236;RUA VIDAL RAMOS;;264;884;SC;4203808;55;0;;F;1;092012467023625;;;;4781400;5232;;;4781400;1;R;89460000;GRAZZIOTIN S A CANOINHAS          
8;238;GRAZZIOTIN S/A;FRG - JOINVILLE 238;JOAO COLIN;;112;663;SC;4209102;55;0;;F;1;092012467023897;;;;4781400;5232;;;4781400;1;R;89201400;GRAZZIOTIN S A JOINVILLE          
8;239;GRAZZIOTIN S/A;PRM - SANTA MARIA 239;DO ACAMPAMENTO;SALA 02;244;18;RS;4316907;55;0;;F;1;092012467023978;;;;4781400;5232;;;4781400;1;R;97050000;GRAZZIOTIN S A SANTA MARIA        
8;240;GRAZZIOTIN S/A;FRG - LAJEADO 240;BR 386 KM 346;SALA 44;0;1431;RS;4311403;55;0;;F;1;092012467024001;;;;4781400;5232;;;4781400;1;ROD;95900000;GRAZZIOTIN S A LAJEADO            
8;241;GRAZZIOTIN S/A;FRG - ERECHIM 241;SETE DE SETEMBRO;;1200;181;RS;4307005;55;0;;F;1;092012467024192;;;;4781400;5232;;;4781400;1;AV;99700000;GRAZZIOTIN S A ERECHIM            
8;242;GRAZZIOTIN S/A;PRM - ALEGRETE 242;GASPAR MARTINS;CASA;158;317;RS;4300406;55;0;;F;1;092012467024273;;;;4781400;5232;;;4781400;1;R;97542000;GRAZZIOTIN S A ALEGRETE           
8;243;GRAZZIOTIN S/A;PRM - SAO GABRIEL 243;CORONEL SEZEFREDO;;798;160;RS;4318309;55;0;;F;1;092012467024354;;;;4781400;5232;;;4781400;1;R;97300222;GRAZZIOTIN S A SAO GABRIEL        
8;244;GRAZZIOTIN S/A;PRM - SOLEDADE 244;JULIO DE CASTILHOS;;1092;1175;RS;4320800;55;0;;F;1;092012467024435;;;;4781400;5232;;;4781400;1;AV;99300000;GRAZZIOTIN S A SOLEDADE           
8;245;GRAZZIOTIN S/A;ARZ - PASSO FUNDO 245;MOROM;;1331;2;RS;4314100;55;0;;F;1;092012467024516;;;;4781400;5232;;;4781400;1;R;99010035;GRAZZIOTIN S A PASSO FUNDO        
8;246;GRAZZIOTIN S/A;ARZ - ALEGRETE 246;GASPAR MARTINS;;093;317;RS;4300406;55;0;;F;1;092012467024605;;;;4781400;5232;;;4781400;1;R;97542000;GRAZZIOTIN S A ALEGRETE           
8;247;GRAZZIOTIN S/A;ARZ - BAGE 247;SETE DE SETEMBRO;;775;256;RS;4301602;55;0;;F;1;092012467024788;;;;4781400;5232;;;4781400;1;AV;96400970;GRAZZIOTIN S A BAGE               
8;248;GRAZZIOTIN S/A;PRM - SANTANA DO LIVRAMENTO 248;RUA DOS ANDRADAS;;289;147;RS;4317103;55;0;;F;1;092012467024869;;;;4781400;5232;;;4781400;1;R;98801000;GRAZZIOTIN S A LIVRAMENTO         
8;249;GRAZZIOTIN S/A;ARZ - SANTO ANGELO 249;RUA MARQUES DO HERVAL;;1446;176;RS;4317509;55;0;;F;1;092012467024940;;;;4781400;5232;;;4781400;1;R;98801000;GRAZZIOTIN S A SANTO ANGELO       
8;250;GRAZZIOTIN S/A;TOT - PONTA GROSSA 250;AV.GEN.CARLOS CAVALCANTI;;1314;565;PR;4119905;55;0;;F;1;092012467025083;;;;4781400;5232;;;4781400;1;R;84010000;GRAZZIOTIN S A PONTA GROSSA       
8;251;GRAZZIOTIN S/A;PRM - ARARANGUA 251;SETE DE SETEMBRO;;653;225;SC;4201406;55;0;;F;1;092012467025164;;;;4781400;5232;;;4781400;1;AV;88900000;GRAZZIOTIN S A ARARANGUA          
8;252;GRAZZIOTIN S/A;FRG - IJUI 252;ERNESTO ALVES;SALA 02;138;250;RS;4310207;55;0;;F;1;092012467025245;;;;4781400;5232;;;4781400;1;R;98700000;GRAZZIOTIN S A IJUI               
8;253;GRAZZIOTIN S/A;GRZ - ITAJAI 253;RUA SAMUEL HEUSI;SALA 01;234;1864;SC;4208203;55;0;;F;1;092012467025326;;;;4781400;5232;;;4781400;1;R;88301070;GRAZZIOTIN S A ITAJAI             
8;254;GRAZZIOTIN S/A;FRG - PELOTAS 254;QUINZE DE NOVEMBRO;;616;330;RS;4314407;55;0;;F;1;092012467025407;;;;4781400;5232;;;4781400;1;R;96015300;GRAZZIOTIN S A PELOTAS            
8;255;GRAZZIOTIN S/A;TOT - SAO LEOPOLDO 255;AV.JOAO CORREA;;1776;117;RS;4318705;55;0;;F;1;092012467025598;;;;4781400;5232;;;4781400;1;R;93020690;GRAZZIOTIN S A SAO LEOPOLDO       
8;256;GRAZZIOTIN S/A;FRG - SANTA MARIA 256;FERNANDO FERRARI;SALA 042 043;1483;18;RS;4316907;55;0;;F;1;092012467025679;;;;4781400;5232;;;4781400;1;AV;97050801;GRAZZIOTIN S A SANTA MARIA        
8;257;GRAZZIOTIN S/A;GRZ - SANTANA DO LIVRAMENTO 257;RUA DOS ANDRADAS;;76;147;RS;4317103;55;0;;F;1;092012467025750;;;;4781400;5232;;;4781400;1;R;97573000;GRAZZIOTIN S A LIVRAMENTO         
8;258;GRAZZIOTIN S/A;TOT - PASSO FUNDO 258;BRASIL;;616;2;RS;4314100;55;0;;F;1;092012467025830;;;;4781400;5232;;;4781400;1;AV;99100000;GRAZZIOTIN S A PASSO FUNDO        
8;259;GRAZZIOTIN S/A;PRM - DOM PEDRITO 259;MOREIRA CEZAR;;935;404;RS;4306601;55;0;;F;1;092012467025911;;;;4781400;5232;;;4781400;1;R;96450000;GRAZZIOTIN S A DOM PEDRITO        
8;260;GRAZZIOTIN S/A;PRM - CONCORDIA 260;RUA DR. MARURI;;1145;267;SC;4204301;55;0;;F;1;092012467026055;;;;4781400;5232;;;4781400;1;R;89700000;GRAZZIOTIN S A CONCORDIA          
8;261;GRAZZIOTIN S/A;PRM - CACHOEIRA DO SUL 261;SETE DE SETEMBRO;;1147;89;RS;4303004;55;0;;F;1;092012467026136;;;;4781400;5232;;;4781400;1;R;96508011;GRAZZIOTIN S A CACHOEI. DO SUL    
8;262;GRAZZIOTIN S/A;TOT - CAXIAS DO SUL 262;RUA MOREIRA CESAR;;623;607;RS;4305108;55;0;;F;1;092012467026217;;;;4781400;5232;;;4781400;1;R;95034000;GRAZZIOTIN S A CAXIAS DO SUL      
8;263;GRAZZIOTIN S/A;PRM - ITAQUI 263;INDEPENDENCIA;;755;486;RS;4310603;55;0;;F;1;092012467026306;;;;4781400;5232;;;4781400;1;R;97650000;GRAZZIOTIN S A ITAQUI             
8;264;GRAZZIOTIN S/A;PRM - PANAMBI 264;SETE DE SETEMBRO;;326;2528;RS;4313904;55;0;;F;1;092012467026489;;;;4781400;5232;;;4781400;1;R;98280000;GRAZZIOTIN S A PANAMBI            
8;265;GRAZZIOTIN S/A;ARZ - SAO BORJA 265;GENERAL MARQUES;;1066;165;RS;4318002;55;0;;F;1;092012467026560;;;;4781400;5232;;;4781400;1;R;97670000;GRAZZIOTIN S A SAO BORJA          
8;266;GRAZZIOTIN S/A;FRG - LAGES 266;CORREIA PINTO;;211;491;SC;4209300;55;0;;F;1;092012467026640;;;;4781400;5232;;;4781400;1;R;88502201;GRAZZIOTIN S A LAGES              
8;267;GRAZZIOTIN S/A;PRM - CANOINHAS 267;FRANCISCO DE PAULA PEREIRA;;415;884;SC;4203808;55;0;;F;1;092012467026721;;;;4781400;5232;;;4781400;1;R;89460048;GRAZZIOTIN S A CANOINHAS          
8;268;GRAZZIOTIN S/A;FRG - SANTA CRUZ DO SUL 268;MARECHAL FLORIANO;;925;126;RS;4316808;55;0;;F;1;092012467026802;;;;4781400;5232;;;4781400;1;R;96810052;GRAZZIOTIN S A SANTA CRUZ         
8;269;GRAZZIOTIN S/A;FRG - ALEGRETE 269;DOS ANDRADAS;ESQ GASPAR;575;317;RS;4300406;55;0;;F;1;092012467026993;;;;4781400;5232;;;4781400;1;R;97541001;GRAZZIOTIN S A ALEGRETE           
8;270;GRAZZIOTIN S/A;FRG - PORTO ALEGRE 270;AV.ASSIS BRASIL;SALA 33;164;351;RS;4314902;55;0;;F;1;092012467027027;;;;4781400;5232;;;4781400;1;R;91010000;GRAZZIOTIN S A PORTO ALEGRE       
8;271;GRAZZIOTIN S/A;FRG - CANOAS 271;AV.GETULIO VARGAS;S.30;5765;294;RS;4304606;55;0;;F;1;092012467027108;;;;4781400;5232;;;4781400;1;R;92010011;GRAZZIOTIN S A CANOAS             
8;272;GRAZZIOTIN S/A;GRZ - GUARAPUAVA 272;RUA GETULIO VARGAS;;1390;952;PR;4109401;55;0;;F;1;092012467027299;;;;4781400;5232;;;4781400;1;R;85010280;GRAZZIOTIN S A GUARAPUAVA         
8;273;GRAZZIOTIN S/A;TOT - GUAIBA 273;RUA NESTOR DE MOURA JARDIM;;382;2764;RS;4309308;55;0;;F;1;092012467027370;;;;4781400;5232;;;4781400;1;R;92704300;GRAZZIOTIN S A GUAIBA             
8;274;GRAZZIOTIN S/A;ARZ - URUGUAIANA 274;RUA BENTO MARTINS;;2775;262;RS;4322400;55;0;;F;1;092012467027450;;;;4781400;5232;;;4781400;1;R;97510001;GRAZZIOTIN S A URUGUAIANA         
8;275;GRAZZIOTIN S/A;PRM - SAO LOURENCO DO SUL 275;ALMIRANTE BARROSO;/2039;2035;4571;RS;4318804;55;0;;F;1;092012467027531;;;;4781400;5232;;;4781400;1;R;96170000;GRAZZIOTIN S A SAO LOU. DO SUL    
