codigo_empresa;tipo_colaborador;cadastro_colaborador;data_admissao;tipo_admissao;indicativo_admissao;tipo_inscricao;numero_inscricao_anterior;data_inicio_vinculo;matricula_trabalhador;cedido_onus;codigo_categoria_esocial;ressarcimento_onus;recebe_seguro
8;1;273279;17/07/1995;2;1;;;17/07/1995;273279;;1;N;1
8;1;273287;10/07/1995;2;1;;;10/07/1995;273287;;1;N;1
8;1;273295;10/07/1995;2;1;;;10/07/1995;273295;;1;N;1
8;1;273309;07/07/1995;2;1;;;07/07/1995;273309;;1;N;1
8;1;273317;03/07/1995;2;1;;;03/07/1995;273317;;1;N;1
8;1;273325;10/07/1995;2;1;;;10/07/1995;273325;;1;N;1
8;1;273350;07/07/1995;2;1;;;07/07/1995;273350;;1;N;1
8;1;273368;17/07/1995;2;1;;;17/07/1995;273368;;1;N;1
8;1;273376;17/07/1995;2;1;;;17/07/1995;273376;;1;N;1
8;1;273384;17/07/1995;2;1;;;17/07/1995;273384;;1;N;1
8;1;273392;13/07/1995;2;1;;;13/07/1995;273392;;1;N;1
8;1;273406;17/07/1995;2;1;;;17/07/1995;273406;;1;N;1
8;1;273414;13/07/1995;2;1;;;13/07/1995;273414;;1;N;1
8;1;273422;17/07/1995;2;1;;;17/07/1995;273422;;1;N;1
8;1;273431;17/07/1995;2;1;;;17/07/1995;273431;;1;N;1
8;1;273449;10/07/1995;2;1;;;10/07/1995;273449;;1;N;1
8;1;273457;12/07/1995;2;1;;;12/07/1995;273457;;1;N;1
8;1;273473;12/07/1995;2;1;;;12/07/1995;273473;;1;N;1
8;1;273503;11/07/1995;2;1;;;11/07/1995;273503;;1;N;1
8;1;273520;17/07/1995;2;1;;;17/07/1995;273520;;1;N;1
8;1;273538;14/07/1995;2;1;;;14/07/1995;273538;;1;N;1
8;1;273546;12/07/1995;2;1;;;12/07/1995;273546;;1;N;1
8;1;273554;17/07/1995;2;1;;;17/07/1995;273554;;1;N;1
8;1;273571;17/07/1995;2;1;;;17/07/1995;273571;;1;N;1
8;1;273589;01/08/1995;2;1;;;01/08/1995;273589;;1;N;1
8;1;273597;10/07/1995;2;1;;;10/07/1995;273597;;1;N;1
8;1;273601;17/07/1995;2;1;;;17/07/1995;273601;;1;N;1
8;1;273619;20/07/1995;2;1;;;20/07/1995;273619;;1;N;1
8;1;273627;13/07/1995;2;1;;;13/07/1995;273627;;1;N;1
8;1;273635;20/07/1995;2;1;;;20/07/1995;273635;;1;N;1
8;1;273643;24/07/1995;2;1;;;24/07/1995;273643;;1;N;1
8;1;273660;01/08/1995;2;1;;;01/08/1995;273660;;1;N;1
8;1;273678;01/08/1995;2;1;;;01/08/1995;273678;;1;N;1
8;1;273694;01/08/1995;2;1;;;01/08/1995;273694;;1;N;1
8;1;273708;01/07/1991;2;1;;;01/07/1991;273708;;1;N;1
8;1;273716;18/05/1985;2;1;;;01/10/1981;273716;;1;N;1
8;1;273724;07/07/1982;2;1;;;07/07/1982;273724;;1;N;1
8;1;273732;13/05/1992;2;1;;;22/09/1983;273732;;1;N;1
8;1;273741;15/02/1993;2;1;;;15/02/1993;273741;;1;N;1
8;1;273759;08/06/1995;2;1;;;08/06/1995;273759;;1;N;1
8;1;273767;17/07/1995;2;1;;;17/07/1995;273767;;1;N;1
8;1;273775;01/08/1995;2;1;;;01/08/1995;273775;;1;N;1
8;1;273783;01/08/1995;2;1;;;01/08/1995;273783;;1;N;1
8;1;273805;14/08/1995;2;1;;;14/08/1995;273805;;1;N;1
8;1;273813;14/08/1995;2;1;;;14/08/1995;273813;;1;N;1
8;1;273830;02/08/1995;2;1;;;02/08/1995;273830;;1;N;1
8;1;273848;01/08/1995;2;1;;;01/08/1995;273848;;1;N;1
8;1;273856;03/08/1995;2;1;;;03/08/1995;273856;;1;N;1
8;1;273864;01/08/1995;2;1;;;01/08/1995;273864;;1;N;1
8;1;273872;08/08/1995;2;1;;;08/08/1995;273872;;1;N;1
8;1;273881;01/08/1995;2;1;;;01/08/1995;273881;;1;N;1
8;1;273899;01/08/1995;2;1;;;01/08/1995;273899;;1;N;1
8;1;273902;02/08/1995;2;1;;;02/08/1995;273902;;1;N;1
8;1;273911;03/08/1995;2;1;;;03/08/1995;273911;;1;N;1
8;1;273929;01/08/1995;2;1;;;01/08/1995;273929;;1;N;1
8;1;273937;01/08/1995;2;1;;;01/08/1995;273937;;1;N;1
8;1;273945;01/08/1995;2;1;;;01/08/1995;273945;;1;N;1
8;1;273953;01/08/1995;2;1;;;01/08/1995;273953;;1;N;1
8;1;273970;08/08/1995;2;1;;;08/08/1995;273970;;1;N;1
8;1;273988;14/08/1995;2;1;;;14/08/1995;273988;;1;N;1
8;1;273996;01/08/1995;2;1;;;01/08/1995;273996;;1;N;1
8;1;274003;01/08/1995;2;1;;;01/08/1995;274003;;1;N;1
8;1;274020;01/08/1995;2;1;;;01/08/1995;274020;;1;N;1
8;1;274038;08/08/1995;2;1;;;08/08/1995;274038;;1;N;1
8;1;274046;03/08/1995;2;1;;;03/08/1995;274046;;1;N;1
8;1;274054;03/08/1995;2;1;;;03/08/1995;274054;;1;N;1
8;1;274062;01/08/1995;2;1;;;01/08/1995;274062;;1;N;1
8;1;274071;14/08/1995;2;1;;;14/08/1995;274071;;1;N;1
8;1;274089;22/08/1995;2;1;;;22/08/1995;274089;;1;N;1
8;1;274097;21/08/1995;2;1;;;21/08/1995;274097;;1;N;1
8;1;274101;15/08/1995;2;1;;;15/08/1995;274101;;1;N;1
8;1;274119;18/08/1995;2;1;;;18/08/1995;274119;;1;N;1
8;1;274127;21/08/1995;2;1;;;21/08/1995;274127;;1;N;1
8;1;274135;18/08/1995;2;1;;;18/08/1995;274135;;1;N;1
8;1;274143;22/08/1995;2;1;;;22/08/1995;274143;;1;N;1
8;1;274160;28/08/1995;2;1;;;28/08/1995;274160;;1;N;1
8;1;274178;21/08/1995;2;1;;;21/08/1995;274178;;1;N;1
8;1;274186;15/08/1995;2;1;;;15/08/1995;274186;;1;N;1
8;1;274194;15/08/1995;2;1;;;15/08/1995;274194;;1;N;1
8;1;274208;21/08/1995;2;1;;;21/08/1995;274208;;1;N;1
8;1;274216;21/08/1995;2;1;;;21/08/1995;274216;;1;N;1
8;1;274224;22/08/1995;2;1;;;22/08/1995;274224;;1;N;1
8;1;274232;16/08/1995;2;1;;;16/08/1995;274232;;1;N;1
8;1;274241;02/08/1995;2;1;;;02/08/1995;274241;;1;N;1
8;1;274259;01/08/1995;2;1;;;01/08/1995;274259;;1;N;1
8;1;274267;21/08/1995;2;1;;;21/08/1995;274267;;1;N;1
8;1;274275;12/08/1995;2;1;;;12/08/1995;274275;;1;N;1
8;1;274283;16/08/1995;2;1;;;16/08/1995;274283;;1;N;1
8;1;274305;21/08/1995;2;1;;;21/08/1995;274305;;1;N;1
8;1;274313;10/08/1995;2;1;;;10/08/1995;274313;;1;N;1
8;1;274330;07/08/1995;2;1;;;07/08/1995;274330;;1;N;1
8;1;274348;10/08/1995;2;1;;;10/08/1995;274348;;1;N;1
8;1;274356;21/08/1995;2;1;;;21/08/1995;274356;;1;N;1
8;1;274364;04/08/1995;2;1;;;04/08/1995;274364;;1;N;1
8;1;274372;10/08/1995;2;1;;;10/08/1995;274372;;1;N;1
8;1;274381;21/08/1995;2;1;;;21/08/1995;274381;;1;N;1
8;1;274399;01/08/1995;2;1;;;01/08/1995;274399;;1;N;1
8;1;274402;16/08/1995;2;1;;;16/08/1995;274402;;1;N;1
8;1;274411;01/08/1995;2;1;;;01/08/1995;274411;;1;N;1
8;1;274429;14/08/1995;2;1;;;14/08/1995;274429;;1;N;1
8;1;274437;01/08/1995;2;1;;;01/08/1995;274437;;1;N;1
8;1;274445;21/08/1995;2;1;;;21/08/1995;274445;;1;N;1
8;1;274453;24/08/1995;2;1;;;24/08/1995;274453;;1;N;1
8;1;274470;21/08/1995;2;1;;;21/08/1995;274470;;1;N;1
8;1;274488;21/08/1995;2;1;;;21/08/1995;274488;;1;N;1
8;1;274496;01/09/1995;2;1;;;01/09/1995;274496;;1;N;1
8;1;274500;05/09/1995;2;1;;;05/09/1995;274500;;1;N;1
8;1;274518;01/09/1995;2;1;;;01/09/1995;274518;;1;N;1
8;1;274526;01/09/1995;2;1;;;01/09/1995;274526;;1;N;1
8;1;274534;21/08/1995;2;1;;;21/08/1995;274534;;1;N;1
8;1;274542;21/08/1995;2;1;;;21/08/1995;274542;;1;N;1
8;1;274551;01/09/1995;2;1;;;01/09/1995;274551;;1;N;1
8;1;274569;11/09/1995;2;1;;;11/09/1995;274569;;1;N;1
8;1;274577;01/09/1995;2;1;;;01/09/1995;274577;;1;N;1
8;1;274585;01/09/1995;2;1;;;01/09/1995;274585;;1;N;1
8;1;274593;04/09/1995;2;1;;;04/09/1995;274593;;1;N;1
8;1;274607;01/09/1995;2;1;;;01/09/1995;274607;;1;N;1
8;1;274615;01/09/1995;2;1;;;01/09/1995;274615;;1;N;1
8;1;274623;04/09/1995;2;1;;;04/09/1995;274623;;1;N;1
8;1;274640;04/09/1995;2;1;;;04/09/1995;274640;;1;N;1
8;1;274658;12/09/1995;2;1;;;12/09/1995;274658;;1;N;1
8;1;274666;11/09/1995;2;1;;;11/09/1995;274666;;1;N;1
8;1;274674;01/09/1995;2;1;;;01/09/1995;274674;;1;N;1
8;1;274682;19/09/1995;2;1;;;19/09/1995;274682;;1;N;1
8;1;274691;01/09/1995;2;1;;;01/09/1995;274691;;1;N;1
8;1;274704;01/09/1995;2;1;;;01/09/1995;274704;;1;N;1
8;1;274712;16/09/1995;2;1;;;16/09/1995;274712;;1;N;1
8;1;274721;20/09/1995;2;1;;;20/09/1995;274721;;1;N;1
8;1;274739;21/09/1995;2;1;;;21/09/1995;274739;;1;N;1
8;1;274747;02/10/1995;2;1;;;02/10/1995;274747;;1;N;1
8;1;274755;01/09/1995;2;1;;;01/09/1995;274755;;1;N;1
8;1;274763;01/09/1995;2;1;;;01/09/1995;274763;;1;N;1
8;1;274780;21/09/1995;2;1;;;21/09/1995;274780;;1;N;1
8;1;274798;16/09/1995;2;1;;;16/09/1995;274798;;1;N;1
8;1;274810;01/09/1995;2;1;;;01/09/1995;274810;;1;N;1
8;1;274828;01/09/1995;2;1;;;01/09/1995;274828;;1;N;1
8;1;274836;01/09/1995;2;1;;;01/09/1995;274836;;1;N;1
8;1;274844;18/09/1995;2;1;;;18/09/1995;274844;;1;N;1
8;1;274852;11/09/1995;2;1;;;11/09/1995;274852;;1;N;1
8;1;274861;20/09/1995;2;1;;;20/09/1995;274861;;1;N;1
8;1;274879;14/09/1995;2;1;;;14/09/1995;274879;;1;N;1
8;1;274887;25/09/1995;2;1;;;25/09/1995;274887;;1;N;1
8;1;274895;02/10/1995;2;1;;;02/10/1995;274895;;1;N;1
8;1;274909;04/10/1995;2;1;;;04/10/1995;274909;;1;N;1
8;1;274917;03/10/1995;2;1;;;03/10/1995;274917;;1;N;1
8;1;274925;09/10/1995;2;1;;;09/10/1995;274925;;1;N;1
8;1;274933;04/10/1995;2;1;;;04/10/1995;274933;;1;N;1
8;1;274950;02/10/1995;2;1;;;02/10/1995;274950;;1;N;1
8;1;274968;09/10/1995;2;1;;;09/10/1995;274968;;1;N;1
8;1;274976;02/10/1995;2;1;;;02/10/1995;274976;;1;N;1
8;1;274984;16/10/1995;2;1;;;16/10/1995;274984;;1;N;1
8;1;274992;03/10/1995;2;1;;;03/10/1995;274992;;1;N;1
8;1;275000;04/10/1995;2;1;;;04/10/1995;275000;;1;N;1
8;1;275018;02/10/1995;2;1;;;02/10/1995;275018;;1;N;1
8;1;275026;02/10/1995;2;1;;;02/10/1995;275026;;1;N;1
8;1;275034;02/10/1995;2;1;;;02/10/1995;275034;;1;N;1
8;1;275042;02/10/1995;2;1;;;02/10/1995;275042;;1;N;1
8;1;275051;02/10/1995;2;1;;;02/10/1995;275051;;1;N;1
8;1;275069;02/10/1995;2;1;;;02/10/1995;275069;;1;N;1
8;1;275077;03/10/1995;2;1;;;03/10/1995;275077;;1;N;1
8;1;275085;02/10/1995;2;1;;;02/10/1995;275085;;1;N;1
8;1;275093;05/10/1995;2;1;;;05/10/1995;275093;;1;N;1
8;1;275107;02/10/1995;2;1;;;02/10/1995;275107;;1;N;1
8;1;275115;02/10/1995;2;1;;;02/10/1995;275115;;1;N;1
8;1;275123;02/10/1995;2;1;;;02/10/1995;275123;;1;N;1
8;1;275140;02/10/1995;2;1;;;02/10/1995;275140;;1;N;1
8;1;275158;09/10/1995;2;1;;;09/10/1995;275158;;1;N;1
8;1;275166;02/10/1995;2;1;;;02/10/1995;275166;;1;N;1
8;1;275174;02/10/1995;2;1;;;02/10/1995;275174;;1;N;1
8;1;275182;02/10/1995;2;1;;;02/10/1995;275182;;1;N;1
