codigo_empresa;tipo_colaborador;cadastro_colaborador;data_alteracao;sequencia_alteracao;motivo_alteracao;valor_salario_atual;tipo_reajuste;percentual_reajuste_concedido
8;1;19;01/01/1995;0;100;4799,95;1;0
8;1;19;01/01/1996;0;100;7752,31;1;0
8;1;19;01/02/1995;0;100;4865,23;1;0
8;1;19;01/03/1995;0;100;4969,91;1;0
8;1;19;01/04/1995;0;100;7023,9;1;0
8;1;19;01/04/2001;0;103;11000;1;22,22
8;1;19;01/04/2002;0;105;11550;1;5
8;1;19;01/04/2004;0;105;12800;1;10,82
8;1;19;01/04/2005;0;105;13700;1;7,03
8;1;19;01/05/1995;0;100;7199,56;1;0
8;1;19;01/05/1996;0;100;7750;1;0
8;1;19;01/05/1997;0;105;8525;1;10
8;1;19;01/05/2000;0;103;9000;1;5,57
8;1;19;01/06/1995;0;100;7157,5;1;0
8;1;19;01/07/1995;0;100;7417,75;1;0
8;1;19;01/08/1995;0;100;7569,03;1;0
8;1;19;01/09/1995;0;100;7568,77;1;0
8;1;19;01/10/1995;0;100;7612,45;1;0
8;1;19;01/11/1995;0;100;7729,15;1;0
8;1;19;01/12/1995;0;100;7831,95;1;0
2;1;27;01/04/2002;0;105;105;1;5
2;1;27;01/04/2004;0;105;120;1;14,28
2;1;27;01/04/2005;0;105;130;1;8,33
2;1;27;01/06/2001;0;105;70;1;0
2;1;27;01/08/2001;0;105;100;1;42,85
2;1;35;01/04/2002;0;105;105;1;5
2;1;35;01/04/2004;0;105;120;1;14,28
2;1;35;01/04/2005;0;105;130;1;8,33
2;1;35;01/06/2001;0;100;70;1;0
2;1;35;01/08/2001;0;105;100;1;42,85
2;1;43;01/04/2002;0;105;105;1;5
2;1;43;01/04/2004;0;105;120;1;14,28
2;1;43;01/04/2005;0;105;130;1;8,33
2;1;43;01/06/2001;0;105;70;1;0
2;1;43;01/08/2001;0;105;100;1;42,85
8;1;78;01/01/1995;0;100;5999,94;1;0
8;1;78;01/01/1996;0;100;11570,65;1;0
8;1;78;01/01/2006;0;105;22500;1;0
8;1;78;01/01/2007;0;105;24000;1;0
8;1;78;01/01/2008;0;105;25000;1;0
8;1;78;01/01/2009;0;105;27000;1;0
8;1;78;01/01/2010;0;105;30000;1;0
8;1;78;01/02/1995;0;100;6081,54;1;0
8;1;78;01/03/1995;0;100;6212,39;1;0
8;1;78;01/04/1995;0;100;10483,44;1;0
8;1;78;01/04/2001;0;103;17000;1;21,42
8;1;78;01/04/2002;0;105;17850;1;5
8;1;78;01/04/2004;0;105;19800;1;10,92
8;1;78;01/04/2005;0;105;21200;1;7,07
8;1;78;01/05/1995;0;100;10745,62;1;0
8;1;78;01/05/1996;0;100;11570;1;0
8;1;78;01/05/1997;0;105;12727;1;10
8;1;78;01/05/1998;0;105;13200;1;3,71
8;1;78;01/05/2000;0;103;14000;1;6,06
8;1;78;01/06/1995;0;100;10682,84;1;0
8;1;78;01/07/1995;0;100;11071,28;1;0
8;1;78;01/08/1995;0;100;11297,07;1;0
8;1;78;01/09/1995;0;100;11296,68;1;0
8;1;78;01/10/1995;0;100;11361,88;1;0
8;1;78;01/11/1995;0;100;11536,07;1;0
8;1;78;01/12/1995;0;100;11689,51;1;0
8;1;141;01/01/1995;0;100;130;1;0
8;1;141;01/01/1996;0;100;185;1;0
8;1;141;01/01/1999;0;103;235;1;2,17
8;1;141;01/02/1997;0;143;211,2;1;2
8;1;141;01/04/1995;0;100;154,45;1;0
8;1;141;01/05/1996;0;100;203,5;1;0
8;1;141;01/05/1997;0;103;222,88;1;5,53
8;1;141;01/06/1997;0;103;227,92;1;2,26
8;1;141;01/10/1995;0;100;170;1;0
8;1;141;01/10/1998;0;103;230;1;0
8;1;141;01/10/1999;0;107;240;1;2,12
8;1;141;01/11/1996;0;103;207,06;1;2
8;1;2968;01/04/1996;0;100;297,91;1;0
8;1;2968;01/05/1996;0;100;302,58;1;0
8;1;6947;01/01/1995;0;100;3234,74;1;0
8;1;6947;01/01/1996;0;100;5206,78;1;0
8;1;6947;01/01/2006;0;105;10550;1;0
8;1;6947;01/01/2007;0;105;11100;1;0
8;1;6947;01/02/1995;0;100;3278,74;1;0
8;1;6947;01/03/1995;0;100;3349,28;1;0
8;1;6947;01/04/1995;0;100;4717,54;1;0
8;1;6947;01/04/2001;0;103;8000;1;21,21
8;1;6947;01/04/2002;0;105;8400;1;5
8;1;6947;01/04/2004;0;105;9300;1;10,71
8;1;6947;01/04/2005;0;105;9950;1;6,98
8;1;6947;01/05/1995;0;100;4835,52;1;0
8;1;6947;01/05/1996;0;100;5210;1;0
8;1;6947;01/05/1997;0;105;5731;1;10
8;1;6947;01/05/1998;0;105;6000;1;4,69
8;1;6947;01/05/2000;0;103;6600;1;10
8;1;6947;01/06/1995;0;100;4807,27;1;0
8;1;6947;01/07/1995;0;100;4982,07;1;0
8;1;6947;01/08/1995;0;100;5083,68;1;0
8;1;6947;01/09/1995;0;100;5083,5;1;0
8;1;6947;01/10/1995;0;100;5112,84;1;0
8;1;6947;01/11/1995;0;100;5191,22;1;0
8;1;6947;01/12/1995;0;100;5260,27;1;0
8;1;6970;01/01/1995;0;100;138,16;1;0
8;1;6970;01/01/1998;0;103;262,93;1;0
8;1;6970;01/01/1999;0;103;274,9;1;2,17
8;1;6970;01/02/1997;0;143;238,7;1;2
8;1;6970;01/03/2009;0;31;846,66;1;0
8;1;6970;01/04/1995;0;100;177,77;1;0
8;1;6970;01/04/1996;0;100;192,51;1;0
8;1;6970;01/04/1997;0;107;248,78;1;4,22
8;1;6970;01/04/2000;0;107;293,05;1;6,6
8;1;6970;01/04/2003;0;107;515;1;27,8
8;1;6970;01/04/2005;0;107;682;1;7,06
8;1;6970;01/04/2006;0;103;723;1;0
8;1;6970;01/04/2007;0;103;766;1;0
8;1;6970;01/04/2008;0;103;844,44;1;0
8;1;6970;01/04/2009;0;107;897,46;1;0
8;1;6970;01/04/2010;0;107;951,31;1;0
8;1;6970;01/04/2011;0;107;1022,66;1;0
8;1;6970;01/04/2012;0;107;1121,32;1;0
8;1;6970;01/04/2013;0;107;1211,03;1;0
8;1;6970;01/04/2014;0;107;1332,13;1;0
8;1;6970;01/04/2015;0;107;1444,3;1;0
8;1;6970;01/04/2016;0;107;1586,28;1;0
8;1;6970;01/04/2017;0;107;1720,08;1;0
8;1;6970;01/04/2018;0;107;1788,88;1;0
8;1;6970;01/04/2019;0;107;1872,42;1;0
8;1;6970;01/04/2020;0;107;1918,3;1;0
8;1;6970;01/04/2021;0;107;2069;1;0
8;1;6970;01/04/2022;0;107;2311,7;1;0
8;1;6970;01/05/1996;0;100;212,06;1;0
8;1;6970;01/05/1997;0;103;261,73;1;5,2
8;1;6970;01/05/2002;0;107;402,96;1;8,52
8;1;6970;01/05/2004;0;27;590;1;14,56
8;1;6970;01/06/2001;0;27;357,19;1;21,88
8;1;6970;01/06/2004;0;103;637;1;7,96
8;1;6970;01/07/2001;0;107;371,32;1;3,95
8;1;6970;01/09/1996;0;100;229,43;1;0
8;1;6970;01/09/1998;0;107;264,4;1;0
8;1;6970;01/10/1995;0;100;186,29;1;0
8;1;6970;01/10/1998;0;107;269,05;1;1,75
8;1;6970;01/10/2020;0;31;1934,8;1;0
8;1;6970;01/11/1996;0;103;234,02;1;2
8;1;6970;01/11/2011;0;31;1038,26;1;0
8;1;6970;01/11/2016;0;31;1607,55;1;0
8;1;8150;01/01/1995;0;100;4304,31;1;0
8;1;8150;01/01/1996;0;100;6942,37;1;0
8;1;8150;01/02/1995;0;100;4362,86;1;0
8;1;8150;01/03/1995;0;100;4456,73;1;0
8;1;8150;01/04/1995;0;100;6290,05;1;0
8;1;8150;01/05/1995;0;100;6447,36;1;0
8;1;8150;01/05/1996;0;100;6940;1;0
8;1;8150;01/05/1997;0;105;7634;1;10
8;1;8150;01/05/1998;0;105;7800;1;2,17
8;1;8150;01/05/2000;0;103;8200;1;5,12
8;1;8150;01/06/1995;0;100;6409,69;1;0
8;1;8150;01/07/1995;0;100;6642,77;1;0
8;1;8150;01/08/1995;0;100;6778,24;1;0
8;1;8150;01/09/1995;0;100;6778;1;0
8;1;8150;01/10/1995;0;100;6817,12;1;0
8;1;8150;01/11/1995;0;100;6921,63;1;0
8;1;8150;01/12/1995;0;100;7013,69;1;0
8;1;14290;01/01/1995;0;100;187,57;1;0
8;1;14290;01/02/1997;0;143;324,08;1;2
8;1;14290;01/04/1995;0;100;241,34;1;0
8;1;14290;01/04/1996;0;100;261,37;1;0
8;1;14290;01/04/1997;0;107;345,12;1;6,49
8;1;14290;01/05/1996;0;100;287,91;1;0
8;1;14290;01/05/1997;0;103;358,96;1;4,01
8;1;14290;01/09/1996;0;100;311,5;1;0
8;1;14290;01/10/1995;0;100;252,92;1;0
8;1;14290;01/11/1996;0;103;317,73;1;2
8;1;19940;01/01/1995;0;100;290,78;1;0
8;1;21563;01/01/1995;0;100;164;1;0
8;1;21563;01/02/1997;0;107;288,66;1;1
8;1;21563;01/05/1995;0;100;212,46;1;0
8;1;21563;01/05/1996;0;100;251,29;1;0
8;1;21563;01/05/2004;0;107;493,13;1;5,59
8;1;21563;01/05/2005;0;103;539,64;1;6,99
8;1;21563;01/05/2006;0;103;572;1;0
8;1;21563;01/05/2007;0;103;606;1;0
8;1;21563;01/05/2008;0;103;668,05;1;0
8;1;21563;01/06/1995;0;100;223,08;1;0
8;1;21563;01/06/1996;0;100;270,31;1;0
8;1;21563;01/06/1999;0;107;316,34;1;8,16
8;1;21563;01/06/2000;0;107;333,55;1;5,44
8;1;21563;01/06/2002;0;107;391,24;1;9,55
8;1;21563;01/06/2003;0;107;466,98;1;19,35
8;1;21563;01/06/2004;0;31;504,34;1;2,27
8;1;21563;01/07/1997;0;103;292,47;1;1,31
8;1;21563;01/07/2001;0;107;357,13;1;7,06
8;1;21563;01/08/1996;0;100;278,63;1;0
8;1;21563;01/11/1996;0;103;280,63;1;2
8;1;21831;01/03/2009;0;31;1781;1;0
8;1;21831;01/03/2010;0;31;1971,78;1;0
8;1;21831;01/04/2000;0;107;870,36;1;6,04
8;1;21831;01/04/2003;0;107;1103;1;17,33
8;1;21831;01/04/2006;0;103;1367,68;1;0
8;1;21831;01/04/2007;0;103;1487,18;1;0
8;1;21831;01/04/2008;0;103;1703,37;1;0
8;1;21831;01/04/2009;0;107;1925,3;1;0
8;1;21831;01/04/2010;0;107;2127,53;1;0
8;1;21831;01/04/2011;0;107;2320,13;1;0
8;1;21831;01/04/2012;0;107;2459,33;1;0
8;1;21831;01/04/2013;0;107;2579,33;1;0
8;1;21831;01/04/2014;0;107;2759,88;1;0
8;1;21831;01/04/2015;0;107;2992,26;1;0
8;1;21831;01/04/2017;0;107;3130,8;1;0
8;1;21831;01/04/2018;0;107;3193,42;1;0
8;1;21831;01/05/1997;0;103;793,13;1;13,35
8;1;21831;01/05/2001;0;103;871;1;0
8;1;21831;01/05/2002;0;107;940,01;1;8,59
8;1;21831;01/06/2004;0;107;1177;1;6,7
8;1;21831;01/09/1996;0;100;699,7;1;0
8;1;21831;01/09/2005;0;107;1264;1;7,39
8;1;21831;01/10/1999;0;107;820,76;1;3,48
8;1;21831;01/12/1995;0;100;622,33;1;0
8;1;22501;01/08/1995;0;100;454,3;1;0
8;1;24554;01/01/1995;0;100;166,92;1;0
8;1;24554;01/01/1996;0;100;266,13;1;0
8;1;24554;01/02/1995;0;100;169,2;1;0
8;1;24554;01/03/1995;0;100;172,84;1;0
8;1;24554;01/04/1995;0;100;241,11;1;0
8;1;24554;01/05/1995;0;100;247,13;1;0
8;1;24554;01/05/1996;0;100;270;1;0
8;1;24554;01/05/1997;0;105;297;1;10
8;1;24554;01/05/1998;0;105;310;1;4,37
8;1;24554;01/06/1995;0;100;245,69;1;0
8;1;24554;01/07/1995;0;100;254,64;1;0
8;1;24554;01/08/1995;0;100;259,82;1;0
8;1;24554;01/09/1995;0;100;259,81;1;0
8;1;24554;01/10/1995;0;100;261,31;1;0
8;1;24554;01/11/1995;0;100;265,33;1;0
8;1;24554;01/12/1995;0;100;268,87;1;0
8;1;24775;01/01/1995;0;100;1669,53;1;0
8;1;24775;01/01/1996;0;100;2661,25;1;0
8;1;24775;01/01/2006;0;105;5000;1;0
8;1;24775;01/01/2007;0;105;5300;1;0
8;1;24775;01/01/2008;0;105;5800;1;0
8;1;24775;01/01/2010;0;105;6600;1;0
8;1;24775;01/01/2011;0;105;7260;1;0
8;1;24775;01/01/2012;0;105;7990;1;0
8;1;24775;01/01/2013;0;105;8630;1;0
8;1;24775;01/01/2014;0;105;9493;1;0
8;1;24775;01/01/2015;0;105;10252;1;0
8;1;24775;01/01/2016;0;105;11072;1;0
8;1;24775;01/01/2017;0;105;11847;1;0
8;1;24775;01/01/2018;0;105;12321;1;0
8;1;24775;01/01/2019;0;105;12814;1;0
8;1;24775;01/02/1995;0;100;1692,23;1;0
8;1;24775;01/03/1995;0;100;1728,65;1;0
8;1;24775;01/04/1995;0;100;2411,18;1;0
8;1;24775;01/04/2001;0;103;3800;1;20,63
8;1;24775;01/04/2002;0;105;3990;1;5
8;1;24775;01/04/2004;0;105;4400;1;10,27
8;1;24775;01/04/2005;0;105;4700;1;6,81
8;1;24775;01/05/1995;0;100;2471,48;1;0
8;1;24775;01/05/1996;0;100;2660;1;0
8;1;24775;01/05/1997;0;105;2926;1;10
8;1;24775;01/05/1998;0;105;3000;1;2,52
8;1;24775;01/05/2000;0;103;3150;1;5
8;1;24775;01/05/2009;0;105;6200;1;0
8;1;24775;01/06/1995;0;100;2457,04;1;0
8;1;24775;01/07/1995;0;100;2546,38;1;0
8;1;24775;01/08/1995;0;100;2598,31;1;0
8;1;24775;01/09/1995;0;100;2598,23;1;0
8;1;24775;01/10/1995;0;100;2613,22;1;0
8;1;24775;01/11/1995;0;100;2653,3;1;0
8;1;24775;01/12/1995;0;100;2688,59;1;0
8;1;33588;01/01/1995;0;100;138,8;1;0
8;1;33588;01/02/1996;0;100;864,67;1;0
8;1;33588;01/04/1995;0;100;147,97;1;0
8;1;33588;01/07/1995;0;100;178,75;1;0
8;1;33588;01/11/1995;0;100;185,55;1;0
8;1;36200;01/01/1995;0;100;292,77;1;0
8;1;36200;01/03/1995;0;100;367,3;1;0
8;1;36200;01/04/1995;0;100;400,63;1;0
8;1;44105;01/01/1995;0;100;129,88;1;0
8;1;44105;01/01/1996;0;100;181,72;1;0
8;1;44105;01/02/1996;0;100;487,98;1;0
8;1;44105;01/03/1995;0;100;147,9;1;0
8;1;44105;01/05/1995;0;100;170;1;0
8;1;44105;01/07/1995;0;100;174,9;1;0
8;1;44105;01/10/1995;0;100;179,5;1;0
8;1;48127;01/01/1995;0;100;166,35;1;0
8;1;48127;01/02/1996;0;100;227,5;1;0
8;1;48127;01/03/1995;0;100;208,7;1;0
8;1;48127;01/05/1996;0;100;247,5;1;0
8;1;48127;01/05/1997;0;103;277,2;1;12
8;1;48127;01/06/2001;0;107;359,71;1;5,44
8;1;48127;01/07/1997;0;103;294,76;1;6,33
8;1;48127;01/08/2000;0;107;341,15;1;8,38
8;1;48127;01/10/1999;0;107;314,75;1;6,78
8;1;53970;01/01/1995;0;100;150;1;0
8;1;53970;01/02/1995;0;100;154,66;1;0
8;1;53970;01/03/1995;0;100;158,68;1;0
8;1;53970;01/03/1996;0;100;215,76;1;0
8;1;53970;01/05/1995;0;100;164,3;1;0
8;1;53970;01/05/1996;0;100;219,11;1;0
8;1;53970;01/08/1995;0;100;173,2;1;0
8;1;53970;01/11/1995;0;100;175,44;1;0
8;1;53970;01/12/1995;0;100;208;1;0
8;1;57240;01/01/1996;0;100;1118,78;1;0
8;1;57240;01/05/1996;0;100;1118,72;1;0
8;1;57941;01/01/1995;0;100;198,19;1;0
8;1;57941;01/04/1995;0;100;255,01;1;0
8;1;57941;01/04/1996;0;100;276,17;1;0
8;1;57941;01/05/1996;0;100;304,22;1;0
8;1;57941;01/08/1996;0;100;329,15;1;0
8;1;57941;01/10/1995;0;100;267,25;1;0
8;1;58416;01/01/1995;0;100;904,38;1;0
8;1;59323;01/01/1995;0;100;213,3;1;0
8;1;59323;01/01/1998;0;103;390,76;1;0
8;1;59323;01/01/1999;0;103;408,55;1;2,17
8;1;59323;01/02/1997;0;143;368,55;1;2
8;1;59323;01/04/1995;0;100;274,45;1;0
8;1;59323;01/04/1996;0;100;297,23;1;0
8;1;59323;01/04/2000;0;107;435,76;1;6,66
8;1;59323;01/05/1996;0;100;327,41;1;0
8;1;59323;01/05/1997;0;103;388,97;1;5,54
8;1;59323;01/09/1996;0;100;354,24;1;0
8;1;59323;01/09/1998;0;107;392,95;1;0
8;1;59323;01/10/1995;0;100;287,62;1;0
8;1;59323;01/10/1998;0;107;399,87;1;1,76
8;1;59323;01/11/1996;0;103;361,32;1;2
8;1;59986;01/01/1995;0;100;448,38;1;0
8;1;59986;01/03/1995;0;100;600,54;1;0
8;1;59986;01/09/1995;0;100;678,71;1;0
8;1;59986;01/10/1995;0;100;729,62;1;0
8;1;59986;01/10/1996;0;100;850,44;1;0
8;1;59986;01/10/1997;0;103;892,96;1;4,99
8;1;59986;01/11/1998;0;107;925,02;1;3,59
8;1;59986;01/11/1999;0;31;973,58;1;5,24
8;1;60160;01/01/1995;0;100;366,49;1;0
8;1;60160;01/01/1996;0;100;471,06;1;0
8;1;60160;01/01/1997;0;107;527,28;1;1
8;1;60160;01/01/1998;0;103;574,28;1;8,85
8;1;60160;01/02/1997;0;107;527,58;1;1
8;1;60160;01/07/1995;0;100;384,81;1;0
8;1;60160;01/11/1995;0;100;428,64;1;0
8;1;60160;01/12/1999;0;107;613,85;1;6,89
8;1;61905;01/01/1995;0;100;563,05;1;0
8;1;61905;01/03/1995;0;100;706,85;1;0
8;1;61905;01/07/1995;0;100;709,63;1;0
8;1;61905;01/08/1995;0;100;706,85;1;0
8;1;62227;01/01/1995;0;100;118;1;0
8;1;62227;01/05/1995;0;100;127,24;1;0
8;1;62227;01/06/1995;0;100;146,16;1;0
8;1;62227;01/06/1996;0;100;171,6;1;0
8;1;62227;01/07/1995;0;100;165;1;0
8;1;62227;01/07/1996;0;100;205;1;0
8;1;62227;01/10/1997;0;103;225;1;50,24
8;1;65950;01/01/1995;0;100;117,17;1;0
8;1;65950;01/05/1996;0;100;622,5;1;0
8;1;65950;01/07/1995;0;100;140;1;0
8;1;67563;01/01/1995;0;100;82,05;1;0
8;1;67563;01/01/2000;0;103;146,95;1;6,88
8;1;67563;01/01/2001;0;107;155,99;1;6,15
8;1;67563;01/01/2002;0;107;168,72;1;8,16
8;1;67563;01/01/2003;0;107;186,03;1;8,41
8;1;67563;01/01/2004;0;107;216,07;1;16,14
8;1;67563;01/02/1996;0;100;118,71;1;0
8;1;67563;01/02/2006;0;107;246,01;1;0
276;1;67563;01/03/2012;0;31;376,83;1;0
276;1;67563;01/04/2009;0;103;323,01;1;0
276;1;67563;01/04/2010;0;107;343,35;1;0
276;1;67563;01/04/2011;0;107;369,44;1;0
276;1;67563;01/04/2012;0;107;406,98;1;0
276;1;67563;01/04/2013;0;107;441,57;1;0
276;1;67563;01/04/2014;0;107;485,73;1;0
276;1;67563;01/04/2015;0;107;526,63;1;0
276;1;67563;01/04/2016;0;107;577,24;1;0
276;1;67563;01/04/2017;0;107;617,65;1;0
276;1;67563;01/04/2018;0;107;642,36;1;0
276;1;67563;01/04/2019;0;107;672,36;1;0
8;1;67563;01/05/1996;0;100;120,56;1;0
8;1;67563;01/07/1999;0;107;137,48;1;2,98
276;1;67563;01/07/2019;0;31;728,68;1;0
8;1;67563;01/08/1995;0;100;23958,36;1;0
8;1;67563;01/09/1995;0;100;101,66;1;0
8;1;67563;01/09/1996;0;100;124,27;1;0
276;1;67563;01/10/2008;0;103;304,73;1;0
8;1;67563;01/11/1995;0;100;102,99;1;0
8;1;67563;01/11/2002;0;103;171,59;1;1,7
8;1;67563;01/11/2004;0;103;233,36;1;8
8;1;67563;01/11/2006;0;103;260,77;1;0
8;1;67563;01/11/2007;0;103;276,42;1;0
8;1;67563;01/12/1995;0;100;114,45;1;0
8;1;67563;01/12/1996;0;107;128;1;1
8;1;67563;01/12/1997;0;103;133,5;1;4,29
8;1;69965;01/01/1995;0;100;117,17;1;0
8;1;69965;01/01/1997;0;100;275;1;0
8;1;69965;01/03/1995;0;100;121,8;1;0
8;1;69965;01/05/1996;0;100;185,57;1;0
8;1;69965;01/07/1995;0;100;161,9;1;0
8;1;69965;01/08/1996;0;100;188,53;1;0
8;1;69965;01/11/1995;0;100;171,92;1;0
8;1;70734;01/01/1995;0;100;309,4;1;0
8;1;70734;01/03/1995;0;100;387,8;1;0
8;1;70734;01/05/1995;0;100;411;1;0
8;1;71617;01/01/1995;0;100;203,27;1;0
8;1;71617;01/01/2003;0;103;786,05;1;6,17
8;1;71617;01/01/2011;0;31;1729,73;1;0
8;1;71617;01/02/2012;0;31;1951,62;1;0
8;1;71617;01/03/1995;0;100;209,3;1;0
8;1;71617;01/03/1996;0;100;399,19;1;0
8;1;71617;01/03/2007;0;103;1172,57;1;0
8;1;71617;01/03/2008;0;103;1364,11;1;0
8;1;71617;01/03/2009;0;31;1427,22;1;0
8;1;71617;01/03/2010;0;31;1592,31;1;0
8;1;71617;01/04/1995;0;100;312,78;1;0
8;1;71617;01/04/2003;0;103;828,5;1;5,4
8;1;71617;01/05/2001;0;103;620;1;0
8;1;71617;01/05/2002;0;103;703,77;1;4,76
8;1;71617;01/05/2003;0;103;841;1;1,5
8;1;71617;01/05/2004;0;103;888,22;1;3,14
8;1;71617;01/05/2005;0;103;947,97;1;4,02
8;1;71617;01/06/2006;0;107;1056,13;1;0
8;1;71617;01/06/2011;0;107;1899,67;1;0
8;1;71617;01/07/1996;0;100;411,56;1;0
8;1;71617;01/07/1997;0;103;433,12;1;3,5
8;1;71617;01/07/2000;0;27;600;1;28,66
8;1;71617;01/08/2005;0;107;948;1;0
8;1;71617;01/08/2006;0;103;1066,69;1;0
8;1;71617;01/09/2001;0;107;642,42;1;3,61
8;1;71617;01/09/2004;0;107;889,1;1;0
8;1;71617;01/11/1996;0;103;418,47;1;2
8;1;71617;01/11/1998;0;107;452,52;1;4,47
8;1;71617;01/11/1999;0;107;466,32;1;3,04
8;1;71617;01/11/2000;0;107;616,32;1;2,72
8;1;71617;01/11/2001;0;103;671,72;1;4,56
8;1;71617;01/11/2002;0;103;740,3;1;5,19
8;1;71617;01/11/2003;0;103;861,1;1;2,39
8;1;71617;01/11/2004;0;103;911,33;1;2,5
8;1;71617;01/11/2005;0;108;960,8;1;0
8;1;71617;02/03/2009;0;103;1554,73;1;0
8;1;71749;01/01/1995;0;100;149,85;1;0
8;1;71749;01/04/1995;0;100;192,81;1;0
8;1;71749;01/10/1995;0;100;212,65;1;0
8;1;71838;01/01/1995;0;100;350,17;1;0
8;1;71838;01/02/1997;0;143;605,05;1;2
8;1;71838;01/02/2018;0;31;3626,31;1;0
8;1;71838;01/03/2009;0;31;1600;1;0
8;1;71838;01/03/2010;0;31;1790,78;1;0
8;1;71838;01/04/1995;0;100;450,56;1;0
8;1;71838;01/04/1996;0;100;487,96;1;0
8;1;71838;01/04/2000;0;107;758,61;1;6,6
8;1;71838;01/04/2003;0;107;978;1;18,58
8;1;71838;01/04/2006;0;103;1215;1;0
8;1;71838;01/04/2007;0;103;1324,08;1;0
8;1;71838;01/04/2008;0;103;1522;1;0
8;1;71838;01/04/2009;0;107;1744,3;1;0
8;1;71838;01/04/2010;0;107;1946,53;1;0
8;1;71838;01/04/2011;0;107;2139,14;1;0
8;1;71838;01/04/2012;0;107;2466,98;1;0
8;1;71838;01/04/2014;0;107;2750;1;0
8;1;71838;01/04/2015;0;107;2981,55;1;0
8;1;71838;01/04/2016;0;107;3274,64;1;0
8;1;71838;01/04/2017;0;107;3426,26;1;0
8;1;71838;01/04/2018;0;107;3698,84;1;0
8;1;71838;01/04/2019;0;107;3871,6;1;0
8;1;71838;01/04/2020;0;107;3966,46;1;0
8;1;71838;01/04/2021;0;107;4400;1;0
8;1;71838;01/04/2022;0;107;4900;1;0
8;1;71838;01/04/2023;0;107;5113,65;1;0
8;1;71838;01/04/2024;0;107;5764,55;1;0
8;1;71838;01/04/2025;0;107;7574,4;1;0
8;1;71838;01/05/1997;0;103;685,19;1;13,24
8;1;71838;01/05/2001;0;103;760;1;0
8;1;71838;01/05/2002;0;107;824,75;1;8,51
8;1;71838;01/08/2004;0;107;1047;1;7,05
8;1;71838;01/09/1996;0;100;581,56;1;0
8;1;71838;01/09/2005;0;107;1121;1;7,06
8;1;71838;01/10/1995;0;100;472,19;1;0
8;1;71838;01/10/1999;0;107;711,64;1;3,86
8;1;71838;01/10/2020;0;31;4100;1;0
8;1;71838;01/10/2023;0;27;5575;1;0
8;1;71838;01/11/1996;0;103;593,19;1;2
8;1;71838;01/11/2011;0;31;2199,12;1;0
8;1;71838;01/11/2024;0;27;7200;1;0
8;1;71838;19/08/2013;0;27;2600;1;0
8;1;77630;01/05/1997;0;103;524,57;1;12
8;1;77630;01/05/2000;0;103;550;1;0
8;1;77630;01/08/1996;0;100;325,17;1;0
8;1;77630;01/09/1999;0;107;544,82;1;3,86
8;1;77630;01/10/1996;0;100;329,62;1;0
8;1;77630;01/12/1996;0;107;468,36;1;1
8;1;79952;01/01/1995;0;100;363,56;1;0
8;1;79952;01/04/1995;0;100;467,79;1;0
8;1;79952;01/04/1996;0;100;506,62;1;0
8;1;79952;01/09/1996;0;100;603,79;1;0
8;1;79952;01/10/1995;0;100;490,24;1;0
8;1;80000;01/01/1999;0;100;0;1;0
8;1;80001;01/01/1999;0;100;0;1;0
8;1;80002;01/01/1999;0;100;0;1;0
8;1;80003;01/10/1998;0;100;0;1;0
8;1;80004;01/10/1998;0;100;0;1;0
8;1;80005;01/10/1998;0;100;0;1;0
8;1;80006;01/10/1998;0;100;0;1;0
8;1;80007;01/10/1998;0;100;0;1;0
8;1;80008;01/10/1998;0;100;0;1;0
8;1;80009;01/10/1998;0;100;0;1;0
8;1;80010;01/10/1998;0;100;0;1;0
8;1;80011;01/10/1998;0;100;0;1;0
8;1;80012;01/01/1998;0;103;608;1;7,11
8;1;80012;01/03/1996;0;100;474,11;1;0
8;1;80012;01/03/2000;0;103;650,53;1;1,9
8;1;80012;01/05/1996;0;100;514,55;1;0
8;1;80012;01/05/2001;0;103;680;1;0
8;1;80012;01/06/1997;0;103;567,59;1;3,06
8;1;80012;01/07/1996;0;100;520,13;1;0
8;1;80012;01/08/1995;0;100;375,33;1;0
8;1;80012;01/09/1995;0;100;454,39;1;0
8;1;80012;01/12/1996;0;107;550,69;1;1
8;1;80012;01/12/1999;0;107;638,4;1;5
8;1;80012;01/12/2000;0;107;677,98;1;4,21
8;1;80013;01/10/1998;0;100;0;1;0
8;1;80014;01/10/1998;0;100;0;1;0
8;1;80015;01/11/1998;0;100;0;1;0
8;1;80016;01/10/1998;0;100;0;1;0
8;1;80017;01/10/1998;0;100;0;1;0
8;1;80018;01/01/1999;0;100;0;1;0
8;1;80019;01/10/2000;0;100;0;1;0
8;1;80020;01/11/1998;0;100;0;1;0
8;1;80021;01/11/1998;0;100;0;1;0
8;1;80022;01/12/1998;0;100;0;1;0
4;1;80023;01/11/1998;0;100;0;1;0
8;1;80024;01/11/1998;0;100;0;1;0
8;1;80025;01/10/1998;0;100;0;1;0
8;1;80026;01/11/1998;0;100;0;1;0
8;1;80027;01/12/1998;0;100;0;1;0
8;1;80028;01/11/1998;0;100;0;1;0
8;1;80029;01/11/1998;0;100;0;1;0
8;1;80030;01/12/1998;0;100;0;1;0
8;1;80031;01/11/1998;0;100;0;1;0
8;1;80032;01/11/1998;0;100;0;1;0
8;1;80033;01/12/1998;0;100;0;1;0
8;1;80034;01/12/1998;0;100;0;1;0
