codigo_empresa;tipo_colaborador;cadastro_colaborador;data_alteracao;sequencia_alteracao;motivo_alteracao;valor_salario_atual;tipo_reajuste;percentual_reajuste_concedido
8;1;303046;01/09/1997;0;100;235;1;0
8;1;303046;01/12/1997;0;103;253;1;7,65
8;1;303054;01/09/1997;0;100;154;1;0
8;1;303054;01/10/1997;0;103;220;1;42,85
8;1;303054;01/11/1997;0;103;227,92;1;3,6
8;1;303062;01/01/1998;0;103;224;1;1,81
8;1;303062;01/01/1999;0;103;235;1;2,17
8;1;303062;01/09/1997;0;103;171,6;1;0
8;1;303062;01/09/1998;0;107;226;1;0
8;1;303062;01/10/1997;0;103;192,2;1;12
8;1;303062;01/10/1998;0;107;230;1;1,76
8;1;303062;01/11/1997;0;103;220;1;14,46
8;1;303070;01/09/1997;0;100;275;1;0
8;1;303070;01/12/1997;0;103;308;1;12
8;1;303089;01/01/2000;0;107;360;1;6,25
8;1;303089;01/01/2001;0;107;396,5;1;6,14
8;1;303089;01/04/1999;0;103;308;1;22,22
8;1;303089;01/09/1997;0;100;225;1;0
8;1;303089;01/09/2000;0;103;373,53;1;3,75
8;1;303089;01/12/1997;0;103;252;1;12
8;1;303089;01/12/1999;0;27;338,8;1;10
8;1;303097;01/09/1997;0;100;250;1;0
8;1;303097;01/10/1997;0;103;330;1;32
8;1;303100;01/09/1997;0;100;250;1;0
8;1;303100;01/10/1997;0;103;330;1;32
8;1;303119;01/03/1999;0;103;254,4;1;10,42
8;1;303119;01/07/1998;0;103;230,38;1;4,71
8;1;303119;01/09/1997;0;100;171,6;1;0
8;1;303119;01/12/1997;0;103;220;1;28,2
8;1;303127;01/02/1999;0;103;330;1;32
8;1;303127;01/05/2000;0;103;346,5;1;1,75
8;1;303127;01/05/2002;0;107;393,33;1;8,1
8;1;303127;01/06/2000;0;107;359,04;1;3,61
8;1;303127;01/09/1997;0;100;212,5;1;0
8;1;303127;01/09/2000;0;103;363,83;1;1,33
8;1;303127;01/11/1997;0;103;250;1;17,64
8;1;303127;01/11/1999;0;107;340,52;1;3,18
8;1;303135;01/09/1997;0;100;240;1;0
8;1;303135;01/11/1997;0;103;294,54;1;22,72
8;1;303143;01/03/2000;0;107;324,22;1;6,89
8;1;303143;01/10/1997;0;103;294,54;1;0
8;1;303143;01/12/1998;0;103;303,32;1;2,98
8;1;303151;01/07/1999;0;103;259,56;1;3
8;1;303151;01/09/1997;0;100;185,4;1;0
8;1;303151;01/12/1997;0;103;252;1;35,92
8;1;303151;01/12/1999;0;107;269,36;1;3,77
8;1;303160;01/06/1998;0;103;418,57;1;16,6
8;1;303160;01/09/1997;0;100;358,96;1;0
8;1;303178;01/09/1997;0;100;225;1;0
8;1;303178;01/10/1997;0;103;252;1;12
8;1;303178;01/12/1997;0;103;261;1;3,57
8;1;303186;01/02/1998;0;103;38,4;1;5,49
8;1;303186;01/09/1997;0;100;36,4;1;0
8;1;303194;01/08/1998;0;103;253,8;1;0
8;1;303194;01/09/1997;0;100;235,8;1;0
8;1;303194;01/10/1997;0;107;252;1;6,87
8;1;303208;01/09/1997;0;100;235,8;1;0
8;1;303208;01/10/1997;0;107;252;1;6,87
8;1;303216;01/03/1998;0;103;252;1;50
8;1;303216;01/05/1999;0;107;262,8;1;3,54
8;1;303216;01/08/1998;0;103;253,8;1;0
8;1;303216;01/09/1997;0;100;157,2;1;0
8;1;303216;01/09/2001;0;107;318,71;1;7,3
8;1;303216;01/10/1997;0;107;168;1;6,87
8;1;303216;01/10/2000;0;107;297;1;7,14
8;1;303216;01/10/2001;0;27;390;1;22,36
8;1;303216;01/12/1999;0;107;277,2;1;5,47
8;1;303224;01/09/1997;0;100;235,8;1;0
8;1;303224;01/10/1997;0;107;252;1;6,87
8;1;303232;01/01/1998;0;103;121,2;1;1
8;1;303232;01/09/1997;0;100;93,6;1;0
8;1;303232;01/10/1997;0;103;104,4;1;11,53
8;1;303232;01/11/1997;0;103;120;1;14,94
8;1;303240;01/07/1998;0;107;305,35;1;3,67
8;1;303240;01/09/1997;0;100;193;1;0
8;1;303240;01/12/1997;0;103;294,54;1;52,61
8;1;303259;01/09/1997;0;100;172,8;1;0
8;1;303267;01/03/1998;0;103;252;1;37,25
8;1;303267;01/03/2000;0;103;270;1;2,04
8;1;303267;01/09/1997;0;100;158,4;1;0
8;1;303267;01/09/2000;0;103;277,2;1;2,66
8;1;303267;01/11/1997;0;103;178,2;1;12,5
8;1;303267;01/12/1997;0;103;183,6;1;3,03
8;1;303267;01/12/1999;0;107;264,6;1;5
8;1;303275;01/01/1999;0;103;235;1;2,17
8;1;303275;01/01/2000;0;27;335,07;1;21,88
8;1;303275;01/04/2000;0;107;357,19;1;6,6
8;1;303275;01/06/1999;0;103;274,9;1;16,97
8;1;303275;01/09/1997;0;100;154;1;0
8;1;303275;01/10/1997;0;103;227,92;1;48
8;1;303275;01/10/1998;0;107;230;1;0
8;1;303283;01/09/1997;0;100;235;1;0
8;1;303283;01/11/1997;0;103;294,54;1;25,33
8;1;303291;01/01/2000;0;103;359,79;1;6,88
8;1;303291;01/07/1999;0;107;336,6;1;3,31
8;1;303291;01/09/1997;0;100;214,2;1;0
8;1;303291;01/11/1997;0;103;325,8;1;52,1
8;1;303305;01/09/1997;0;100;247,5;1;0
8;1;303305;01/12/1997;0;103;277,2;1;12
8;1;303313;01/09/1997;0;100;247,5;1;0
8;1;303313;01/12/1997;0;103;277,2;1;12
8;1;303321;01/09/1997;0;100;431,15;1;0
8;1;303330;01/09/1997;0;100;225;1;0
8;1;303330;01/12/1997;0;103;252;1;12
8;1;303348;01/09/1997;0;103;225;1;0
8;1;303348;01/10/1997;0;103;252;1;12
8;1;303356;01/05/1999;0;107;262,8;1;3,54
8;1;303356;01/08/1998;0;103;253,8;1;0
8;1;303356;01/09/1997;0;103;235,8;1;0
8;1;303356;01/09/2001;0;107;318,71;1;7,3
8;1;303356;01/10/1997;0;107;252;1;6,87
8;1;303356;01/10/2000;0;107;297;1;7,14
8;1;303356;01/10/2001;0;107;320,4;1;0
8;1;303356;01/12/1999;0;107;277,2;1;5,47
8;1;303364;01/02/2012;0;31;987,98;1;0
8;1;303364;01/03/2003;0;103;342,84;1;10
8;1;303364;01/03/2007;0;103;520;1;0
8;1;303364;01/03/2008;0;103;573,25;1;0
8;1;303364;01/03/2009;0;107;610,51;1;0
8;1;303364;01/03/2011;0;107;762,85;1;0
8;1;303364;01/03/2012;0;107;1142,94;1;0
8;1;303364;01/03/2013;0;107;1237,81;1;0
8;1;303364;01/03/2014;0;107;1693,4;1;0
8;1;303364;01/03/2015;0;107;1823,46;1;0
8;1;303364;01/03/2016;0;107;1998,52;1;0
8;1;303364;01/03/2017;0;107;2120,5;1;0
8;1;303364;01/03/2018;0;107;2158,9;1;0
8;1;303364;01/03/2019;0;107;2243,95;1;0
8;1;303364;01/03/2021;0;107;2403,5;1;0
8;1;303364;01/03/2023;0;107;2894,65;1;0
8;1;303364;01/03/2024;0;107;3039,4;1;0
8;1;303364;01/03/2025;0;107;3203,55;1;0
8;1;303364;01/04/2005;0;103;463;1;7,17
8;1;303364;01/04/2006;0;103;491;1;0
8;1;303364;01/04/2010;0;107;647,14;1;0
8;1;303364;01/05/2000;0;103;270,9;1;13,75
8;1;303364;01/05/2002;0;107;311,67;1;9,56
8;1;303364;01/06/1998;0;103;200;1;22,1
8;1;303364;01/06/2004;0;103;432;1;8
8;1;303364;01/07/2003;0;107;400;1;10,83
8;1;303364;01/07/2011;0;27;950;1;0
8;1;303364;01/08/2013;0;27;1400;1;0
8;1;303364;01/08/2016;0;486;2025,5;1;0
8;1;303364;01/08/2020;0;143;2320;1;0
8;1;303364;01/09/1997;0;100;162;1;0
8;1;303364;01/09/1998;0;103;230,38;1;15,19
8;1;303364;01/09/2000;0;103;284,45;1;5
8;1;303364;01/09/2010;0;31;707;1;0
8;1;303364;01/09/2020;0;107;2331,9;1;0
8;1;303364;01/09/2021;0;107;2476,95;1;0
8;1;303364;01/09/2022;0;107;2744,5;1;0
8;1;303364;01/11/1997;0;103;163,8;1;1,11
8;1;303364;01/11/1999;0;31;238,14;1;3,36
8;1;303372;01/03/1998;0;27;308;1;18
8;1;303372;01/05/1998;0;103;320;1;3,89
8;1;303372;01/09/1997;0;100;225;1;0
8;1;303372;01/10/1997;0;103;252;1;12
8;1;303372;01/12/1997;0;103;261;1;3,57
8;1;303380;01/09/1997;0;100;127,2;1;0
8;1;303399;01/09/1997;0;100;225;1;0
8;1;303399;01/09/2000;0;103;277,2;1;4,05
8;1;303399;01/11/1997;0;103;252;1;12
8;1;303399;01/11/1999;0;107;266,4;1;5,71
8;1;303399;01/11/2000;0;107;286,2;1;3,24
8;1;303399;01/11/2001;0;107;307,15;1;7,32
8;1;303402;01/09/1997;0;100;275;1;0
8;1;303402;01/12/1997;0;103;308;1;12
8;1;303410;01/09/1997;0;100;225;1;0
8;1;303410;01/12/1997;0;103;252;1;12
4;1;303429;01/09/1997;0;100;154;1;0
4;1;303429;01/10/1997;0;103;227,92;1;48
4;1;303437;01/09/1997;0;100;154;1;0
4;1;303445;01/09/1997;0;100;154;1;0
4;1;303445;01/10/1997;0;103;227,92;1;48
4;1;303453;01/09/1997;0;100;154;1;0
4;1;303453;01/10/1997;0;103;227,92;1;48
8;1;303461;01/02/1999;0;103;233,7;1;1,05
8;1;303461;01/05/2003;0;126;326,4;1;2,27
8;1;303461;01/06/1998;0;103;189;1;2,94
8;1;303461;01/09/1997;0;100;158,4;1;0
8;1;303461;01/09/1998;0;103;231,26;1;22,35
8;1;303461;01/09/2002;0;31;289,44;1;0
8;1;303461;01/10/2002;0;31;295;1;1,92
8;1;303461;01/11/1997;0;103;178,2;1;12,5
8;1;303461;01/11/2002;0;107;319,14;1;7,85
8;1;303461;01/11/2003;0;107;400;1;22,54
8;1;303461;01/11/2004;0;103;432;1;8
8;1;303461;01/11/2005;0;103;463;1;0
8;1;303461;01/12/1997;0;103;183,6;1;3,03
8;1;303461;01/12/1999;0;107;249,83;1;5
8;1;303461;01/12/2000;0;107;265,32;1;6,2
8;1;303461;01/12/2001;0;107;289,25;1;9,01
8;1;303470;01/09/1997;0;100;250;1;0
8;1;303470;01/12/1998;0;103;256,05;1;2,42
8;1;303488;01/09/1997;0;100;280,5;1;0
8;1;303488;01/11/1997;0;103;330;1;17,64
8;1;303496;01/10/1997;0;100;330;1;0
8;1;303500;01/04/1999;0;107;540;1;10,16
8;1;303500;01/05/2001;0;103;592;1;0
8;1;303500;01/06/2000;0;107;591,65;1;9,56
8;1;303500;01/10/1997;0;100;330;1;0
8;1;303500;01/10/1998;0;103;490,18;1;48,53
8;1;303500;01/12/2001;0;107;627,15;1;5,93
8;1;303518;01/09/1997;0;100;154;1;0
8;1;303518;01/10/1997;0;103;220;1;42,85
8;1;303518;01/11/1997;0;103;227,92;1;3,6
8;1;303526;01/09/1997;0;100;228,6;1;0
8;1;303526;01/10/1997;0;103;270;1;18,11
8;1;303526;01/12/1997;0;103;330;1;22,22
8;1;303534;01/02/1999;0;103;338,8;1;33
8;1;303534;01/04/2000;0;107;374,03;1;6,6
8;1;303534;01/09/1997;0;103;275;1;0
8;1;303534;01/10/1997;0;103;308;1;12
8;1;303534;01/10/1999;0;107;350,87;1;3,56
8;1;303542;01/09/1997;0;103;228,6;1;0
8;1;303542;01/11/1997;0;103;270;1;18,11
8;1;303550;01/09/1997;0;100;225;1;0
8;1;303550;01/10/1997;0;103;252;1;12
8;1;303569;01/09/1997;0;100;215;1;0
8;1;303569;01/10/1997;0;103;330;1;53,48
8;1;303577;01/09/1997;0;100;157,2;1;0
8;1;303577;01/10/1997;0;107;168;1;6,87
8;1;303585;01/09/1997;0;100;235,8;1;0
8;1;303585;01/10/1997;0;107;252;1;6,87
8;1;303593;01/09/1997;0;100;154;1;0
8;1;303593;01/10/1997;0;103;220;1;42,85
8;1;303593;01/10/1998;0;107;230;1;0
8;1;303593;01/11/1997;0;103;227,92;1;3,6
8;1;303607;01/09/1997;0;100;154;1;0
8;1;303607;01/10/1997;0;103;220;1;42,85
8;1;303607;01/10/1998;0;107;230;1;0
8;1;303607;01/11/1997;0;103;227,92;1;3,6
8;1;303615;01/09/1997;0;100;235,8;1;0
8;1;303615;01/10/1997;0;107;252;1;6,87
8;1;303623;01/05/1999;0;107;262,8;1;3,54
8;1;303623;01/08/1998;0;103;253,8;1;0
8;1;303623;01/08/2001;0;27;384,17;1;25,54
8;1;303623;01/09/1997;0;100;235,8;1;0
8;1;303623;01/09/2000;0;103;306;1;4,93
8;1;303623;01/09/2001;0;107;406,54;1;5,82
8;1;303623;01/09/2002;0;107;443,78;1;9,16
8;1;303623;01/10/1997;0;107;252;1;6,87
8;1;303623;01/10/1999;0;103;277,2;1;5,47
8;1;303623;01/12/1999;0;107;291,6;1;5,19
8;1;303631;01/09/1997;0;100;280,5;1;0
8;1;303631;01/11/1997;0;103;330;1;17,64
8;1;303640;01/09/1997;0;100;290;1;0
8;1;303640;01/10/1997;0;107;309,5;1;6,72
8;1;303658;01/10/1997;0;100;270;1;0
8;1;303658;01/11/1997;0;103;302,4;1;12
8;1;303666;01/08/1999;0;107;314,14;1;3,88
8;1;303666;01/10/1997;0;100;270;1;0
8;1;303666;01/11/1997;0;103;302,4;1;12
8;1;303674;01/10/1997;0;100;180;1;0
8;1;303674;01/11/1997;0;103;201,6;1;12
8;1;303682;01/02/1998;0;103;205;1;6,65
8;1;303682;01/10/1997;0;100;174,25;1;0
8;1;303682;01/11/1997;0;103;192,2;1;10,3
8;1;303690;01/06/2003;0;103;487,04;1;10,99
8;1;303690;01/06/2004;0;103;570,76;1;8
8;1;303690;01/06/2005;0;103;610,71;1;6,99
8;1;303690;01/09/2000;0;27;374,2;1;2,59
8;1;303690;01/09/2002;0;107;438,79;1;9,02
8;1;303690;01/09/2003;0;107;528,48;1;8,5
8;1;303690;01/10/1997;0;100;330;1;0
8;1;303690;01/10/2001;0;107;402,45;1;7,54
8;1;303690;01/11/1998;0;107;343,67;1;4,14
8;1;303690;01/12/1999;0;107;354,63;1;3,18
8;1;303704;01/01/1998;0;103;167,4;1;6,89
8;1;303704;01/10/1997;0;103;142,2;1;0
8;1;303704;01/11/1997;0;103;156,6;1;10,12
8;1;303712;01/10/1997;0;100;198;1;0
8;1;303720;01/08/1999;0;107;317,39;1;3,05
8;1;303720;01/10/1997;0;100;225;1;0
8;1;303720;01/11/1997;0;103;252;1;12
8;1;303739;01/05/2000;0;103;519,69;1;2,62
8;1;303739;01/10/1997;0;100;225;1;0
8;1;303739;01/10/1999;0;107;492,67;1;4,73
8;1;303739;01/11/1997;0;103;252;1;12
8;1;303739;01/11/1998;0;103;308;1;22,22
8;1;303739;01/11/1999;0;103;506,42;1;2,79
8;1;303739;01/11/2000;0;103;537,88;1;3,5
8;1;303739;01/12/1998;0;103;470,4;1;52,72
8;1;303747;01/10/1997;0;100;225;1;0
8;1;303755;01/10/1997;0;100;152,4;1;0
8;1;303755;01/12/1997;0;103;330;1;18,11
8;1;303763;01/10/1997;0;100;228,6;1;0
8;1;303771;01/10/1997;0;100;158,4;1;0
8;1;303771;01/12/1997;0;103;199,8;1;26,13
8;1;303780;01/02/1998;0;103;252;1;50
8;1;303780;01/10/1997;0;100;150;1;0
8;1;303780;01/11/1997;0;103;168;1;12
8;1;303798;01/10/1997;0;100;185,4;1;0
8;1;303798;01/12/1997;0;103;187,2;1;0
8;1;303801;01/10/1997;0;100;330;1;0
8;1;303810;01/02/2003;0;103;475,46;1;10,14
8;1;303810;01/03/2007;0;103;655,75;1;0
8;1;303810;01/03/2009;0;31;880,53;1;0
8;1;303810;01/03/2010;0;31;995,62;1;0
8;1;303810;01/04/2003;0;107;502,16;1;5,61
8;1;303810;01/04/2005;0;103;583,63;1;6,99
8;1;303810;01/04/2006;0;103;618,65;1;0
8;1;303810;01/05/2000;0;103;346,5;1;0
8;1;303810;01/05/2008;0;103;843,36;1;0
8;1;303810;01/05/2009;0;107;975,36;1;0
8;1;303810;01/06/2001;0;107;393,25;1;5,44
8;1;303810;01/06/2002;0;107;431,67;1;9,76
8;1;303810;01/06/2004;0;103;542,33;1;7,99
8;1;303810;01/08/2000;0;107;372,96;1;7,63
8;1;303810;01/08/2004;0;107;545,45;1;0
8;1;303810;01/10/1997;0;100;330;1;0
8;1;303810;01/10/1999;0;107;344,1;1;4,27
8;1;303810;13/08/2007;0;27;700;1;0
8;1;303828;01/01/1999;0;103;235;1;2,17
8;1;303828;01/09/1999;0;103;274,9;1;16,97
8;1;303828;01/10/1997;0;100;77;1;0
8;1;303828;01/11/1997;0;103;113,96;1;48
8;1;303828;01/11/1998;0;103;230;1;101,82
8;1;303836;01/01/2000;0;103;364,3;1;6,88
8;1;303836;01/06/1999;0;107;340,82;1;3,27
8;1;303836;01/07/1998;0;103;330;1;32
8;1;303836;01/10/1997;0;103;212,5;1;0
8;1;303836;01/12/1997;0;103;250;1;17,64
8;1;303844;01/10/1997;0;100;280,5;1;0
8;1;303844;01/10/1998;0;107;344,27;1;4,32
8;1;303844;01/12/1997;0;103;330;1;17,64
8;1;303844;01/12/1998;0;27;400;1;16,18
8;1;303852;01/10/1997;0;100;280,5;1;0
8;1;303852;01/12/1997;0;103;330;1;17,64
8;1;303860;01/03/1998;0;103;253;1;22,22
8;1;303860;01/10/1997;0;100;190,8;1;0
8;1;303860;01/12/1997;0;103;207;1;8,49
8;1;303879;01/10/1997;0;100;210;1;0
8;1;303887;01/10/1997;0;100;330;1;0
8;1;303895;01/10/1997;0;100;212,5;1;0
8;1;303909;01/04/2000;0;107;279;1;6,16
8;1;303909;01/04/2003;0;107;380;1;19,73
8;1;303909;01/04/2005;0;103;439,13;1;7
8;1;303909;01/04/2006;0;103;466;1;0
8;1;303909;01/04/2007;0;103;494;1;0
8;1;303909;01/04/2008;0;103;545;1;0
8;1;303909;01/04/2009;0;107;583,15;1;0
8;1;303909;01/04/2010;0;107;620,12;1;0
8;1;303909;01/04/2011;0;107;721,11;1;0
8;1;303909;01/04/2012;0;107;790,69;1;0
8;1;303909;01/04/2013;0;107;853,95;1;0
8;1;303909;01/04/2014;0;107;939,35;1;0
8;1;303909;01/04/2015;0;107;1018,44;1;0
8;1;303909;01/04/2016;0;107;1118,56;1;0
8;1;303909;01/05/2002;0;107;317,37;1;8,52
8;1;303909;01/06/2004;0;103;410,4;1;8
8;1;303909;01/07/2001;0;107;292,45;1;4,82
8;1;303909;01/10/1997;0;100;225;1;0
8;1;303909;01/10/1999;0;107;262,8;1;4,28
8;1;303909;01/11/1997;0;103;252;1;12
8;1;303909;01/11/2011;0;31;732,12;1;0
8;1;303909;25/10/2010;0;129;670,8;1;0
8;1;303917;01/09/2000;0;103;363,83;1;5
8;1;303917;01/10/1997;0;100;280,5;1;0
8;1;303917;01/11/1999;0;107;346,5;1;5
8;1;303917;01/11/2000;0;107;367,81;1;1,09
8;1;303917;01/11/2001;0;107;395,4;1;7,5
8;1;303917;01/11/2002;0;107;434,15;1;9,8
8;1;303917;01/11/2003;0;103;505,78;1;16,49
8;1;303917;01/11/2004;0;103;546,24;1;7,99
8;1;303917;01/11/2005;0;33;584,48;1;0
8;1;303917;01/11/2006;0;103;619,55;1;0
8;1;303917;01/11/2007;0;103;656,55;1;0
8;1;303917;01/11/2008;0;103;723,78;1;0
8;1;303917;01/12/1997;0;103;330;1;17,64
8;1;303925;01/10/1997;0;100;171;1;0
8;1;303933;01/10/1997;0;100;602,37;1;0
8;1;303941;01/02/1998;0;103;280;1;12
8;1;303941;01/05/2000;0;103;346,5;1;5
8;1;303941;01/05/2001;0;103;389,55;1;7,06
8;1;303941;01/05/2003;0;107;477,69;1;19,35
8;1;303941;01/06/2002;0;107;400,21;1;9,99
8;1;303941;01/09/2000;0;103;363,83;1;5
8;1;303941;01/10/1997;0;100;212,5;1;0
8;1;303941;01/12/1997;0;103;250;1;17,64
8;1;303941;01/12/1998;0;103;330;1;17,85
8;1;303950;01/05/1999;0;107;564,48;1;14,49
8;1;303950;01/05/2000;0;103;600;1;1,45
8;1;303950;01/05/2001;0;103;640;1;1,18
8;1;303950;01/09/1998;0;103;493;1;36,94
8;1;303950;01/09/2001;0;107;678,77;1;6,05
8;1;303950;01/10/1997;0;100;360;1;0
8;1;303950;01/10/2000;0;107;632,53;1;5,42
8;1;303950;01/12/1999;0;107;591,37;1;4,76
8;1;303968;01/01/2003;0;107;728,64;1;9,56
6;1;303968;01/01/2018;0;107;3528;1;0
8;1;303968;01/03/2003;0;103;731,5;1;0
8;1;303968;01/03/2009;0;31;1413,58;1;0
8;1;303968;01/03/2010;0;31;1572,74;1;0
8;1;303968;01/03/2013;0;27;2100;1;0
8;1;303968;01/04/2006;0;103;1063,52;1;0
8;1;303968;01/04/2007;0;103;1167,72;1;0
8;1;303968;01/04/2008;0;103;1353,55;1;0
8;1;303968;01/04/2009;0;107;1537,21;1;0
8;1;303968;01/04/2010;0;107;1705,92;1;0
8;1;303968;01/04/2011;0;107;1870,62;1;0
8;1;303968;01/04/2012;0;107;2038,45;1;0
8;1;303968;01/04/2013;0;107;2263,17;1;0
8;1;303968;01/04/2014;0;107;2421,59;1;0
8;1;303968;01/04/2015;0;107;2625,49;1;0
8;1;303968;01/04/2016;0;107;2883,58;1;0
6;1;303968;01/04/2018;0;143;3769,12;1;0
8;1;303968;01/05/2000;0;107;625,73;1;6,47
8;1;303968;01/05/2001;0;103;665;1;0
8;1;303968;01/06/1999;0;107;587,68;1;6,85
8;1;303968;01/07/2003;0;107;857,32;1;17,2
8;1;303968;01/07/2004;0;107;924,32;1;7,81
8;1;303968;01/08/2005;0;107;979,32;1;5,95
8;1;303968;01/10/1997;0;100;330;1;0
8;1;303968;01/11/2011;0;31;1923,07;1;0
8;1;303968;01/12/1998;0;103;550;1;66,66
8;1;303968;01/12/2000;0;107;664,21;1;6,14
6;1;303968;02/05/2017;0;27;3170;1;0
8;1;303968;16/10/2006;0;27;1065;1;0
8;1;303976;01/10/1997;0;100;225;1;0
8;1;303976;01/11/1997;0;103;252;1;12
8;1;303984;01/05/2000;0;103;346,5;1;5
8;1;303984;01/09/2000;0;103;363,83;1;5
8;1;303984;01/10/1997;0;100;280,5;1;0
8;1;303984;01/12/1997;0;103;330;1;17,64
8;1;303992;01/10/1997;0;100;171,6;1;0
8;1;303992;01/12/1997;0;103;192,2;1;12
8;1;304000;01/10/1997;0;100;330;1;0
8;1;304000;01/11/1998;0;107;343,67;1;4,14
8;1;304000;01/12/1999;0;107;354,63;1;3,18
8;1;304018;01/03/1999;0;27;430,05;1;8,63
8;1;304018;01/09/1998;0;103;395,88;1;10,28
8;1;304018;01/10/1997;0;100;358,96;1;0
8;1;304026;01/03/2003;0;103;461,87;1;10
8;1;304026;01/03/2007;0;103;812,58;1;0
8;1;304026;01/03/2008;0;103;975,86;1;0
8;1;304026;01/03/2009;0;31;1023,75;1;0
8;1;304026;01/03/2010;0;31;1159,52;1;0
8;1;304026;01/03/2011;0;107;1420,07;1;0
8;1;304026;01/03/2012;0;107;1643,8;1;0
8;1;304026;01/03/2013;0;107;1780,24;1;0
8;1;304026;01/03/2014;0;107;1908,42;1;0
8;1;304026;01/03/2015;0;107;2055;1;0
8;1;304026;01/03/2016;0;107;2252,28;1;0
8;1;304026;01/04/2004;0;27;550;1;11,32
8;1;304026;01/04/2010;0;107;1276,01;1;0
8;1;304026;01/05/1999;0;103;330;1;28,88
8;1;304026;01/05/2000;0;103;346,5;1;2,22
8;1;304026;01/05/2002;0;107;419,88;1;9,56
8;1;304026;01/05/2006;0;103;722,32;1;0
8;1;304026;01/06/2004;0;27;600;1;17,45
8;1;304026;01/06/2005;0;107;640;1;6,66
8;1;304026;01/07/2003;0;107;494,03;1;6,96
8;1;304026;01/08/2016;0;486;2282,69;1;0
8;1;304026;01/09/2000;0;103;363,83;1;5
8;1;304026;01/09/2001;0;107;383,21;1;5,32
8;1;304026;01/10/1997;0;100;250;1;0
8;1;304026;01/11/1998;0;107;256,05;1;2,42
8;1;304026;01/11/1999;0;31;338,96;1;2,71
8;1;304026;01/11/2011;0;31;1464,11;1;0
8;1;304026;02/03/2009;0;103;1132,1;1;0
8;1;304034;01/10/1997;0;100;225;1;0
8;1;304034;01/12/1997;0;103;252;1;12
8;1;304042;01/06/1999;0;107;261,78;1;3,88
8;1;304042;01/09/1998;0;103;252;1;47,36
8;1;304042;01/10/1997;0;100;171;1;0
8;1;304050;01/10/1997;0;100;360;1;0
8;1;304069;01/10/1997;0;100;280,5;1;0
8;1;304069;01/12/1997;0;103;330;1;17,64
8;1;304077;01/05/2000;0;103;264,6;1;2,08
8;1;304077;01/09/2000;0;103;277,2;1;4,76
8;1;304077;01/10/1997;0;100;225;1;0
8;1;304077;01/11/1997;0;103;252;1;12
8;1;304077;01/12/1999;0;107;259,2;1;2,85
8;1;304085;01/10/1997;0;100;280,5;1;0
8;1;304085;01/12/1997;0;103;330;1;17,64
8;1;304093;01/04/2003;0;107;837;1;18,65
8;1;304093;01/05/2000;0;103;550;1;60,43
8;1;304093;01/05/2001;0;27;650;1;13,15
8;1;304093;01/05/2002;0;107;705,38;1;8,52
8;1;304093;01/08/1999;0;107;342,82;1;3,88
8;1;304093;01/08/2004;0;31;900;1;7,04
8;1;304093;01/10/1997;0;100;280,5;1;0
8;1;304093;01/11/2000;0;107;574,43;1;4,44
8;1;304093;01/12/1997;0;103;330;1;17,64
8;1;304107;01/01/2000;0;107;349,17;1;5,8
8;1;304107;01/02/2012;0;31;1207,44;1;0
8;1;304107;01/03/2003;0;103;478,34;1;7,99
8;1;304107;01/03/2007;0;107;683,1;1;0
8;1;304107;01/03/2008;0;103;752,28;1;0
8;1;304107;01/03/2013;0;107;1527,25;1;0
8;1;304107;01/03/2014;0;107;1634,16;1;0
8;1;304107;01/03/2015;0;107;1764,89;1;0
8;1;304107;01/04/2005;0;103;602,22;1;7
8;1;304107;01/04/2006;0;103;638,35;1;0
8;1;304107;01/05/2003;0;107;521,13;1;8,94
8;1;304107;01/05/2004;0;107;560,06;1;7,47
8;1;304107;01/06/2004;0;103;562,82;1;0
8;1;304107;01/06/2009;0;107;806,07;1;0
8;1;304107;01/06/2010;0;107;859,86;1;0
8;1;304107;01/06/2011;0;107;1064;1;0
8;1;304107;01/06/2012;0;107;1396,92;1;0
8;1;304107;01/07/2002;0;107;442,91;1;9,56
8;1;304107;01/07/2006;0;107;643,77;1;0
8;1;304107;01/08/2000;0;107;381,71;1;9,31
8;1;304107;01/08/2001;0;107;404,23;1;5,89
8;1;304107;01/08/2011;0;27;1161;1;0
8;1;304107;01/10/1997;0;100;330;1;0
8;1;304107;12/05/2011;0;27;980;1;0
8;1;304115;01/10/1997;0;100;330;1;0
8;1;304123;01/10/1997;0;100;330;1;0
8;1;304131;01/10/1997;0;100;280,5;1;0
8;1;304131;01/12/1997;0;103;330;1;17,64
8;1;304158;01/03/2003;0;103;627,9;1;9,99
8;1;304158;01/03/2007;0;103;921,17;1;0
8;1;304158;01/04/2003;0;107;671,63;1;6,96
8;1;304158;01/04/2006;0;107;834,87;1;0
8;1;304158;01/05/2000;0;103;264,6;1;2,08
8;1;304158;01/05/2002;0;107;570,82;1;9,57
8;1;304158;01/05/2004;0;107;758,63;1;7,46
8;1;304158;01/05/2005;0;107;764,63;1;0
8;1;304158;01/08/2000;0;129;339,8;1;28,42
8;1;304158;01/08/2006;0;103;843,22;1;0
8;1;304158;01/09/2001;0;107;520,96;1;4,19
8;1;304158;01/10/1997;0;100;225;1;0
8;1;304158;01/10/2000;0;27;500;1;47,14
8;1;304158;01/11/1999;0;107;259,2;1;2,85
8;1;304158;01/12/1997;0;103;252;1;12
8;1;304166;01/01/2010;0;103;1416,48;1;0
8;1;304166;01/01/2011;0;107;1577,98;1;0
