codigo_empresa;codigo_filial;razao_social;nome_filial;endereco_filial;complemento_endereco;numero_endereco;codigo_bairro;estado;codigo_cidade;codigo_ddi_telefone;codigo_ddd_telefone;numero_telefone;tipo_filial;tipo_inscricao;numero_inscricao;codigo_cei;inscricao_estadual;inscricao_municipal;cnae_fiscal;codigo_nac_atv_economica;inscricao_cno;inscricao_caepf;cnae_fiscal_preponderante;tipo_caepf;tipo_logradouro;codigo_cep_filial;nome_empresarial_completo
008;053;;PRM PASSO FUNDO;PRESIDENTE VARGAS;;1959;SÃO CRISTÓVÃO;RS;1;;;;F;1;92012467005309;;;;47.81-4/00;5232;;;47.81-4/00;;AV;99070000
008;054;;PRM IBIRUBA;AVENIDA SETE DE SETEMBRO;;1223;CENTRO;RS;478;;;;F;1;92012467005481;;;;47.81-4/00;5232;;;47.81-4/00;;R;98200000
008;055;;TOT CRUZ ALTA;GENERAL CAMARA;;1100;CENTRO;RS;40;;;;F;1;92012467005562;;;;47.59-8/99;5232;;;47.59-8/99;;AV;98005112
008;056;;LAJEADO;AV.SENADOR ALBERTO PASQUALINI;;1230;CENTRO;RS;125;;;;F;1;92012467005643;;;;47.81-4/00;5232;;;47.81-4/00;;R;95900000
008;057;;TOT CARAZINHO;POLIDORO ALBUQUERQUE;;55;CENTRO;RS;31;;;;F;1;92012467005724;;;;47.59-8/99;5232;;;47.59-8/99;;R;99500000
008;058;;TOT LAGES;MARECHAL FLORIANO;;373;CENTRO;SC;33;;;;F;1;92012467005805;;;;47.59-8/99;5232;;;47.59-8/99;;AV;88501103
008;059;;TOT CACHOEIRA DO SUL;JULIO DE CASTILHOS;SALA 01;520;CENTRO;RS;39;;;;F;1;92012467005996;;;;47.59-8/99;5232;;;47.59-8/99;;AV;96501000
008;061;;GRZ BENTO GONCALVES;MARECHAL DEODORO;;127;CENTRO;RS;38;;;;F;1;92012467006100;;;;47.81-4/00;5232;;;47.81-4/00;;R;95700160
008;063;;GRZ SAO JOSE;RUA GERONCIO THIVES;SALA 01 201;1079;CENTRO;SC;58;;;;F;1;92012467006372;;;;47.81-4/00;5232;;;47.81-4/00;;R;88117200
008;064;;PRM CANGUCU;OSVALDO ARANHA;;172;CENTRO;RS;388;;;;F;1;92012467006453;;;;47.81-4/00;5232;;;47.81-4/00;;R;96600000
008;065;;PRM PAROBE;CORONEL JOAO CORREA;;127;CENTRO;RS;790;;;;F;1;92012467006534;;;;47.81-4/00;5232;;;47.81-4/00;;R;95630000
008;066;;TOT CONCORDIA;ORESTES FARINA;;205;CENTRO;SC;46;;;;F;1;92012467006615;;;;47.59-8/99;5232;;;47.59-8/99;;R;89700071
008;067;;CACHOEIRINHA;AV.GENERAL FLORES DA CUNHA;;266;CENTRO;RS;87;;;;F;1;92012467006704;;;;47.81-4/00;5232;;;47.81-4/00;;R;94910000
008;068;;TOT FREDERICO WESTPHALEN;LUIZ MILANI;SL COMER 02;650;CENTRO;RS;48;;;;F;1;92012467006887;;;;47.59-8/99;5232;;;47.59-8/99;;AV;98400000
008;069;;PATO BRANCO;AV.BRASIL;;45;CENTRO;PR;73;;;;F;1;92012467006968;;;;47.81-4/00;5232;;;47.81-4/00;;R;85501000
008;070;;CURITIBA;RUA JOSE LOUREIRO;;603;CENTRO;PR;116;;;;F;1;92012467007000;;;;47.81-4/00;5232;;;47.81-4/00;;R;90010010
008;071;;GRZ PORTO ALEGRE;RUA VOLUNTARIOS DA PATRIA;E 310;294;CENTRO;RS;27;;;;F;1;92012467007182;;;;47.81-4/00;5232;;;47.81-4/00;;R;90030001
008;072;;NOVO HAMBURGO;AV PEDRO ADAMS FILHO;;5495;CENTRO;RS;69;;;;F;1;92012467007263;;;;47.81-4/00;5232;;;47.81-4/00;;R;93310560
008;073;;PRM TRES COROAS;MUNDO NOVO;;184;CENTRO;RS;1031;;;;F;1;92012467007344;;;;47.81-4/00;5232;;;47.81-4/00;;AV;95660000
008;074;;PRM FRAIBURGO;PADRE BIAGGIO SIMONETTI;;142;CENTRO;SC;685;;;;F;1;92012467007425;;;;47.81-4/00;5232;;;47.81-4/00;;R;89580000
008;075;;PRM DOIS VIZINHOS;PRUDENTE DE MORAIS;;528;CENTRO NORTE;PR;927;;;;F;1;92012467007506;;;;47.81-4/00;5232;;;47.81-4/00;;R;85660000
008;076;;SAO MIGUEL DO OESTE;RUA SANTOS DUMOND;ESQ.ALM.BAR;733;CENTRO;SC;145;;;;F;1;92012467007697;;;;47.81-4/00;5232;;;47.81-4/00;;R;89900000
008;079;;TOT FRANCISCO BELTRAO;PONTA GROSSA;;1965;CENTRO;PR;107;;;;F;1;92012467007930;;;;47.59-8/99;5232;;;47.59-8/99;;R;85601600
008;080;;PRM QUARAI;SETE DE SETEMBRO;;930;CENTRO;RS;346;;;;F;1;92012467008073;;;;47.81-4/00;5232;;;47.81-4/00;;AV;97560000
008;081;;ESTEIO;AV.PRESIDENTE VARGAS;;760;CENTRO;RS;86;;;;F;1;92012467008154;;;;47.81-4/00;5232;;;47.81-4/00;;R;93260004
008;082;;PRM TRIUNFO;LUIZ BARRETO;SALA 02;471;CENTRO;RS;662;;;;F;1;92012467008235;;;;47.81-4/00;5232;;;47.81-4/00;;R;95840000
008;083;;TOT SANTA MARIA;NOSSA SRA DE MEDIANEIRA;;1055;CENTRO;RS;2;;;;F;1;92012467008316;;;;47.59-8/99;5232;;;47.59-8/99;;AV;97060003
008;084;;TOT BENTO GONCALVES;BARAO DO RIO BRANCO;SALA 2;402;CENTRO;RS;38;;;;F;1;92012467008405;;;;47.59-8/99;5232;;;47.59-8/99;;R;95700168
008;085;;TRES DE MAIO;RUA PADRE CACIQUE;;1101;CENTRO;RS;90;;;;F;1;92012467008588;;;;47.81-4/00;5232;;;47.81-4/00;;R;98910000
008;086;;TOT PELOTAS;PRACA 20 DE SETEMBRO;;482;CENTRO;RS;61;;;;F;1;92012467008669;;;;47.81-4/00;5232;;;47.81-4/00;;PC;96015360
008;087;;TOT ALEGRETE;RUA BARAO DO AMAZONAS;;462;CENTRO;RS;57;;;;F;1;92012467008740;;;;47.59-8/99;5232;;;47.59-8/99;;R;97542100
008;088;;TOT XANXERE;CORONEL PASSOS MAIA;SALA 01;530;CENTRO;SC;65;;;;F;1;92012467008820;;;;47.59-8/99;5232;;;47.59-8/99;;R;89820000
008;089;;TOT SANTANA DO LIVRAMENTO;HUGOLINO ANDRADE;;279;CENTRO;RS;53;;;;F;1;92012467008901;;;;47.59-8/99;5232;;;47.59-8/99;;R;97573577
008;092;;TOT VACARIA;JULIO DE CASTILHOS;;1176;CENTRO;RS;54;;;;F;1;92012467009207;;;;47.59-8/99;5232;;;47.59-8/99;;AV;95200040
008;093;;GRZ SAO LEOPOLDO;INDEPENDENCIA;;905;CENTRO;RS;52;;;;F;1;92012467009398;;;;47.81-4/00;5232;;;47.81-4/00;;AV;93010003
008;094;;TOT SAO BORJA;EDDIE FREIRE NUNES;;1999;CENTRO;RS;44;;;;F;1;92012467009479;;;;47.59-8/99;5232;;;47.59-8/99;;R;97670000
008;095;;PRM SAO BORJA;GENERAL MARQUES;;850;CENTRO;RS;44;;;;F;1;92012467009550;;;;47.81-4/00;5232;;;47.81-4/00;;R;97670000
008;096;;PRM SANTA CRUZ DO SUL;VINTE E OITO DE SETEMBRO;;396;CENTRO;RS;9;;;;F;1;92012467009630;;;;47.81-4/00;5232;;;47.81-4/00;;R;96810042
008;097;;TOT PASSO FUNDO;GENERAL CANABARRO;;718;CENTRO;RS;1;;;;F;1;92012467009711;;;;47.59-8/99;5232;;;47.59-8/99;;R;99010190
008;099;;TOT LAGES;LUIZ DE CAMOES;;683;CORAL;SC;33;;;;F;1;92012467009983;;;;47.59-8/99;5232;;;47.59-8/99;;AV;88523000
008;100;;GRZ URUGUAIANA;DOMINGOS DE ALMEIDA;PREDIO;1932;CENTRO;RS;99;;;;F;1;92012467010051;;;;47.81-4/00;5232;;;47.81-4/00;;R;97501516
