22;2453;GABRIELENSE;
22;2454;VILA MILITAR;
22;2455;SAO SEBASTIAO;
22;2456;VARGAS;
22;2457;VILA ROCHA;
664;2458;BELVEDERE II;
449;2460;TAMANDARE;
44;2461;BAIRRO DO TIRO;
27;2462;SANTO AGOSTINHO;
76;2463;PARQUE MARINHO;
74;2464;COHAB I;
12;2465;COHAB B;
97;2466;ALVORADA;
87;2470;MORADA DO VALE;
62;2472;YGARA;
19;2473;SUZANA II;
52;2474;SELLER FEITARIA;
19;2477;NUNUES;
19;2479;ALTO PEDREGAL;
45;2480;PRINCIPE;
42;2481;MEDIANEIRA;
132;2482;VILA PROMORAR;
70;2483;ADHEMAR GARCIA;
52;2484;INDEPENDENCIA;
3;2485;CENTRO SUL;
93;2487;TABAJARA;
154;2488;COPACABANA;
27;2489;ALTO PETROPOLES;
27;2490;JARDIM IPIRANGA;
54;2491;B. AMERICA;
72;2492;INTERIOR;
65;2493;N.SENHORA DE FATIMA;
486;2494;SAO VICENTE;
42;2495;SAO PELEGRINO;
63;2498;SAO VICENTE;
33;2499;VILA MARIZA;
69;2500;VILA NOVA;
65;2501;BORTOLON;
54;2502;J. DOS  PAMPAS;
76;2503;ARNALDO QUESSADA;
27;2504;MEDIANEIRA;
12;2505;SAO JUDAS TADEU;
69;2506;JARDIM MAURA;
101;2507;MARIO CEU;
50;2508;JORGE ARIGONE;
101;2509;PAULO FRANTIN;
62;2510;VILA ROSA;
97;2511;JARDIM ALGARVE;
25;2512;PIO X;
76;2513;AMERICA;
58;2515;COLONIA SANTANA;
33;2518;SANTO ANTONIO;
25;2519;MONTE PASCOAL;
101;2520;JARDIM LAZ VEGAS;
19;2521;SURANA;
144;2523;ESTACAO FERREA;
3;2524;SUBUSKI;
25;2525;TERCEIRO DISTRITO;
77;2526;PIQUENA;
2;2527;T. NEVES;
417;2528;CENTRO;
39;2529;LEOPOLDINA;
76;2530;SALGADO FILHO;
62;2532;NOSSA SRA. GRACAS;
76;2535;VILA BRAZ;
71;2536;ROIO;
685;2538;CENTRO;
86;2539;PARQUE SANTO INACIO;
156;2540;JARDIM SUELI;
43;2541;CENTRO;
10;2542;SAO GERALDO;
53;2543;SOARES;
73;2544;VILA ESPERANCA;
54;2545;CRISTAL;
12;2546;PARQUE DOS ANJOS;
45;2547;SANTA CARMEN;
101;2548;FLORESTI;
45;2549;SAO JOSE;
2;2550;CANDAI;
54;2551;LOMBA CHATA;
62;2552;FATIMA;
97;2553;CENTRAL;
86;2554;CRISTI;
62;2555;SAO LUIZ;
10;2556;GETULIO VAGAS;
40;2557;PROGRESSO;
25;2558;1 DE MAIO;
99;2559;COHAB;
2;2560;JUCELINO KUBSTCHEK;
69;2561;OPERARIO;
131;2563;MONTE CRISTO;
125;2565;SAO RAFAEL;
61;2566;ARCAL;
9;2568;RENASCENCA;
144;2569;DA VARZEA;
6;2570;VILA LUTZ;
76;2571;LAR GAUCHO;
85;2572;CENTRO;
9;2573;VILA NOVA;
59;2574;FLORES;
39;2575;GONCALVES;
714;2576;CENTRO;
46;2578;IMPERIAL;
76;2579;VILA MILITAR;
31;2580;PLANALTO;
499;2581;CENTRO;
42;2582;SERRANA;
137;2583;NUCLEO N SRA GRACAS;
64;2584;JARDIM GISELE;
59;2586;ALTO DO PARQUE;
99;2587;MARDUQUE;
417;2588;SERRANA;
39;2590;UNIVERSITARIO;
107;2591;PRESIDENTE KENEDY;
2;2592;COMOBI;
32;2593;SAO JUDAS;
606;2594;CENTRO;
66;2595;POMPEO;
66;2596;MONSENHOR ASSIS;
81;2598;SAO JOSE;
186;2599;ALTO PALMEIRAS;
76;2600;BUCHLZ;
33;2601;PENHA;
9;2602;SCHULTZ;
42;2604;ANA RECH;
