COD_EMP;FIXO1;COD_CONTRATO;DATA_INICIO;COD_CLH;COD_FUN_CARGO;COD_MOTIVO
8;1;323306;01/10/1999;122;;100
8;1;323306;27/09/1999;74;;100
8;1;323322;01/01/2000;122;;100
8;1;323322;27/09/1999;74;;100
8;1;323365;01/01/2000;122;;100
8;1;323365;06/10/1999;74;;100
8;1;323373;01/01/2000;122;;100
8;1;323373;06/10/1999;74;;100
8;1;324744;25/11/1999;204;;100
8;1;326526;25/11/1999;204;;100
8;1;326550;25/11/1999;204;;100
8;1;326623;25/11/1999;204;;100
8;1;328120;14/01/2000;122;;100
8;1;332178;15/09/2000;122;;100
8;1;332186;15/09/2000;122;;100
8;1;332194;15/09/2000;122;;100
8;1;334200;26/11/2000;204;;100
8;1;334219;27/11/2000;204;;100
8;1;334227;27/11/2000;204;;100
8;1;334235;27/11/2000;204;;100
8;1;335673;04/12/2000;122;;100
8;1;336904;05/02/2001;122;;100
8;1;336912;05/02/2001;122;;100
8;1;336920;05/02/2001;122;;100
8;1;336939;05/02/2001;122;;100
8;1;338753;04/06/2001;122;;100
8;1;339008;04/06/2001;122;;100
8;1;343340;27/11/2001;204;;100
8;1;343420;27/12/2001;122;;100
8;1;343420;27/11/2001;204;;100
8;1;343439;27/11/2001;204;;100
8;1;345385;01/03/2002;122;;100
8;1;346802;18/06/2002;122;;100
8;1;346810;18/06/2002;122;;100
8;1;349879;27/11/2002;204;;100
8;1;351032;27/11/2002;204;;100
8;1;351040;27/11/2002;204;;100
8;1;351059;27/11/2002;204;;100
8;1;353612;01/02/2004;122;;100
8;1;353612;22/04/2003;204;;100
8;1;360341;10/12/2003;204;;100
8;1;360350;10/12/2003;204;;100
8;1;360368;10/12/2003;204;;100
8;1;362816;01/08/2004;122;;100
8;1;362816;01/04/2004;204;;100
8;1;367834;10/12/2004;204;;100
8;1;370231;10/12/2004;204;;100
8;1;370240;10/12/2004;204;;100
8;1;370258;10/12/2004;204;;100
8;1;372897;01/04/2005;122;;100
8;1;372900;01/04/2005;122;;100
8;1;373583;02/05/2005;122;;100
8;1;80900;01/06/1999;185;;100
8;1;80900;01/05/1996;186;;100
8;1;80900;01/08/1991;96;;100
8;1;80900;01/04/1984;225;;100
8;1;314684;07/12/1998;120;;100
8;1;321729;01/11/2002;186;;100
8;1;321729;01/07/2000;120;;100
8;1;321729;01/01/2000;208;;100
8;1;321729;10/08/1999;209;;100
8;1;328677;21/02/2000;120;;100
8;1;328685;21/02/2000;120;;100
8;1;328820;12/11/2004;186;;100
8;1;328820;01/12/2002;197;;100
8;1;328820;01/04/2000;122;;100
8;1;328820;17/02/2000;204;;100
8;1;330388;24/05/2000;120;;100
8;1;330574;01/05/2005;120;;100
8;1;330574;01/06/2000;122;;100
8;1;343900;05/12/2001;120;;100
8;1;357952;10/12/2003;204;;100
8;1;357960;07/03/2004;120;;100
8;1;357960;10/12/2003;204;;100
8;1;370606;10/12/2004;204;;100
8;1;370673;10/12/2004;204;;100
8;1;373281;18/04/2005;120;;100
8;1;375101;01/09/2005;120;;100
8;1;80342;16/12/2004;222;;100
8;1;301264;21/08/2001;186;;100
8;1;301264;01/07/1998;120;;100
8;1;301264;21/07/1997;208;;100
8;1;304441;01/05/2000;186;;100
8;1;304441;20/10/1997;120;;100
8;1;329401;03/04/2000;120;;100
8;1;329410;03/04/2000;120;;100
8;1;331651;09/08/2000;120;;100
8;1;331970;01/04/2002;186;;100
8;1;331970;01/09/2000;120;;100
8;1;336149;14/04/2004;186;;100
8;1;336149;01/06/2001;120;;100
8;1;336149;11/12/2000;204;;100
8;1;341126;05/10/2001;204;;100
8;1;346675;01/05/2002;204;;100
8;1;347418;17/08/2002;204;;100
8;1;358568;10/12/2003;204;;100
8;1;366307;14/10/2004;120;;100
8;1;370029;10/12/2004;204;;100
8;1;324248;02/07/2000;229;;100
8;1;324248;01/01/2000;122;;100
8;1;324248;01/11/1999;74;;100
8;1;375217;01/09/2005;120;;100
8;1;230545;01/04/1995;68;;90
8;1;276278;01/08/2000;88;;100
8;1;276278;01/03/1999;89;;100
8;1;276278;03/11/1998;215;;100
8;1;276278;15/04/1998;103;;100
8;1;276278;01/11/1995;122;;100
8;1;284190;10/08/1998;89;;100
8;1;284190;14/04/1997;96;;100
8;1;284190;17/01/1997;210;;100
8;1;284190;01/04/1996;108;;100
8;1;312096;10/08/1998;210;;100
8;1;316431;07/12/1998;211;;100
8;1;321591;09/08/1999;204;;100
8;1;335410;04/12/2000;204;;100
8;1;341207;17/10/2001;210;;100
8;1;344010;05/12/2001;204;;100
8;1;346560;01/10/2002;206;;100
8;1;346560;16/05/2002;210;;100
8;1;348171;01/10/2002;206;;100
8;1;350290;20/11/2002;204;;100
8;1;357820;01/12/2003;204;;100
8;1;361151;10/12/2003;204;;100
8;1;363480;11/05/2004;206;;100
8;1;369390;01/12/2004;204;;100
8;1;369403;01/12/2004;204;;100
8;1;373761;02/05/2005;206;;100
8;1;300543;01/12/2003;186;;100
8;1;300543;01/09/1997;122;;100
8;1;300543;21/07/1997;109;;100
8;1;311995;03/08/1998;120;;100
8;1;315460;07/12/1998;211;;100
8;1;316229;01/12/1998;211;;100
8;1;317586;04/01/1999;211;;100
8;1;318884;17/05/1999;221;;100
8;1;319880;01/01/2000;120;;100
8;1;319880;01/06/1999;221;;100
8;1;326836;01/12/1999;204;;100
8;1;330965;01/07/2000;204;;100
8;1;331546;15/08/2000;120;;100
8;1;337935;10/04/2001;120;;100
8;1;343935;03/12/2001;204;;100
8;1;346713;01/06/2002;120;;100
8;1;347434;02/09/2002;120;;100
8;1;351890;02/12/2002;204;;100
8;1;354678;11/07/2003;120;;100
8;1;354872;04/08/2003;120;;100
8;1;358304;10/12/2003;204;;100
8;1;360635;10/12/2003;204;;100
8;1;362000;04/03/2004;120;;100
8;1;366706;04/11/2004;120;;100
