COD_EMP;FIXO1;COD_CONTRATO;DATA_INICIO;COD_CLH;COD_FUN_CARGO;COD_MOTIVO
8;1;289418;05/02/1997;122;;100
8;1;289418;01/10/1996;214;;100
8;1;289477;01/10/1996;122;;100
8;1;290173;01/09/1997;122;;100
8;1;290173;01/11/1996;109;;100
8;1;291226;02/12/1996;211;;100
8;1;291234;02/12/1996;211;;100
8;1;291242;02/12/1996;211;;100
8;1;291250;01/10/2003;197;;100
8;1;291250;01/11/2000;102;;100
8;1;291250;01/09/1997;122;;100
8;1;291250;01/01/1997;109;;100
8;1;291250;02/12/1996;211;;100
8;1;291269;02/12/1996;211;;100
8;1;291277;02/12/1996;211;;100
8;1;291285;02/12/1996;211;;100
8;1;291293;02/12/1996;211;;100
8;1;291307;10/12/1996;211;;100
8;1;291315;10/12/1996;211;;100
8;1;291323;02/12/1996;211;;100
8;1;295043;01/08/1997;122;;100
8;1;295043;05/02/1997;214;;100
8;1;296368;14/04/1997;109;;100
8;1;296376;14/04/1997;122;;100
8;1;296945;10/05/1997;122;;100
8;1;297224;14/05/1997;122;;100
8;1;297232;15/05/1997;122;;100
8;1;297372;15/05/1997;122;;100
8;1;298042;01/09/1997;122;;100
8;1;298042;02/06/1997;109;;100
8;1;298484;11/06/1997;122;;100
8;1;298875;16/06/1997;122;;100
8;1;298883;10/06/1997;122;;100
8;1;300365;01/07/1997;123;;100
8;1;300390;01/09/1997;122;;100
8;1;300390;09/07/1997;109;;100
8;1;302473;01/09/1997;122;;100
8;1;302473;18/08/1997;109;;100
8;1;303879;01/05/1998;210;;100
8;1;303879;02/10/1997;68;;100
8;1;305286;10/12/1997;211;;100
8;1;305294;10/12/1997;211;;100
8;1;305308;10/12/1997;211;;100
8;1;305480;20/01/1992;211;;100
8;1;305499;10/12/1997;211;;100
8;1;305502;10/12/1997;211;;100
8;1;308412;01/10/2002;197;;100
8;1;308412;09/07/2001;155;;100
8;1;308412;02/03/1998;122;;100
8;1;308684;01/07/1999;122;;100
8;1;308684;01/03/1998;68;;100
8;1;308951;01/04/1998;210;;100
8;1;308960;19/04/1999;123;;100
8;1;308960;01/04/1998;210;;100
8;1;311340;01/06/1999;122;;100
8;1;311340;19/08/1998;210;;100
8;1;311340;01/07/1998;211;;100
8;1;314293;01/12/1998;211;;100
8;1;314528;01/12/1998;211;;100
8;1;314536;01/12/1998;211;;100
8;1;314544;01/12/1998;211;;100
8;1;314560;01/12/1998;211;;100
8;1;314757;01/12/1998;211;;100
8;1;314803;01/12/1998;211;;100
8;1;314811;01/12/1998;211;;100
8;1;314820;01/12/1998;211;;100
8;1;314838;01/12/1998;211;;100
8;1;319384;01/01/2000;122;;100
8;1;319384;01/11/1999;74;;100
8;1;319384;03/05/1999;68;;100
8;1;319597;02/03/2000;122;;100
8;1;319597;01/01/2000;210;;100
8;1;319597;13/05/1999;213;;100
8;1;321249;02/08/1999;74;;100
8;1;321320;02/08/1999;74;;100
8;1;321362;01/01/2000;122;;100
8;1;321362;02/08/1999;74;;100
8;1;321656;01/01/2000;122;;100
8;1;321656;02/08/1999;74;;100
8;1;322474;01/01/2000;122;;100
8;1;322474;01/09/1999;74;;100
8;1;322482;01/01/2000;122;;100
8;1;341762;01/12/2002;61;;100
8;1;341762;19/11/2001;60;;100
8;1;341835;19/11/2001;60;;100
8;1;344168;10/12/2001;60;;100
8;1;344664;01/09/2005;27;;100
8;1;344664;01/12/2002;61;;100
8;1;344664;04/03/2002;60;;100
8;1;344664;17/12/2001;65;;100
8;1;344753;01/08/2003;61;;100
8;1;344753;18/12/2001;60;;100
8;1;345180;01/03/2003;61;;100
8;1;345180;18/01/2002;60;;100
8;1;345326;04/02/2002;60;;100
8;1;345334;04/02/2002;60;;100
8;1;345644;05/03/2002;60;;100
8;1;345822;01/12/2002;60;;100
8;1;345822;11/03/2002;178;;100
8;1;345830;01/03/2003;61;;100
8;1;345830;11/03/2002;60;;100
8;1;345849;01/03/2003;61;;100
8;1;345849;11/03/2002;60;;100
8;1;345865;01/04/2003;61;;100
8;1;345865;11/03/2002;60;;100
8;1;345873;11/03/2002;178;;100
8;1;345903;01/03/2003;61;;100
8;1;248088;01/05/1993;60;;100
8;1;248096;01/01/1994;178;;100
8;1;248096;01/05/1993;60;;100
8;1;248461;24/09/1996;60;;100
8;1;253341;25/03/1999;27;;100
8;1;253341;01/04/1989;60;;100
8;1;253481;01/09/1996;50;;100
8;1;253481;01/12/1993;60;;100
8;1;253847;24/09/1996;50;;100
8;1;254321;24/09/1996;178;;100
8;1;254509;24/09/1996;178;;100
8;1;256919;24/09/1996;60;;100
8;1;257036;24/09/1996;60;;100
8;1;257044;24/09/1996;178;;100
8;1;257982;24/09/1996;60;;100
8;1;258989;24/09/1996;60;;100
8;1;259527;24/09/1996;60;;100
8;1;260185;24/09/1996;60;;100
8;1;260754;01/05/1997;50;;100
8;1;260754;01/07/1994;60;;100
8;1;260762;24/09/1996;178;;100
8;1;261033;20/04/2000;14;;100
8;1;261033;01/10/1995;107;;100
8;1;261033;01/07/1994;60;;100
8;1;261203;01/08/1994;60;;100
8;1;261297;24/09/1996;178;;100
8;1;262111;24/09/1996;60;;100
8;1;262218;01/03/1996;178;;100
8;1;262218;01/09/1994;60;;100
8;1;262382;01/09/1994;60;;100
8;1;263028;01/09/1994;60;;100
8;1;263273;24/09/1996;60;;100
8;1;263796;01/07/1996;50;;100
8;1;264385;24/09/1996;60;;100
8;1;264458;24/09/1996;60;;100
8;1;264636;01/11/1994;60;;100
8;1;264644;24/09/1996;60;;100
8;1;264725;24/09/1996;60;;100
8;1;265055;01/11/1994;60;;100
8;1;267155;01/12/1994;60;;100
8;1;267627;01/06/1999;173;;100
8;1;267627;01/09/1996;50;;100
8;1;267627;01/12/1994;60;;100
8;1;267708;24/09/1996;173;;100
8;1;268089;24/09/1996;60;;100
8;1;268437;24/09/1996;60;;100
8;1;268569;24/09/1996;60;;100
8;1;268640;24/09/1996;60;;100
8;1;268666;24/09/1996;60;;100
8;1;269379;24/09/1996;60;;100
8;1;270016;24/09/1996;60;;100
8;1;270245;01/03/1996;173;;100
8;1;270245;01/03/1995;60;;100
8;1;270300;01/04/1995;60;;100
8;1;270318;24/09/1996;60;;100
8;1;270326;24/09/1996;60;;100
8;1;270334;01/04/1995;60;;100
8;1;270342;24/09/1996;60;;100
8;1;270351;01/04/1995;60;;100
8;1;270440;24/09/1996;60;;100
8;1;270458;24/09/1996;60;;100
8;1;270474;24/09/1996;60;;100
8;1;271306;24/09/1996;60;;100
8;1;271390;24/09/1996;178;;100
8;1;271918;24/09/1996;60;;100
8;1;271969;24/09/1996;60;;100
8;1;271977;24/09/1996;60;;100
8;1;274500;19/10/1999;173;;100
8;1;274500;01/09/1995;60;;100
8;1;274887;24/09/1996;60;;100
8;1;274909;24/09/1996;60;;100
8;1;274968;01/06/1999;61;;100
8;1;274968;01/10/1995;60;;100
8;1;275255;01/07/1996;173;;100
8;1;275255;01/10/1995;60;;100
8;1;275743;01/11/1995;60;;100
8;1;275794;01/11/1995;60;;100
8;1;275824;24/09/1996;60;;100
8;1;275832;24/09/1996;60;;100
8;1;275841;01/11/1995;60;;100
8;1;276171;24/09/1996;60;;100
8;1;276189;15/02/1999;50;;100
8;1;276189;01/11/1995;60;;100
8;1;276197;24/09/1996;60;;100
8;1;276201;24/09/1996;60;;100
8;1;276545;01/11/1995;60;;100
8;1;276723;01/11/1995;60;;100
8;1;276758;24/09/1996;60;;100
8;1;276766;24/09/1996;60;;100
8;1;276804;19/10/1999;173;;100
8;1;276804;01/11/1995;60;;100
8;1;277134;24/09/1996;60;;100
8;1;277142;24/09/1996;60;;100
8;1;277151;24/09/1996;60;;100
8;1;277240;24/09/1996;60;;100
8;1;279528;24/09/1996;60;;100
8;1;279889;24/09/1996;178;;100
8;1;280062;01/01/1996;60;;100
8;1;280101;01/05/1996;60;;100
8;1;280101;01/01/1996;178;;100
8;1;282448;01/06/1997;50;;100
8;1;282448;01/03/1996;60;;100
8;1;282472;24/09/1996;60;;100
8;1;282821;01/03/1996;60;;100
8;1;282839;24/09/1996;60;;100
8;1;282847;24/09/1996;60;;100
8;1;283207;01/03/1996;60;;100
8;1;283398;01/04/1996;60;;100
8;1;283797;24/09/1996;60;;100
8;1;284556;01/06/1999;61;;100
8;1;284556;01/09/1996;60;;100
8;1;284556;26/04/1996;154;;100
8;1;285609;01/06/1996;60;;100
8;1;285617;24/09/1996;60;;100
8;1;285749;24/09/1996;60;;100
8;1;285757;01/06/1996;60;;100
8;1;285790;01/06/1996;60;;100
8;1;286184;15/07/2004;173;;100
8;1;286184;01/06/2002;61;;100
8;1;286184;07/05/2001;173;;100
8;1;286184;01/09/1999;61;;100
8;1;286184;01/07/1996;60;;100
8;1;286206;24/09/1996;60;;100
8;1;286214;24/09/1996;178;;100
8;1;286427;24/09/1996;60;;100
8;1;287024;01/08/1996;60;;100
8;1;287041;01/08/1996;60;;100
8;1;287075;01/08/1996;178;;100
4;1;288969;01/09/1999;61;;100
4;1;288969;01/10/1996;60;;100
8;1;289876;01/01/1998;27;;100
8;1;289876;01/10/1996;60;;100
8;1;289949;01/10/1996;60;;100
8;1;290106;01/06/1999;58;;100
8;1;290106;21/11/1996;178;;100
8;1;290106;04/11/1996;60;;100
8;1;290106;01/11/1996;178;;100
8;1;290122;01/11/1996;60;;100
8;1;290130;01/07/1997;50;;100
8;1;290130;01/11/1996;60;;100
8;1;290599;01/11/1996;60;;100
8;1;290858;01/06/1999;61;;100
8;1;290858;01/11/1996;60;;100
8;1;291510;02/12/1996;60;;100
8;1;292125;02/01/1997;178;;100
8;1;292125;02/12/1996;64;;100
8;1;292176;12/12/1996;60;;100
8;1;293920;06/01/1997;60;;100
8;1;295418;14/03/1997;60;;100
8;1;295787;01/11/1999;173;;100
8;1;295787;01/04/1997;60;;100
8;1;296309;22/04/1997;60;;100
8;1;296554;12/05/1997;60;;100
8;1;296813;09/05/1997;60;;100
8;1;296988;15/05/1997;60;;100
8;1;297186;01/02/2001;50;;22
8;1;297186;01/06/1999;61;;22
8;1;297186;20/05/1997;60;;43
8;1;297283;23/05/1997;60;;100
8;1;299308;25/06/1997;60;;100
8;1;299316;24/06/1997;26;;100
8;1;300020;10/05/2000;173;;100
8;1;300020;14/07/1997;60;;100
8;1;300098;17/07/1997;60;;100
8;1;300713;10/07/1997;60;;100
8;1;300730;10/07/1997;60;;100
8;1;301736;11/08/1997;60;;100
8;1;301965;10/05/2000;173;;100
8;1;301965;08/08/1997;60;;100
8;1;302155;13/08/1997;60;;100
8;1;302171;01/06/1999;58;;100
8;1;302171;15/01/1998;178;;100
8;1;302171;13/08/1997;60;;100
8;1;302350;18/08/1997;60;;100
8;1;303518;24/09/1997;60;;100
8;1;303593;24/09/1997;60;;100
8;1;303607;24/09/1997;60;;100
8;1;303828;06/11/1998;60;;100
8;1;303828;03/10/1997;68;;100
8;1;303844;14/12/1998;14;;100
8;1;303844;06/10/1997;215;;100
8;1;304719;03/11/1997;60;;100
8;1;304727;01/06/1999;58;;100
8;1;304727;03/11/1997;178;;100
8;1;304794;17/06/2000;151;;100
8;1;304794;04/11/1997;31;;100
8;1;304832;10/05/2000;173;;100
8;1;304832;06/11/1997;60;;100
8;1;304913;12/11/1997;60;;100
8;1;304921;12/11/1997;60;;100
8;1;305103;24/11/1997;60;;100
8;1;305111;01/09/1999;61;;100
8;1;305111;24/11/1997;60;;100
8;1;305782;09/12/1997;60;;100
8;1;306860;17/12/1997;60;;100
8;1;307475;01/06/1999;61;;100
8;1;307475;06/02/1998;60;;100
8;1;307580;01/07/2004;26;;100
8;1;307580;01/04/2003;27;;100
8;1;307580;01/06/1999;61;;100
8;1;307580;13/02/1998;60;;100
8;1;307599;13/02/1998;60;;100
8;1;308854;01/06/1999;61;;100
8;1;308854;01/04/1998;60;;100
8;1;308862;01/04/1998;60;;100
8;1;308870;01/04/1998;60;;100
8;1;308889;01/04/1998;60;;100
8;1;308897;02/04/1998;60;;100
8;1;309559;26/05/1999;50;;100
8;1;309559;04/05/1998;60;;100
8;1;309575;01/06/1999;61;;100
8;1;309575;04/05/1998;60;;100
8;1;309648;07/05/1998;112;;100
8;1;309656;04/05/1998;60;;100
8;1;310115;01/08/1998;60;;100
8;1;310115;19/05/1998;112;;100
8;1;310280;01/06/1999;61;;100
8;1;310280;22/05/1998;60;;100
8;1;310298;22/05/1998;60;;100
8;1;310301;22/05/1998;60;;100
8;1;311472;14/07/1998;60;;100
8;1;311480;14/07/1998;60;;100
8;1;312479;02/09/1998;60;;100
8;1;312487;01/12/1999;61;;100
8;1;312487;03/09/1998;60;;100
8;1;312517;08/09/1998;60;;100
8;1;312932;21/09/1998;60;;100
8;1;313688;03/11/1998;74;;100
8;1;313700;16/11/1998;74;;100
8;1;313718;12/11/1998;74;;100
8;1;314005;16/06/2003;14;;22
8;1;314005;01/11/2001;27;;22
8;1;314005;01/10/2000;173;;22
8;1;314005;01/06/2000;61;;22
8;1;314005;01/12/1999;60;;22
8;1;314005;01/12/1998;74;;43
8;1;314250;03/12/1998;74;;100
8;1;314323;01/06/1999;173;;100
8;1;325490;01/01/2000;122;;100
8;1;325490;01/12/1999;74;;100
8;1;325490;25/11/1999;204;;100
8;1;325503;25/11/1999;204;;100
8;1;325511;25/11/1999;204;;100
8;1;325520;01/01/2000;122;;100
8;1;325520;01/12/1999;74;;100
8;1;325520;25/11/1999;204;;100
8;1;325708;25/11/1999;204;;100
8;1;326410;25/11/1999;204;;100
8;1;328626;21/02/2000;122;;100
8;1;328804;21/02/2000;123;;100
8;1;329096;01/03/2000;122;;100
8;1;329754;03/04/2000;68;;100
8;1;333093;01/11/2000;122;;100
8;1;333336;25/11/2000;204;;100
8;1;333344;25/11/2000;204;;100
8;1;333352;25/11/2000;204;;100
8;1;333360;25/11/2000;204;;100
8;1;333379;25/11/2000;204;;100
8;1;333387;25/11/2000;204;;100
8;1;333689;25/11/2000;204;;100
8;1;336343;16/12/2000;204;;100
8;1;336351;18/12/2000;204;;100
8;1;336360;16/12/2000;204;;100
8;1;336378;16/12/2000;204;;100
8;1;338265;02/05/2001;122;;100
8;1;338974;07/06/2001;68;;100
8;1;340880;18/09/2001;122;;100
8;1;341002;01/10/2001;122;;100
8;1;343161;27/11/2001;204;;100
8;1;343170;27/11/2001;204;;100
8;1;343188;27/11/2001;204;;100
8;1;343196;27/11/2001;204;;100
8;1;343200;27/11/2001;204;;100
8;1;343218;27/11/2001;204;;100
8;1;343226;27/11/2001;204;;100
8;1;343234;27/11/2001;204;;100
8;1;345580;01/03/2002;68;;100
8;1;346667;20/05/2002;71;;100
8;1;346900;01/07/2002;204;;100
8;1;347337;20/08/2002;122;;100
8;1;347876;01/10/2002;122;;100
8;1;348210;01/08/2003;122;;100
8;1;348210;01/10/2002;204;;100
8;1;350184;27/11/2002;204;;100
8;1;350192;27/11/2002;204;;100
8;1;350206;27/11/2002;204;;100
8;1;350214;27/11/2002;204;;100
8;1;350222;27/11/2002;204;;100
8;1;350230;27/11/2002;204;;100
8;1;350249;27/11/2002;204;;100
8;1;352969;10/02/2003;122;;100
8;1;353221;11/03/2003;68;;100
8;1;354430;02/06/2003;71;;100
8;1;355321;01/10/2003;122;;100
8;1;355356;01/10/2003;122;;100
8;1;358789;04/12/2003;204;;100
8;1;358797;04/12/2003;204;;100
8;1;358800;04/12/2003;204;;100
8;1;358819;04/12/2003;204;;100
8;1;358835;04/12/2003;204;;100
8;1;358843;04/12/2003;204;;100
8;1;358851;04/12/2003;204;;100
8;1;360490;04/12/2003;204;;100
8;1;361801;01/03/2004;68;;100
8;1;363227;03/05/2004;71;;100
8;1;363278;03/05/2004;122;;100
8;1;363901;05/06/2004;122;;100
8;1;364720;12/07/2004;122;;100
8;1;364738;12/07/2004;122;;100
8;1;365866;15/09/2004;122;;100
8;1;365947;16/09/2004;122;;100
8;1;370339;04/12/2004;204;;100
8;1;370355;04/12/2004;204;;100
8;1;370363;04/12/2004;204;;100
8;1;370371;04/12/2004;204;;100
8;1;370380;04/12/2004;204;;100
8;1;370398;04/12/2004;204;;100
8;1;370401;04/12/2004;204;;100
8;1;370517;04/12/2004;204;;100
8;1;371726;11/01/2005;204;;100
8;1;372307;04/03/2005;71;;100
8;1;372366;02/03/2005;68;;100
8;1;373141;13/04/2005;122;;100
8;1;80336;02/12/2004;227;;100
8;1;80337;02/12/2004;227;;100
8;1;340685;17/09/2001;123;;100
8;1;340693;17/09/2001;219;;100
8;1;340715;17/09/2001;219;;100
8;1;340723;17/09/2001;219;;100
8;1;340731;17/09/2001;219;;100
8;1;340740;01/04/2002;219;;100
8;1;340740;17/09/2001;201;;100
8;1;345628;01/03/2002;219;;100
8;1;348732;05/11/2002;204;;100
8;1;351547;04/12/2002;204;;100
8;1;356581;01/12/2003;204;;100
8;1;356590;01/12/2003;204;;100
8;1;319856;22/08/2001;88;;100
8;1;319856;01/01/2000;210;;100
8;1;319856;25/05/1999;213;;100
8;1;339857;01/08/2001;210;;100
8;1;339873;01/11/2001;206;;100
8;1;339873;01/08/2001;210;;100
8;1;340286;03/09/2001;204;;100
8;1;340294;03/09/2001;68;;100
8;1;351334;05/12/2002;204;;100
8;1;353213;01/06/2003;206;;100
8;1;353213;13/03/2003;204;;100
8;1;355470;21/10/2003;206;;100
8;1;365548;01/09/2004;206;;100
8;1;366790;16/11/2004;206;;100
8;1;368881;01/12/2004;204;;100
8;1;370770;01/12/2004;204;;100
8;1;80270;01/12/2003;212;;100
8;1;80289;05/04/2004;212;;100
8;1;80302;01/10/2004;212;;100
8;1;294870;01/11/2001;195;;100
8;1;294870;14/02/1997;122;;100
8;1;340626;17/09/2001;123;;100
8;1;340634;17/09/2001;219;;100
8;1;340642;17/09/2001;219;;100
8;1;340650;01/04/2002;219;;100
8;1;340650;09/10/2001;201;;100
8;1;340650;17/09/2001;219;;100
8;1;340669;09/10/2001;219;;100
8;1;340669;17/09/2001;201;;100
8;1;340677;17/09/2001;219;;100
8;1;71838;01/04/1989;15;;100
8;1;71838;01/02/1986;107;;100
8;1;84069;01/04/1997;58;;100
8;1;84069;01/09/1987;178;;100
8;1;85383;01/01/1994;60;;100
8;1;85383;01/07/1989;50;;100
8;1;113778;01/01/1994;60;;100
8;1;113778;01/01/1991;50;;100
8;1;113778;01/03/1986;60;;100
8;1;119636;24/09/1996;173;;100
8;1;119636;01/08/1986;60;;100
8;1;121827;01/10/2001;26;;100
8;1;121827;01/05/1992;27;;100
8;1;121827;01/09/1986;60;;100
8;1;132420;24/09/1996;50;;100
8;1;137987;01/01/1994;50;;100
8;1;138550;01/09/1990;26;;100
8;1;138550;01/10/1987;27;;100
8;1;140678;01/09/1987;60;;100
8;1;140775;01/01/1994;60;;100
8;1;146609;24/09/1996;26;;100
8;1;146617;01/01/1989;173;;100
8;1;149128;01/01/1994;50;;100
8;1;149128;01/10/1987;60;;100
8;1;154555;01/04/1988;60;;100
8;1;156230;24/09/1996;27;;100
8;1;156876;01/06/2001;62;;100
8;1;156876;01/01/1994;50;;100
8;1;169391;01/03/1989;60;;100
8;1;169749;24/09/1996;60;;100
8;1;172057;01/01/1994;50;;100
8;1;172057;01/05/1989;60;;100
8;1;173410;01/09/1991;26;;100
8;1;173410;01/06/1991;27;;100
8;1;173410;01/05/1989;60;;100
8;1;174327;24/09/1996;60;;100
8;1;174335;01/02/1994;26;;100
8;1;174335;01/09/1991;27;;100
8;1;175901;01/06/1994;50;;100
8;1;175901;01/01/1994;60;;100
8;1;175901;01/02/1993;50;;100
8;1;175901;01/06/1989;60;;100
8;1;176061;09/01/2001;14;;100
8;1;176061;01/10/1992;33;;100
8;1;176061;01/11/1987;178;;100
8;1;176699;24/09/1996;27;;100
8;1;178594;01/09/1989;60;;100
8;1;178713;01/06/1994;50;;100
8;1;178713;01/01/1994;60;;100
8;1;178713;01/05/1991;50;;100
8;1;178713;01/08/1989;60;;100
8;1;182974;01/10/1989;60;;100
8;1;192015;01/01/1994;50;;100
8;1;196258;01/04/1997;58;;100
8;1;196258;01/05/1990;178;;100
8;1;199907;01/08/1990;60;;100
8;1;200387;24/09/1996;50;;100
8;1;202088;01/01/1994;50;;100
8;1;202738;01/09/1990;60;;100
8;1;203947;01/10/1990;60;;100
8;1;205320;24/09/1996;60;;100
8;1;205842;24/09/1996;173;;100
8;1;205915;01/04/1997;58;;100
8;1;205915;01/11/1990;178;;100
8;1;213659;04/11/1997;14;;100
8;1;213659;01/07/1991;26;;100
8;1;213659;01/01/1991;27;;100
8;1;214973;01/02/1999;14;;100
8;1;214973;01/05/1996;132;;100
8;1;214973;01/07/1994;190;;100
8;1;214973;01/06/1992;191;;100
8;1;214973;01/11/1991;98;;100
8;1;215503;24/09/1996;26;;100
8;1;217824;01/05/1991;60;;100
8;1;218154;01/06/1996;173;;100
8;1;218154;01/07/1992;50;;100
8;1;218154;01/05/1991;60;;100
8;1;314412;01/12/1998;211;;100
8;1;320277;14/06/1999;68;;100
8;1;323721;01/01/2000;210;;100
8;1;323721;11/10/1999;213;;100
8;1;335720;01/10/2002;206;;100
8;1;335720;19/03/2001;210;;100
8;1;335720;04/12/2000;204;;100
8;1;341444;05/11/2001;204;;100
8;1;344290;10/12/2001;68;;100
8;1;348767;01/11/2002;204;;100
8;1;354520;21/07/2003;206;;100
8;1;354520;02/07/2003;210;;100
8;1;355194;10/09/2003;204;;100
8;1;356689;10/12/2003;204;;100
8;1;356697;10/12/2003;204;;100
8;1;362247;15/03/2004;206;;100
8;1;365726;06/09/2004;206;;100
8;1;368830;01/12/2004;204;;100
8;1;80315;17/11/2004;212;;100
8;1;80365;01/04/2005;212;;100
8;1;275433;24/09/1996;109;;100
8;1;276472;24/09/1996;104;;100
8;1;277291;01/03/1996;122;;100
8;1;277291;01/12/1995;109;;100
8;1;277304;01/03/1996;122;;100
8;1;277304;01/12/1995;109;;100
8;1;277771;01/03/1996;122;;100
8;1;278246;01/12/1995;122;;100
8;1;278254;22/12/1999;102;;100
8;1;278254;01/12/1995;122;;100
8;1;278688;01/12/1995;122;;100
8;1;281981;01/02/1996;122;;100
8;1;282308;01/02/1997;214;;100
8;1;282308;01/02/1996;109;;100
8;1;282316;24/09/1996;104;;100
8;1;282545;22/07/1996;122;;100
8;1;282600;01/07/1996;122;;100
8;1;282600;01/05/1996;104;;100
8;1;282600;01/03/1996;214;;100
8;1;282634;01/09/1997;122;;100
8;1;282634;01/03/1996;214;;100
8;1;282669;05/09/1999;102;;100
8;1;282669;01/02/1997;122;;100
8;1;282669;01/03/1996;214;;100
8;1;283126;01/05/1996;122;;100
8;1;283126;01/03/1996;104;;100
8;1;285137;01/08/1996;122;;100
8;1;285137;01/05/1996;214;;100
8;1;286648;01/09/1996;122;;100
8;1;287156;01/08/1996;68;;100
8;1;288586;01/09/1997;122;;100
8;1;288586;01/09/1996;109;;100
8;1;288667;16/09/1996;123;;100
8;1;288993;01/10/1996;122;;100
8;1;291633;02/12/1996;211;;100
8;1;291650;01/09/1997;122;;100
8;1;291650;01/01/1997;214;;100
8;1;291650;02/12/1996;211;;100
8;1;291668;02/12/1996;211;;100
8;1;291676;02/12/1996;211;;100
8;1;291684;02/12/1996;211;;100
8;1;296082;11/04/1997;123;;100
8;1;298557;04/06/1997;68;;100
8;1;298565;05/06/1997;214;;100
8;1;298603;01/07/1997;122;;100
8;1;298603;06/06/1997;214;;100
8;1;299138;14/06/1997;214;;100
8;1;299146;01/11/1997;122;;100
8;1;299146;14/06/1997;214;;100
8;1;301574;01/08/1997;214;;100
8;1;302988;01/05/2004;78;;22
8;1;302988;01/09/2000;79;;22
8;1;302988;23/06/2000;80;;22
8;1;302988;08/09/1997;122;;43
8;1;303925;02/10/1997;214;;100
8;1;304042;01/09/1998;122;;100
8;1;304042;01/02/1998;210;;100
8;1;304042;09/10/1997;214;;100
8;1;306029;15/12/1997;211;;100
8;1;306177;15/12/1997;211;;100
8;1;307831;06/02/1998;122;;100
8;1;310751;01/06/1998;122;;100
8;1;310760;01/07/1998;122;;100
8;1;310760;01/06/1998;123;;100
8;1;312975;17/09/1998;211;;100
8;1;313106;02/10/1999;122;;100
8;1;313106;01/10/1998;74;;100
8;1;313840;21/11/1999;122;;100
8;1;313840;20/11/1998;74;;100
8;1;313858;21/11/1999;122;;100
8;1;313858;20/11/1998;74;;100
8;1;314862;01/03/1999;74;;100
8;1;314862;01/12/1998;211;;100
8;1;314870;01/12/1998;211;;100
8;1;314889;01/12/1998;211;;100
8;1;314897;01/12/1998;211;;100
8;1;314900;01/12/1998;211;;100
8;1;314935;01/12/1998;211;;100
8;1;320072;04/06/1999;204;;100
8;1;322393;01/09/1999;74;;100
8;1;322415;01/09/1999;74;;100
8;1;323411;01/01/2000;122;;100
8;1;323411;06/10/1999;74;;100
8;1;323667;01/01/2000;122;;100
8;1;323667;01/10/1999;74;;100
8;1;324108;01/01/2000;122;;100
8;1;324108;20/10/1999;74;;100
8;1;324833;25/11/1999;204;;100
8;1;324850;25/11/1999;204;;100
8;1;324868;25/11/1999;204;;100
8;1;324876;25/11/1999;204;;100
8;1;324884;25/11/1999;204;;100
8;1;324892;25/11/1999;74;;100
8;1;327689;01/01/2000;122;;100
8;1;327689;11/12/1999;74;;100
8;1;327697;01/01/2000;122;;100
8;1;327697;11/12/1999;74;;100
8;1;328758;17/02/2000;122;;100
8;1;329991;02/05/2000;122;;100
8;1;330019;08/05/2000;122;;100
8;1;330086;11/07/2005;197;;100
8;1;330086;02/05/2000;122;;100
8;1;330213;02/05/2000;122;;100
8;1;332321;22/09/2000;204;;100
8;1;332348;22/09/2000;122;;100
8;1;332917;23/10/2000;204;;100
8;1;333557;25/11/2000;204;;100
8;1;334340;25/11/2000;204;;100
8;1;334359;25/11/2000;204;;100
8;1;334367;25/11/2000;204;;100
8;1;334375;25/11/2000;204;;100
8;1;335258;25/11/2000;204;;100
8;1;336670;15/01/2001;122;;100
8;1;337048;21/02/2001;122;;100
8;1;338796;01/06/2001;122;;100
8;1;339083;18/06/2001;122;;100
8;1;341967;26/11/2001;204;;100
8;1;341975;26/11/2001;204;;100
8;1;341983;26/11/2001;204;;100
8;1;341991;26/11/2001;204;;100
8;1;342009;26/11/2001;204;;100
8;1;342017;26/11/2001;204;;100
8;1;344834;03/01/2002;122;;100
8;1;346012;01/04/2002;122;;100
8;1;347671;09/09/2002;122;;100
8;1;347728;11/09/2002;122;;100
8;1;347736;11/09/2002;122;;100
8;1;347744;11/09/2002;122;;100
8;1;348520;01/12/2004;197;;100
8;1;348520;21/10/2002;122;;100
8;1;349070;13/11/2002;122;;100
8;1;350737;27/11/2002;204;;100
8;1;350745;27/11/2002;204;;100
8;1;350753;27/11/2002;204;;100
8;1;350770;27/11/2002;204;;100
8;1;350788;27/11/2002;204;;100
8;1;351156;27/11/2002;204;;100
8;1;355020;15/08/2003;122;;100
8;1;359017;04/12/2003;204;;100
8;1;359025;04/12/2003;204;;100
8;1;359033;04/12/2003;204;;100
8;1;359041;04/12/2003;204;;100
8;1;359050;04/12/2003;204;;100
8;1;360791;04/12/2005;204;;100
8;1;362077;15/06/2004;122;;100
8;1;362077;10/03/2004;229;;100
8;1;363502;17/05/2004;68;;100
8;1;363871;03/06/2004;204;;100
8;1;364746;16/07/2004;68;;100
8;1;367311;10/12/2004;204;;100
8;1;367320;10/12/2004;204;;100
8;1;367338;10/12/2004;204;;100
8;1;372790;01/04/2005;122;;100
8;1;372803;01/04/2005;122;;100
8;1;373621;06/05/2005;122;;100
8;1;80322;10/12/2004;227;;100
8;1;250724;24/02/1997;210;;100
8;1;250724;01/09/1993;108;;100
8;1;255807;24/09/1996;108;;100
8;1;276014;24/09/1996;108;;100
8;1;289035;21/02/1997;210;;100
8;1;289035;01/10/1996;108;;100
