codigo_empresa;tipo_colaborador;cadastro_colaborador;data_alteracao;codigo_centro_custos
8;1;328367;07/02/00;044
8;1;328375;01/02/00;269
8;1;328383;02/02/00;108
8;1;328391;04/02/00;071
8;1;328405;03/02/00;136
8;1;328413;08/02/00;022
8;1;328421;01/09/02;037
8;1;328421;02/01/02;550
8;1;328421;09/02/00;037
8;1;328430;07/02/00;151
8;1;328448;09/02/00;093
8;1;328464;08/02/00;183
8;1;328472;10/02/00;546
8;1;328480;15/02/00;531
8;1;328499;15/02/00;531
8;1;328502;04/04/01;593
8;1;328502;14/02/00;561
8;1;328510;14/02/00;022
8;1;328529;14/02/00;061
8;1;328537;01/02/00;084
8;1;328537;27/03/01;301
8;1;328553;01/11/03;848
8;1;328553;12/02/04;158
8;1;328553;17/02/00;572
8;1;328570;12/09/02;592
8;1;328570;14/08/00;593
8;1;328570;21/02/00;572
8;1;328588;21/02/00;253
8;1;328596;16/02/00;044
8;1;328600;02/06/10;439
8;1;328600;15/02/00;183
8;1;328618;15/02/00;183
8;1;328618;17/06/20;7183
8;1;328626;21/02/00;009
8;1;328634;15/02/00;253
8;1;328642;01/03/00;071
8;1;328650;18/02/00;253
8;1;328669;19/02/00;156
8;1;328677;08/03/00;296
8;1;328677;21/02/00;570
8;1;328685;08/03/00;296
8;1;328685;21/02/00;570
8;1;328693;17/02/00;025
8;1;328707;07/02/00;018
8;1;328715;17/02/00;071
8;1;328723;18/02/00;097
8;1;328731;18/02/00;272
8;1;328740;21/02/00;007
8;1;328758;17/02/00;019
8;1;328766;16/02/00;267
8;1;328774;18/02/00;037
8;1;328782;15/02/00;190
8;1;328790;21/02/00;174
8;1;328804;21/02/00;009
8;1;328812;21/02/00;196
8;1;328820;02/05/07;346
8;1;328820;12/11/04;296
8;1;328820;17/02/00;019
8;1;328839;21/02/00;034
8;1;328847;23/02/00;174
8;1;328855;05/05/00;047
8;1;328863;21/02/00;167
8;1;328871;07/02/00;093
8;1;328880;21/02/00;052
8;1;328898;01/03/00;531
8;1;328898;02/07/02;097
8;1;328898;04/12/01;120
8;1;328901;01/03/00;546
8;1;328910;03/03/00;233
8;1;328928;10/03/00;174
8;1;328936;01/03/00;228
8;1;328944;03/03/00;561
8;1;328952;03/03/00;561
8;1;328960;01/03/00;041
8;1;328960;01/03/05;318
8;1;328979;01/11/03;783
8;1;328979;23/04/01;592
8;1;328987;03/03/00;561
8;1;328995;01/03/00;531
8;1;328995;01/11/03;858
8;1;329002;03/03/00;561
8;1;329029;01/03/00;041
8;1;329037;01/03/00;041
8;1;329045;01/03/00;044
8;1;329053;01/03/00;173
8;1;329061;01/03/00;034
8;1;329070;01/03/00;072
8;1;329088;01/03/00;253
8;1;329096;01/03/00;009
8;1;329100;01/03/00;280
8;1;329118;01/03/00;259
8;1;329126;01/03/00;210
8;1;329134;01/03/00;071
8;1;329142;01/03/00;071
8;1;329142;01/11/03;815
8;1;329142;07/07/03;551
8;1;329150;08/03/00;044
8;1;329169;08/03/00;159
8;1;329177;08/03/00;004
8;1;329185;09/03/00;071
8;1;329193;02/03/00;063
8;1;329207;02/03/00;063
8;1;329215;08/03/00;159
8;1;329231;13/03/00;531
8;1;329240;01/03/00;243
8;1;329258;17/03/00;167
8;1;329274;21/03/00;198
8;1;329282;21/03/00;025
8;1;329290;03/04/00;063
8;1;329304;03/04/00;063
8;1;329312;03/04/00;014
8;1;329320;20/03/00;189
8;1;329339;22/03/00;611
8;1;329347;22/03/00;089
8;1;329355;01/04/00;072
8;1;329363;02/03/98;099
8;1;329363;16/12/08;416
8;1;329363;19/11/08;851
8;1;329371;03/05/99;198
8;1;329386;01/05/00;238
8;1;329386;09/03/98;191
8;1;329398;01/04/02;590
8;1;329398;03/04/00;603
8;1;329398;16/03/01;606
8;1;329401;03/04/00;570
8;1;329401;11/05/00;297
8;1;329410;03/04/00;570
8;1;329410;11/05/00;297
8;1;329428;03/04/00;199
8;1;329436;01/04/00;190
8;1;329436;01/12/20;7037
8;1;329436;05/03/02;287
8;1;329444;01/04/00;189
8;1;329452;03/04/00;008
8;1;329460;03/04/00;137
8;1;329479;03/04/00;044
8;1;329487;01/04/00;146
8;1;329495;01/04/00;034
8;1;329509;04/04/00;531
8;1;329517;05/07/00;561
8;1;329517;07/04/00;531
8;1;329525;07/04/00;611
8;1;329533;18/04/00;278
8;1;329541;08/04/00;063
8;1;329550;01/04/04;835
8;1;329550;01/10/03;521
8;1;329550;01/11/03;831
8;1;329550;05/04/00;188
8;1;329550;20/02/04;855
8;1;329568;04/04/00;037
8;1;329576;04/04/00;007
8;1;329584;06/04/00;072
8;1;329592;05/04/00;061
8;1;329606;05/04/00;262
8;1;329614;14/04/00;067
8;1;329622;07/04/00;293
8;1;329630;01/12/01;245
8;1;329630;14/04/00;245
8;1;329630;16/07/01;592
8;1;329649;15/04/00;199
8;1;329657;14/04/00;229
8;1;329665;19/04/00;262
8;1;329673;05/04/00;159
8;1;329673;05/06/06;783
8;1;329681;12/04/00;186
8;1;329690;01/09/01;023
8;1;329690;07/04/00;239
8;1;329690;17/11/05;125
8;1;329703;07/04/00;108
8;1;329711;07/04/00;005
8;1;329720;01/04/00;241
8;1;329738;06/04/00;014
8;1;329746;12/04/00;071
8;1;329754;03/04/00;009
8;1;329762;12/04/00;257
8;1;329770;19/04/00;209
8;1;329789;15/04/00;205
8;1;329797;18/04/00;267
8;1;329800;20/04/00;208
8;1;329819;12/04/00;033
8;1;329827;20/04/00;059
8;1;329835;19/04/00;205
8;1;329843;19/04/00;282
8;1;329851;17/04/00;252
8;1;329851;22/05/02;158
8;1;329860;20/04/00;208
8;1;329878;02/05/00;087
8;1;329886;01/12/10;404
8;1;329886;02/05/00;020
8;1;329894;02/05/00;175
8;1;329908;02/05/00;153
8;1;329908;06/04/06;040
8;1;329916;03/05/00;205
8;1;329924;02/05/00;175
8;1;329930;03/04/00;247
8;1;329940;04/05/00;092
8;1;329959;03/05/00;246
8;1;329967;09/05/00;063
8;1;329975;08/05/00;034
8;1;329983;09/05/00;261
8;1;329991;02/05/00;019
8;1;330000;08/05/00;233
8;1;330019;08/05/00;019
8;1;330027;08/05/00;034
8;1;330035;08/05/00;224
8;1;330043;05/05/00;287
8;1;330051;08/05/00;040
8;1;330060;04/05/00;174
8;1;330078;10/05/00;606
8;1;330078;20/03/01;592
8;1;330086;01/02/19;851
8;1;330086;01/03/10;813
8;1;330086;01/07/24;851
8;1;330086;02/05/00;019
8;1;330086;06/03/06;009
8;1;330094;12/05/00;257
8;1;330108;12/05/00;022
8;1;330116;12/05/00;136
8;1;330124;12/05/00;055
8;1;330132;12/05/00;061
8;1;330140;12/05/00;063
8;1;330159;12/05/00;063
8;1;330167;01/12/06;357
8;1;330167;11/05/00;005
8;1;330175;01/05/02;241
8;1;330175;13/05/00;290
8;1;330183;25/05/00;606
8;1;330191;12/05/00;202
8;1;330205;12/05/00;238
8;1;330213;02/05/00;019
8;1;330221;15/05/00;004
8;1;330230;01/11/03;818
8;1;330230;17/05/00;561
8;1;330248;08/05/00;174
8;1;330256;13/05/00;141
8;1;330264;13/05/00;005
8;1;330272;17/05/00;249
8;1;330280;17/05/00;240
8;1;330280;22/05/02;301
8;1;330299;17/05/00;142
8;1;330302;19/05/00;097
8;1;330310;18/05/00;238
8;1;330329;17/05/00;238
8;1;330337;19/05/00;561
8;1;330345;19/05/00;561
8;1;330353;20/05/00;029
8;1;330361;22/05/00;289
8;1;330388;24/05/00;296
8;1;330396;22/05/00;283
8;1;330400;26/05/00;283
8;1;330418;15/05/00;067
8;1;330426;01/06/00;146
8;1;330434;01/06/00;176
8;1;330469;05/06/00;089
8;1;330477;01/06/00;018
8;1;330485;01/06/00;005
8;1;330493;01/06/00;020
8;1;330507;01/06/00;269
8;1;330515;01/06/00;177
8;1;330523;01/06/00;205
8;1;330531;01/06/00;044
8;1;330540;01/06/00;520
8;1;330558;10/06/00;022
8;1;330558;14/03/25;022
8;1;330558;20/11/20;7022
8;1;330566;01/09/09;761
8;1;330566;01/11/03;786
8;1;330566;12/06/00;593
8;1;330574;01/05/05;296
8;1;330574;01/06/00;093
8;1;330582;12/06/00;004
8;1;330590;12/06/00;550
8;1;330604;05/06/00;044
8;1;330604;10/12/02;551
8;1;330612;15/06/00;061
8;1;330612;21/09/06;347
8;1;330639;01/06/00;217
8;1;330647;01/11/10;121
8;1;330647;10/11/05;095
8;1;330647;13/08/04;315
8;1;330647;20/06/00;121
8;1;330655;01/06/02;546
8;1;330655;01/11/03;770
8;1;330655;07/06/00;044
8;1;330655;07/06/01;546
8;1;330655;22/07/03;606
8;1;330663;12/06/00;272
8;1;330671;15/06/00;071
8;1;330680;20/06/00;105
8;1;330698;02/05/06;105
8;1;330698;15/06/00;038
8;1;330701;15/06/00;128
8;1;330710;19/06/00;052
8;1;330728;12/06/00;044
8;1;330736;12/06/00;174
8;1;330744;20/06/00;069
8;1;330752;19/06/00;572
8;1;330760;01/11/03;762
8;1;330760;16/04/03;600
8;1;330760;26/06/00;580
8;1;330779;16/06/00;067
8;1;330787;01/06/00;287
8;1;330795;20/06/00;272
8;1;330809;20/06/00;150
8;1;330817;20/06/00;176
8;1;330825;02/09/02;162
8;1;330825;20/06/00;198
8;1;330833;20/06/00;159
8;1;330841;23/06/00;108
8;1;330850;26/06/00;630
8;1;330868;17/07/00;040
8;1;330876;01/07/00;243
8;1;330884;01/08/00;570
8;1;330884;04/07/00;510
8;1;330892;01/07/00;044
8;1;330906;03/07/00;294
8;1;330914;03/07/00;015
8;1;330914;06/07/09;835
8;1;330922;03/07/00;155
8;1;330930;01/07/00;158
8;1;330949;03/07/00;007
8;1;330957;03/07/00;224
8;1;330965;01/07/00;285
8;1;330973;03/07/00;278
8;1;330981;03/07/00;263
8;1;330990;01/07/00;146
8;1;331007;06/07/00;153
8;1;331015;07/07/00;546
8;1;331015;12/03/01;540
8;1;331023;10/07/00;093
8;1;331031;03/07/00;278
8;1;331040;08/07/00;162
8;1;331058;11/07/00;630
8;1;331066;01/11/03;858
8;1;331066;06/11/00;531
8;1;331066;11/07/00;630
8;1;331074;12/07/00;182
8;1;331082;13/07/00;239
8;1;331090;17/07/00;546
8;1;331104;14/07/00;592
8;1;331112;17/07/00;561
8;1;331120;01/02/02;551
8;1;331120;01/11/03;815
8;1;331147;10/07/00;044
8;1;331155;19/07/00;294
8;1;331163;21/07/00;201
8;1;331171;17/07/00;254
8;1;331180;14/07/00;292
8;1;331198;19/07/00;231
8;1;331201;19/07/00;183
8;1;331210;19/07/00;174
8;1;331228;19/07/00;079
8;1;331236;19/07/00;079
8;1;331244;19/07/00;094
8;1;331252;20/07/00;176
8;1;331260;20/07/00;150
8;1;331279;01/07/00;005
8;1;331287;20/07/00;052
8;1;331295;01/02/05;208
8;1;331295;20/07/00;063
8;1;331309;20/07/00;272
8;1;331317;01/08/00;052
8;1;331325;04/08/00;242
8;1;331325;14/07/04;121
8;1;331333;01/02/10;209
8;1;331333;01/11/09;855
8;1;331333;14/08/00;209
8;1;331341;03/08/00;071
8;1;331350;01/08/00;061
8;1;331368;01/08/00;034
8;1;331376;01/08/00;071
8;1;331384;01/08/00;071
8;1;331392;01/08/00;008
8;1;331406;01/03/07;835
8;1;331406;01/07/08;833
8;1;331406;01/08/00;155
8;1;331406;01/08/24;8704
8;1;331406;02/01/20;723
8;1;331406;03/01/25;8707
8;1;331406;17/02/05;169
8;1;331406;17/10/02;073
8;1;331414;01/08/00;061
8;1;331422;01/07/04;063
8;1;331422;01/08/00;063
8;1;331422;10/05/04;208
8;1;331430;01/08/00;141
8;1;331449;01/08/00;040
8;1;331449;24/10/07;382
8;1;331457;01/08/00;202
8;1;331465;01/08/00;127
8;1;331490;08/08/00;044
8;1;331503;08/09/03;571
8;1;331503;08/11/03;845
8;1;331503;09/08/00;611
8;1;331511;14/08/00;603
8;1;331520;08/08/00;210
8;1;331538;14/08/00;116
8;1;331546;15/08/00;285
8;1;331554;16/08/00;173
8;1;331554;22/03/04;273
8;1;331562;12/08/00;063
8;1;331570;12/08/00;063
8;1;331589;16/08/00;014
8;1;331597;01/08/01;174
8;1;331597;15/08/00;294
8;1;331600;09/08/00;263
8;1;331619;16/08/00;014
8;1;331627;14/08/00;029
8;1;331635;01/11/03;815
8;1;331635;04/08/03;551
8;1;331635;10/08/00;044
8;1;331643;01/11/03;818
8;1;331643;14/08/00;561
8;1;331651;09/08/00;297
8;1;331660;14/08/00;084
8;1;331678;11/08/00;143
8;1;331686;12/08/00;063
8;1;331694;14/08/00;141
8;1;331708;09/08/00;093
8;1;331716;17/08/00;268
8;1;331724;14/08/00;063
8;1;331732;12/08/00;063
8;1;331740;12/08/00;063
8;1;331759;14/08/00;063
8;1;331767;16/08/00;005
8;1;331775;01/10/00;300
8;1;331775;21/08/00;570
8;1;331775;23/08/00;570
8;1;331783;16/08/00;063
8;1;331791;21/08/00;272
8;1;331805;01/10/02;551
8;1;331805;01/11/03;815
8;1;331805;17/08/00;044
8;1;331813;16/08/00;241
8;1;331821;21/08/00;044
8;1;331830;23/08/00;268
8;1;331848;01/10/00;300
8;1;331848;28/08/00;570
8;1;331856;01/10/00;300
8;1;331856;28/08/00;570
8;1;331864;01/10/00;300
8;1;331864;28/08/00;570
8;1;331872;04/09/00;280
8;1;331880;01/09/00;024
8;1;331880;01/11/06;356
8;1;331880;22/11/04;316
8;1;331899;01/09/00;272
8;1;331902;01/09/00;088
8;1;331910;01/09/00;007
8;1;331910;06/08/01;097
8;1;331929;01/09/00;289
8;1;331937;01/09/00;175
8;1;331945;01/09/00;264
8;1;331953;01/09/00;289
8;1;331953;01/11/03;138
8;1;331961;01/09/00;099
8;1;331970;01/04/02;297
8;1;331970;01/09/00;269
8;1;331988;01/09/00;143
8;1;331996;01/09/00;138
8;1;332003;01/09/00;242
8;1;332011;01/09/00;252
8;1;332025;01/09/00;041
8;1;332038;01/09/00;264
8;1;332046;01/09/00;044
8;1;332046;23/08/10;432
8;1;332054;04/09/00;093
8;1;332062;06/09/00;094
8;1;332070;05/08/00;246
8;1;332089;04/08/00;093
8;1;332097;11/09/00;561
8;1;332100;01/03/04;855
8;1;332100;01/07/02;245
8;1;332100;01/09/03;541
8;1;332100;01/10/03;551
8;1;332100;01/11/03;815
8;1;332100;01/12/09;709
8;1;332100;02/01/04;855
8;1;332100;04/08/03;521
8;1;332100;11/09/00;561
8;1;332100;15/02/04;815
8;1;332119;11/09/00;037
8;1;332127;09/09/00;063
8;1;332135;12/09/00;089
8;1;332135;15/05/08;089
8;1;332135;16/10/06;193
8;1;332143;15/09/00;183
8;1;332151;20/09/00;217
8;1;332160;18/09/00;033
8;1;332178;15/09/00;295
8;1;332186;15/09/00;295
8;1;332194;15/09/00;295
8;1;332208;13/09/00;191
8;1;332216;01/11/03;858
8;1;332216;19/09/00;531
8;1;332224;18/09/00;531
8;1;332240;20/09/00;228
8;1;332259;16/09/00;288
8;1;332267;21/09/00;187
8;1;332275;21/09/00;520
8;1;332283;21/09/00;281
8;1;332291;21/09/00;210
8;1;332305;08/09/00;176
8;1;332313;08/09/00;247
8;1;332321;22/09/00;019
8;1;332330;22/09/00;014
8;1;332348;14/05/12;034
8;1;332348;22/09/00;019
8;1;332348;23/09/08;320
8;1;332356;21/09/00;022
8;1;332364;22/09/00;055
8;1;332372;01/09/03;521
8;1;332372;01/10/03;571
8;1;332372;01/11/03;845
8;1;332372;16/09/00;291
8;1;332380;22/09/00;034
8;1;332399;15/09/00;291
8;1;332402;22/09/00;262
8;1;332410;22/09/00;167
8;1;332429;01/07/03;585
8;1;332429;01/09/01;587
8;1;332429;01/11/03;861
8;1;332429;02/10/13;498
8;1;332429;11/03/04;044
8;1;332429;20/04/01;592
8;1;332429;25/09/00;561
8;1;332437;01/10/06;245
8;1;332437;03/10/00;247
8;1;332437;25/10/07;835
8;1;332445;03/10/00;208
8;1;332453;03/10/00;160
8;1;332461;02/10/00;196
8;1;332470;02/10/00;210
8;1;332488;02/10/00;572
8;1;332496;02/10/00;201
8;1;332500;02/10/00;124
8;1;332518;02/10/00;121
8;1;332526;01/10/15;833
8;1;332526;02/10/00;244
8;1;332526;10/11/03;835
8;1;332534;02/10/00;022
8;1;332550;01/11/00;302
8;1;332550;02/10/00;580
8;1;332550;11/11/05;023
8;1;332550;19/10/07;317
8;1;332569;01/04/03;021
8;1;332569;01/05/06;302
8;1;332569;01/11/00;302
8;1;332569;02/10/00;580
8;1;332569;16/10/07;309
8;1;332577;04/10/00;239
8;1;332585;16/10/00;603
8;1;332593;03/10/00;116
8;1;332607;05/10/00;175
8;1;332615;04/10/00;199
8;1;332623;06/10/00;093
8;1;332631;06/10/00;093
8;1;332631;08/05/06;841
8;1;332631;14/07/06;191
8;1;332640;06/10/00;093
8;1;332658;09/10/00;061
8;1;332658;27/03/01;301
8;1;332666;09/10/00;061
8;1;332674;11/10/00;198
8;1;332682;09/10/00;189
8;1;332690;09/10/00;300
8;1;332704;20/10/00;282
8;1;332712;16/10/00;125
8;1;332720;16/10/00;061
8;1;332739;16/10/00;299
8;1;332747;01/07/08;833
8;1;332747;01/12/07;835
8;1;332747;16/10/00;299
8;1;332755;16/10/00;299
8;1;332763;01/03/01;301
8;1;332763;17/10/00;570
8;1;332771;01/11/00;193
8;1;332780;18/10/00;128
8;1;332780;24/12/01;183
8;1;332798;01/08/24;8702
8;1;332798;02/01/20;723
8;1;332798;03/11/04;129
8;1;332798;10/05/10;833
8;1;332798;17/01/25;8709
8;1;332798;17/10/00;169
8;1;332801;16/10/00;286
8;1;332810;18/10/00;093
8;1;332828;18/10/00;129
8;1;332836;18/10/00;159
8;1;332844;18/10/00;243
8;1;332852;01/09/18;762
8;1;332852;01/11/03;786
8;1;332852;11/11/21;786
8;1;332852;17/12/01;593
8;1;332852;23/10/00;572
8;1;332887;19/10/00;063
8;1;332895;23/10/00;034
8;1;332909;01/11/02;145
8;1;332909;23/10/00;121
8;1;332917;23/10/00;019
8;1;332925;23/10/00;274
8;1;332933;01/11/00;546
8;1;332941;01/11/00;546
8;1;332950;01/11/00;572
8;1;332968;06/11/00;582
8;1;332976;01/11/00;283
8;1;332984;01/11/00;041
8;1;332992;01/11/00;283
8;1;333000;01/11/00;140
8;1;333000;26/03/01;141
8;1;333018;01/11/00;084
8;1;333026;01/11/00;163
8;1;333034;01/11/00;159
8;1;333042;06/11/00;186
8;1;333042;21/10/02;075
8;1;333050;06/11/00;199
8;1;333069;01/11/00;189
8;1;333077;03/11/00;253
8;1;333085;01/11/00;138
8;1;333093;01/11/00;009
8;1;333107;01/11/00;238
8;1;333115;01/11/00;265
8;1;333123;07/11/00;063
8;1;333131;07/11/00;041
8;1;333140;07/11/00;034
8;1;333158;06/11/00;079
8;1;333166;07/11/00;269
8;1;333174;07/11/00;142
8;1;333182;25/11/00;025
8;1;333190;25/11/00;025
8;1;333204;25/11/00;025
8;1;333212;25/11/00;025
8;1;333220;25/11/00;025
8;1;333239;25/11/00;025
8;1;333247;25/11/00;025
8;1;333255;25/11/00;025
8;1;333263;25/11/00;025
8;1;333271;27/11/00;093
8;1;333280;27/11/00;093
8;1;333298;27/11/00;093
8;1;333301;27/11/00;093
8;1;333310;27/11/00;093
8;1;333328;27/11/00;093
8;1;333336;25/11/00;009
8;1;333344;25/11/00;009
8;1;333352;25/11/00;009
8;1;333360;25/11/00;009
8;1;333379;25/11/00;009
8;1;333387;25/11/00;009
8;1;333395;25/11/00;257
8;1;333409;25/11/00;257
8;1;333417;25/11/00;257
8;1;333425;25/11/00;257
8;1;333433;25/11/00;257
8;1;333441;26/11/00;041
8;1;333450;26/11/00;041
8;1;333468;26/11/00;041
8;1;333476;25/11/00;061
8;1;333484;25/11/00;061
8;1;333492;25/11/00;061
8;1;333506;25/11/00;061
8;1;333514;25/11/00;061
8;1;333522;13/11/00;096
8;1;333530;14/11/00;299
8;1;333549;20/11/00;014
8;1;333557;25/11/00;019
8;1;333565;25/11/00;034
8;1;333573;25/11/00;034
8;1;333581;25/11/00;034
8;1;333590;25/11/00;034
8;1;333603;25/11/00;034
8;1;333611;25/11/00;034
8;1;333620;25/11/00;034
8;1;333638;25/11/00;282
8;1;333646;25/11/00;282
8;1;333654;25/11/00;282
8;1;333662;25/11/00;282
8;1;333670;25/11/00;282
8;1;333689;25/11/00;009
8;1;333697;27/11/00;022
8;1;333700;27/11/00;022
8;1;333719;27/11/00;022
8;1;333727;27/11/00;022
8;1;333735;27/11/00;022
8;1;333743;27/11/00;022
8;1;333751;24/11/00;268
8;1;333760;24/11/00;268
8;1;333778;24/11/00;268
8;1;333786;24/11/00;268
8;1;333794;24/11/00;268
8;1;333808;24/11/00;268
8;1;333816;25/11/00;007
8;1;333824;25/11/00;007
8;1;333832;25/11/00;007
8;1;333840;25/11/00;007
8;1;333859;25/11/00;007
8;1;333867;25/11/00;007
8;1;333875;25/11/00;007
8;1;333883;27/11/00;014
8;1;333891;26/11/00;014
8;1;333905;26/11/00;014
8;1;333913;26/11/00;014
8;1;333921;26/11/00;014
8;1;333930;26/11/00;014
8;1;333948;23/11/00;004
8;1;333956;23/11/00;004
8;1;333964;23/11/00;004
8;1;333972;23/11/00;004
8;1;333980;25/11/00;183
8;1;333999;25/11/00;183
8;1;334014;25/11/00;183
8;1;334022;25/11/00;183
8;1;334030;25/11/00;183
8;1;334049;27/11/00;047
8;1;334057;27/11/00;047
8;1;334065;25/11/00;175
8;1;334073;27/11/00;047
8;1;334081;27/11/00;047
8;1;334090;25/11/00;175
8;1;334103;25/11/00;175
8;1;334111;25/11/00;044
8;1;334120;26/11/00;044
8;1;334138;25/11/00;044
8;1;334146;26/11/00;044
8;1;334154;26/11/00;044
8;1;334162;25/11/00;044
8;1;334170;25/11/00;044
8;1;334189;25/11/00;294
8;1;334197;25/11/00;294
8;1;334200;26/11/00;295
8;1;334219;27/11/00;295
8;1;334227;27/11/00;295
8;1;334235;27/11/00;295
8;1;334243;25/11/00;025
8;1;334251;25/11/00;025
8;1;334260;25/11/00;025
8;1;334278;25/11/00;174
8;1;334286;25/11/00;174
8;1;334294;25/11/00;174
8;1;334308;25/11/00;174
8;1;334316;25/11/00;294
8;1;334324;26/11/00;093
8;1;334332;27/11/00;093
8;1;334340;25/11/00;019
8;1;334359;25/11/00;019
8;1;334367;25/11/00;019
8;1;334375;25/11/00;019
8;1;334391;27/11/00;072
8;1;334405;27/11/00;072
8;1;334413;27/11/00;072
8;1;334421;27/11/00;072
8;1;334430;27/11/00;072
8;1;334448;25/11/00;071
8;1;334456;25/11/00;071
8;1;334464;25/11/00;071
8;1;334472;25/11/00;071
8;1;334480;25/11/00;071
8;1;334499;25/11/00;071
8;1;334502;25/11/00;071
8;1;334510;25/11/00;071
8;1;334529;25/11/00;071
8;1;334537;25/11/00;071
8;1;334545;25/11/00;071
8;1;334553;25/11/00;071
8;1;334561;25/11/00;071
8;1;334588;25/11/00;071
8;1;334596;25/11/00;071
8;1;334600;25/11/00;253
8;1;334618;25/11/00;253
8;1;334626;25/11/00;253
8;1;334634;25/11/00;052
8;1;334642;25/11/00;052
8;1;334650;25/11/00;052
8;1;334669;25/11/00;052
8;1;334677;25/11/00;005
8;1;334685;25/11/00;005
8;1;334693;25/11/00;005
8;1;334707;25/11/00;005
8;1;334715;25/11/00;005
8;1;334723;25/11/00;063
8;1;334740;25/11/00;063
8;1;334758;25/11/00;063
8;1;334766;25/11/00;063
8;1;334774;25/11/00;063
8;1;334782;25/11/00;175
8;1;334790;25/11/00;175
8;1;334804;25/11/00;272
8;1;334812;25/11/00;272
8;1;334820;25/11/00;272
8;1;334839;25/11/00;272
8;1;334847;25/11/00;272
8;1;334855;25/11/00;253
8;1;334871;27/11/00;183
8;1;334880;25/11/00;294
8;1;334898;25/11/00;071
8;1;334901;26/11/00;044
8;1;334910;25/11/00;071
8;1;334928;20/11/00;140
8;1;334936;20/11/00;146
8;1;334944;17/11/00;150
8;1;334952;20/11/00;022
8;1;334960;10/08/18;566
8;1;334960;12/04/18;1566
8;1;334960;16/07/20;7002
8;1;334960;17/11/00;093
8;1;334960;20/12/18;002
8;1;334979;20/11/00;253
8;1;334987;01/09/02;041
8;1;334987;02/01/02;550
8;1;334987;20/11/00;041
8;1;334995;20/11/00;014
8;1;335002;20/11/00;014
8;1;335010;25/11/00;015
8;1;335029;25/11/00;015
8;1;335037;20/11/00;156
8;1;335045;20/11/00;022
8;1;335053;25/11/00;015
8;1;335061;25/11/00;015
8;1;335070;25/11/00;015
8;1;335088;25/11/00;015
8;1;335096;25/11/00;015
8;1;335100;01/05/04;815
8;1;335100;01/06/04;835
8;1;335100;01/08/04;815
8;1;335100;04/12/00;044
8;1;335118;04/12/00;044
8;1;335126;25/11/00;044
8;1;335134;27/11/00;047
8;1;335142;25/11/00;015
8;1;335150;25/11/00;037
8;1;335169;25/11/00;037
8;1;335177;25/11/00;037
8;1;335185;26/11/00;044
8;1;335193;25/11/00;037
8;1;335207;25/11/00;037
8;1;335215;25/11/00;037
8;1;335223;25/11/00;037
8;1;335231;25/11/00;015
8;1;335258;25/11/00;019
8;1;335266;25/11/00;063
8;1;335274;25/11/00;063
8;1;335282;25/11/00;063
8;1;335290;26/11/00;174
8;1;335304;25/11/00;063
8;1;335312;25/11/00;063
8;1;335320;04/12/00;044
8;1;335339;01/04/02;582
8;1;335339;01/11/03;828
8;1;335339;22/11/00;561
8;1;335347;20/11/00;259
8;1;335355;04/12/00;263
8;1;335363;04/12/00;244
8;1;335371;01/12/00;158
8;1;335380;01/12/00;158
8;1;335398;04/12/00;289
8;1;335401;04/12/00;243
8;1;335410;04/12/00;284
8;1;335428;04/12/00;267
8;1;335436;04/12/00;249
8;1;335444;04/12/00;249
8;1;335452;04/12/00;155
8;1;335460;04/12/00;265
8;1;335479;04/12/00;265
8;1;335487;01/12/00;143
8;1;335495;04/12/00;219
8;1;335509;04/12/00;302
8;1;335517;04/12/00;302
8;1;335525;04/12/00;145
8;1;335533;04/12/00;247
8;1;335541;04/12/00;274
8;1;335550;04/12/00;124
8;1;335568;04/12/00;184
8;1;335576;04/12/00;177
8;1;335584;04/12/00;246
8;1;335592;01/12/00;255
8;1;335606;04/12/00;264
8;1;335614;04/12/00;007
8;1;335622;04/12/00;227
8;1;335630;04/12/00;096
8;1;335649;04/12/00;169
8;1;335657;04/12/00;243
8;1;335657;17/07/06;042
8;1;335665;04/12/00;093
8;1;335673;04/12/00;295
8;1;335681;01/07/05;321
8;1;335681;04/12/00;239
8;1;335690;04/12/00;071
8;1;335703;04/12/00;186
8;1;335711;01/12/00;245
8;1;335720;04/12/00;024
8;1;335738;04/12/00;190
8;1;335746;04/12/00;292
8;1;335754;04/12/00;129
8;1;335762;04/12/00;280
8;1;335770;04/12/00;280
8;1;335789;04/12/00;210
8;1;335797;04/12/00;288
8;1;335800;04/12/00;261
8;1;335827;04/12/00;531
8;1;335827;11/04/05;018
8;1;335827;14/11/02;097
8;1;335835;06/12/00;546
8;1;335843;01/12/00;245
8;1;335851;04/12/00;253
8;1;335860;04/12/00;121
8;1;335878;04/12/00;154
8;1;33588;24/09/96;041
8;1;335886;04/12/00;242
8;1;335894;04/12/00;242
8;1;335908;04/12/00;298
8;1;335916;04/12/00;298
8;1;335924;04/12/00;246
8;1;335932;05/12/00;240
8;1;335940;04/12/00;020
8;1;335959;01/12/00;269
8;1;335967;05/12/00;061
8;1;335975;04/12/00;259
8;1;335983;04/12/00;254
8;1;336009;06/12/00;015
8;1;336017;06/03/10;009
8;1;336017;06/12/00;015
8;1;336025;04/12/00;093
8;1;336033;01/12/00;071
8;1;336041;04/10/04;241
8;1;336041;04/12/00;202
8;1;336050;04/12/00;188
8;1;336068;11/12/00;531
8;1;336076;11/12/00;561
8;1;336084;11/12/00;531
