codigo_empresa;tipo_colaborador;cadastro_colaborador;data_alteracao;categoria_colaborador
8;1;389161;30/11/2020;101
8;1;389167;30/11/2020;101
8;1;389185;30/11/2020;103
8;1;389230;30/11/2020;101
8;1;389233;30/11/2020;101
8;1;389239;30/11/2020;101
8;1;377495;30/11/2020;101
8;1;282324;30/11/2020;101
8;1;386218;30/11/2020;101
8;1;291013;30/11/2020;101
8;1;389987;30/11/2020;103
8;1;313190;30/11/2020;101
8;1;326470;30/11/2020;101
8;1;324574;30/11/2020;101
8;1;346250;30/11/2020;101
8;1;348317;30/11/2020;101
8;1;389303;30/11/2020;101
8;1;389349;30/11/2020;101
8;1;389364;30/11/2020;101
8;1;389397;30/11/2020;101
8;1;389401;30/11/2020;101
8;1;389405;30/11/2020;101
8;1;389406;30/11/2020;101
8;1;389424;30/11/2020;101
8;1;384735;30/11/2020;101
8;1;387681;30/11/2020;101
8;1;387697;30/11/2020;101
8;1;387700;30/11/2020;101
8;1;387726;30/11/2020;101
8;1;387743;30/11/2020;101
8;1;387787;30/11/2020;101
8;1;389662;30/11/2020;101
8;1;389688;30/11/2020;101
8;1;389707;30/11/2020;101
8;1;389721;30/11/2020;101
8;1;389722;30/11/2020;101
8;1;389766;30/11/2020;101
8;1;389774;30/11/2020;101
8;1;389791;30/11/2020;101
8;1;389811;30/11/2020;722
8;1;389842;30/11/2020;101
8;1;389844;30/11/2020;101
8;1;389937;30/11/2020;101
8;1;389947;30/11/2020;101
8;1;389958;30/11/2020;101
8;1;390008;30/11/2020;101
8;1;390009;30/11/2020;101
8;1;390030;30/11/2020;101
8;1;390034;30/11/2020;101
8;1;390040;30/11/2020;101
8;1;390042;30/11/2020;101
8;1;390053;30/11/2020;101
8;1;375780;30/11/2020;722
8;1;378226;30/11/2020;101
8;1;378230;30/11/2020;101
8;1;378238;30/11/2020;101
8;1;378658;30/11/2020;101
8;1;385210;30/11/2020;101
8;1;378992;30/11/2020;101
4;1;382696;30/11/2020;101
4;1;387837;30/11/2020;101
4;1;314331;30/11/2020;101
4;1;382652;30/11/2020;101
8;1;379135;30/11/2020;101
8;1;379584;30/11/2020;101
8;1;380284;30/11/2020;101
8;1;379928;30/11/2020;101
8;1;380077;30/11/2020;101
8;1;384575;30/11/2020;101
8;1;385057;30/11/2020;101
8;1;385655;30/11/2020;101
8;1;382152;30/11/2020;101
8;1;380463;30/11/2020;101
8;1;380622;30/11/2020;101
8;1;380700;30/11/2020;101
8;1;381030;30/11/2020;101
8;1;381199;30/11/2020;101
8;1;381711;30/11/2020;101
8;1;381945;30/11/2020;101
8;1;381989;30/11/2020;101
8;1;382556;30/11/2020;101
8;1;382066;30/11/2020;101
8;1;382595;30/11/2020;101
8;1;382643;30/11/2020;101
8;1;388373;30/11/2020;101
8;1;383058;30/11/2020;101
8;1;383134;30/11/2020;101
8;1;383158;30/11/2020;101
8;1;383209;30/11/2020;101
8;1;383248;30/11/2020;101
8;1;383386;30/11/2020;101
8;1;383404;30/11/2020;101
8;1;384125;30/11/2020;101
8;1;387120;30/11/2020;101
8;1;387136;30/11/2020;101
8;1;387168;30/11/2020;101
8;1;387303;30/11/2020;101
8;1;386899;30/11/2020;101
8;1;386912;30/11/2020;101
8;1;387900;30/11/2020;101
8;1;387943;30/11/2020;101
8;1;389129;30/11/2020;101
8;1;387650;30/11/2020;101
8;1;387614;30/11/2020;101
8;1;388052;30/11/2020;101
8;1;388159;30/11/2020;101
8;1;389437;30/11/2020;101
8;1;387928;30/11/2020;101
8;1;387939;30/11/2020;101
8;1;387967;30/11/2020;101
8;1;387969;30/11/2020;101
8;1;387984;30/11/2020;101
8;1;387452;30/11/2020;101
8;1;387581;30/11/2020;101
8;1;387989;30/11/2020;101
8;1;388066;30/11/2020;101
8;1;388098;30/11/2020;101
8;1;388139;30/11/2020;101
8;1;388179;30/11/2020;101
8;1;388400;30/11/2020;101
8;1;388410;30/11/2020;101
8;1;388432;30/11/2020;101
8;1;388448;30/11/2020;101
8;1;388477;30/11/2020;101
8;1;388490;30/11/2020;101
8;1;388491;30/11/2020;101
8;1;390203;30/11/2020;101
8;1;390213;30/11/2020;101
8;1;390216;30/11/2020;101
8;1;184331;30/11/2020;101
8;1;189600;30/11/2020;101
8;1;206423;30/11/2020;101
8;1;390118;30/11/2020;101
8;1;390153;30/11/2020;101
8;1;390158;30/11/2020;101
8;1;390171;30/11/2020;101
8;1;390186;30/11/2020;101
8;1;388885;30/11/2020;101
8;1;388908;30/11/2020;101
8;1;388943;30/11/2020;101
8;1;389069;30/11/2020;101
8;1;389071;30/11/2020;101
8;1;389084;30/11/2020;101
8;1;389095;30/11/2020;101
8;1;389128;30/11/2020;101
8;1;389138;30/11/2020;101
8;1;389151;30/11/2020;101
8;1;389240;30/11/2020;101
8;1;272019;30/11/2020;101
8;1;285170;30/11/2020;101
8;1;317292;30/11/2020;101
8;1;384362;30/11/2020;101
8;1;330701;30/11/2020;101
8;1;343749;30/11/2020;101
8;1;362042;30/11/2020;101
8;1;368490;30/11/2020;101
8;1;376948;30/11/2020;101
8;1;379009;30/11/2020;101
8;1;389676;30/11/2020;101
8;1;389750;30/11/2020;101
8;1;389768;30/11/2020;101
8;1;389780;30/11/2020;101
8;1;389786;30/11/2020;101
8;1;389793;30/11/2020;101
8;1;389805;30/11/2020;101
8;1;389821;30/11/2020;101
8;1;389857;30/11/2020;103
8;1;389872;30/11/2020;101
8;1;389899;30/11/2020;101
8;1;389921;30/11/2020;101
4;1;387996;30/11/2020;101
4;1;379872;30/11/2020;722
4;1;379678;30/11/2020;101
4;1;390090;30/11/2020;101
4;1;384531;30/11/2020;101
4;1;386801;30/11/2020;101
4;1;389221;30/11/2020;103
8;1;382480;30/11/2020;101
8;1;389647;30/11/2020;101
8;1;380488;30/11/2020;101
8;1;381329;30/11/2020;101
8;1;381611;30/11/2020;101
8;1;381656;30/11/2020;101
8;1;386210;30/11/2020;101
8;1;386245;30/11/2020;101
8;1;386306;30/11/2020;101
8;1;386472;30/11/2020;101
8;1;386497;30/11/2020;101
8;1;386549;30/11/2020;101
8;1;386552;30/11/2020;101
8;1;386584;30/11/2020;101
8;1;386675;30/11/2020;101
8;1;387733;30/11/2020;101
8;1;387788;30/11/2020;101
8;1;380283;30/11/2020;101
8;1;379295;30/11/2020;101
8;1;379677;30/11/2020;101
8;1;380119;30/11/2020;101
8;1;385835;30/11/2020;101
8;1;388917;30/11/2020;101
8;1;384957;30/11/2020;101
8;1;385066;30/11/2020;101
8;1;385388;30/11/2020;101
8;1;385627;30/11/2020;101
8;1;385730;30/11/2020;101
8;1;388843;30/11/2020;101
8;1;388870;30/11/2020;101
8;1;388512;30/11/2020;101
8;1;388542;30/11/2020;101
8;1;388572;30/11/2020;101
8;1;388590;30/11/2020;101
8;1;388609;30/11/2020;101
8;1;388712;30/11/2020;101
8;1;388739;30/11/2020;101
8;1;386783;30/11/2020;101
8;1;382989;30/11/2020;101
8;1;386866;30/11/2020;101
8;1;383123;30/11/2020;101
8;1;383497;30/11/2020;101
8;1;383773;30/11/2020;101
8;1;383857;30/11/2020;101
8;1;384017;30/11/2020;101
8;1;384057;30/11/2020;101
8;1;384160;30/11/2020;101
8;1;387099;30/11/2020;101
8;1;387108;30/11/2020;101
8;1;387154;30/11/2020;101
8;1;387236;30/11/2020;101
8;1;387266;30/11/2020;101
8;1;387321;30/11/2020;101
8;1;387389;30/11/2020;101
8;1;389268;30/11/2020;103
8;1;389290;30/11/2020;101
8;1;389399;30/11/2020;101
8;1;389262;30/11/2020;101
8;1;377429;30/11/2020;101
8;1;261581;30/11/2020;101
8;1;265888;30/11/2020;101
8;1;311782;30/11/2020;101
8;1;335100;30/11/2020;101
8;1;348147;30/11/2020;101
8;1;378290;30/11/2020;101
8;1;389321;30/11/2020;103
8;1;389359;30/11/2020;101
8;1;389413;30/11/2020;101
8;1;389451;30/11/2020;101
8;1;389489;30/11/2020;101
8;1;389523;30/11/2020;101
8;1;389626;30/11/2020;101
8;1;387713;30/11/2020;101
8;1;387894;30/11/2020;101
8;1;389690;30/11/2020;101
8;1;389703;30/11/2020;101
8;1;389711;30/11/2020;101
8;1;389731;30/11/2020;101
8;1;389752;30/11/2020;101
8;1;389771;30/11/2020;101
8;1;389801;30/11/2020;101
8;1;389825;30/11/2020;101
8;1;389851;30/11/2020;101
8;1;389882;30/11/2020;101
8;1;389902;30/11/2020;101
8;1;389915;30/11/2020;101
8;1;389935;30/11/2020;101
8;1;389950;30/11/2020;101
8;1;389962;30/11/2020;101
8;1;389993;30/11/2020;101
8;1;390015;30/11/2020;101
8;1;390031;30/11/2020;101
8;1;390033;30/11/2020;101
8;1;390043;30/11/2020;101
8;1;390045;30/11/2020;101
8;1;390055;30/11/2020;101
8;1;390064;30/11/2020;103
8;1;390072;30/11/2020;101
8;1;390074;30/11/2020;101
8;1;390075;30/11/2020;101
8;1;390099;30/11/2020;101
8;1;390106;30/11/2020;101
8;1;390126;30/11/2020;101
8;1;390123;30/11/2020;101
8;1;390119;30/11/2020;101
8;1;390133;30/11/2020;101
8;1;390141;30/11/2020;101
8;1;390150;30/11/2020;101
8;1;375039;30/11/2020;101
8;1;377698;30/11/2020;101
8;1;378374;30/11/2020;101
8;1;378581;30/11/2020;101
8;1;378660;30/11/2020;101
8;1;390221;30/11/2020;101
8;1;71838;30/11/2020;101
8;1;225223;30/11/2020;101
8;1;354171;30/11/2020;101
8;1;382826;30/11/2020;101
276;1;387879;30/11/2020;101
8;1;389312;30/11/2020;101
8;1;389430;30/11/2020;101
8;1;385943;30/11/2020;101
8;1;385951;30/11/2020;101
8;1;386031;30/11/2020;101
8;1;386158;30/11/2020;101
8;1;386178;30/11/2020;101
8;1;386314;30/11/2020;101
8;1;386373;30/11/2020;101
8;1;386384;30/11/2020;101
8;1;384275;30/11/2020;101
8;1;383392;30/11/2020;101
8;1;383357;30/11/2020;101
8;1;383546;30/11/2020;101
8;1;383591;30/11/2020;101
8;1;383678;30/11/2020;101
8;1;383731;30/11/2020;101
8;1;383841;30/11/2020;101
8;1;383915;30/11/2020;101
8;1;384256;30/11/2020;101
8;1;387045;30/11/2020;101
8;1;387062;30/11/2020;101
8;1;387072;30/11/2020;101
8;1;387143;30/11/2020;101
8;1;387191;30/11/2020;101
8;1;387313;30/11/2020;101
8;1;387397;30/11/2020;101
8;1;386867;30/11/2020;101
8;1;384428;30/11/2020;101
8;1;386233;30/11/2020;101
8;1;387991;30/11/2020;101
8;1;388003;30/11/2020;101
8;1;388008;30/11/2020;101
8;1;388068;30/11/2020;101
8;1;388078;30/11/2020;101
8;1;388094;30/11/2020;101
8;1;389512;30/11/2020;101
8;1;388148;30/11/2020;101
8;1;388167;30/11/2020;101
8;1;388185;30/11/2020;101
8;1;388219;30/11/2020;101
8;1;388226;30/11/2020;101
8;1;388234;30/11/2020;101
8;1;388287;30/11/2020;101
8;1;388835;30/11/2020;101
8;1;388862;30/11/2020;101
8;1;388566;30/11/2020;101
8;1;388680;30/11/2020;101
8;1;388735;30/11/2020;101
8;1;388744;30/11/2020;101
8;1;388746;30/11/2020;101
8;1;388749;30/11/2020;101
8;1;388765;30/11/2020;101
8;1;386690;30/11/2020;101
8;1;386736;30/11/2020;101
8;1;386762;30/11/2020;101
8;1;388887;30/11/2020;101
8;1;388946;30/11/2020;101
8;1;388961;30/11/2020;101
8;1;388969;30/11/2020;101
8;1;389010;30/11/2020;101
8;1;389031;30/11/2020;101
8;1;389074;30/11/2020;101
8;1;389088;30/11/2020;101
8;1;389172;30/11/2020;101
8;1;389215;30/11/2020;101
8;1;389803;30/11/2020;101
8;1;389807;30/11/2020;101
8;1;389814;30/11/2020;103
8;1;389877;30/11/2020;103
8;1;378808;30/11/2020;101
8;1;389917;30/11/2020;101
8;1;389919;30/11/2020;101
8;1;389938;30/11/2020;101
8;1;389986;30/11/2020;101
8;1;389996;30/11/2020;101
8;1;390006;30/11/2020;101
8;1;390021;30/11/2020;101
8;1;390027;30/11/2020;101
8;1;390061;30/11/2020;103
8;1;390076;30/11/2020;101
8;1;390080;30/11/2020;101
8;1;390191;30/11/2020;101
8;1;390209;30/11/2020;101
8;1;390211;30/11/2020;101
8;1;6970;30/11/2020;101
8;1;168769;30/11/2020;101
8;1;390120;30/11/2020;101
8;1;390143;30/11/2020;101
8;1;390155;30/11/2020;101
8;1;390156;30/11/2020;101
8;1;390159;30/11/2020;101
8;1;295653;30/11/2020;101
8;1;365181;30/11/2020;101
8;1;376425;30/11/2020;101
8;1;377000;30/11/2020;101
8;1;377089;30/11/2020;101
8;1;377333;30/11/2020;101
8;1;377440;30/11/2020;101
8;1;270113;30/11/2020;101
8;1;387358;30/11/2020;101
4;1;374014;30/11/2020;101
4;1;376827;30/11/2020;101
4;1;381677;30/11/2020;101
4;1;383797;30/11/2020;101
4;1;386573;30/11/2020;101
4;1;388658;30/11/2020;101
4;1;389550;30/11/2020;101
4;1;389700;30/11/2020;101
4;1;388570;30/11/2020;101
8;1;379132;30/11/2020;101
8;1;380096;30/11/2020;101
8;1;380104;30/11/2020;101
8;1;380241;30/11/2020;101
8;1;384868;30/11/2020;101
8;1;384875;30/11/2020;101
8;1;385072;30/11/2020;101
8;1;385165;30/11/2020;101
8;1;385195;30/11/2020;101
8;1;385409;30/11/2020;101
8;1;385411;30/11/2020;101
8;1;385479;30/11/2020;101
8;1;385813;30/11/2020;101
8;1;382247;30/11/2020;101
8;1;380649;30/11/2020;101
8;1;380841;30/11/2020;101
8;1;382274;30/11/2020;101
8;1;381108;30/11/2020;101
8;1;382062;30/11/2020;101
8;1;382557;30/11/2020;101
8;1;383450;30/11/2020;101
8;1;383911;30/11/2020;101
8;1;383943;30/11/2020;101
8;1;386970;30/11/2020;101
8;1;387016;30/11/2020;101
8;1;387195;30/11/2020;101
8;1;387235;30/11/2020;101
8;1;387291;30/11/2020;101
8;1;387302;30/11/2020;101
8;1;387331;30/11/2020;101
8;1;387354;30/11/2020;101
8;1;386876;30/11/2020;101
8;1;386940;30/11/2020;101
8;1;384538;30/11/2020;101
8;1;387734;30/11/2020;101
8;1;387748;30/11/2020;101
8;1;387799;30/11/2020;101
8;1;387800;30/11/2020;101
8;1;387817;30/11/2020;101
8;1;387827;30/11/2020;101
8;1;387859;30/11/2020;101
8;1;387873;30/11/2020;101
8;1;387964;30/11/2020;101
8;1;387414;30/11/2020;101
8;1;387439;30/11/2020;101
8;1;387550;30/11/2020;101
8;1;388075;30/11/2020;101
8;1;388120;30/11/2020;101
8;1;388255;30/11/2020;101
8;1;388296;30/11/2020;101
8;1;388864;30/11/2020;101
8;1;388866;30/11/2020;101
8;1;388868;30/11/2020;101
8;1;388873;30/11/2020;101
8;1;388541;30/11/2020;101
8;1;388562;30/11/2020;101
8;1;388602;30/11/2020;101
8;1;388627;30/11/2020;101
8;1;388664;30/11/2020;101
8;1;388715;30/11/2020;101
8;1;388780;30/11/2020;101
8;1;388792;30/11/2020;101
8;1;389175;30/11/2020;101
8;1;389201;30/11/2020;101
8;1;389204;30/11/2020;101
8;1;362018;30/11/2020;101
8;1;281603;30/11/2020;101
8;1;291498;30/11/2020;101
8;1;324710;30/11/2020;101
8;1;332852;30/11/2020;101
8;1;389267;30/11/2020;103
8;1;389277;30/11/2020;103
8;1;389279;30/11/2020;101
8;1;389341;30/11/2020;101
8;1;389400;30/11/2020;101
8;1;389444;30/11/2020;101
8;1;389480;30/11/2020;101
8;1;389643;30/11/2020;103
8;1;389654;30/11/2020;103
8;1;389660;30/11/2020;101
8;1;389674;30/11/2020;101
8;1;389681;30/11/2020;101
8;1;389702;30/11/2020;101
8;1;389436;30/11/2020;101
8;1;389460;30/11/2020;101
8;1;389541;30/11/2020;103
8;1;389585;30/11/2020;101
8;1;389649;30/11/2020;101
8;1;377897;30/11/2020;101
8;1;377904;30/11/2020;101
8;1;389248;30/11/2020;103
8;1;378503;30/11/2020;101
8;1;378616;30/11/2020;101
8;1;378646;30/11/2020;101
8;1;378904;30/11/2020;101
8;1;390058;30/11/2020;101
8;1;390093;30/11/2020;101
8;1;364150;30/11/2020;101
8;1;376696;30/11/2020;101
8;1;376950;30/11/2020;101
8;1;377379;30/11/2020;101
8;1;377055;30/11/2020;101
8;1;380491;30/11/2020;101
8;1;377414;30/11/2020;101
8;1;377586;30/11/2020;101
8;1;377598;30/11/2020;101
8;1;387010;30/11/2020;101
8;1;389247;30/11/2020;101
282;1;377540;30/11/2020;722
4;1;139106;30/11/2020;101
4;1;377119;30/11/2020;101
4;1;377244;30/11/2020;101
4;1;378862;30/11/2020;101
4;1;389868;30/11/2020;101
4;1;389560;30/11/2020;101
8;1;379576;30/11/2020;101
8;1;379670;30/11/2020;101
8;1;380271;30/11/2020;101
8;1;384541;30/11/2020;101
8;1;384692;30/11/2020;101
8;1;384763;30/11/2020;101
8;1;384895;30/11/2020;101
8;1;385237;30/11/2020;101
8;1;385352;30/11/2020;101
8;1;385491;30/11/2020;101
8;1;385600;30/11/2020;101
8;1;385715;30/11/2020;101
8;1;385752;30/11/2020;101
8;1;385788;30/11/2020;101
8;1;382080;30/11/2020;101
8;1;382353;30/11/2020;101
8;1;380559;30/11/2020;101
8;1;380805;30/11/2020;101
8;1;381470;30/11/2020;101
8;1;381509;30/11/2020;101
8;1;381873;30/11/2020;101
8;1;386191;30/11/2020;101
8;1;386224;30/11/2020;101
8;1;389042;30/11/2020;101
8;1;386414;30/11/2020;101
8;1;386629;30/11/2020;101
8;1;386668;30/11/2020;101
8;1;386745;30/11/2020;101
8;1;386829;30/11/2020;101
8;1;388897;30/11/2020;101
8;1;388901;30/11/2020;101
8;1;389044;30/11/2020;101
8;1;382052;30/11/2020;101
8;1;386184;30/11/2020;101
8;1;386223;30/11/2020;101
8;1;386336;30/11/2020;101
8;1;386369;30/11/2020;101
8;1;386385;30/11/2020;101
8;1;386475;30/11/2020;101
8;1;386667;30/11/2020;101
8;1;386812;30/11/2020;101
8;1;386835;30/11/2020;101
8;1;388926;30/11/2020;101
8;1;388963;30/11/2020;101
8;1;388994;30/11/2020;101
8;1;389072;30/11/2020;101
8;1;389078;30/11/2020;101
8;1;389181;30/11/2020;101
8;1;389203;30/11/2020;101
8;1;389207;30/11/2020;101
8;1;389217;30/11/2020;101
8;1;389223;30/11/2020;101
8;1;384522;30/11/2020;101
8;1;387665;30/11/2020;101
8;1;387724;30/11/2020;101
8;1;387767;30/11/2020;101
8;1;387775;30/11/2020;101
8;1;387776;30/11/2020;101
8;1;387793;30/11/2020;101
8;1;387819;30/11/2020;101
8;1;387831;30/11/2020;101
8;1;389686;30/11/2020;101
8;1;389692;30/11/2020;101
8;1;389763;30/11/2020;101
8;1;389804;30/11/2020;101
8;1;389815;30/11/2020;101
8;1;389838;30/11/2020;101
8;1;389888;30/11/2020;101
8;1;389892;30/11/2020;101
8;1;389896;30/11/2020;101
8;1;389904;30/11/2020;101
8;1;389929;30/11/2020;103
8;1;390013;30/11/2020;101
8;1;390041;30/11/2020;103
8;1;388832;30/11/2020;101
8;1;388503;30/11/2020;101
8;1;388530;30/11/2020;101
8;1;388551;30/11/2020;101
8;1;388617;30/11/2020;101
8;1;388651;30/11/2020;101
8;1;388666;30/11/2020;101
8;1;388669;30/11/2020;101
8;1;388700;30/11/2020;101
8;1;388723;30/11/2020;101
8;1;206008;30/11/2020;101
8;1;390109;30/11/2020;101
8;1;390125;30/11/2020;101
8;1;284840;30/11/2020;101
8;1;377488;30/11/2020;101
8;1;324400;30/11/2020;101
8;1;330086;30/11/2020;101
8;1;347604;30/11/2020;101
8;1;353728;30/11/2020;101
8;1;389292;30/11/2020;103
8;1;389369;30/11/2020;101
8;1;389379;30/11/2020;101
8;1;390138;30/11/2020;103
8;1;390154;30/11/2020;101
8;1;390168;30/11/2020;101
8;1;390181;30/11/2020;101
8;1;380762;30/11/2020;101
8;1;384526;30/11/2020;101
8;1;386495;30/11/2020;101
8;1;387390;30/11/2020;101
8;1;387888;30/11/2020;101
8;1;389356;30/11/2020;101
282;1;376560;30/11/2020;101
4;1;390089;30/11/2020;101
8;1;379562;30/11/2020;101
8;1;379641;30/11/2020;101
8;1;384859;30/11/2020;101
8;1;389914;30/11/2020;101
8;1;385469;30/11/2020;101
8;1;385499;30/11/2020;101
8;1;385549;30/11/2020;101
8;1;385754;30/11/2020;101
8;1;382103;30/11/2020;101
8;1;382214;30/11/2020;101
8;1;382675;30/11/2020;101
8;1;383043;30/11/2020;101
8;1;383449;30/11/2020;101
8;1;383877;30/11/2020;101
8;1;383898;30/11/2020;101
8;1;387087;30/11/2020;101
8;1;387098;30/11/2020;101
8;1;387134;30/11/2020;101
8;1;390026;30/11/2020;101
8;1;387214;30/11/2020;101
8;1;387250;30/11/2020;101
8;1;387278;30/11/2020;101
8;1;386836;30/11/2020;101
8;1;386840;30/11/2020;101
8;1;387845;30/11/2020;101
8;1;387869;30/11/2020;101
8;1;387881;30/11/2020;101
8;1;387898;30/11/2020;101
8;1;387477;30/11/2020;101
1629;1;383056;30/11/2020;101
1629;1;389708;30/11/2020;101
8;1;388000;30/11/2020;101
8;1;388011;30/11/2020;101
8;1;388049;30/11/2020;101
8;1;388107;30/11/2020;101
8;1;388170;30/11/2020;101
8;1;388335;30/11/2020;101
8;1;388348;30/11/2020;101
8;1;388349;30/11/2020;101
8;1;388384;30/11/2020;101
8;1;388395;30/11/2020;101
8;1;388403;30/11/2020;101
8;1;388439;30/11/2020;101
8;1;388451;30/11/2020;101
8;1;382350;30/11/2020;101
8;1;382426;30/11/2020;101
8;1;380959;30/11/2020;101
8;1;381035;30/11/2020;101
8;1;381112;30/11/2020;101
8;1;381167;30/11/2020;101
8;1;381766;30/11/2020;101
8;1;386290;30/11/2020;101
8;1;291250;30/11/2020;101
8;1;302996;30/11/2020;101
8;1;311030;30/11/2020;101
8;1;339890;30/11/2020;101
8;1;345555;30/11/2020;101
8;1;354414;30/11/2020;101
8;1;389274;30/11/2020;103
8;1;389320;30/11/2020;103
8;1;389334;30/11/2020;101
8;1;389370;30/11/2020;103
8;1;389376;30/11/2020;101
8;1;389387;30/11/2020;101
8;1;389423;30/11/2020;101
8;1;389553;30/11/2020;101
8;1;389589;30/11/2020;101
8;1;384450;30/11/2020;101
8;1;387708;30/11/2020;101
8;1;387736;30/11/2020;101
8;1;387806;30/11/2020;101
8;1;387952;30/11/2020;101
8;1;387959;30/11/2020;101
8;1;387966;30/11/2020;101
8;1;387510;30/11/2020;101
8;1;387587;30/11/2020;101
8;1;389951;30/11/2020;101
8;1;389954;30/11/2020;101
8;1;389984;30/11/2020;101
8;1;390000;30/11/2020;101
8;1;390003;30/11/2020;101
8;1;390017;30/11/2020;101
8;1;390022;30/11/2020;101
8;1;390028;30/11/2020;101
8;1;390189;30/11/2020;101
8;1;388625;30/11/2020;101
8;1;388678;30/11/2020;101
8;1;388711;30/11/2020;101
8;1;388713;30/11/2020;101
8;1;388768;30/11/2020;101
8;1;363901;30/11/2020;101
8;1;364037;30/11/2020;101
8;1;373664;30/11/2020;101
8;1;379920;30/11/2020;101
8;1;376407;30/11/2020;101
8;1;376617;30/11/2020;101
8;1;389609;30/11/2020;101
8;1;376894;30/11/2020;101
8;1;377298;30/11/2020;101
8;1;377657;30/11/2020;101
8;1;389665;30/11/2020;101
8;1;389704;30/11/2020;101
8;1;389736;30/11/2020;101
8;1;389794;30/11/2020;101
8;1;389849;30/11/2020;101
8;1;389866;30/11/2020;101
8;1;389884;30/11/2020;101
8;1;378285;30/11/2020;101
8;1;378819;30/11/2020;101
8;1;390192;30/11/2020;101
8;1;390197;30/11/2020;101
8;1;390202;30/11/2020;101
8;1;205915;30/11/2020;101
8;1;212831;30/11/2020;101
8;1;390116;30/11/2020;101
8;1;385769;30/11/2020;101
8;1;385807;30/11/2020;101
8;1;382139;30/11/2020;101
8;1;382453;30/11/2020;101
8;1;382504;30/11/2020;101
8;1;380309;30/11/2020;101
8;1;380380;30/11/2020;101
8;1;382585;30/11/2020;101
8;1;382621;30/11/2020;101
8;1;382862;30/11/2020;101
8;1;383077;30/11/2020;101
8;1;385770;30/11/2020;101
8;1;383505;30/11/2020;101
8;1;383680;30/11/2020;101
8;1;383958;30/11/2020;101
8;1;384356;30/11/2020;101
8;1;387002;30/11/2020;101
8;1;387093;30/11/2020;101
8;1;387216;30/11/2020;101
8;1;387217;30/11/2020;101
8;1;387243;30/11/2020;101
8;1;387248;30/11/2020;101
8;1;387324;30/11/2020;101
8;1;387392;30/11/2020;101
8;1;386918;30/11/2020;101
8;1;380287;30/11/2020;101
8;1;379401;30/11/2020;101
8;1;379922;30/11/2020;101
8;1;386570;30/11/2020;101
8;1;388086;30/11/2020;101
8;1;388108;30/11/2020;101
8;1;388155;30/11/2020;101
8;1;389047;30/11/2020;101
8;1;388267;30/11/2020;101
8;1;388375;30/11/2020;101
8;1;388411;30/11/2020;101
8;1;388472;30/11/2020;101
8;1;388476;30/11/2020;101
8;1;388522;30/11/2020;101
8;1;388601;30/11/2020;101
8;1;388611;30/11/2020;101
8;1;388615;30/11/2020;101
8;1;380782;30/11/2020;101
8;1;390184;30/11/2020;101
8;1;385935;30/11/2020;101
8;1;386133;30/11/2020;101
8;1;386181;30/11/2020;101
8;1;386255;30/11/2020;101
8;1;386411;30/11/2020;101
8;1;386707;30/11/2020;101
8;1;386708;30/11/2020;101
8;1;386756;30/11/2020;101
8;1;386796;30/11/2020;101
8;1;388889;30/11/2020;101
8;1;389006;30/11/2020;101
8;1;389019;30/11/2020;101
8;1;389025;30/11/2020;101
8;1;389116;30/11/2020;101
8;1;389169;30/11/2020;101
8;1;389212;30/11/2020;101
8;1;389243;30/11/2020;103
8;1;389250;30/11/2020;101
8;1;389256;30/11/2020;101
8;1;256897;30/11/2020;101
8;1;389108;30/11/2020;101
8;1;308676;30/11/2020;101
8;1;321125;30/11/2020;101
8;1;321672;30/11/2020;101
8;1;348813;30/11/2020;101
8;1;355348;30/11/2020;101
8;1;389272;30/11/2020;103
8;1;389285;30/11/2020;101
8;1;389361;30/11/2020;101
8;1;389368;30/11/2020;101
8;1;389398;30/11/2020;101
8;1;389440;30/11/2020;101
8;1;389442;30/11/2020;101
8;1;389519;30/11/2020;101
8;1;389555;30/11/2020;101
8;1;373320;30/11/2020;101
8;1;376426;30/11/2020;101
8;1;377187;30/11/2020;101
8;1;377494;30/11/2020;101
8;1;377862;30/11/2020;101
8;1;389678;30/11/2020;101
8;1;389680;30/11/2020;101
8;1;389725;30/11/2020;101
8;1;389738;30/11/2020;101
8;1;389749;30/11/2020;101
8;1;389755;30/11/2020;101
8;1;389764;30/11/2020;101
8;1;389770;30/11/2020;101
8;1;389812;30/11/2020;101
8;1;389818;30/11/2020;101
8;1;389839;30/11/2020;101
8;1;389885;30/11/2020;101
8;1;389895;30/11/2020;101
8;1;390004;30/11/2020;101
8;1;390019;30/11/2020;101
8;1;390020;30/11/2020;101
8;1;390051;30/11/2020;101
8;1;390065;30/11/2020;101
8;1;376528;30/11/2020;101
8;1;378311;30/11/2020;101
8;1;378462;30/11/2020;101
8;1;378553;30/11/2020;101
8;1;378934;30/11/2020;101
8;1;384113;30/11/2020;722
8;1;382210;30/11/2020;101
8;1;389989;30/11/2020;103
276;1;389187;30/11/2020;101
276;1;389488;30/11/2020;103
4;1;365718;30/11/2020;101
4;1;386576;30/11/2020;101
8;1;385826;30/11/2020;101
8;1;385858;30/11/2020;101
8;1;384586;30/11/2020;101
8;1;384827;30/11/2020;101
8;1;384871;30/11/2020;101
8;1;384965;30/11/2020;101
8;1;385109;30/11/2020;101
8;1;389632;30/11/2020;101
8;1;385327;30/11/2020;101
8;1;385353;30/11/2020;101
8;1;385413;30/11/2020;101
8;1;385431;30/11/2020;101
8;1;385599;30/11/2020;101
8;1;385704;30/11/2020;101
